country,year,value,indicator_key
AO,2024,4.96340198499645,broad_money_m2_growth
AO,2023,37.764907420284,broad_money_m2_growth
AO,2022,-1.41316825286512,broad_money_m2_growth
AO,2021,-9.32234729744459,broad_money_m2_growth
AO,2020,24.3007654229535,broad_money_m2_growth
AO,2019,30.1141180539418,broad_money_m2_growth
AO,2018,20.428059834929,broad_money_m2_growth
AO,2017,0.625449002375784,broad_money_m2_growth
AO,2016,13.4682422090455,broad_money_m2_growth
AO,2015,11.7763134275236,broad_money_m2_growth
AO,2014,16.1891972472028,broad_money_m2_growth
AO,2013,14.1465956464582,broad_money_m2_growth
AO,2012,4.8981874452368,broad_money_m2_growth
AO,2011,37.1469560291686,broad_money_m2_growth
AO,2010,5.28780092808811,broad_money_m2_growth
AO,2009,21.4756808800047,broad_money_m2_growth
AO,2008,104.56612415769,broad_money_m2_growth
AO,2007,49.4214363911471,broad_money_m2_growth
AO,2006,59.8509252529627,broad_money_m2_growth
AO,2005,60.705994384453,broad_money_m2_growth
AO,2004,48.5519653338355,broad_money_m2_growth
AO,2003,68.0983143555558,broad_money_m2_growth
AO,2002,156.340680459845,broad_money_m2_growth
AO,2001,163.003103910838,broad_money_m2_growth
AO,2000,303.735498573204,broad_money_m2_growth
BI,2024,,broad_money_m2_growth
BI,2023,15.4521102216248,broad_money_m2_growth
BI,2022,37.1604738485934,broad_money_m2_growth
BI,2021,20.3412407497567,broad_money_m2_growth
BI,2020,24.1067693908159,broad_money_m2_growth
BI,2019,22.5511384369432,broad_money_m2_growth
BI,2018,19.8701858450167,broad_money_m2_growth
BI,2017,26.3171279834636,broad_money_m2_growth
BI,2016,7.29602848930747,broad_money_m2_growth
BI,2015,-0.0640779326403089,broad_money_m2_growth
BI,2014,12.1956672255391,broad_money_m2_growth
BI,2013,12.4817056704414,broad_money_m2_growth
BI,2012,16.0691825327873,broad_money_m2_growth
BI,2011,6.99889250832732,broad_money_m2_growth
BI,2010,24.9758564358511,broad_money_m2_growth
BI,2009,17.0835643101644,broad_money_m2_growth
BI,2008,33.63700236915,broad_money_m2_growth
BI,2007,4.95448646227501,broad_money_m2_growth
BI,2006,22.6615055209248,broad_money_m2_growth
BI,2005,24.7314305878371,broad_money_m2_growth
BI,2004,10.2271219694904,broad_money_m2_growth
BI,2003,24.9985706014912,broad_money_m2_growth
BI,2002,30.1856007055163,broad_money_m2_growth
BI,2001,16.4118746856755,broad_money_m2_growth
BI,2000,15.5448564631789,broad_money_m2_growth
BJ,2024,1.37346070339716,broad_money_m2_growth
BJ,2023,-0.394339775523804,broad_money_m2_growth
BJ,2022,13.0110632647081,broad_money_m2_growth
BJ,2021,16.6664813091209,broad_money_m2_growth
BJ,2020,17.3018889801569,broad_money_m2_growth
BJ,2019,6.01152739985355,broad_money_m2_growth
BJ,2018,4.79888678525398,broad_money_m2_growth
BJ,2017,1.04388864244228,broad_money_m2_growth
BJ,2016,0.175468917236842,broad_money_m2_growth
BJ,2015,6.13645187394475,broad_money_m2_growth
BJ,2014,18.3515789309548,broad_money_m2_growth
BJ,2013,17.3326731233816,broad_money_m2_growth
BJ,2012,7.46034478142468,broad_money_m2_growth
BJ,2011,9.38019563254556,broad_money_m2_growth
BJ,2010,9.77014665532077,broad_money_m2_growth
BJ,2009,8.01049584667733,broad_money_m2_growth
BJ,2008,25.4222530282522,broad_money_m2_growth
BJ,2007,18.8920908844797,broad_money_m2_growth
BJ,2006,27.2272052551172,broad_money_m2_growth
BJ,2005,16.8603821715559,broad_money_m2_growth
BJ,2004,-12.0306456619487,broad_money_m2_growth
BJ,2003,22.2440894052716,broad_money_m2_growth
BJ,2002,-11.8482869019221,broad_money_m2_growth
BJ,2001,0.739246036998782,broad_money_m2_growth
BJ,2000,25.9647075047913,broad_money_m2_growth
