country,year,value,indicator_key
AO,2024,,public_debt_gdp
AO,2023,,public_debt_gdp
AO,2022,,public_debt_gdp
AO,2021,,public_debt_gdp
AO,2020,,public_debt_gdp
AO,2019,,public_debt_gdp
AO,2018,,public_debt_gdp
AO,2017,,public_debt_gdp
AO,2016,,public_debt_gdp
AO,2015,,public_debt_gdp
AO,2014,,public_debt_gdp
AO,2013,,public_debt_gdp
AO,2012,,public_debt_gdp
AO,2011,,public_debt_gdp
AO,2010,,public_debt_gdp
AO,2009,,public_debt_gdp
AO,2008,,public_debt_gdp
AO,2007,,public_debt_gdp
AO,2006,,public_debt_gdp
AO,2005,,public_debt_gdp
AO,2004,,public_debt_gdp
AO,2003,,public_debt_gdp
AO,2002,,public_debt_gdp
AO,2001,,public_debt_gdp
AO,2000,,public_debt_gdp
BI,2024,,public_debt_gdp
BI,2023,,public_debt_gdp
BI,2022,,public_debt_gdp
BI,2021,,public_debt_gdp
BI,2020,,public_debt_gdp
BI,2019,,public_debt_gdp
BI,2018,,public_debt_gdp
BI,2017,,public_debt_gdp
BI,2016,,public_debt_gdp
BI,2015,,public_debt_gdp
BI,2014,,public_debt_gdp
BI,2013,,public_debt_gdp
BI,2012,,public_debt_gdp
BI,2011,,public_debt_gdp
BI,2010,,public_debt_gdp
BI,2009,,public_debt_gdp
BI,2008,,public_debt_gdp
BI,2007,,public_debt_gdp
BI,2006,,public_debt_gdp
BI,2005,,public_debt_gdp
BI,2004,,public_debt_gdp
BI,2003,,public_debt_gdp
BI,2002,,public_debt_gdp
BI,2001,,public_debt_gdp
BI,2000,,public_debt_gdp
BJ,2024,,public_debt_gdp
BJ,2023,,public_debt_gdp
BJ,2022,,public_debt_gdp
BJ,2021,,public_debt_gdp
BJ,2020,,public_debt_gdp
BJ,2019,,public_debt_gdp
BJ,2018,,public_debt_gdp
BJ,2017,,public_debt_gdp
BJ,2016,,public_debt_gdp
BJ,2015,,public_debt_gdp
BJ,2014,,public_debt_gdp
BJ,2013,,public_debt_gdp
BJ,2012,,public_debt_gdp
BJ,2011,,public_debt_gdp
BJ,2010,,public_debt_gdp
BJ,2009,,public_debt_gdp
BJ,2008,,public_debt_gdp
BJ,2007,,public_debt_gdp
BJ,2006,,public_debt_gdp
BJ,2005,,public_debt_gdp
BJ,2004,,public_debt_gdp
BJ,2003,,public_debt_gdp
BJ,2002,,public_debt_gdp
BJ,2001,,public_debt_gdp
BJ,2000,,public_debt_gdp
BF,2024,,public_debt_gdp
BF,2023,61.2860389683284,public_debt_gdp
BF,2022,62.5256115534246,public_debt_gdp
BF,2021,55.5822235545459,public_debt_gdp
BF,2020,73.3851925518101,public_debt_gdp
BF,2019,47.0623633717549,public_debt_gdp
BF,2018,45.5738610534927,public_debt_gdp
BF,2017,,public_debt_gdp
BF,2016,,public_debt_gdp
BF,2015,,public_debt_gdp
BF,2014,,public_debt_gdp
BF,2013,,public_debt_gdp
BF,2012,,public_debt_gdp
BF,2011,,public_debt_gdp
BF,2010,,public_debt_gdp
BF,2009,,public_debt_gdp
BF,2008,,public_debt_gdp
BF,2007,,public_debt_gdp
BF,2006,,public_debt_gdp
BF,2005,,public_debt_gdp
BF,2004,,public_debt_gdp
BF,2003,,public_debt_gdp
BF,2002,,public_debt_gdp
BF,2001,,public_debt_gdp
BF,2000,,public_debt_gdp
BW,2024,,public_debt_gdp
BW,2023,,public_debt_gdp
BW,2022,,public_debt_gdp
BW,2021,,public_debt_gdp
BW,2020,19.6161332426255,public_debt_gdp
BW,2019,16.193904309718,public_debt_gdp
BW,2018,15.2307151442609,public_debt_gdp
BW,2017,14.6807691758665,public_debt_gdp
BW,2016,15.8049523139869,public_debt_gdp
BW,2015,19.086977673602,public_debt_gdp
BW,2014,18.3257336074772,public_debt_gdp
BW,2013,19.0163812887175,public_debt_gdp
BW,2012,20.6231807851092,public_debt_gdp
BW,2011,21.0743622822987,public_debt_gdp
BW,2010,21.8862970525722,public_debt_gdp
BW,2009,19.2517818685668,public_debt_gdp
BW,2008,8.00402997376666,public_debt_gdp
BW,2007,5.9431764131185,public_debt_gdp
BW,2006,6.02356808660498,public_debt_gdp
BW,2005,,public_debt_gdp
BW,2004,,public_debt_gdp
BW,2003,,public_debt_gdp
BW,2002,,public_debt_gdp
BW,2001,,public_debt_gdp
BW,2000,,public_debt_gdp
CF,2024,,public_debt_gdp
CF,2023,,public_debt_gdp
CF,2022,,public_debt_gdp
CF,2021,,public_debt_gdp
CF,2020,,public_debt_gdp
CF,2019,,public_debt_gdp
CF,2018,,public_debt_gdp
CF,2017,,public_debt_gdp
CF,2016,,public_debt_gdp
CF,2015,,public_debt_gdp
CF,2014,,public_debt_gdp
CF,2013,,public_debt_gdp
CF,2012,,public_debt_gdp
CF,2011,,public_debt_gdp
CF,2010,,public_debt_gdp
CF,2009,,public_debt_gdp
CF,2008,,public_debt_gdp
CF,2007,,public_debt_gdp
CF,2006,,public_debt_gdp
CF,2005,,public_debt_gdp
CF,2004,,public_debt_gdp
CF,2003,,public_debt_gdp
CF,2002,,public_debt_gdp
CF,2001,,public_debt_gdp
CF,2000,,public_debt_gdp
CI,2024,,public_debt_gdp
CI,2023,,public_debt_gdp
CI,2022,,public_debt_gdp
CI,2021,,public_debt_gdp
CI,2020,,public_debt_gdp
CI,2019,,public_debt_gdp
CI,2018,,public_debt_gdp
CI,2017,,public_debt_gdp
CI,2016,,public_debt_gdp
CI,2015,,public_debt_gdp
CI,2014,,public_debt_gdp
CI,2013,,public_debt_gdp
CI,2012,,public_debt_gdp
CI,2011,,public_debt_gdp
CI,2010,,public_debt_gdp
CI,2009,,public_debt_gdp
CI,2008,,public_debt_gdp
CI,2007,,public_debt_gdp
CI,2006,,public_debt_gdp
CI,2005,,public_debt_gdp
CI,2004,,public_debt_gdp
CI,2003,,public_debt_gdp
CI,2002,,public_debt_gdp
CI,2001,,public_debt_gdp
CI,2000,,public_debt_gdp
CM,2024,,public_debt_gdp
CM,2023,,public_debt_gdp
CM,2022,,public_debt_gdp
CM,2021,,public_debt_gdp
CM,2020,,public_debt_gdp
CM,2019,,public_debt_gdp
CM,2018,,public_debt_gdp
CM,2017,,public_debt_gdp
CM,2016,,public_debt_gdp
CM,2015,,public_debt_gdp
CM,2014,,public_debt_gdp
CM,2013,,public_debt_gdp
CM,2012,,public_debt_gdp
CM,2011,,public_debt_gdp
CM,2010,,public_debt_gdp
CM,2009,,public_debt_gdp
CM,2008,,public_debt_gdp
CM,2007,,public_debt_gdp
CM,2006,,public_debt_gdp
CM,2005,,public_debt_gdp
CM,2004,,public_debt_gdp
CM,2003,,public_debt_gdp
CM,2002,,public_debt_gdp
CM,2001,,public_debt_gdp
CM,2000,,public_debt_gdp
CD,2024,,public_debt_gdp
CD,2023,,public_debt_gdp
CD,2022,15.9896967791738,public_debt_gdp
CD,2021,,public_debt_gdp
CD,2020,,public_debt_gdp
CD,2019,,public_debt_gdp
CD,2018,,public_debt_gdp
CD,2017,,public_debt_gdp
CD,2016,,public_debt_gdp
CD,2015,,public_debt_gdp
CD,2014,,public_debt_gdp
CD,2013,,public_debt_gdp
CD,2012,,public_debt_gdp
CD,2011,,public_debt_gdp
