country,year,value,indicator_key
AO,2024,,mobile_subs_100
AO,2023,70.052,mobile_subs_100
AO,2022,66.6008,mobile_subs_100
AO,2021,44.3869,mobile_subs_100
AO,2020,43.7804,mobile_subs_100
AO,2019,45.8065,mobile_subs_100
AO,2018,42.4589,mobile_subs_100
AO,2017,44.0682,mobile_subs_100
AO,2016,44.5502,mobile_subs_100
AO,2015,49.3097,mobile_subs_100
AO,2014,51.7384,mobile_subs_100
AO,2013,50.7735,mobile_subs_100
AO,2012,50.7801,mobile_subs_100
AO,2011,49.8515,mobile_subs_100
AO,2010,40.3668,mobile_subs_100
AO,2009,36.1789,mobile_subs_100
AO,2008,31.3891,mobile_subs_100
AO,2007,23.8782,mobile_subs_100
AO,2006,15.2614,mobile_subs_100
AO,2005,8.35159,mobile_subs_100
AO,2004,3.9784,mobile_subs_100
AO,2003,1.95054,mobile_subs_100
AO,2002,0.807955,mobile_subs_100
AO,2001,0.447836,mobile_subs_100
AO,2000,0.159347,mobile_subs_100
BI,2024,,mobile_subs_100
BI,2023,63.1631,mobile_subs_100
BI,2022,56.26,mobile_subs_100
BI,2021,59.7008,mobile_subs_100
BI,2020,52.5571,mobile_subs_100
BI,2019,53.2996,mobile_subs_100
BI,2018,53.2737,mobile_subs_100
BI,2017,51.4533,mobile_subs_100
BI,2016,47.6697,mobile_subs_100
BI,2015,45.2379,mobile_subs_100
BI,2014,29.5678,mobile_subs_100
BI,2013,24.3007,mobile_subs_100
BI,2012,22.3128,mobile_subs_100
BI,2011,19.7015,mobile_subs_100
BI,2010,17.8962,mobile_subs_100
BI,2009,10.2904,mobile_subs_100
BI,2008,5.65018,mobile_subs_100
BI,2007,3.30806,mobile_subs_100
BI,2006,2.54273,mobile_subs_100
BI,2005,2.01653,mobile_subs_100
BI,2004,1.37553,mobile_subs_100
BI,2003,0.908684,mobile_subs_100
BI,2002,0.762002,mobile_subs_100
BI,2001,0.50368,mobile_subs_100
BI,2000,0.252234,mobile_subs_100
BJ,2024,,mobile_subs_100
BJ,2023,116.036,mobile_subs_100
BJ,2022,105.745,mobile_subs_100
BJ,2021,94.9183,mobile_subs_100
BJ,2020,85.2391,mobile_subs_100
BJ,2019,81.3235,mobile_subs_100
BJ,2018,76.408,mobile_subs_100
BJ,2017,72.8671,mobile_subs_100
BJ,2016,76.0182,mobile_subs_100
BJ,2015,82.0193,mobile_subs_100
BJ,2014,78.517,mobile_subs_100
BJ,2013,89.9019,mobile_subs_100
BJ,2012,80.8629,mobile_subs_100
BJ,2011,76.9318,mobile_subs_100
BJ,2010,72.2115,mobile_subs_100
BJ,2009,52.9301,mobile_subs_100
BJ,2008,39.2846,mobile_subs_100
BJ,2007,22.9147,mobile_subs_100
BJ,2006,12.1442,mobile_subs_100
BJ,2005,7.07639,mobile_subs_100
BJ,2004,5.62957,mobile_subs_100
BJ,2003,2.98462,mobile_subs_100
BJ,2002,2.85027,mobile_subs_100
BJ,2001,1.67884,mobile_subs_100
BJ,2000,0.768193,mobile_subs_100
BF,2024,,mobile_subs_100
BF,2023,,mobile_subs_100
BF,2022,119.463,mobile_subs_100
BF,2021,112.198,mobile_subs_100
BF,2020,102.973,mobile_subs_100
BF,2019,97.1499,mobile_subs_100
BF,2018,94.622,mobile_subs_100
BF,2017,90.2081,mobile_subs_100
BF,2016,79.6698,mobile_subs_100
BF,2015,76.9373,mobile_subs_100
BF,2014,68.5396,mobile_subs_100
BF,2013,63.5243,mobile_subs_100
BF,2012,58.0942,mobile_subs_100
BF,2011,46.1058,mobile_subs_100
BF,2010,35.2848,mobile_subs_100
BF,2009,24.3387,mobile_subs_100
BF,2008,19.82,mobile_subs_100
BF,2007,12.5405,mobile_subs_100
BF,2006,7.07267,mobile_subs_100
BF,2005,4.54743,mobile_subs_100
BF,2004,2.93277,mobile_subs_100
BF,2003,1.81994,mobile_subs_100
BF,2002,0.875435,mobile_subs_100
BF,2001,0.61965,mobile_subs_100
BF,2000,0.211688,mobile_subs_100
BW,2024,,mobile_subs_100
BW,2023,179.027,mobile_subs_100
BW,2022,178.205,mobile_subs_100
BW,2021,173.252,mobile_subs_100
BW,2020,161.859,mobile_subs_100
BW,2019,160.662,mobile_subs_100
BW,2018,147.065,mobile_subs_100
BW,2017,142.962,mobile_subs_100
BW,2016,147.173,mobile_subs_100
BW,2015,157.735,mobile_subs_100
BW,2014,157.018,mobile_subs_100
BW,2013,151.671,mobile_subs_100
BW,2012,146.149,mobile_subs_100
BW,2011,139.87,mobile_subs_100
BW,2010,116.246,mobile_subs_100
BW,2009,94.1441,mobile_subs_100
BW,2008,76.1956,mobile_subs_100
BW,2007,60.2637,mobile_subs_100
BW,2006,43.9084,mobile_subs_100
BW,2005,30.6424,mobile_subs_100
BW,2004,28.9318,mobile_subs_100
BW,2003,25.0588,mobile_subs_100
BW,2002,19.0435,mobile_subs_100
BW,2001,19.4051,mobile_subs_100
BW,2000,13.2462,mobile_subs_100
CF,2024,,mobile_subs_100
CF,2023,,mobile_subs_100
CF,2022,38.8218,mobile_subs_100
CF,2021,35.817,mobile_subs_100
CF,2020,36.426,mobile_subs_100
CF,2019,32.2627,mobile_subs_100
CF,2018,26.2216,mobile_subs_100
CF,2017,24.5204,mobile_subs_100
CF,2016,26.4836,mobile_subs_100
CF,2015,26.8397,mobile_subs_100
CF,2014,24.9962,mobile_subs_100
CF,2013,29.3015,mobile_subs_100
CF,2012,24.7918,mobile_subs_100
CF,2011,21.7402,mobile_subs_100
CF,2010,21.7946,mobile_subs_100
CF,2009,19.0689,mobile_subs_100
CF,2008,12.5028,mobile_subs_100
CF,2007,7.61859,mobile_subs_100
CF,2006,2.5128,mobile_subs_100
CF,2005,2.33165,mobile_subs_100
CF,2004,1.43102,mobile_subs_100
CF,2003,0.974876,mobile_subs_100
CF,2002,0.314522,mobile_subs_100
CF,2001,0.280649,mobile_subs_100
CF,2000,0.129571,mobile_subs_100
CI,2024,,mobile_subs_100
CI,2023,171.989,mobile_subs_100
CI,2022,161.232,mobile_subs_100
CI,2021,150.344,mobile_subs_100
CI,2020,138.664,mobile_subs_100
CI,2019,132.574,mobile_subs_100
CI,2018,123.098,mobile_subs_100
CI,2017,118.755,mobile_subs_100
CI,2016,105.625,mobile_subs_100
CI,2015,100.639,mobile_subs_100
CI,2014,90.122,mobile_subs_100
CI,2013,80.9987,mobile_subs_100
CI,2012,77.1273,mobile_subs_100
CI,2011,75.4688,mobile_subs_100
CI,2010,69.3659,mobile_subs_100
CI,2009,59.9343,mobile_subs_100
CI,2008,48.5676,mobile_subs_100
CI,2007,35.5088,mobile_subs_100
CI,2006,19.7861,mobile_subs_100
CI,2005,11.7071,mobile_subs_100
CI,2004,8.54469,mobile_subs_100
CI,2003,6.69626,mobile_subs_100
CI,2002,5.5056,mobile_subs_100
CI,2001,4.00764,mobile_subs_100
CI,2000,2.6722,mobile_subs_100
CM,2024,,mobile_subs_100
CM,2023,96.4817,mobile_subs_100
CM,2022,89.8274,mobile_subs_100
CM,2021,80.8081,mobile_subs_100
CM,2020,85.2722,mobile_subs_100
CM,2019,83.9044,mobile_subs_100
CM,2018,74.3995,mobile_subs_100
CM,2017,83.4503,mobile_subs_100
CM,2016,79.8046,mobile_subs_100
CM,2015,79.7801,mobile_subs_100
CM,2014,77.24,mobile_subs_100
CM,2013,73.1912,mobile_subs_100
CM,2012,62.9907,mobile_subs_100
CM,2011,51.831,mobile_subs_100
CM,2010,43.9121,mobile_subs_100
CM,2009,41.8758,mobile_subs_100
CM,2008,33.1693,mobile_subs_100
CM,2007,25.1303,mobile_subs_100
CM,2006,17.8682,mobile_subs_100
CM,2005,13.1922,mobile_subs_100
CM,2004,9.21627,mobile_subs_100
CM,2003,6.66446,mobile_subs_100
CM,2002,4.46094,mobile_subs_100
CM,2001,2.72573,mobile_subs_100
CM,2000,0.692561,mobile_subs_100
CD,2024,,mobile_subs_100
CD,2023,53.1889,mobile_subs_100
CD,2022,48.6774,mobile_subs_100
CD,2021,47.2883,mobile_subs_100
CD,2020,42.5028,mobile_subs_100
CD,2019,39.94,mobile_subs_100
CD,2018,40.5014,mobile_subs_100
CD,2017,40.6223,mobile_subs_100
CD,2016,34.4099,mobile_subs_100
CD,2015,46.5879,mobile_subs_100
