country,year,value,indicator_key
AO,2024,,internet_users_pct
AO,2023,44.7581,internet_users_pct
AO,2022,42.0719,internet_users_pct
AO,2021,39.3876,internet_users_pct
AO,2020,36.6347,internet_users_pct
AO,2019,32.1294,internet_users_pct
AO,2018,29.0,internet_users_pct
AO,2017,26.0,internet_users_pct
AO,2016,23.2,internet_users_pct
AO,2015,22.0,internet_users_pct
AO,2014,21.3623,internet_users_pct
AO,2013,13.0,internet_users_pct
AO,2012,7.7,internet_users_pct
AO,2011,4.7,internet_users_pct
AO,2010,2.8,internet_users_pct
AO,2009,2.3,internet_users_pct
AO,2008,1.9,internet_users_pct
AO,2007,1.7,internet_users_pct
AO,2006,1.5,internet_users_pct
AO,2005,1.14337,internet_users_pct
AO,2004,0.464815,internet_users_pct
AO,2003,0.370682,internet_users_pct
AO,2002,0.270377,internet_users_pct
AO,2001,0.136014,internet_users_pct
AO,2000,0.105046,internet_users_pct
BI,2024,,internet_users_pct
BI,2023,11.0784,internet_users_pct
BI,2022,11.0009,internet_users_pct
BI,2021,10.9847,internet_users_pct
BI,2020,9.17302,internet_users_pct
BI,2019,6.1,internet_users_pct
BI,2018,4.0,internet_users_pct
BI,2017,2.66075,internet_users_pct
BI,2016,2.2,internet_users_pct
BI,2015,2.0,internet_users_pct
BI,2014,1.04239,internet_users_pct
BI,2013,1.26422,internet_users_pct
BI,2012,1.22,internet_users_pct
BI,2011,1.11,internet_users_pct
BI,2010,1.0,internet_users_pct
BI,2009,0.9,internet_users_pct
BI,2008,0.81,internet_users_pct
BI,2007,0.7,internet_users_pct
BI,2006,0.657593,internet_users_pct
BI,2005,0.542143,internet_users_pct
BI,2004,0.34906,internet_users_pct
BI,2003,0.201273,internet_users_pct
BI,2002,0.118228,internet_users_pct
BI,2001,0.106001,internet_users_pct
BI,2000,0.0772484,internet_users_pct
BJ,2024,,internet_users_pct
BJ,2023,32.2083,internet_users_pct
BJ,2022,30.0134,internet_users_pct
BJ,2021,28.2047,internet_users_pct
BJ,2020,22.1206,internet_users_pct
BJ,2019,20.5,internet_users_pct
BJ,2018,19.0,internet_users_pct
BJ,2017,18.7,internet_users_pct
BJ,2016,14.5,internet_users_pct
BJ,2015,11.255,internet_users_pct
BJ,2014,6.0,internet_users_pct
BJ,2013,4.9,internet_users_pct
BJ,2012,4.5,internet_users_pct
BJ,2011,4.14832,internet_users_pct
BJ,2010,3.13,internet_users_pct
BJ,2009,2.24,internet_users_pct
BJ,2008,1.85,internet_users_pct
BJ,2007,1.79,internet_users_pct
BJ,2006,1.53785,internet_users_pct
BJ,2005,1.27103,internet_users_pct
BJ,2004,1.18254,internet_users_pct
BJ,2003,0.951327,internet_users_pct
BJ,2002,0.702946,internet_users_pct
BJ,2001,0.363418,internet_users_pct
BJ,2000,0.225248,internet_users_pct
BF,2024,,internet_users_pct
BF,2023,17.0226,internet_users_pct
BF,2022,14.6238,internet_users_pct
BF,2021,12.5631,internet_users_pct
BF,2020,10.7927,internet_users_pct
BF,2019,9.27181,internet_users_pct
BF,2018,8.5,internet_users_pct
BF,2017,7.79,internet_users_pct
BF,2016,7.14,internet_users_pct
BF,2015,6.55,internet_users_pct
BF,2014,6.0,internet_users_pct
BF,2013,5.0,internet_users_pct
BF,2012,3.72503,internet_users_pct
BF,2011,3.0,internet_users_pct
BF,2010,2.4,internet_users_pct
BF,2009,1.13,internet_users_pct
BF,2008,0.92,internet_users_pct
BF,2007,0.75,internet_users_pct
BF,2006,0.632708,internet_users_pct
BF,2005,0.469914,internet_users_pct
BF,2004,0.400295,internet_users_pct
BF,2003,0.37344,internet_users_pct
BF,2002,0.200993,internet_users_pct
BF,2001,0.157732,internet_users_pct
