Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
0.00006333,1.03437193,0.93707835,1.08344646,0.89967321,1.00521178,1.03546607,1.20425654,0.82076832,1.08729343,0.93534030,0.99442991,1.02790424,0.95761545,1.02229631
0.00016333,0.99860570,0.94700643,1.07047524,0.90659803,1.20791854,0.91887239,1.23496746,0.73784885,0.97954017,1.03789781,0.96234218,1.04178168,0.96948921,0.99567034
0.00026333,0.98956719,1.00253138,1.00995696,0.87112279,1.29118422,0.90545326,1.16473244,1.02736299,0.95082612,1.07051512,0.94359340,1.04667284,0.98603688,0.99823882
0.00036333,0.98263873,1.04102383,0.99746657,0.85102600,1.14174398,0.67287619,0.96120053,1.06120505,1.04321656,1.09487521,0.92742721,1.01129135,0.97623612,0.99227042
0.00046333,0.93995368,1.06440517,1.01225462,0.95001373,1.12569381,0.89829739,0.87143999,1.17570473,0.89968843,1.06080306,0.95682345,1.00921039,1.01107345,0.98958023
0.00056334,0.95111633,1.07400715,0.95162157,1.12947399,1.01690604,0.68324500,0.99045896,1.26301047,0.95851089,1.05063927,0.97894922,0.99321614,1.03126982,0.98812308
0.00066334,0.94078471,1.02276347,0.88723477,1.11247138,0.93394311,0.92726003,0.82057196,1.06322536,0.87410036,1.05701002,1.00300975,0.99368556,1.02804976,0.97446443
0.00076334,1.01046950,0.99178152,0.90062691,1.14232042,0.79644925,1.25532985,0.69966794,1.02831396,0.94112475,0.98442160,1.07304649,0.97092269,1.02889557,0.98953643
0.00086334,1.03993140,0.99642295,0.91270547,1.04923173,0.72694212,1.16256120,0.69471004,0.98605128,0.98717298,0.96505219,1.05997340,0.95376306,1.01079914,0.99269340
0.00096334,1.06029292,0.97226670,0.97195850,1.09036611,0.82033517,1.24938262,0.95133822,0.98478329,1.09071345,0.91242617,1.02113571,0.94707503,1.00647115,1.02721013
0.00106334,1.03401067,0.99961383,1.12254015,1.06484466,0.87165672,1.12277953,1.14259399,1.02444690,1.17171218,0.88666950,1.05113935,0.99170415,0.99135452,1.02268497
0.00116334,1.02982644,0.94448803,1.15910133,0.88431077,0.96696190,1.26130710,1.32050632,0.87199345,1.07587408,0.91755329,1.03050885,1.02273249,0.98561013,1.01506738
0.00126334,1.00493665,0.95421966,1.08142193,0.88198074,1.27986887,0.95732484,1.28792004,0.81270421,1.11700255,0.98354153,0.97854182,1.04284069,0.96394802,1.01070993
0.00136334,0.97966858,0.96382167,1.04681697,0.86393363,1.21408344,0.92753425,1.27618670,0.78134253,0.93504841,1.09865936,0.95380259,1.02949129,0.95312816,1.00487665
0.00146334,0.98089120,0.96549139,1.08167758,0.92362817,1.11350945,0.92156449,0.99796224,0.96192979,0.99221832,1.07462290,0.94730440,1.01981807,0.98200557,0.99106594
0.00156334,0.98411728,1.06792117,0.92651308,0.86805642,1.01286005,0.72136878,0.85046930,1.17417898,0.96172259,1.05592656,0.93805824,1.03445756,1.01672450,0.98845525
0.00166334,0.98432340,1.12096034,0.94961391,1.07663653,1.11469028,0.56669125,1.03352484,1.15513833,0.86938505,1.02881688,0.91885935,0.99902932,1.02804383,0.99289294
0.00176334,0.97085682,1.05817867,0.88747118,1.12290054,0.96161591,0.80601657,0.91609114,1.13667855,0.90503884,1.05237985,0.99765044,0.97206953,1.03450726,0.99646340
0.00186334,0.95591258,0.99732327,0.91527424,1.13053553,1.00161658,1.06296752,0.77253388,1.16144298,0.83422458,1.00478102,1.06061600,0.99632751,1.00651416,0.98048281
0.00196334,1.02193907,0.98120849,0.98779095,1.15236005,0.93436781,1.18628627,0.63942806,1.04277370,0.97158253,0.98757258,1.08119564,0.94894385,1.00621515,0.97875780
0.00206334,1.01611686,0.93625182,0.90184412,1.01466759,0.79463265,1.30011525,0.73871915,0.90786968,1.05196561,0.92715580,1.04768978,0.96899036,1.02669146,0.98608692
0.00216334,1.04180680,0.97794031,1.03660401,1.04116807,0.77023334,1.28717678,0.97428101,0.99138974,1.10073101,0.93517084,1.06082154,0.98915184,0.98092723,1.02527086
0.00226334,1.00962631,1.00084992,1.05203884,0.94576686,0.84263738,1.20197735,1.27632809,0.95449330,1.17877136,0.98985169,1.01660919,0.97697005,1.01313018,1.02072143
0.00236334,1.01663872,0.93172093,1.10068125,0.95155775,1.09642395,1.19100719,1.23347602,0.91199041,1.07644737,0.90831553,0.99550632,1.03835596,0.99928335,1.01417609
0.00246334,1.03976739,0.93067666,1.03689970,0.87258123,1.26249150,0.86643158,1.30815578,0.74000951,1.04341813,0.96260290,0.96169852,1.03373666,0.97945994,1.00966438
0.00256334,0.97524602,0.97183633,1.08981373,0.86940118,1.24985833,0.96056544,1.08603139,0.74425706,1.00535590,1.03380546,0.95467295,1.04220326,0.95669505,1.01801512
0.00266334,1.00502855,1.05837053,1.06732857,0.86155793,1.02949107,0.75071944,1.07780368,0.92991444,1.05406606,1.06325014,0.93352459,1.04099096,0.96349613,1.00178323
0.00276334,0.96304850,1.05390194,0.95680697,0.85994207,1.03632646,0.70046270,1.05198034,1.22614692,0.92284489,1.13565389,0.92225076,0.99695094,1.00460025,0.98478690
0.00286334,0.95526237,1.08500633,0.93568711,1.11608190,1.05815109,0.60960076,1.02694033,1.20348983,0.89561508,1.02510604,0.97111276,0.98266645,1.01559258,0.98852162
0.00296334,0.96697931,1.01809453,0.91247856,1.23669436,0.94257721,0.68977892,0.77701849,1.15372221,0.82797016,1.04852920,1.00113752,0.99760116,1.02373658,0.98407044
0.00306334,0.99720002,1.00979803,0.94463038,1.11484179,0.88358495,1.10048067,0.76809845,1.24635579,0.90211691,0.99513478,1.08806441,0.97042093,1.03449242,0.98270594
0.00316334,1.00367990,1.05963491,0.91868789,1.14067334,0.77756863,1.25811741,0.65989898,1.04795615,1.01398330,0.94458539,1.07334776,0.97623803,1.01277904,0.98482589
0.00326334,1.04521258,0.97653904,0.92046328,1.04427597,0.84078472,1.51589133,0.77473614,1.01004416,1.09296970,0.93522905,1.05073890,0.94674020,1.00286885,1.00078172
0.00336334,1.03969579,0.97850920,1.04037237,1.03084650,0.90756687,1.53029176,1.16973639,0.97783851,1.10308209,0.93990648,1.00992943,0.95370429,1.00700785,1.00719477
0.00346334,1.01155780,0.94700126,1.05877263,0.93717058,0.84486293,0.98644847,1.14764456,0.81391150,1.06050670,0.92641195,1.02658528,1.02487320,0.98801487,1.02295551
0.00356335,1.02596520,0.93915605,1.14358257,0.92438965,1.13297709,1.03362011,1.24967194,0.76880700,1.09827524,0.96212339,0.97757208,1.03524272,0.98915917,1.01067603
0.00366335,1.00473171,0.90610167,1.13192247,0.89362420,1.30849493,0.74225452,1.02306985,0.75279251,1.00679247,1.02250527,0.97907833,1.04625182,0.97318316,1.01230249
0.00376335,0.97961534,0.96277562,1.00808934,0.80249389,1.11820764,0.89087390,1.26594596,0.97201071,1.02296024,1.04009633,0.94141129,1.03991316,0.97548607,1.01178475
0.00386335,0.98283805,1.04432029,1.05910347,0.89094154,1.20056364,0.76479545,1.22300086,1.04427699,1.00945581,1.13101176,0.94413376,1.02447433,0.98217260,1.00413996
0.00396335,0.96156861,1.05398512,0.94364764,0.95499174,1.15367130,0.67000220,0.86913495,1.11370731,0.85822794,1.04536345,0.96277405,1.02122027,0.99873455,0.99773551
0.00406335,0.99709251,1.10070271,0.96235083,1.11335475,1.03269960,0.82508949,0.69050722,1.12087665,0.88732950,1.01847370,0.97342700,0.99096938,1.01725204,0.99001922
0.00416335,0.95744874,1.02592825,0.88864471,1.12655366,0.98979111,0.84530672,1.01182468,1.16724792,0.86307169,1.03550863,1.00646809,0.97242479,1.03409439,0.97285417
0.00426335,0.97800651,0.99224658,0.90192110,1.17357640,0.76207748,1.11259807,0.95660777,1.10133571,0.88519165,0.96909862,1.06669594,0.96420408,1.02945581,0.96850607
0.00436335,1.01119344,1.01554862,0.91032009,1.05749866,0.76696618,1.28345255,0.68489049,1.06079886,1.07103232,0.98772820,1.07298477,0.95852839,1.01829650,0.98645657
0.00446335,1.02986386,0.99743958,0.92356839,1.05260718,0.81776295,1.35005011,0.80829697,1.02640579,1.10550889,0.94373200,1.03158503,0.93469880,1.00317238,1.00665248
0.00456335,1.02197582,0.97018568,1.04608895,0.99784384,0.78606976,1.30522235,0.97082471,0.88034728,1.20996477,0.88024205,1.01110343,0.99630154,0.99656929,1.01932521
0.00466335,1.06652306,0.92685871,1.08844125,0.94418521,0.86112526,1.16337714,1.29731587,0.91027026,1.11578591,0.94895557,1.00867558,1.01806493,0.99690447,1.03401946
0.00476335,1.04483241,0.97273279,1.13534109,0.90151654,1.12621314,0.98449464,1.37045935,0.79968525,1.06469663,0.92689964,0.99456041,1.04302861,0.97144519,1.01768159
0.00486335,0.97227840,0.96587861,1.02200095,0.90764548,1.30315134,0.88738467,1.02734985,0.87529652,1.03064437,1.01891443,1.00502871,1.04328246,0.95903995,1.00695012
0.00496335,0.98576499,0.99828661,1.07808170,0.84168428,1.31252401,0.73217302,1.14818359,0.82682306,1.03264215,1.11430915,0.95522664,1.03387769,0.95690764,0.99737013
0.00506335,0.98043305,1.05032222,1.02379840,0.89713058,1.05455892,0.84008768,1.12790026,1.09203235,0.91471469,1.13100230,0.93179712,1.03445283,0.99655106,0.98645448
0.00516335,0.96015957,1.05858344,0.97102748,0.98461065,1.11952646,0.82309428,0.94765904,1.21743454,0.77671662,1.05831637,0.93294399,0.99141548,1.04652294,0.99491675
0.00526335,0.94581963,1.04686626,0.99360172,1.17543606,1.06155280,0.77796231,0.82794109,1.18497485,0.79696073,1.01513215,0.95483656,0.98894898,1.02585182,0.99377130
0.00536335,0.98302209,1.01508495,0.90480915,1.19198967,0.91231597,0.66951324,0.82348578,1.08375196,0.89008073,1.07100006,1.04743543,1.00621297,1.02621246,0.98028213
0.00546335,1.00566576,1.01135207,0.88305992,1.13982794,0.92421660,1.25529480,0.62477699,1.07962497,0.97660743,0.98598778,1.04672066,0.96416771,1.00935799,0.98102758
0.00556335,1.02070541,1.00051176,0.94466071,1.13762949,0.74112693,1.41430957,0.83482599,1.06590520,1.07534313,0.91600235,1.05969355,0.94815348,0.99757580,0.98301592
0.00566335,1.04712116,0.93707843,0.97132270,0.92167036,0.76047437,1.13749016,0.90229365,0.96998072,1.11422912,0.87806847,1.01741176,0.95291692,1.01573889,1.01022729
0.00576335,1.01064129,0.96601205,1.01926179,0.96040043,0.76428204,1.08543687,1.02969009,0.93093088,1.19540174,0.90748562,1.05240779,0.95595259,0.97671901,1.01919724
0.00586335,1.03292874,1.01037114,1.12524238,0.90449260,0.97944950,1.25346052,1.34827574,0.82510364,1.11465840,0.88558429,1.01219315,1.03448676,1.00628722,1.01710473
0.00596335,1.03435568,0.94667434,1.09401567,0.87424597,1.20281477,1.10313979,1.31862875,0.81735128,1.04032989,0.95720800,0.98799594,1.04435854,0.99533745,1.01466032
0.00606335,0.99783722,0.90870057,1.09074866,0.98793807,1.20609182,0.83160427,1.22306492,0.77146165,1.06824901,1.09899421,0.98264563,1.06879357,0.95933059,1.01106226
0.00616335,1.00809125,1.00330119,1.04711951,0.84566026,1.31652122,0.79510093,1.09648456,0.90663822,1.02865452,1.01928861,0.96239187,1.02468466,0.95662841,0.99719008
0.00626335,0.95916958,1.05928351,0.97325390,0.84916688,1.07902986,0.79541947,1.10180157,1.17794031,0.92618131,1.17261358,0.90408244,1.01540658,0.98518595,0.98988858
0.00636335,0.96541129,1.08905032,0.92978448,0.95548732,1.06928593,0.66140979,0.77937160,1.25127965,0.82611732,1.11814199,0.94361494,0.98089503,1.03956192,0.99667194
0.00646335,0.93110651,1.05207351,0.91670485,1.16770136,0.91371876,0.79850766,0.86792298,1.18765141,0.83255274,1.04633162,1.01940308,1.02300958,1.03146463,0.99037918
0.00656336,0.96747793,1.01110063,0.93856653,1.22139871,0.88238915,1.01922864,0.66020040,1.14666443,0.80006685,1.03051753,1.04858019,0.99668347,1.01326030,0.97740214
0.00666336,0.99152175,1.03277900,0.89507300,1.07628002,0.96532874,1.23951524,0.82620252,0.91969122,0.98161157,0.97686322,1.02706882,0.95710302,1.00752868,0.97513060
0.00676336,1.04715690,1.02483114,0.93552183,1.08129647,0.80153888,1.33798019,0.82130016,1.01385608,1.04031414,0.93011890,1.07020231,0.94295025,1.03638547,1.00302003
0.00686336,1.04098827,0.96384791,1.00190703,1.06445609,0.86550620,1.25511044,1.00794954,1.02902187,1.21893528,0.86515788,1.04612278,0.93268500,1.00093486,1.01450890
0.00696336,1.05493359,0.92484162,1.06697178,1.08194565,0.74798633,1.16399376,1.28872718,0.95398566,1.13524288,0.90225197,1.00913034,0.99851933,0.99023000,1.02808650
0.00706336,1.02942079,0.96725836,1.13670565,0.90603697,1.11503443,1.25390092,1.13464568,0.74632721,1.12574172,0.89598685,0.99712321,1.04041518,0.98863377,1.02250917
0.00716336,1.01381603,0.93470447,1.08828517,0.89720957,1.10099979,0.90808151,1.34644879,0.77133781,1.01046503,0.99148152,0.97923020,1.01655458,0.97095076,1.00087254
0.00726336,1.01772818,0.93751680,1.06417539,0.81520149,1.17508792,0.84192905,1.08500788,0.80330284,0.96751878,1.07735357,0.95851422,1.03847384,0.97912459,1.00431127
0.00736336,0.94896906,0.98431683,1.01100911,0.81294824,1.27109751,0.62382277,0.94784603,1.01716645,0.94483729,1.09395152,0.92411371,1.04803504,0.95184055,0.99872284
0.00746336,0.94698032,1.08378897,0.98283886,0.91990016,1.14746456,0.60114213,1.10068326,1.23724209,1.06735890,1.11424656,0.97398267,1.01690205,0.98214273,0.99822084
0.00756336,0.95428094,1.06013051,0.98484085,1.06415575,1.05432387,0.72775037,0.77843079,1.25033450,0.97015691,1.03564595,0.96122282,0.99927588,1.03739752,0.99181563
0.00766336,0.98072521,1.03283792,0.94013190,1.11636779,0.93961673,0.78064651,0.83703945,1.12119259,0.79117509,1.00057522,0.99181784,0.98373748,1.04521382,0.98589881
0.00776336,0.98536960,1.08121850,0.90303462,1.15947985,0.90993319,1.30500649,0.81138290,1.08799907,0.81737899,1.02364630,1.05659740,0.99066710,1.00281704,0.96947921
0.00786336,1.01650987,1.02379726,0.88256395,1.13380907,0.80245919,1.34972803,0.74325469,1.12548362,0.94513321,0.99981532,1.08683642,0.96013429,1.01929817,0.97781547
0.00796336,1.05062999,0.97231561,0.95911682,1.07105948,0.76568256,1.19242241,0.92325826,1.00248883,1.10364273,0.91271175,1.04789609,0.96935143,1.02320880,0.99573534
0.00806336,1.03211677,0.97519641,0.99956986,1.05854654,0.79060682,1.44203142,1.10220845,0.89673194,1.12327226,0.93866378,1.01541239,0.97295618,1.01052107,1.01507832
