time_s,load_mN,displacement_nm
0.0,0.06501885980401474,-1.5661540101716889
0.10101010101010101,-0.023677048869696217,6.407232118705489
0.20202020202020202,0.06963126760552259,4.215063932638341
0.30303030303030304,-0.0025026568740778663,3.5137705692427383
0.40404040404040403,0.05987701820116412,10.881719982256177
0.5050505050505051,0.058091789022788706,6.658303885928246
0.6060606060606061,0.08420155852121511,13.26396555020339
0.7070707070707071,0.03613846992833811,15.671287085367021
0.8080808080808081,0.10576563031617812,17.50327247300501
0.9090909090909091,0.10725450403726859,18.990407969577607
1.0101010101010102,0.09191586702511467,21.39453936346721
1.1111111111111112,0.06476861994022173,27.410502488975172
1.2121212121212122,0.1169816637297472,32.42896069177311
1.3131313131313131,0.23676079660279026,33.838332764305434
1.4141414141414141,0.15530023937950838,37.66101782084799
1.5151515151515151,0.22604677257226896,43.05189665623421
1.6161616161616161,0.3171476095006354,44.37432886612416
1.7171717171717171,0.3415219057654859,51.77664780006924
1.8181818181818181,0.40222101556024514,51.06542751759059
1.9191919191919191,0.451691574216476,55.5461251136125
2.0202020202020203,0.4330816619290838,61.27171151111225
2.121212121212121,0.4773562945347241,62.75333764233176
2.2222222222222223,0.5108004473458354,69.10827800967596
2.323232323232323,0.5038251655971002,72.05488528528882
2.4242424242424243,0.607082089281544,79.46918734844931
2.525252525252525,0.6117471210042489,79.19952990322467
2.6262626262626263,0.6605197619876519,90.50264461310545
2.727272727272727,0.7512842113448672,90.99504731182962
2.8282828282828283,0.8055145349168975,92.47108799967674
2.929292929292929,0.8300681285489343,99.8850071151475
3.0303030303030303,0.9644478678961574,105.50587733709467
3.131313131313131,1.0015928320433516,110.46095706866372
3.2323232323232323,1.0280095585821265,116.27643509984381
3.3333333333333335,1.217427607546936,120.8753992816083
3.4343434343434343,1.1854983203735228,125.49947216860134
3.5353535353535355,1.206639094446635,127.63266037263648
3.6363636363636362,1.3456507245830671,135.1629400496874
3.7373737373737375,1.32763466085619,141.0015465726268
