time_s,load_mN,displacement_nm
0.0,-0.007077974684863162,-0.05290182641885375
0.10101010101010101,-0.002674162510373613,0.1760848052125299
0.20202020202020202,0.06456614313681795,1.4419832957978869
0.30303030303030304,0.03051154899310998,4.309230421237065
0.40404040404040403,0.048472889818554805,7.380325038058323
0.5050505050505051,0.011950397706446646,10.193296930328547
0.6060606060606061,0.011721702221848873,11.42707265973042
0.7070707070707071,0.023415212337749954,13.340295425041433
0.8080808080808081,0.041089713187881585,16.34831308279301
0.9090909090909091,0.11495475421290804,18.732151646168152
1.0101010101010102,0.15793119741528805,19.902527016239787
1.1111111111111112,0.09797723229273039,24.951589545570357
1.2121212121212122,0.2156139724995247,28.337072298140765
1.3131313131313131,0.16219334425588544,33.14280101869412
1.4141414141414141,0.2035410073832,34.91042807411176
1.5151515151515151,0.26341301979920434,37.91505990803236
1.6161616161616161,0.17030318954247037,37.620424615164275
1.7171717171717171,0.2803879881551803,43.99975743784586
1.8181818181818181,0.4053647666338524,47.41504802868887
1.9191919191919191,0.3404172055339223,50.32235771244823
2.0202020202020203,0.3536701483501151,51.83731427074567
2.121212121212121,0.3870900783961075,58.810796567074405
2.2222222222222223,0.5117481330042529,62.15648455493137
2.323232323232323,0.5511839703694756,66.11788571703518
2.4242424242424243,0.6111574443124053,68.89113476430036
2.525252525252525,0.5893613242691914,75.13028378928499
2.6262626262626263,0.6300774167343987,76.12797078396564
2.727272727272727,0.8017399279259312,82.81369885909513
2.8282828282828283,0.7530423084082355,82.76683445094746
2.929292929292929,0.8892788091896043,89.09546925145354
3.0303030303030303,0.9483602863109645,90.22589279588044
3.131313131313131,1.0139274543830676,102.5712462877723
3.2323232323232323,1.0230676069835267,102.07292790311725
3.3333333333333335,1.0863286035842188,108.20995643615818
3.4343434343434343,1.2146499804788538,113.33690226970614
3.5353535353535355,1.2197840128982356,116.65327425904408
3.6363636363636362,1.3042142060747128,119.90632018714663
3.7373737373737375,1.2885747889989716,123.97144750450106
3.8383838383838382,1.4719624139279348,134.64689846277355
3.9393939393939394,1.4783479264357973,134.9389327397206
4.040404040404041,1.6451179739163864,138.3100218527615
