rubber_content_pct,temperature_C,thermal_conductivity_W_m_K,specific_heat_J_kg_K,density_kg_m3
0,20.0,1.8099342830602247,893.5767666238258,2401.7889368017413
0,29.8989898989899,1.7794482506742404,914.749374086512,2400.4281650560833
0,39.7979797979798,1.77744416036757,929.9355997650023,2400.6637410643616
0,49.6969696969697,1.7772909749711956,943.1690984735278,2398.141737532902
0,59.5959595959596,1.724550253502815,970.2336027674448,2383.6086228571844
0,69.4949494949495,1.7070162999831726,997.7080199674298,2383.4320869216363
0,79.3939393939394,1.7258116090472062,1032.9384815545754,2388.320630881498
0,89.2929292929293,1.692166777408846,1031.9101405071508,2385.938626724258
0,99.1919191919192,1.6500815631167136,1042.14534713041,2383.5691778254695
0,109.0909090909091,1.6530372795468538,1040.5492541780893,2397.881839271455
0,118.98989898989899,1.6156946348589094,1016.8746701727988,2379.0968767958902
0,128.8888888888889,1.5984870087141645,1025.7970612204974,2379.5444948675695
0,138.7878787878788,1.5955409926065252,1014.7787179234798,2376.260917908375
0,148.6868686868687,1.5353976377373761,1027.7210103617779,2372.3721077716805
0,158.5858585858586,1.5221875577042754,992.7058959507857,2365.163047716192
0,168.4848484848485,1.5285238364207738,992.5769973799141,2368.1584824661027
0,178.3838383838384,1.5026574632896779,987.4087361290774,2358.123752715191
0,188.2828282828283,1.5124041826445938,976.88121288551,2358.428028178421
0,198.1818181818182,1.4712243824020315,1002.6346609852507,2354.809545897218
0,208.08080808080808,1.4444647218978164,1002.4945422496744,2355.2699767575377
0,217.97979797979798,1.4854098343260271,1007.2821465608768,2364.0581413182163
0,227.8787878787879,1.4350273543394083,994.9897959075878,2340.772764946132
0,237.7777777777778,1.4243992520380269,1022.9672243314882,2351.1646342852055
0,247.6767676767677,1.378119146270392,999.8361469767374,2337.2939964016277
0,257.5757575757576,1.3793513207169574,1024.6613089448297,2340.622158852871
0,267.47474747474746,1.3761415645283872,1045.6432715231856,2346.050813590897
0,277.3737373737374,1.334646480621211,1018.7818478780275,2338.5517031257805
0,287.2727272727273,1.3489824839177902,1027.9734671624803,2330.465821564899
0,297.1717171717172,1.3133166835576084,1039.582389873865,2329.9022693324882
0,307.0707070707071,1.303415109507291,1038.5006005528003,2334.5010190477037
0,316.969696969697,1.2811928041049447,1032.9782148380636,2325.075439568687
0,326.8686868686869,1.3143087083803209,1054.1199732969153,2327.4338080994253
0,336.7676767676768,1.2610874972620707,1047.76080126484,2324.2036167752767
0,346.6666666666667,1.2243554416380684,1068.069257642378,2318.3419982619707
0,356.5656565656566,1.2461705314155471,1059.0885859408575,2329.9439628708687
0,366.4646464646465,1.1895703211621844,1088.731667282545,2320.018079960075
0,376.3636363636364,1.2024894490500821,1070.3492852584614,2304.3470143394393
0,386.26262626262627,1.143501014060962,1079.9106979692572,2313.029241270817
0,396.16161616161617,1.1405700261797111,1096.2159802545048,2306.41227979737
0,406.06060606060606,1.1555672289844776,1080.7216598659634,2311.6076212194353
0,415.95959595959596,1.150952355154782,1100.2543973258391,2301.0070932775334
0,425.8585858585859,1.1242200067601622,1116.000720472117,2302.020257186605
0,435.7575757575758,1.103145727905374,1091.8039555331757,2302.743118213084
0,445.6565656565657,1.084158943860178,1114.674621413606,2302.171200213275
