rubber_content_pct,temperature_C,thermal_expansion_coeff_per_K,transient_thermal_strain
0,20.0,1.0590320456226073e-05,0.0
0,29.8989898989899,9.696242266923342e-06,0.0
0,39.7979797979798,1.0042409334297972e-05,0.00010249060478929631
0,49.6969696969697,1.0055295920637513e-05,3.41409478741314e-08
0,59.5959595959596,9.788703863190194e-06,0.00017854086029518517
0,69.4949494949495,9.363262175552901e-06,0.00014207964192687242
0,79.3939393939394,1.0220881191202774e-05,0.00019045344971358022
0,89.2929292929293,1.0038790943365239e-05,0.00033521664888453063
0,99.1919191919192,1.0329312153910205e-05,0.0002665592049320329
0,109.0909090909091,9.822290755871326e-06,0.00036419003304139766
0,118.98989898989899,1.0709400548396424e-05,0.00043194601132971614
0,128.8888888888889,9.670501998282968e-06,0.0004719346390291877
0,138.7878787878788,1.0974808020796824e-05,0.00048131994012489375
0,148.6868686868687,9.25486861377274e-06,0.0005196562951813129
0,158.5858585858586,1.0355970890864304e-05,0.000528916690385425
0,168.4848484848485,1.0386200189748163e-05,0.0005107374577334217
0,178.3838383838384,9.760605304413399e-06,0.00039156942479531
0,188.2828282828283,1.0380479797213335e-05,0.00038345806888050377
0,198.1818181818182,1.0817941153061897e-05,0.00040762442853657253
0,208.08080808080808,9.079671388403778e-06,0.00033989231494629306
0,217.97979797979798,1.0449352201725205e-05,0.00017422970066663173
0,227.8787878787879,8.96124337771375e-06,0.00021139505228654062
0,237.7777777777778,9.734945376016174e-06,5.1100167874896095e-05
0,247.6767676767677,1.104225995012724e-05,0.0001149494529123147
0,257.5757575757576,9.946684740879733e-06,0.0001768620257532239
0,267.47474747474746,9.660534765270263e-06,1.0481704828673328e-05
0,277.3737373737374,1.01584048728814e-05,0.0
0,287.2727272727273,1.1301225896354505e-05,6.451977790527075e-05
0,297.1717171717172,9.361330593568706e-06,0.0
0,307.0707070707071,9.761415751251036e-06,0.0
0,316.969696969697,1.1045685538559512e-05,3.623637786333742e-05
0,326.8686868686869,1.1235719858637553e-05,0.0
0,336.7676767676768,1.0265052064622537e-05,0.0
0,346.6666666666667,9.707140315403347e-06,3.839601990082952e-05
0,356.5656565656566,1.1384487407470236e-05,2.1713352309699345e-05
0,366.4646464646465,1.1143685842339245e-05,1.3671538600607785e-05
0,376.3636363636364,1.0695837130244754e-05,0.0
0,386.26262626262627,9.960061451793916e-06,1.8584546056832015e-05
0,396.16161616161617,1.03516469457426e-05,0.0
0,406.06060606060606,1.030588056553819e-05,2.290805054385014e-05
0,415.95959595959596,1.0561385248267387e-05,0.0
0,425.8585858585859,1.1131359304924254e-05,0.0
0,435.7575757575758,1.0855466096326277e-05,0.0
0,445.6565656565657,9.886968527164185e-06,0.0
0,455.5555555555556,1.1123803780565325e-05,0.0
0,465.4545454545455,1.0602020615461123e-05,0.0
0,475.3535353535354,1.0798886433282995e-05,1.2933090188126154e-05
0,485.2525252525253,1.1198522954891829e-05,1.063700059780079e-05
0,495.1515151515152,9.91936139039474e-06,3.9143690868542944e-05
0,505.0505050505051,1.0467137715697275e-05,0.0
0,514.9494949494949,1.0229222219269888e-05,2.0402642800002163e-05
0,524.8484848484849,9.72091877216576e-06,2.7539878759590213e-05
0,534.7474747474748,1.0688102463549935e-05,2.223869043664401e-05
0,544.6464646464647,1.1780424740438678e-05,0.0
0,554.5454545454546,9.61450658229258e-06,7.468174117480905e-06
0,564.4444444444445,1.052830413891971e-05,1.8207014803837928e-05
0,574.3434343434344,1.0874614901880822e-05,3.5892334569900007e-07
0,584.2424242424242,1.0625781525070517e-05,0.0
0,594.1414141414142,1.0517577387883544e-05,8.024481198694567e-06
0,604.040404040404,9.934432222317494e-06,0.00011062655196986724
0,613.939393939394,1.0710332765409477e-05,0.0
0,623.8383838383838,1.0225456395330421e-05,0.0
0,633.7373737373738,9.518776521248096e-06,1.8667427985569974e-05
0,643.6363636363636,1.122093247389323e-05,1.56189105233286e-05
0,653.5353535353536,1.1112728263456374e-05,5.963675827082072e-05
0,663.4343434343435,1.0669264831859885e-05,0.0
0,673.3333333333334,1.0767870677436186e-05,3.6569012628749624e-05
0,683.2323232323233,1.1200391329590104e-05,2.9521103062573176e-05
0,693.1313131313132,1.0785301141520357e-05,0.0
0,703.0303030303031,1.1135039080410961e-05,1.69343658960845e-05
0,712.929292929293,1.0544188192492368e-05,5.1472874079917866e-05
0,722.8282828282829,1.1358820152115257e-05,4.361576900142252e-05
0,732.7272727272727,1.0873120135693617e-05,0.0
0,742.6262626262627,1.0819652234429202e-05,4.1007909337774224e-05
0,752.5252525252525,1.0097494708169239e-05,0.0
0,762.4242424242425,1.0885902169575097e-05,3.64370490077577e-06
0,772.3232323232323,1.0336345773576008e-05,3.659849550084725e-06
0,782.2222222222223,1.0443080858957975e-05,0.0
0,792.1212121212121,1.0364433397963152e-05,5.9585374855353246e-05
0,802.0202020202021,1.0248902736070591e-05,0.0
0,811.9191919191919,1.1854304893427675e-05,0.0
0,821.8181818181819,1.1467487712812384e-05,0.0
