temperature_C,compressive_strength_MPa,tensile_strength_MPa,elastic_modulus_GPa,poissons_ratio,peak_strain,ultimate_strain,loading_rate_MPa_s,specimen_id
20,47.50455148020913,4.882497598818646,28.89181366547878,0.20250596972452212,0.0025375,0.00786625,0.5,RC05_002
40,47.47801242432149,4.7823744295235135,29.168915164896344,0.19355090725170837,0.0025375,0.008119999999999999,0.5,RC05_002
60,48.28793784185833,4.859339698327508,28.81273406261869,0.20981352892433408,0.0025375,0.00837375,0.5,RC05_002
80,48.85619251595407,4.966456385105506,27.54109457489258,0.19163277571310858,0.0025375,0.0086275,0.5,RC05_002
100,47.64636120459535,4.782938152121632,27.807797738947386,0.19297414659249285,0.0025375,0.00888125,0.5,RC05_002
120,45.19822030387651,4.565296171372069,27.695593500189954,0.2178305630909704,0.002774333333333333,0.0099876,0.5,RC05_002
140,43.0046554472931,4.219112067441615,27.614232225485992,0.2111874783703195,0.0030111666666666668,0.011141316666666666,0.5,RC05_002
160,45.67699658210971,4.526076073384902,26.213114505616627,0.21725932219145694,0.003248,0.0123424,0.5,RC05_002
180,43.02995798867824,4.157496389256895,25.50259634540393,0.22932637365629543,0.003484833333333333,0.013590849999999998,0.5,RC05_002
200,43.80403554678158,4.0005771720988585,25.629614117596507,0.2129844879554348,0.0037216666666666665,0.014886666666666666,0.5,RC05_002
220,41.40105307113643,3.835218743254782,23.521949829677144,0.21525352722923338,0.003958499999999999,0.016229849999999997,0.5,RC05_002
240,41.09824374342539,3.544817893177242,23.69343019796079,0.22133666504756097,0.004195333333333333,0.017620399999999998,0.5,RC05_002
260,41.43776588533859,3.352998627635731,22.712521564922753,0.2389888510857535,0.004432166666666667,0.019058316666666665,0.5,RC05_002
280,39.82509748028631,3.5871112007609405,22.47043763170909,0.23099904560667897,0.0046689999999999995,0.0205436,0.5,RC05_002
300,40.84895454128103,3.3888878148876653,20.944194199965448,0.2261989881223617,0.004905833333333333,0.02207625,0.5,RC05_002
320,40.728743411444846,3.019396073126828,21.530629048583695,0.24681237596173813,0.005142666666666667,0.023656266666666665,0.5,RC05_002
340,37.42589444391823,3.0258885309078565,19.667563558350857,0.21836014730509473,0.0053795,0.025283649999999998,0.5,RC05_002
360,38.24193743814792,2.626873029164291,18.72456743306508,0.2604816610695552,0.005616333333333333,0.026958399999999997,0.5,RC05_002
380,36.12819944848309,2.7899404347402776,17.33840946511026,0.23356363595389507,0.005853166666666666,0.028680516666666662,0.5,RC05_002
400,35.82377030359646,2.6684611901800146,16.479272761889874,0.22346412680184716,0.00609,0.030449999999999994,0.5,RC05_002
420,35.9824094864862,2.185682321242718,15.091236438033352,0.2536764733540045,0.006698999999999999,0.03416489999999999,0.5,RC05_002
440,31.94894973912452,2.1544405966933025,14.203128108776115,0.2650167836550886,0.007307999999999999,0.038001599999999996,0.5,RC05_002
460,32.84452343160176,1.897216357979443,13.423417075026116,0.2715056373697872,0.007916999999999999,0.04196009999999999,0.5,RC05_002
480,30.461556140987568,1.7519115066364541,13.019438776170492,0.27979475326634207,0.008525999999999999,0.046040399999999995,0.5,RC05_002
500,29.914074634290525,1.3747125135592626,10.992300169653408,0.27484076444821137,0.009134999999999999,0.05024249999999999,0.5,RC05_002
520,27.166616022627302,1.679507405490741,11.159781538296793,0.2670853597063572,0.009743999999999997,0.05456639999999999,0.5,RC05_002
540,25.39958890821719,1.2879467898607717,9.939470020612346,0.27243067479722666,0.010353,0.0590121,0.5,RC05_002
560,23.434656408677778,1.355615121636889,8.988932233694397,0.2904016726325199,0.010962,0.0635796,0.5,RC05_002
580,22.03062678333903,1.2529983384395014,7.492369811622739,0.29223348871585303,0.011571,0.0682689,0.5,RC05_002
600,20.946278197950907,1.2520798112076132,7.942592055107733,0.2852233777930774,0.01218,0.07308,0.5,RC05_002
620,21.837627140109205,1.2266084281870095,5.84090262507723,0.29824808397635716,0.012788999999999998,0.0780129,0.5,RC05_002
640,20.177556630644013,0.9677281708571501,5.854967289418476,0.28914878668425176,0.013397999999999998,0.08306759999999999,0.5,RC05_002
660,15.906171242750359,0.8399281212394345,5.875180945755166,0.2985933924239542,0.014006999999999999,0.08824409999999998,0.5,RC05_002
680,15.914067494491624,0.6281064468118384,4.203851579595942,0.2951089517655138,0.014615999999999999,0.0935424,0.5,RC05_002
700,13.71490001425412,0.5869822404562464,4.676052420664096,0.30059310471723677,0.015224999999999997,0.0989625,0.5,RC05_002
720,13.268678625622124,0.46186978846434296,4.612262796351673,0.30512057049225516,0.015901666666666665,0.10495099999999997,0.5,RC05_002
740,10.724909872777806,0.6516926893544093,3.5078647029392562,0.3206699345943332,0.01657833333333333,0.11107483333333332,0.5,RC05_002
760,9.626711770473266,0.5757272193890101,3.682945670126744,0.3054840411443829,0.017255,0.117334,0.5,RC05_002
780,9.581279668252085,0.5551286671807367,2.7930578840225557,0.32439814095247865,0.017931666666666665,0.12372849999999999,0.5,RC05_002
800,7.367949656438816,0.14806387494846274,2.571230133189159,0.33369927518015574,0.01860833333333333,0.1302583333333333,0.5,RC05_002
820,4.074533580729339,0.17047930897504873,2.976269051681376,0.32291298891824644,0.019284999999999997,0.13692349999999998,0.5,RC05_002
840,7.223739587661256,0.21141949611817476,3.001164280999534,0.2965132330385648,0.019961666666666662,0.143724,0.5,RC05_002
860,6.050120964351403,0.0984948500216801,1.0054131203458687,0.3270377644493902,0.02063833333333333,0.1506598333333333,0.5,RC05_002
