temperature_C,compressive_strength_MPa,tensile_strength_MPa,elastic_modulus_GPa,poissons_ratio,peak_strain,ultimate_strain,loading_rate_MPa_s,specimen_id
20,46.75386223879343,4.632384835695227,27.823384036222432,0.1977020060310705,0.00265,0.008215000000000002,2.0,RC20_001
40,47.463741148222475,4.899320658524317,28.88410832511773,0.1962373763836319,0.00265,0.008480000000000001,2.0,RC20_001
60,47.03474380515037,4.732894987519526,26.452210378895035,0.19609937332034402,0.00265,0.008745000000000001,2.0,RC20_001
80,44.924171307467844,4.567606923892209,27.128385022563794,0.21595620789043554,0.00265,0.00901,2.0,RC20_001
100,44.24338382361792,4.6127044831715525,25.803998572280776,0.20085399013456848,0.00265,0.009275000000000002,2.0,RC20_001
120,41.97311360389119,4.269823782061794,25.845672526907038,0.20837430968919973,0.0028973333333333334,0.010430400000000001,2.0,RC20_001
140,42.24014466826317,3.996392856205387,24.55589422676186,0.21311585830559165,0.003144666666666667,0.011635266666666668,2.0,RC20_001
160,42.20322071317756,3.9177187947004346,24.837032933820485,0.22595843003971083,0.0033920000000000005,0.012889600000000001,2.0,RC20_001
180,42.621170000885215,3.897561983729718,23.68015236090109,0.21652739596445367,0.0036393333333333334,0.0141934,2.0,RC20_001
200,41.394891690656465,3.6922408095165133,23.98643907752389,0.22727308765849727,0.003886666666666667,0.015546666666666669,2.0,RC20_001
220,42.58931237075876,3.9229451618582996,22.903184839654244,0.22741285877886444,0.004134,0.016949399999999996,2.0,RC20_001
240,38.677612196460196,3.5562346850331368,22.293988427301205,0.23268768381729787,0.0043813333333333334,0.0184016,2.0,RC20_001
260,40.5998500661758,3.521159217027883,21.184803710266767,0.21921407178753344,0.004628666666666667,0.01990326666666667,2.0,RC20_001
280,38.58625758205101,3.2605770876147675,20.736508807858783,0.24325898304300791,0.004876,0.021454400000000002,2.0,RC20_001
300,38.495332580693315,3.3430057399029787,19.079933051210627,0.22445836858951013,0.005123333333333334,0.023055000000000003,2.0,RC20_001
320,36.84839896020174,3.0677067346855775,18.61858084883183,0.2530470082995754,0.005370666666666668,0.024705066666666668,2.0,RC20_001
340,36.47362053108805,2.754808057591042,18.61380891247324,0.251048158138262,0.005618000000000001,0.026404600000000004,2.0,RC20_001
360,36.72697523433657,2.7799177798103485,17.295608493538015,0.26890157236340034,0.005865333333333334,0.0281536,2.0,RC20_001
380,35.797014852633836,2.7388600633597924,16.27885641990145,0.24779972846154966,0.006112666666666666,0.02995206666666667,2.0,RC20_001
400,35.12968414683862,2.4666900956511846,14.865177011639812,0.2619890635308157,0.00636,0.0318,2.0,RC20_001
420,34.13492095119041,2.3095456252549793,14.083779208360273,0.2783153497848095,0.0069960000000000005,0.0356796,2.0,RC20_001
440,31.195972510984532,2.1843236453845454,14.04556108275298,0.2700086339819819,0.007632,0.039686400000000004,2.0,RC20_001
460,31.434314628066776,2.0482570561450437,12.724904603614954,0.28152569570283115,0.008268,0.043820399999999995,2.0,RC20_001
480,28.881791495521416,1.9163652465134628,11.931318705014926,0.26395857322528665,0.008904,0.0480816,2.0,RC20_001
500,28.736416746733813,1.6377453395729222,10.748391978245046,0.2743295648515342,0.00954,0.052469999999999996,2.0,RC20_001
520,24.347032867827355,1.3720623965806622,9.576485406515628,0.28141329663458114,0.010176,0.0569856,2.0,RC20_001
540,24.400448968991018,1.425860865710709,8.856564325822262,0.2958137715916303,0.010812000000000002,0.06162840000000001,2.0,RC20_001
560,23.101315034330632,1.2943596259115029,9.25349040221376,0.301234877357416,0.011448000000000002,0.06639840000000001,2.0,RC20_001
580,22.021968595111865,1.2623992003358242,7.5485482047088714,0.29026478505744807,0.012084000000000001,0.0712956,2.0,RC20_001
600,21.695806172391702,0.893477805975526,7.10865013820807,0.2940459251632093,0.01272,0.07632000000000001,2.0,RC20_001
620,19.242285068689714,0.9477207589945955,6.211464588065107,0.2903120860538566,0.013356000000000002,0.0814716,2.0,RC20_001
640,18.67145042874282,0.7945338791972639,5.1328215457837505,0.3042168730644535,0.013992000000000001,0.0867504,2.0,RC20_001
660,17.947142127790773,0.8051380074316334,5.98324698782712,0.312461271061144,0.014628,0.0921564,2.0,RC20_001
680,16.353153700766825,0.6802208555035193,4.788368951578464,0.3001045137491655,0.015264,0.09768960000000002,2.0,RC20_001
700,12.205448234398448,0.7258593965800544,4.7572895320828374,0.3012445749840662,0.0159,0.10335000000000001,2.0,RC20_001
720,12.319508530289122,0.5228921480317877,3.8572368308026768,0.3096759370672887,0.016606666666666665,0.109604,2.0,RC20_001
740,11.424643201172046,0.5882294251007834,3.0726609683646053,0.3190520929466689,0.017313333333333333,0.11599933333333333,2.0,RC20_001
760,11.765636524843622,0.43972899170053015,3.1133709077344958,0.32156334090618716,0.01802,0.12253600000000002,2.0,RC20_001
780,7.396343611893505,0.4389365089837584,3.1714810832685787,0.33155640851829243,0.01872666666666667,0.12921400000000002,2.0,RC20_001
