temperature_C,compressive_strength_MPa,tensile_strength_MPa,elastic_modulus_GPa,poissons_ratio,peak_strain,ultimate_strain,loading_rate_MPa_s,specimen_id
20,45.85597302498292,4.733343430482079,28.901259751476164,0.2077498730196335,0.0026125,0.00809875,0.5,RC15_003
40,44.893560579974874,4.58706315756711,28.280558200476058,0.19184693044837808,0.0026125,0.00836,0.5,RC15_003
60,45.35535724081771,4.584436680937432,26.686831516362762,0.20961164678640798,0.0026125,0.00862125,0.5,RC15_003
80,44.52252271226701,4.803917752234264,27.07872751462833,0.20908675029584733,0.0026125,0.0088825,0.5,RC15_003
100,45.27727767975701,4.728825866419409,26.48745158758915,0.20328717936305005,0.0026125,0.00914375,0.5,RC15_003
120,42.16518795119695,4.031931036121189,27.141468308409753,0.22347814260560342,0.002856333333333333,0.0102828,0.5,RC15_003
140,43.29060436006551,4.154598435263742,25.79324194165963,0.21412777877115155,0.003100166666666667,0.011470616666666668,0.5,RC15_003
160,43.288824605878055,3.951304661921678,24.932772116022004,0.2150125240341404,0.0033439999999999998,0.0127072,0.5,RC15_003
180,42.30404564854576,3.921806410252088,24.729674010900624,0.20125737317056464,0.003587833333333333,0.013992549999999998,0.5,RC15_003
200,40.49836760853539,3.5332813278696538,23.964158763946156,0.20993551466236574,0.003831666666666667,0.015326666666666667,0.5,RC15_003
220,39.07177642757323,3.5802690880747097,21.785331814643737,0.2269540916140209,0.004075499999999999,0.016709549999999997,0.5,RC15_003
240,39.20996138858633,3.5750816347720717,21.887244346226712,0.22975694503398986,0.004319333333333333,0.0181412,0.5,RC15_003
260,39.19203563857184,3.327415352204669,20.682795259592936,0.23579451079745964,0.004563166666666667,0.019621616666666664,0.5,RC15_003
280,40.280925034651325,3.2439680124686388,19.415000789219324,0.2381877238554557,0.004807,0.0211508,0.5,RC15_003
300,37.76042140857281,3.26361723650667,20.95414826411712,0.2380523870561269,0.005050833333333333,0.02272875,0.5,RC15_003
320,38.8163124942852,3.0505939369979846,19.001775607723328,0.2374810539962733,0.005294666666666667,0.024355466666666666,0.5,RC15_003
340,37.43154034303122,2.936348330020833,18.13979142864503,0.2376053176570383,0.0055385,0.02603095,0.5,RC15_003
360,37.3209400760784,2.6058082176523425,17.733696702861398,0.24734295320198146,0.005782333333333333,0.027755199999999997,0.5,RC15_003
380,35.41232578360683,2.555501788419241,15.784493615370739,0.24526236229307954,0.006026166666666666,0.029528216666666662,0.5,RC15_003
400,33.67898925706979,2.3968118043909743,16.068508822349383,0.2511908641830903,0.0062699999999999995,0.031349999999999996,0.5,RC15_003
420,34.7976047026248,2.4313353934287845,15.23441033085346,0.25170215250084266,0.0068969999999999995,0.035174699999999996,0.5,RC15_003
440,32.089005509695234,1.9773968413774183,13.591703842819417,0.2616993356899235,0.0075239999999999994,0.0391248,0.5,RC15_003
460,30.38493222404455,1.9451464335473319,13.544284715130646,0.27437116727595906,0.008150999999999999,0.04320029999999999,0.5,RC15_003
480,28.823976663355584,1.8378656069438557,12.115352344914612,0.2541929515217003,0.008778,0.0474012,0.5,RC15_003
500,26.471984681562994,1.6027253974788231,11.634234895502901,0.28983204673801416,0.009404999999999998,0.05172749999999999,0.5,RC15_003
520,26.190960808410452,1.7159501251644336,10.564749439132333,0.2731113236651641,0.010032,0.05617919999999999,0.5,RC15_003
540,24.78810413703722,1.438692812646528,9.203023085213946,0.27135279616466323,0.010659,0.0607563,0.5,RC15_003
560,23.78347319543743,1.266498201060641,7.730466398341569,0.3044211834996866,0.011286,0.0654588,0.5,RC15_003
580,22.01150690302792,1.0540147415049546,8.364562868845697,0.2852489408894286,0.011913,0.0702867,0.5,RC15_003
600,22.426390033137444,0.951853507161146,7.215591515686118,0.2751145280353554,0.012539999999999999,0.07524,0.5,RC15_003
620,18.686439092488243,0.812986517314527,7.520919310619144,0.2964675849402966,0.013167,0.08031869999999999,0.5,RC15_003
640,17.299132636298623,0.9880761159105648,6.063985453530318,0.3105467132765071,0.013793999999999999,0.0855228,0.5,RC15_003
660,16.716820560354424,0.8756900590974127,4.327255326244666,0.30015456739993457,0.014420999999999998,0.09085229999999998,0.5,RC15_003
680,13.852674743368059,0.7850377353462137,5.1148102737000904,0.3121435272774407,0.015047999999999999,0.0963072,0.5,RC15_003
700,13.963557290954576,0.7907468383624152,3.997967376667768,0.30669573268185746,0.015674999999999998,0.10188749999999999,0.5,RC15_003
720,12.269200277418088,0.6155677831958133,3.9733278445870823,0.3234677140973992,0.016371666666666663,0.10805299999999998,0.5,RC15_003
740,9.685860180717844,0.6438679164424919,2.8089340314980467,0.3297753902315093,0.01706833333333333,0.11435783333333333,0.5,RC15_003
760,9.010077585341692,0.5069647708075683,3.269598376807584,0.30831120007609497,0.017765,0.120802,0.5,RC15_003
780,9.471239809007967,0.43767959087215963,2.881503047205871,0.32393420487996183,0.018461666666666664,0.1273855,0.5,RC15_003
800,6.205569105470168,0.3420486845204079,2.8338330917805523,0.32746784823698083,0.019158333333333333,0.13410833333333333,0.5,RC15_003
820,5.4862983199161945,0.1773959720285554,1.6345060874661503,0.321952534964919,0.019854999999999998,0.14097049999999997,0.5,RC15_003
840,4.26115080038788,0.1839174471805934,2.4092726650636322,0.332628404037447,0.020551666666666663,0.147972,0.5,RC15_003
860,5.530920148180372,0.2588406112895103,2.196257797769219,0.34126156475103,0.02124833333333333,0.15511283333333328,0.5,RC15_003
880,3.2077625001906065,0.17468570811654258,1.7464237927934008,0.33584200240216844,0.021944999999999996,0.16239299999999998,0.5,RC15_003
900,5.530426881149647,0.16531614387266882,1.1934368676069111,0.35774764158377387,0.022641666666666668,0.1698125,0.5,RC15_003
920,4.52991444798389,0.0984948500216801,1.565583896276715,0.34867188104090246,0.023338333333333332,0.1773713333333333,0.5,RC15_003
940,3.2541251080600113,0.3251871843792831,1.0815637470398634,0.3509580589353811,0.024034999999999997,0.1850695,0.5,RC15_003
960,3.609461001110478,0.0984948500216801,1.0206211713448425,0.3404276127466928,0.02473166666666667,0.192907,0.5,RC15_003
980,2.0169298459298055,0.23862976620059342,1.2530158120427648,0.3540614590774983,0.02542833333333333,0.20088383333333332,0.5,RC15_003
1000,2.3724809990666444,0.0984948500216801,1.3564095176838171,0.3538953097947452,0.026125,0.209,0.5,RC15_003
