temperature_C,compressive_strength_MPa,tensile_strength_MPa,elastic_modulus_GPa,poissons_ratio,peak_strain,ultimate_strain,loading_rate_MPa_s,specimen_id
20,28.175399162503712,2.8443787333449593,24.413263973591654,0.20364397549160015,0.0025375,0.00786625,0.5,RC05_001
40,29.03082350299759,3.0488057801298973,24.14920734792255,0.2037845566581792,0.0025375,0.008119999999999999,0.5,RC05_001
60,29.660926608740436,3.216758202230752,24.56752967484555,0.20661203834573721,0.0025375,0.00837375,0.5,RC05_001
80,29.440728554176854,2.870496749183926,23.296923499557305,0.20006428321471698,0.0025375,0.0086275,0.5,RC05_001
100,29.285544023652587,3.1428396270292973,23.399919618668356,0.20046150158873619,0.0025375,0.00888125,0.5,RC05_001
120,26.84729411116311,2.8342992680497607,23.316223235553277,0.19676158348059639,0.002774333333333333,0.0099876,0.5,RC05_001
140,28.31725237036664,2.7505890911911814,22.603989391039175,0.22286916180972194,0.0030111666666666668,0.011141316666666666,0.5,RC05_001
160,27.305242199419585,2.3950497292103323,21.473562463653323,0.20849270062093891,0.003248,0.0123424,0.5,RC05_001
180,26.451261885804698,2.184300211288253,21.008502274392026,0.21521541285429388,0.003484833333333333,0.013590849999999998,0.5,RC05_001
200,25.696473510308834,2.324700160279383,20.750879465424696,0.2162483588906749,0.0037216666666666665,0.014886666666666666,0.5,RC05_001
220,25.118258212896347,1.9731901883397134,19.787607132484403,0.21759024433358065,0.003958499999999999,0.016229849999999997,0.5,RC05_001
240,25.64420231098748,2.1320264639737316,18.929740921267012,0.22783262290201056,0.004195333333333333,0.017620399999999998,0.5,RC05_001
260,26.110373477543682,2.1197704156529547,19.334740645764537,0.23767984725879543,0.004432166666666667,0.019058316666666665,0.5,RC05_001
280,24.17855147840075,2.1016869507453273,18.363194207894676,0.24469432189884385,0.0046689999999999995,0.0205436,0.5,RC05_001
300,25.311810978415302,2.09068273836491,17.442863073077078,0.22740706497537544,0.004905833333333333,0.02207625,0.5,RC05_001
320,23.324585754613228,1.8172099205300216,16.476117968630653,0.25154713854460237,0.005142666666666667,0.023656266666666665,0.5,RC05_001
340,23.325360151595774,1.7780550047408739,15.580764452805894,0.22738649525842677,0.0053795,0.025283649999999998,0.5,RC05_001
360,23.351647454760922,1.6755234528435585,15.122650267326172,0.231632526662976,0.005616333333333333,0.026958399999999997,0.5,RC05_001
380,22.43678483929258,1.5855744847964344,13.590528812458963,0.23198953966921368,0.005853166666666666,0.028680516666666662,0.5,RC05_001
400,21.136472184678844,1.566772468730752,13.797702354111154,0.2556193780968057,0.00609,0.030449999999999994,0.5,RC05_001
420,22.011892809096675,1.4099303475811324,12.995908693284344,0.2501612891057387,0.006698999999999999,0.03416489999999999,0.5,RC05_001
440,19.16482442177221,1.285626927683383,11.734943458148765,0.24497154465927223,0.007307999999999999,0.038001599999999996,0.5,RC05_001
460,18.69713493863069,1.2308372020336642,11.30381099093181,0.25761603020199475,0.007916999999999999,0.04196009999999999,0.5,RC05_001
480,18.223798515446564,1.1859773039414931,11.298816736891565,0.25371986104679667,0.008525999999999999,0.046040399999999995,0.5,RC05_001
500,16.74132684702377,0.9605754192661237,10.0943182609299,0.2791783862413411,0.009134999999999999,0.05024249999999999,0.5,RC05_001
520,15.774097139962182,0.9974068963628623,9.440754163123495,0.27066261361069816,0.009743999999999997,0.05456639999999999,0.5,RC05_001
540,14.95428618958612,0.8102543437107002,7.9809673213296675,0.27283552113813386,0.010353,0.0590121,0.5,RC05_001
560,15.175486946434434,0.8602700515747466,7.061439555638188,0.2820693690860806,0.010962,0.0635796,0.5,RC05_001
580,14.817105946691207,0.5684306197517489,6.011374264021072,0.28642148956092395,0.011571,0.0682689,0.5,RC05_001
600,13.299732870125522,0.6933282841556245,6.3983034074940415,0.3057337469376335,0.01218,0.07308,0.5,RC05_001
620,12.026129792749822,0.5262410035746431,6.35952254454206,0.28778454096569217,0.012788999999999998,0.0780129,0.5,RC05_001
640,9.945143905804276,0.578809285872833,6.941351506300469,0.2928227526733509,0.013397999999999998,0.08306759999999999,0.5,RC05_001
660,10.241654639504013,0.4453610278528168,4.685081989760402,0.30402524866530456,0.014006999999999999,0.08824409999999998,0.5,RC05_001
680,9.426105483879038,0.3980747235494398,3.8614818701639173,0.28606461612473477,0.014615999999999999,0.0935424,0.5,RC05_001
700,7.903172977094414,0.3663124609635854,4.014570744697023,0.286664153974237,0.015224999999999997,0.0989625,0.5,RC05_001
720,8.490220779057227,0.46310410356258225,3.1270113989329866,0.3002308752232863,0.015901666666666665,0.10495099999999997,0.5,RC05_001
740,7.995665435327781,0.4745541410488364,2.4995358765539915,0.3015473524353325,0.01657833333333333,0.11107483333333332,0.5,RC05_001
760,5.892804563040506,0.3290665081498495,3.442482888790304,0.3376156605303633,0.017255,0.117334,0.5,RC05_001
780,5.644794050260373,0.35740921583807145,2.0343831109203205,0.29174572985778263,0.017931666666666665,0.12372849999999999,0.5,RC05_001
800,4.5094062264882275,0.27175975207208297,2.9563682533586606,0.3250787692004932,0.01860833333333333,0.1302583333333333,0.5,RC05_001
820,4.325081705853949,0.12777581269403335,1.356589897683592,0.31670425038781014,0.019284999999999997,0.13692349999999998,0.5,RC05_001
840,3.007460780744579,0.0984948500216801,2.38037470481987,0.32634819042898383,0.019961666666666662,0.143724,0.5,RC05_001
860,2.6906094359857797,0.0984948500216801,1.9810189078476106,0.34056333633841884,0.02063833333333333,0.1506598333333333,0.5,RC05_001
880,2.393471343976994,0.22108486332122054,1.9084605406883588,0.34146137405350124,0.021314999999999997,0.15773099999999995,0.5,RC05_001
900,2.2420466761771825,0.31182200322840004,0.5,0.3360029228189858,0.021991666666666666,0.1649375,0.5,RC05_001
920,2.5028677770243997,0.15400227276283765,1.5010991804812808,0.3422294499344487,0.022668333333333332,0.1722793333333333,0.5,RC05_001
940,1.8844235993589076,0.14758019771889272,1.1196526110007272,0.3305973516630966,0.023344999999999998,0.17975649999999999,0.5,RC05_001
960,2.6140019409722486,0.16310178524717966,0.5,0.3306242994967467,0.024021666666666667,0.187369,0.5,RC05_001
980,1.4468261676748186,0.0984948500216801,1.9217162888248334,0.34995103934647886,0.02469833333333333,0.19511683333333332,0.5,RC05_001
1000,1.4544389030385354,0.0984948500216801,0.7819688684402265,0.3503008660671542,0.025374999999999998,0.20299999999999999,0.5,RC05_001
