temperature_C,compressive_strength_MPa,tensile_strength_MPa,elastic_modulus_GPa,poissons_ratio,peak_strain,ultimate_strain,loading_rate_MPa_s,specimen_id
20,59.13073746957362,6.247402982960219,31.789551491134144,0.21861863353021427,0.0025,0.007750000000000001,2.0,RC00_001
40,60.1295639441143,6.250924870552791,31.61912295513704,0.200167916437221,0.0025,0.008,2.0,RC00_001
60,61.72769194717774,6.02666047369032,31.694777181479964,0.21280810810667172,0.0025,0.00825,2.0,RC00_001
80,61.045616190442445,6.069178850784446,31.96152619316334,0.19213598508931207,0.0025,0.0085,2.0,RC00_001
100,61.117320342742964,5.99467348857246,30.5706543504268,0.1978517137010676,0.0025,0.00875,2.0,RC00_001
120,59.249407240057465,5.6163884500898815,30.868571927192747,0.194104624298628,0.0027333333333333333,0.00984,2.0,RC00_001
140,56.78206579251724,5.396620876308213,29.537305434560448,0.19271487739413168,0.002966666666666667,0.010976666666666668,2.0,RC00_001
160,55.3341845026513,5.122310831876856,28.840530971197857,0.21501134790274334,0.0032,0.01216,2.0,RC00_001
180,56.812258846740725,4.9661309085850025,28.154284725674675,0.2073043294273187,0.0034333333333333334,0.013389999999999999,2.0,RC00_001
200,55.54853254750846,4.9380458857096885,28.26778606934307,0.220289721969507,0.003666666666666667,0.014666666666666668,2.0,RC00_001
220,54.62348958887732,4.564688210563977,26.34891077159561,0.22277807230527624,0.0039,0.015989999999999997,2.0,RC00_001
240,55.83349225670585,4.743287319032756,25.16344201085743,0.2203876636285718,0.0041333333333333335,0.01736,2.0,RC00_001
260,52.773611910561684,4.689459045754388,24.868145929505317,0.21915709365947553,0.004366666666666667,0.018776666666666667,2.0,RC00_001
280,51.64390074059659,4.18442214260517,23.987105352544223,0.2305546898803163,0.0046,0.02024,2.0,RC00_001
300,51.28008148671853,4.309891971528586,22.91546004492237,0.22353508698906227,0.004833333333333334,0.021750000000000002,2.0,RC00_001
320,52.22337637529169,3.8796387777609445,21.48350919779661,0.2189400848740625,0.005066666666666667,0.023306666666666667,2.0,RC00_001
340,49.7637745377028,3.72984053493616,21.061050721039116,0.2382704856509534,0.0053,0.02491,2.0,RC00_001
360,47.94492498871825,3.4290127282960756,20.77500360562168,0.24425060447619862,0.005533333333333334,0.02656,2.0,RC00_001
380,49.24237650441546,3.3053651244134374,18.584111445448148,0.23572023744204149,0.0057666666666666665,0.028256666666666666,2.0,RC00_001
400,45.53577063088384,3.1512217867117553,18.011094512833917,0.24718169126695405,0.006,0.03,2.0,RC00_001
420,44.43765966011541,2.880804647012695,16.884355655396472,0.2610274230689228,0.0066,0.033659999999999995,2.0,RC00_001
440,43.80111258961066,2.744578816804426,16.049618349340598,0.24357013067817668,0.0072,0.03744,2.0,RC00_001
460,39.847398092951664,2.6628653091805936,15.371732076790936,0.2576046819224019,0.0078,0.041339999999999995,2.0,RC00_001
480,39.18709715376066,2.3101788555727585,13.907748151405189,0.2816706716994956,0.0084,0.04536,2.0,RC00_001
500,36.75200727235013,2.294985478461456,13.47748924622563,0.26463143712136483,0.009,0.049499999999999995,2.0,RC00_001
520,34.12856305300492,2.0370798871577755,12.944899026442581,0.2657848598258069,0.0096,0.053759999999999995,2.0,RC00_001
540,33.04264769185088,1.9275992539429476,10.530791913350251,0.2688151362413151,0.0102,0.058140000000000004,2.0,RC00_001
560,31.9906100126891,1.69546417066773,9.92749419852191,0.28465339478306334,0.0108,0.06264,2.0,RC00_001
580,27.36221252518733,1.455463556883858,8.502778074993145,0.2785327678758249,0.0114,0.06726,2.0,RC00_001
600,27.54827914888021,1.357114125835757,8.16143515707826,0.27841616126511565,0.012,0.07200000000000001,2.0,RC00_001
620,22.635700292752738,1.1255201307753784,7.248956866864514,0.2804754742656744,0.0126,0.07686,2.0,RC00_001
640,24.162959225489907,0.8918927370466577,7.186641894821433,0.2822602078061503,0.0132,0.08184,2.0,RC00_001
660,23.079414271397944,1.0439470933950497,5.868855301161056,0.2923752609822238,0.0138,0.08693999999999999,2.0,RC00_001
680,21.453780540916657,1.0457464659979145,6.117095992764143,0.30189127246489544,0.0144,0.09216,2.0,RC00_001
700,19.547142933992905,0.8000556165660048,5.114031799232878,0.3083807619144363,0.015,0.0975,2.0,RC00_001
720,19.04097914878563,0.8290128910024341,3.7961769634131697,0.31773718621580854,0.015666666666666666,0.10339999999999999,2.0,RC00_001
740,13.941953277762245,0.4993492144008335,4.210481838704833,0.3103776664016275,0.01633333333333333,0.10943333333333333,2.0,RC00_001
760,13.177248236562221,0.5399461932737261,3.215789763039502,0.29607192686762374,0.017,0.11560000000000001,2.0,RC00_001
780,11.672630713717384,0.417518662071104,3.043230698468521,0.2966700705629237,0.017666666666666667,0.12190000000000001,2.0,RC00_001
800,8.917804014190002,0.3766058586438466,2.6057674387444827,0.3268129082709561,0.018333333333333333,0.12833333333333333,2.0,RC00_001
820,9.418009055254487,0.32513603815313186,2.124638895789371,0.32702800726673087,0.019,0.1349,2.0,RC00_001
840,5.567205734355129,0.20121231853481375,2.211932176177393,0.3392224093412404,0.019666666666666666,0.1416,2.0,RC00_001
860,5.842713760584751,0.3157771653277723,1.6603081457203612,0.3143409943545749,0.02033333333333333,0.1484333333333333,2.0,RC00_001
880,6.0380746305056245,0.29805233481793203,2.2575366622519124,0.33173322458824306,0.020999999999999998,0.15539999999999998,2.0,RC00_001
900,5.284826070528932,0.14268362643383847,2.0574737392651197,0.34028739073662884,0.021666666666666667,0.1625,2.0,RC00_001
920,3.290644817299734,0.1015051499783199,1.9107296759880432,0.3332475687707492,0.022333333333333334,0.16973333333333332,2.0,RC00_001
940,3.820566605004452,0.1015051499783199,1.491999611612701,0.3315419607176209,0.023,0.1771,2.0,RC00_001
960,2.3052653372403342,0.1015051499783199,1.4478173156246845,0.3381259310243182,0.02366666666666667,0.18460000000000001,2.0,RC00_001
980,3.559276936960311,0.1015051499783199,0.6601228815477387,0.35192611473079805,0.024333333333333332,0.19223333333333334,2.0,RC00_001
1000,3.164085380408713,0.1015051499783199,0.7561111077106213,0.3327296324968076,0.025,0.2,2.0,RC00_001
