temperature_C,compressive_strength_MPa,tensile_strength_MPa,elastic_modulus_GPa,poissons_ratio,peak_strain,ultimate_strain,loading_rate_MPa_s,specimen_id
20,58.432268032039815,5.770527336875534,32.63451638032502,0.18960451257877037,0.0025,0.007750000000000001,0.5,RC00_002
40,61.03317705155257,5.87463089048398,32.24961827824023,0.19801169288066933,0.0025,0.008,0.5,RC00_002
60,60.28452745116739,5.8734775679210784,31.654265700141508,0.19379458692489068,0.0025,0.00825,0.5,RC00_002
80,58.6848642230255,5.9082500710429136,31.371980327039314,0.20378373900061006,0.0025,0.0085,0.5,RC00_002
100,59.584041585803796,6.219165753288596,29.250988146267854,0.20110247430226633,0.0025,0.00875,0.5,RC00_002
120,54.67486701796953,5.208269687894971,30.044692180110015,0.2083919007639004,0.0027333333333333333,0.00984,0.5,RC00_002
140,55.09425497964714,5.2129535427066225,29.946799709153463,0.20198236355272078,0.002966666666666667,0.010976666666666668,0.5,RC00_002
160,56.437387233543554,4.9246888147426375,29.62410362763118,0.19625131722192848,0.0032,0.01216,0.5,RC00_002
180,54.90889631904105,5.0023399961408455,28.99826461533132,0.2165420880966945,0.0034333333333333334,0.013389999999999999,0.5,RC00_002
200,54.04909827179891,5.049569267666851,27.649425498345128,0.22660270051723097,0.003666666666666667,0.014666666666666668,0.5,RC00_002
220,51.95148966852778,4.512173620109556,26.449136742868482,0.23414353273256933,0.0039,0.015989999999999997,0.5,RC00_002
240,51.56209487847953,4.523492433312222,25.586815817107535,0.24753466760100382,0.0041333333333333335,0.01736,0.5,RC00_002
260,51.05058479779786,4.367650493267407,25.554196767659356,0.23732033935012153,0.004366666666666667,0.018776666666666667,0.5,RC00_002
280,50.17939662269624,4.075442965386304,23.288019237522647,0.21996305188857115,0.0046,0.02024,0.5,RC00_002
300,51.71364691089843,4.01791362766909,24.032345466551856,0.2401932775364397,0.004833333333333334,0.021750000000000002,0.5,RC00_002
320,48.21800100049458,3.8990440458378175,22.27609456382126,0.22529125909911907,0.005066666666666667,0.023306666666666667,0.5,RC00_002
340,47.95412999996767,3.9547610276803256,20.385885878623732,0.23312151056254904,0.0053,0.02491,0.5,RC00_002
360,46.34220794331552,3.603731117373154,19.616606834959832,0.25307349485152436,0.005533333333333334,0.02656,0.5,RC00_002
380,46.23418001913809,3.135394296991404,18.361610978855502,0.24742443697384217,0.0057666666666666665,0.028256666666666666,0.5,RC00_002
400,43.49745224608276,3.308453791403609,17.39345964600186,0.25807408755647454,0.006,0.03,0.5,RC00_002
420,41.88874183988393,2.7602079477017734,16.826401585752198,0.25336529779440875,0.0066,0.033659999999999995,0.5,RC00_002
440,41.72484169817491,2.7227249961828206,17.50405676199783,0.27013941336495406,0.0072,0.03744,0.5,RC00_002
460,37.80513596351821,2.5984058713758222,15.400713830041358,0.23649168709275453,0.0078,0.041339999999999995,0.5,RC00_002
480,38.12948013317405,2.357009861239445,13.383306256482472,0.26174085550459236,0.0084,0.04536,0.5,RC00_002
500,33.705078613795315,2.1672129027004594,13.406748377247155,0.26134917936979185,0.009,0.049499999999999995,0.5,RC00_002
520,34.33817299408015,1.8978371183685636,11.798636154282416,0.26042948583321374,0.0096,0.053759999999999995,0.5,RC00_002
540,32.14704543200878,1.877547491568341,10.703225687764041,0.28549814926439626,0.0102,0.058140000000000004,0.5,RC00_002
560,30.399327655493288,1.5492097401360507,9.779522421061676,0.2756292240593119,0.0108,0.06264,0.5,RC00_002
580,29.935553689552943,1.4772314335516958,8.20843793041012,0.2801906692703864,0.0114,0.06726,0.5,RC00_002
600,28.25712817140465,1.2417352441537404,7.441869625573017,0.28920363850432995,0.012,0.07200000000000001,0.5,RC00_002
620,26.69345125821238,1.2908277181269916,8.101915812806812,0.2737933570441001,0.0126,0.07686,0.5,RC00_002
640,22.066745240404995,1.246627031324862,6.171142470121863,0.30253425982697674,0.0132,0.08184,0.5,RC00_002
660,22.431864755858072,0.9823225783893241,6.743216244641782,0.2937869228119979,0.0138,0.08693999999999999,0.5,RC00_002
680,19.940466947620404,0.81469706110463,5.710653139027713,0.30077973625639876,0.0144,0.09216,0.5,RC00_002
700,17.404782230383518,0.7531695942280355,4.919099557674346,0.31533532077111626,0.015,0.0975,0.5,RC00_002
720,15.400319195331308,0.6547021581755402,3.8085569280673086,0.29904659178237775,0.015666666666666666,0.10339999999999999,0.5,RC00_002
740,14.203407469355694,0.5665366454286388,3.548806194373365,0.2956246246202724,0.01633333333333333,0.10943333333333333,0.5,RC00_002
760,11.999019231743477,0.47665537346124953,3.6090897595799114,0.3182066868591971,0.017,0.11560000000000001,0.5,RC00_002
780,11.790933944349515,0.39104460699913135,2.911079963062713,0.30858963677921575,0.017666666666666667,0.12190000000000001,0.5,RC00_002
800,7.632476050175796,0.1434819981676024,2.977469539680043,0.3342887182817501,0.018333333333333333,0.12833333333333333,0.5,RC00_002
820,10.970416568879878,0.2976912539426536,3.647674829020695,0.3210511175633122,0.019,0.1349,0.5,RC00_002
840,6.500018850480764,0.21876702199298778,1.2885714622511424,0.3298455995811131,0.019666666666666666,0.1416,0.5,RC00_002
860,5.595977250646201,0.23776505772447795,2.120108044428288,0.3278148964692743,0.02033333333333333,0.1484333333333333,0.5,RC00_002
880,6.746721192302564,0.2746186944209545,1.9444377439792615,0.3329988197541069,0.020999999999999998,0.15539999999999998,0.5,RC00_002
900,4.8689721442301055,0.19112845885746244,2.192767949956111,0.31611730376129493,0.021666666666666667,0.1625,0.5,RC00_002
920,5.272395710156117,0.12742741041950692,2.124806726747644,0.33286563607266123,0.022333333333333334,0.16973333333333332,0.5,RC00_002
940,5.701160642378381,0.2182047121814855,1.7267558378788996,0.34553555325915153,0.023,0.1771,0.5,RC00_002
960,3.2098645561566994,0.0984948500216801,1.4176232350286788,0.3398509088925463,0.02366666666666667,0.18460000000000001,0.5,RC00_002
980,3.1884610893297016,0.1471731639761161,0.9112345833679922,0.3571563077954703,0.024333333333333332,0.19223333333333334,0.5,RC00_002
1000,2.322549436350792,0.1734201205755385,0.8828990790887137,0.3583434333288147,0.025,0.2,0.5,RC00_002
