Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
17.000033,102075.499682,101768.758542,99548.924720,102039.946906,95472.280358,100625.185549,101554.713611,100746.335090,101426.788946,101179.248465,101694.813141,101411.407116,101580.488160,101525.188899
17.000092,101125.675973,101992.983623,100342.452965,100356.234650,94822.556271,100483.824143,101348.009209,100847.576315,101082.467244,101605.316371,101650.974588,101382.221634,101333.752634,101273.988800
17.000150,100578.551657,100679.424437,100645.812763,101101.027546,103325.468142,101080.435446,101211.679308,101000.732105,101224.409509,101120.165442,101171.844341,101334.178520,101374.472301,101212.434531
17.000209,102180.938973,100553.879169,100159.933563,102434.723078,105993.131057,101864.206283,101137.222919,100333.923790,101831.303119,100931.668775,101269.035580,101295.254034,101397.198075,101528.186515
17.000268,102338.272577,101610.127578,103185.716435,99901.788081,102881.890258,100193.528524,100937.849986,101230.875825,100968.128444,101662.175734,101172.508406,101152.821264,101529.726319,101319.073678
17.000326,101572.252029,102655.850574,102847.934853,102364.649195,106030.090169,102120.308893,100605.881683,100975.915029,100819.112230,101188.640024,101385.503290,101511.184346,101332.748690,101450.053432
17.000385,101685.406633,100256.226457,102177.528659,99348.807834,95155.174737,102625.678566,101095.507800,100693.112150,102020.848361,101221.199573,101705.944620,101245.710997,101234.505894,101278.861674
17.000444,100458.874846,101867.832318,101952.111611,100137.982080,102120.184028,102581.571166,101286.740703,100751.776353,100605.299101,101068.778937,101564.012650,101350.399432,101419.678231,101253.779960
17.000502,101614.160072,101188.600248,100738.730478,103636.311374,104685.846164,100017.151702,100954.380786,100848.004766,101592.030748,101203.738405,101632.433722,101453.895900,101373.878662,101323.215131
17.000561,101117.821468,101613.841091,101971.440202,100752.198840,94424.299570,104063.109579,102595.810432,100929.150015,101218.255031,101340.878316,101278.414979,101372.759668,101444.881832,101371.801761
17.000619,100964.572924,101333.869678,100823.488872,100330.162272,97589.247704,102457.411387,100187.627111,101031.513002,100742.418214,101452.655929,101292.398686,101347.432881,101365.971844,101470.933749
17.000678,100498.605519,102038.484164,102106.697970,100535.658043,98970.025878,101963.246847,101099.780559,101577.997073,101132.636873,101245.446229,101321.548243,101264.409089,101338.311550,101386.408835
17.000737,101369.046813,100645.028899,99833.409049,100837.108647,98728.991782,103293.369013,102130.444375,101622.453104,100961.369802,101414.815094,101650.508313,101469.202820,101256.552927,101374.606903
17.000795,100405.892846,101825.518566,101553.138556,103213.619274,107333.583951,102521.960043,101727.993110,100524.380058,101248.051003,101281.525768,101822.341703,101406.009300,101437.961306,101427.912157
17.000854,101265.475185,101685.496859,102089.034140,103449.649073,108509.351743,100629.943678,99819.266698,102258.827618,101639.733536,101584.099607,101443.117389,101428.272222,101311.564559,101422.630819
17.000912,100996.990174,101173.186063,101679.607461,104179.075318,107950.780664,102181.055739,101588.693040,102066.314398,100843.638725,101608.661170,101308.161954,101481.497653,101610.113215,101360.989424
17.000971,100477.124518,101170.783758,100180.589842,98554.407861,103840.326331,101273.399576,99843.051647,101723.583635,101148.454099,101305.452302,101498.345977,101530.795305,101295.125736,101331.789676
17.001030,102172.790596,102241.429989,102199.193951,102789.433477,97945.016275,102016.976173,101552.015439,100508.682429,101786.881323,101015.281299,101411.720362,101573.161630,101325.689465,101324.142261
17.001088,101129.187612,100605.808623,100881.716870,99650.866133,101397.847796,99846.807228,100112.897390,102004.811772,101580.160695,101845.030955,101250.728981,101316.290280,101308.952253,101348.317036
17.001147,100915.523042,102201.807989,102691.336689,101872.154445,108454.123850,99626.337632,100145.475885,101155.545642,101430.024404,101209.394853,101617.374315,101335.808776,101247.944994,101382.425728
17.001206,101688.891402,101397.520568,101890.611169,101392.080923,108309.411809,102348.600385,100986.727872,101837.308955,102022.990789,101199.454637,101146.981573,101430.164982,101515.449212,101419.448626
17.001264,101616.215250,100495.431843,101285.013036,100745.094061,96738.320645,102339.871707,99720.342253,101250.051598,101178.830532,101647.719936,101335.925679,101477.823708,101348.277007,101506.721290
17.001323,101086.820850,101536.991141,102856.720200,104182.696543,94000.548324,99491.011760,102596.044435,100927.064775,101648.905045,100983.303272,101100.896401,101370.218374,101386.815218,101436.742163
17.001381,100993.837482,101207.238095,101591.559968,102457.079799,108369.056419,102016.896132,99859.366592,101625.580568,101606.912312,101507.991325,101249.823954,101428.728230,101338.104288,101224.660834
17.001440,101719.647177,100512.540460,101779.591646,101312.731458,100341.409159,98930.611436,101628.285304,101621.418005,101780.430924,101635.246590,101588.765798,101572.017635,101234.753939,101420.670365
17.001499,101477.680467,101515.345591,100996.461815,102751.924806,98208.126420,99769.201071,100119.470082,101282.497343,101316.909424,101250.701402,101387.794903,101628.068895,101631.034567,101378.560653
17.001557,101921.142157,101124.743413,100061.385433,103832.029230,101666.434936,102072.685367,102316.919097,102083.107194,100839.112860,101232.072899,101436.679646,101396.617633,101188.652606,101335.795123
17.001616,101679.254425,102484.324101,101923.975236,99239.134934,99972.850919,103467.414994,100231.792559,101931.671952,101867.751375,101263.426576,101738.289113,101389.744464,101352.614020,101478.997672
17.001674,101299.681700,101629.879022,101305.800406,102595.322902,105863.208065,102685.624545,101109.488023,102059.589387,101480.718001,101174.239054,101478.664614,101372.618626,101374.989373,101496.022347
17.001733,101223.694702,100620.205144,101155.118141,99503.020229,99955.919647,100427.945010,102074.179838,100733.275141,101126.707856,101698.481504,101486.800690,101563.414604,101420.093883,101519.384551
17.001792,100310.170016,101859.238291,102134.925594,99717.673533,99262.332950,102505.473851,101020.526065,101103.021944,101196.602436,101283.678729,101463.360141,101397.714063,101412.917282,101436.644074
17.001850,100227.590632,102504.492767,101135.663714,101103.088741,102814.153089,100371.274420,102281.228362,101703.079586,101250.511037,101522.249615,101413.985522,101348.071908,101332.685071,101496.058287
17.001909,100741.646276,101578.130256,101911.941671,101830.851044,109263.568008,103248.283547,101297.197213,102297.112190,101922.695795,101354.128269,101431.117136,101257.276613,101302.859229,101443.823193
17.001968,101522.098875,101953.675693,100463.492400,103779.952432,100596.972788,103027.499750,100986.908540,100441.008906,101129.046131,101492.153065,101638.682787,101361.250442,101426.947329,101405.143337
17.002026,101462.760065,100845.612107,99585.332675,102008.281268,104896.401375,99203.796130,100570.197479,101608.282913,101135.694983,101155.739749,101375.541613,101506.420265,101314.841441,101401.891937
17.002085,102472.649045,102198.798780,100848.869984,102635.584104,104751.694856,101846.111019,101443.106903,101905.213034,101758.762374,101260.569433,101396.161198,101315.611574,101401.303247,101445.955497
