Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
4.000008,101237.094305,101300.286898,101333.073659,101233.000527,101312.702691,101291.026945,101441.108331,101357.387548,101381.331740,101437.244774,101248.854835,101384.309953,101406.160168,101416.250771
4.000066,101319.634525,101305.713820,101326.684541,101260.275136,101322.645338,101306.420964,101314.873998,101319.262966,101319.606961,101342.497707,101336.947831,101303.667429,101500.972281,101426.002626
4.000125,101242.665331,101252.900426,101304.498885,101298.513418,101251.768295,101322.327463,101290.789852,101273.481761,101407.006242,101450.202378,101420.333888,101378.244966,101363.558347,101362.149032
4.000184,101171.810793,101319.662302,101352.214482,101328.711802,101284.154935,101313.551417,101316.147352,101303.772698,101351.356457,101361.429914,101371.566203,101294.857440,101400.207095,101385.137550
4.000242,101254.402345,101362.759669,101426.135288,101299.999676,101359.026316,101268.440353,101255.668037,101389.076187,101301.437145,101448.185422,101353.558417,101387.807059,101470.187726,101371.213203
4.000301,101242.042655,101332.262813,101244.752200,101323.277005,101245.266525,101379.836639,101269.840056,101396.725342,101377.132756,101331.880387,101436.330654,101367.130974,101376.133901,101426.057940
4.000360,101202.790469,101240.246837,101332.408990,101296.710899,101324.593684,101260.130209,101357.426173,101327.128358,101388.541023,101318.935261,101357.668880,101349.095188,101373.182531,101400.807961
4.000418,101278.152421,101331.031466,101253.218805,101403.673532,101366.411714,101358.222759,101339.423094,101307.192815,101341.441402,101416.215205,101448.113284,101327.774794,101346.289038,101425.440712
4.000477,101172.910597,101319.751142,101309.021985,101341.818065,101273.792852,101393.619963,101334.698900,101298.625218,101353.159532,101402.649804,101386.762912,101401.508894,101400.155434,101499.595970
4.000535,101288.771654,101307.279842,101383.475974,101300.296228,101282.211122,101378.322907,101407.511733,101371.092302,101325.463099,101351.255430,101312.705207,101468.249329,101462.709427,101326.935834
4.000594,101268.588775,101211.337312,101300.206826,101330.094374,101290.611795,101362.158778,101340.388682,101359.608270,101314.494352,101406.515502,101388.219500,101430.910410,101396.726159,101470.924742
4.000653,101242.586362,101263.739482,101305.310895,101256.773136,101361.211089,101325.243106,101324.733716,101258.279174,101420.039263,101327.156796,101383.808407,101436.483584,101402.312322,101357.076960
4.000711,101213.968934,101319.516319,101212.998714,101288.549260,101346.833760,101313.737591,101339.971899,101385.426671,101355.894640,101393.049417,101345.727921,101410.268104,101389.158062,101375.031288
4.000770,101198.605521,101369.380299,101294.987383,101269.177161,101439.731087,101275.668261,101311.074682,101306.078039,101397.171208,101422.062161,101403.171688,101308.455358,101445.617075,101374.928234
4.000828,101316.367091,101311.499398,101233.631451,101333.077404,101388.642240,101329.336774,101335.365053,101281.068191,101417.308004,101321.629128,101388.672503,101391.139701,101382.144997,101305.251052
4.000887,101257.814272,101283.539662,101350.078699,101258.590940,101276.639026,101303.233157,101308.146393,101309.189498,101281.882021,101364.412888,101320.000869,101297.217962,101390.698627,101429.589435
4.000946,101189.356678,101260.949214,101342.315584,101377.958305,101343.604571,101353.303470,101312.837987,101258.338318,101370.974106,101315.580592,101249.152944,101499.604243,101412.737760,101450.635101
4.001004,101273.205008,101270.904540,101247.261637,101264.414688,101345.463248,101349.189224,101353.083780,101382.026243,101393.762709,101353.932040,101397.305655,101460.526311,101569.246060,101385.552968
4.001063,101260.635000,101322.730842,101335.303275,101352.157647,101334.183138,101257.074544,101282.997541,101381.521243,101304.820057,101285.568320,101330.289187,101291.085568,101367.101324,101411.451894
4.001122,101345.440924,101390.788989,101285.193805,101308.560045,101334.342388,101334.510336,101401.601854,101355.325818,101359.985026,101319.229528,101405.246377,101351.308390,101423.213816,101435.573668
4.001180,101254.690296,101286.457983,101234.724685,101329.875819,101388.411244,101215.580904,101438.093816,101282.532922,101343.284932,101374.499678,101306.842675,101370.199358,101379.925885,101390.024397
4.001239,101324.750861,101295.774094,101219.881221,101263.873935,101475.482423,101325.757825,101293.433130,101323.039209,101310.971732,101380.048230,101324.384166,101427.028054,101365.357307,101384.808833
4.001297,101265.332423,101307.588852,101170.763907,101259.473204,101303.087936,101374.887419,101308.090911,101264.188036,101397.700241,101392.517937,101347.952023,101365.877269,101339.572516,101446.028508
4.001356,101217.677538,101327.329799,101288.729021,101350.230390,101379.233209,101285.429838,101308.301951,101354.602997,101318.083892,101304.917138,101327.695343,101417.616771,101325.672007,101479.414534
4.001415,101300.821137,101233.144452,101288.106370,101300.054207,101353.743383,101400.810579,101337.148793,101316.557404,101326.546341,101317.150593,101445.097373,101369.505870,101449.534310,101309.883075
4.001473,101338.606457,101311.789821,101172.424964,101253.941764,101336.951885,101357.685998,101299.593470,101391.636649,101334.789907,101297.243355,101338.839134,101358.519842,101377.835499,101436.700038
4.001532,101323.549250,101352.786118,101237.975820,101367.436102,101370.414283,101285.006971,101359.734139,101347.351918,101374.420567,101459.028739,101315.020001,101379.407463,101411.716099,101296.735561
4.001590,101294.378696,101218.679159,101362.369246,101247.920154,101280.845514,101306.341557,101408.614418,101395.554022,101402.715892,101352.957761,101339.952769,101362.583111,101444.249368,101493.682989
4.001649,101329.017455,101225.114611,101332.776061,101367.348587,101351.022299,101321.327659,101306.896979,101505.847078,101320.185212,101320.193496,101411.729303,101348.666459,101411.891364,101412.407450
4.001708,101288.138549,101305.954066,101340.776669,101315.392117,101329.390758,101314.189722,101379.945143,101276.956236,101338.528701,101487.248454,101300.487124,101341.578336,101356.374363,101417.126811
4.001766,101284.184107,101299.564499,101293.991895,101364.114562,101375.286547,101341.482093,101351.215290,101379.097175,101338.828527,101379.215779,101301.868441,101373.597123,101374.649125,101362.607689
4.001825,101206.919537,101281.480951,101331.743992,101317.332439,101431.381154,101292.734120,101291.231969,101269.893371,101316.572255,101374.895666,101328.552755,101359.865007,101349.235371,101463.374100
4.001884,101291.623975,101269.967374,101283.712829,101316.181496,101424.691630,101341.637538,101286.949705,101376.470997,101370.975537,101413.352432,101508.817985,101374.615149,101404.232697,101394.645748
4.001942,101356.860711,101221.301736,101279.807650,101311.002571,101362.534686,101352.727679,101399.299035,101372.862518,101336.439673,101420.860933,101346.757206,101388.717113,101406.802926,101390.451227
4.002001,101200.112888,101366.534441,101339.698696,101351.602832,101319.278335,101419.257878,101363.412355,101316.731252,101429.768583,101303.714645,101462.239507,101411.671503,101381.551656,101357.351535
4.002059,101216.751889,101322.112769,101258.369365,101375.664511,101359.520947,101342.160028,101334.998220,101272.107857,101301.445034,101375.432921,101463.715866,101371.824512,101397.536545,101451.226920
4.002118,101266.448901,101303.698277,101211.764450,101415.887397,101393.493538,101385.332255,101324.863224,101317.826933,101401.145842,101330.334023,101405.315366,101434.958170,101371.198084,101340.873262
