x_mm,y_mm,z_m
-13.012985,-19.500137,1.393176587e-07
-12.599875,-19.500137,3.432388577e-07
-12.186764,-19.500137,2.642038892e-07
-11.773653,-19.500137,3.772933464e-07
-11.360543,-19.500137,3.799738222e-07
-10.947432,-19.500137,1.906058359e-07
-10.534322,-19.500137,3.656404333e-07
-10.121211,-19.500137,2.714639103e-07
-9.708100,-19.500137,1.297871139e-07
-9.294990,-19.500137,2.907374013e-07
-8.881879,-19.500137,4.065464604e-07
-8.468768,-19.500137,2.842822441e-07
-8.055658,-19.500137,2.245308513e-07
-7.642547,-19.500137,2.769538266e-07
-7.229436,-19.500137,7.557722912e-08
-6.816326,-19.500137,1.911960781e-07
-6.403215,-19.500137,2.583691252e-07
-5.990104,-19.500137,8.850699932e-08
-5.576994,-19.500137,1.692569465e-07
-5.163883,-19.500137,7.927196479e-08
-4.750772,-19.500137,5.924351143e-09
-4.337662,-19.500137,1.601154048e-07
-3.924551,-19.500137,9.918180646e-08
-3.511441,-19.500137,1.752180021e-07
-3.098330,-19.500137,1.316886374e-07
-2.685219,-19.500137,3.782873006e-08
-2.272109,-19.500137,9.986938180e-09
-1.858998,-19.500137,1.322819840e-07
-1.445887,-19.500137,-1.670554197e-08
-1.032777,-19.500137,-1.769978526e-07
-0.619666,-19.500137,-1.420583032e-08
-0.206555,-19.500137,-3.282953727e-08
0.206555,-19.500137,2.284606904e-08
0.619666,-19.500137,3.111044447e-09
1.032777,-19.500137,-4.555633878e-08
1.445887,-19.500137,-5.564106830e-08
1.858998,-19.500137,2.256677580e-08
2.272109,-19.500137,-1.108252877e-07
2.685219,-19.500137,-1.805560182e-07
3.098330,-19.500137,-6.290656122e-08
3.511441,-19.500137,7.775636854e-08
3.924551,-19.500137,-6.455801714e-08
4.337662,-19.500137,1.014392105e-07
4.750772,-19.500137,-5.647379537e-08
5.163883,-19.500137,1.597766481e-07
5.576994,-19.500137,-7.200930944e-08
5.990104,-19.500137,3.186922257e-08
6.403215,-19.500137,-1.930771866e-08
6.816326,-19.500137,6.990417844e-08
7.229436,-19.500137,-1.313528703e-07
7.642547,-19.500137,2.544872681e-08
8.055658,-19.500137,-6.775438666e-08
8.468768,-19.500137,9.928356597e-09
8.881879,-19.500137,-8.814648869e-08
9.294990,-19.500137,-7.777367297e-09
9.708100,-19.500137,1.040023661e-07
10.121211,-19.500137,-1.281182883e-08
10.534322,-19.500137,6.229310131e-08
10.947432,-19.500137,1.468059301e-07
11.360543,-19.500137,2.219029926e-08
11.773653,-19.500137,2.361388565e-07
12.186764,-19.500137,4.915976773e-08
12.599875,-19.500137,2.774187957e-07
13.012985,-19.500137,3.108763358e-07
-13.012985,-18.881085,2.180653632e-07
-12.599875,-18.881085,1.259864953e-07
-12.186764,-18.881085,3.342394678e-07
-11.773653,-18.881085,8.576035057e-08
-11.360543,-18.881085,3.204747908e-07
-10.947432,-18.881085,4.143530236e-07
-10.534322,-18.881085,1.643508657e-07
-10.121211,-18.881085,2.478779579e-07
-9.708100,-18.881085,1.816610042e-07
-9.294990,-18.881085,3.279839109e-07
-8.881879,-18.881085,1.602346129e-07
-8.468768,-18.881085,1.561271858e-07
-8.055658,-18.881085,3.324147204e-07
-7.642547,-18.881085,2.303765578e-07
-7.229436,-18.881085,2.328328730e-07
-6.816326,-18.881085,8.654725045e-08
-6.403215,-18.881085,1.247377668e-07
-5.990104,-18.881085,5.746268076e-08
-5.576994,-18.881085,-7.485711429e-08
-5.163883,-18.881085,8.574611888e-08
-4.750772,-18.881085,1.089865949e-07
-4.337662,-18.881085,1.872816417e-07
-3.924551,-18.881085,-2.007917419e-07
-3.511441,-18.881085,1.108544814e-07
-3.098330,-18.881085,1.345333774e-07
-2.685219,-18.881085,6.350353008e-09
-2.272109,-18.881085,-8.632605924e-08
-1.858998,-18.881085,2.814202665e-08
-1.445887,-18.881085,1.167353481e-08
-1.032777,-18.881085,-2.337475122e-07
-0.619666,-18.881085,1.624613749e-07
-0.206555,-18.881085,-1.432283566e-07
0.206555,-18.881085,6.595003184e-08
0.619666,-18.881085,-8.644204616e-08
1.032777,-18.881085,1.702334536e-08
1.445887,-18.881085,-6.870151558e-08
1.858998,-18.881085,5.186904956e-08
2.272109,-18.881085,-1.059008664e-08
2.685219,-18.881085,-1.643144765e-07
3.098330,-18.881085,3.055596286e-08
3.511441,-18.881085,1.109402172e-10
3.924551,-18.881085,1.300485450e-07
4.337662,-18.881085,2.173124869e-07
4.750772,-18.881085,-1.177692359e-08
5.163883,-18.881085,5.577730442e-08
5.576994,-18.881085,2.353871118e-08
5.990104,-18.881085,-6.677828419e-08
6.403215,-18.881085,2.255055137e-08
6.816326,-18.881085,1.074900545e-07
7.229436,-18.881085,-1.407518078e-07
7.642547,-18.881085,-2.431220345e-08
8.055658,-18.881085,-2.627804217e-07
8.468768,-18.881085,-1.106270400e-07
8.881879,-18.881085,-7.394630350e-08
9.294990,-18.881085,1.173445174e-07
9.708100,-18.881085,1.149307874e-07
10.121211,-18.881085,6.400484141e-08
10.534322,-18.881085,1.821018320e-07
10.947432,-18.881085,3.393380601e-07
11.360543,-18.881085,4.051547179e-07
11.773653,-18.881085,2.913976933e-07
12.186764,-18.881085,2.644681001e-07
12.599875,-18.881085,1.796374628e-07
13.012985,-18.881085,3.090824367e-07
-13.012985,-18.262033,2.997697683e-07
-12.599875,-18.262033,2.656253174e-07
-12.186764,-18.262033,3.729597617e-07
-11.773653,-18.262033,2.668343593e-07
-11.360543,-18.262033,2.951011300e-07
-10.947432,-18.262033,2.097990302e-07
-10.534322,-18.262033,1.980824937e-07
-10.121211,-18.262033,3.036813822e-07
-9.708100,-18.262033,3.666038119e-07
-9.294990,-18.262033,2.839888435e-07
-8.881879,-18.262033,1.419717919e-07
-8.468768,-18.262033,4.032231323e-07
-8.055658,-18.262033,2.163840158e-07
-7.642547,-18.262033,1.160595479e-07
-7.229436,-18.262033,-4.314271396e-08
-6.816326,-18.262033,3.936411471e-08
-6.403215,-18.262033,4.980048084e-08
-5.990104,-18.262033,1.569487250e-07
-5.576994,-18.262033,-1.001478441e-07
-5.163883,-18.262033,1.166423985e-07
-4.750772,-18.262033,1.749904384e-08
-4.337662,-18.262033,7.279662915e-08
-3.924551,-18.262033,-9.378301109e-08
-3.511441,-18.262033,-3.537958605e-08
-3.098330,-18.262033,6.532406008e-08
-2.685219,-18.262033,8.501792172e-08
-2.272109,-18.262033,-1.489160170e-08
-1.858998,-18.262033,1.063129919e-07
-1.445887,-18.262033,4.894941026e-08
-1.032777,-18.262033,1.795067385e-07
-0.619666,-18.262033,1.050605893e-07
-0.206555,-18.262033,2.945200323e-08
0.206555,-18.262033,-2.865455779e-08
0.619666,-18.262033,1.074715059e-07
1.032777,-18.262033,8.028463559e-08
1.445887,-18.262033,-7.823057331e-09
1.858998,-18.262033,-4.643128201e-08
2.272109,-18.262033,1.664586923e-07
2.685219,-18.262033,-1.111891180e-07
3.098330,-18.262033,-1.581119457e-07
3.511441,-18.262033,-6.392617116e-08
3.924551,-18.262033,1.056023056e-08
4.337662,-18.262033,-1.569998273e-07
4.750772,-18.262033,2.273965505e-07
5.163883,-18.262033,-3.337789497e-08
5.576994,-18.262033,-5.094144087e-08
5.990104,-18.262033,6.087161869e-09
6.403215,-18.262033,7.168828566e-08
6.816326,-18.262033,-3.782493537e-08
7.229436,-18.262033,-1.459159683e-07
7.642547,-18.262033,-7.788012389e-08
8.055658,-18.262033,-1.688670579e-08
8.468768,-18.262033,-1.019978826e-07
8.881879,-18.262033,-3.713192452e-08
9.294990,-18.262033,5.779032827e-08
9.708100,-18.262033,1.856566544e-07
10.121211,-18.262033,1.478809183e-07
10.534322,-18.262033,8.979089150e-08
10.947432,-18.262033,1.690894953e-07
11.360543,-18.262033,2.550888185e-07
11.773653,-18.262033,2.648861665e-07
12.186764,-18.262033,2.776145111e-07
12.599875,-18.262033,3.215928725e-07
13.012985,-18.262033,3.320402631e-07
-13.012985,-17.642981,2.521508457e-07
-12.599875,-17.642981,9.306841629e-08
-12.186764,-17.642981,1.144912728e-07
-11.773653,-17.642981,2.976960264e-07
-11.360543,-17.642981,3.121590449e-07
-10.947432,-17.642981,3.610282451e-07
-10.534322,-17.642981,9.758200625e-08
-10.121211,-17.642981,3.631976719e-07
-9.708100,-17.642981,4.523666903e-07
-9.294990,-17.642981,1.912854217e-07
-8.881879,-17.642981,1.674545607e-07
-8.468768,-17.642981,2.276782809e-07
-8.055658,-17.642981,2.837636097e-07
-7.642547,-17.642981,1.132622501e-07
-7.229436,-17.642981,6.179879375e-08
-6.816326,-17.642981,1.690961288e-07
-6.403215,-17.642981,9.544487817e-08
-5.990104,-17.642981,-3.560903764e-08
-5.576994,-17.642981,7.281341853e-08
-5.163883,-17.642981,3.743191213e-08
-4.750772,-17.642981,-1.858692905e-07
-4.337662,-17.642981,-8.314746255e-08
-3.924551,-17.642981,-1.215186603e-07
-3.511441,-17.642981,-1.709190833e-07
-3.098330,-17.642981,-5.108398942e-08
-2.685219,-17.642981,-5.555911252e-08
-2.272109,-17.642981,-6.246492570e-08
-1.858998,-17.642981,-2.296319127e-08
-1.445887,-17.642981,-1.583466061e-08
-1.032777,-17.642981,1.478398563e-07
-0.619666,-17.642981,-2.819715597e-08
-0.206555,-17.642981,-1.846102602e-08
0.206555,-17.642981,1.185235476e-07
0.619666,-17.642981,-3.645077822e-08
1.032777,-17.642981,7.536088535e-09
1.445887,-17.642981,-1.390939918e-07
1.858998,-17.642981,1.166249487e-09
2.272109,-17.642981,9.097963333e-08
2.685219,-17.642981,3.949338898e-08
3.098330,-17.642981,-1.529652289e-07
3.511441,-17.642981,5.294196205e-08
3.924551,-17.642981,-2.001594798e-08
4.337662,-17.642981,1.272310480e-07
4.750772,-17.642981,7.636071962e-08
5.163883,-17.642981,-6.097168169e-08
5.576994,-17.642981,-1.800860931e-07
5.990104,-17.642981,-4.716491445e-08
6.403215,-17.642981,-1.360596310e-07
6.816326,-17.642981,1.760400248e-08
7.229436,-17.642981,-5.794093068e-08
7.642547,-17.642981,-5.978934399e-08
8.055658,-17.642981,5.821416684e-08
8.468768,-17.642981,8.632441395e-08
8.881879,-17.642981,7.382884574e-08
9.294990,-17.642981,8.293644159e-08
9.708100,-17.642981,2.403909115e-07
10.121211,-17.642981,2.626017257e-07
10.534322,-17.642981,2.096658169e-07
10.947432,-17.642981,2.684462751e-07
11.360543,-17.642981,2.373421731e-07
11.773653,-17.642981,3.219168772e-07
12.186764,-17.642981,2.372267336e-07
12.599875,-17.642981,2.746874966e-07
13.012985,-17.642981,2.820923944e-07
-13.012985,-17.023929,1.804973977e-07
-12.599875,-17.023929,9.397288016e-08
-12.186764,-17.023929,2.191596071e-07
-11.773653,-17.023929,1.934129861e-07
-11.360543,-17.023929,3.114583004e-07
-10.947432,-17.023929,1.215858402e-07
-10.534322,-17.023929,1.755451567e-08
-10.121211,-17.023929,1.240569457e-07
-9.708100,-17.023929,2.618894985e-07
-9.294990,-17.023929,1.287020883e-07
-8.881879,-17.023929,2.168744281e-07
-8.468768,-17.023929,4.603201446e-08
-8.055658,-17.023929,2.180104414e-07
-7.642547,-17.023929,9.088347308e-08
-7.229436,-17.023929,2.530952345e-07
-6.816326,-17.023929,1.655758632e-07
-6.403215,-17.023929,1.731442312e-07
-5.990104,-17.023929,1.117622129e-08
-5.576994,-17.023929,-2.369108228e-08
-5.163883,-17.023929,1.910617821e-08
-4.750772,-17.023929,2.666918705e-08
-4.337662,-17.023929,-1.524341590e-07
-3.924551,-17.023929,-1.556743197e-08
-3.511441,-17.023929,1.721731917e-08
-3.098330,-17.023929,5.602942441e-08
-2.685219,-17.023929,-6.365659493e-08
-2.272109,-17.023929,-1.161091740e-07
-1.858998,-17.023929,-7.440361683e-08
-1.445887,-17.023929,1.616375836e-07
-1.032777,-17.023929,-1.045612828e-07
-0.619666,-17.023929,3.427703372e-08
-0.206555,-17.023929,6.667490511e-08
0.206555,-17.023929,7.478713783e-08
0.619666,-17.023929,-2.401942886e-07
1.032777,-17.023929,7.588245056e-09
1.445887,-17.023929,-2.260597131e-08
1.858998,-17.023929,-1.549820009e-07
2.272109,-17.023929,-4.121163419e-08
2.685219,-17.023929,-1.434645071e-07
3.098330,-17.023929,-4.043727252e-09
3.511441,-17.023929,-9.031071312e-08
3.924551,-17.023929,-3.802223612e-08
4.337662,-17.023929,-2.791250856e-08
4.750772,-17.023929,-4.440984452e-08
5.163883,-17.023929,2.618350568e-08
5.576994,-17.023929,9.270290594e-10
5.990104,-17.023929,-7.993585447e-08
6.403215,-17.023929,2.693471993e-08
6.816326,-17.023929,-2.812615327e-07
7.229436,-17.023929,-8.958051275e-08
7.642547,-17.023929,7.723590641e-08
8.055658,-17.023929,2.227344365e-08
8.468768,-17.023929,-3.223229846e-08
8.881879,-17.023929,1.987425300e-11
9.294990,-17.023929,6.716565990e-08
9.708100,-17.023929,1.013676466e-07
10.121211,-17.023929,1.482948637e-07
10.534322,-17.023929,1.601430481e-07
10.947432,-17.023929,-8.637362373e-08
11.360543,-17.023929,1.925484249e-07
11.773653,-17.023929,2.669633458e-07
12.186764,-17.023929,4.725946181e-07
12.599875,-17.023929,3.209198644e-07
13.012985,-17.023929,3.141818358e-07
-13.012985,-16.404877,3.217932162e-08
-12.599875,-16.404877,1.769523008e-07
-12.186764,-16.404877,-3.161012090e-09
-11.773653,-16.404877,4.335243116e-08
-11.360543,-16.404877,1.034323096e-07
-10.947432,-16.404877,2.934209943e-07
-10.534322,-16.404877,2.573493025e-07
-10.121211,-16.404877,1.703723625e-07
-9.708100,-16.404877,4.521180605e-08
-9.294990,-16.404877,1.773622492e-07
-8.881879,-16.404877,9.501936305e-08
-8.468768,-16.404877,2.526293684e-07
-8.055658,-16.404877,1.049345503e-07
-7.642547,-16.404877,1.100736605e-07
-7.229436,-16.404877,-1.124110765e-07
-6.816326,-16.404877,3.109562658e-07
-6.403215,-16.404877,1.905711861e-08
-5.990104,-16.404877,1.454309444e-08
-5.576994,-16.404877,5.328747493e-08
-5.163883,-16.404877,2.284327847e-07
-4.750772,-16.404877,-1.735781182e-07
-4.337662,-16.404877,-1.054858765e-07
-3.924551,-16.404877,-3.244179570e-07
-3.511441,-16.404877,6.313584335e-08
-3.098330,-16.404877,-1.187730437e-07
-2.685219,-16.404877,2.353597511e-08
-2.272109,-16.404877,-5.448069065e-08
-1.858998,-16.404877,-2.057316586e-07
-1.445887,-16.404877,-2.157793520e-07
-1.032777,-16.404877,-1.730282499e-07
-0.619666,-16.404877,-3.804431660e-08
-0.206555,-16.404877,-8.472465572e-08
0.206555,-16.404877,-9.337362666e-08
0.619666,-16.404877,-2.624100323e-07
1.032777,-16.404877,-2.271371815e-08
1.445887,-16.404877,-4.643349575e-08
1.858998,-16.404877,-1.828032193e-07
2.272109,-16.404877,-6.254083173e-08
2.685219,-16.404877,-8.307192926e-08
3.098330,-16.404877,-2.151667708e-07
3.511441,-16.404877,-1.825620269e-07
3.924551,-16.404877,-8.520833224e-08
4.337662,-16.404877,-8.696878120e-08
4.750772,-16.404877,-4.550770385e-08
5.163883,-16.404877,-1.219590441e-08
5.576994,-16.404877,-1.669609320e-07
5.990104,-16.404877,-1.785081700e-07
6.403215,-16.404877,-7.242258709e-08
6.816326,-16.404877,-8.631181350e-08
7.229436,-16.404877,-1.669728867e-07
7.642547,-16.404877,1.328433370e-08
8.055658,-16.404877,-6.307212445e-08
8.468768,-16.404877,4.024867135e-08
8.881879,-16.404877,-9.980566980e-08
9.294990,-16.404877,6.196759170e-08
9.708100,-16.404877,-6.749853380e-08
10.121211,-16.404877,-1.094192055e-07
10.534322,-16.404877,2.454506980e-07
10.947432,-16.404877,1.713438980e-07
11.360543,-16.404877,4.765528703e-07
11.773653,-16.404877,1.741404565e-07
12.186764,-16.404877,2.957207867e-07
12.599875,-16.404877,3.545776113e-07
13.012985,-16.404877,3.837062272e-07
-13.012985,-15.785825,4.252934003e-08
-12.599875,-15.785825,-6.023351338e-08
-12.186764,-15.785825,1.072876309e-07
-11.773653,-15.785825,3.811297753e-08
-11.360543,-15.785825,2.483784149e-07
-10.947432,-15.785825,1.177621486e-07
-10.534322,-15.785825,-1.319104221e-08
-10.121211,-15.785825,-4.354219063e-09
-9.708100,-15.785825,1.817902123e-07
-9.294990,-15.785825,1.599741129e-07
-8.881879,-15.785825,5.801259624e-08
-8.468768,-15.785825,1.682106293e-07
-8.055658,-15.785825,1.524571212e-07
-7.642547,-15.785825,1.141906937e-07
-7.229436,-15.785825,5.103037284e-08
-6.816326,-15.785825,9.113094855e-08
-6.403215,-15.785825,2.032486197e-07
-5.990104,-15.785825,-1.341548146e-08
-5.576994,-15.785825,4.122294350e-08
-5.163883,-15.785825,-1.029450972e-07
-4.750772,-15.785825,-2.015668079e-07
-4.337662,-15.785825,-5.483470415e-08
-3.924551,-15.785825,-4.954635790e-08
-3.511441,-15.785825,-1.129557142e-07
-3.098330,-15.785825,-3.797911452e-07
-2.685219,-15.785825,-1.705483981e-07
-2.272109,-15.785825,-7.894921245e-08
-1.858998,-15.785825,-2.298286952e-07
-1.445887,-15.785825,-1.333026299e-07
-1.032777,-15.785825,-9.754720872e-08
-0.619666,-15.785825,4.678293504e-08
-0.206555,-15.785825,-7.151418013e-08
0.206555,-15.785825,-1.018390865e-07
0.619666,-15.785825,-4.154791266e-09
1.032777,-15.785825,-1.180705003e-07
1.445887,-15.785825,9.271901195e-08
1.858998,-15.785825,-9.138051113e-08
2.272109,-15.785825,-1.827192635e-07
2.685219,-15.785825,-2.147731029e-07
3.098330,-15.785825,8.585989189e-09
3.511441,-15.785825,-7.988074536e-08
3.924551,-15.785825,-3.696503229e-08
4.337662,-15.785825,-7.307318585e-08
4.750772,-15.785825,8.007889291e-08
5.163883,-15.785825,-1.023821144e-07
5.576994,-15.785825,2.386283360e-07
5.990104,-15.785825,9.041393462e-09
6.403215,-15.785825,-3.158341867e-08
6.816326,-15.785825,-4.619934417e-08
7.229436,-15.785825,-1.645805476e-07
7.642547,-15.785825,-4.702875547e-08
8.055658,-15.785825,-1.975538488e-07
8.468768,-15.785825,-1.065280394e-07
