sample_id,T_sint_C,cool_rate_C_per_min,delta_alpha_per_K,porosity_final,E_coating_GPa,E_substrate_GPa,nu_coating,nu_substrate,thickness_coating_m,thickness_substrate_m,KIC_MPa_sqrtm,epsilon_mismatch,sigma_interface_MPa,mean_stress_MPa,max_stress_MPa,mean_strain,grid_size,fields_saved
train_000000,1421.0117065446661,4.293362478407369,2.3e-06,0.055842512765647584,144.69002739348343,177.06159828551444,0.28581719596399424,0.2759678161677395,0.0003735207622121131,0.0008852162803953688,2.0414307072927316,0.0032108269250527323,628.7246459680003,702.0612237317655,1106.1380946336092,0.008506594628634456,32,0
train_000001,1465.9208660171123,1.4701284864831945,2.3e-06,0.09782497474684688,193.28993700339828,275.39233019920704,0.24220414371815885,0.2710861489269541,0.00042013655006367375,0.004969715392486453,2.590242810333063,0.003314117991839358,726.9378871285753,893.3131497324771,1256.7738605189784,0.008730531392091248,32,0
train_000002,1476.3171591885575,2.539353170012599,2.3e-06,0.1540904359704033,168.63810871399713,287.0059823028838,0.24470692950988063,0.263324466461942,0.0003877256203794582,0.004711051413134791,1.8979063811312376,0.003338029466133682,587.7353162080573,786.8937891862734,1200.1907700610277,0.009406939121466786,32,0
train_000003,1351.0898775549297,6.548983189063833,2.3e-06,0.061751168913991114,177.47767520213995,306.1300871368445,0.25262887489436386,0.2612848376571694,0.0004757349138732868,0.003752719934509665,2.6283598318050068,0.003050006718376338,717.9742877466481,799.3825843624561,1221.6781398664696,0.008013929087232391,32,0
train_000004,1356.0825344221707,7.975901682076182,2.3e-06,0.07927185890421438,155.69931875673313,269.61981390070565,0.26846456525093426,0.29813371074242023,0.00031922959811981564,0.0029062203724385584,2.295783750614607,0.003061489829170993,640.8742861844162,758.6358903930602,1162.9675142626309,0.008591492107461352,32,0
train_000005,1439.9611232291509,7.804437710820364,2.3e-06,0.036503771856719644,199.058933418115,175.3132696950554,0.2708913323517962,0.30323215747133736,0.0003972114053507446,0.00316456941820043,3.5186934833861723,0.003254410583427047,935.1039774160118,985.5075894416459,1415.5797711499206,0.008492033327936094,32,0
train_000006,1294.3352075232604,6.253134266035276,2.3e-06,0.12147785303227009,139.60876061676953,282.4441949764142,0.22606332303989168,0.26192316592104664,0.00046136412851750124,0.002717105438154905,3.808416982297671,0.002919470977303499,468.3814935603535,582.345701644531,824.8840424938084,0.00802017363444451,32,0
train_000007,1451.2147087035205,1.7628233114340324,2.3e-06,0.05849533970188334,140.45393841141401,265.00790488665336,0.29624872610437214,0.25230744525510485,0.00026453900541256037,0.004374973433402163,2.0084875581788726,0.0032802938300180973,604.8272770705339,655.8692470432314,988.157522136563,0.008399070080181512,32,0
train_000008,1348.242493955227,1.1555976446723122,2.3e-06,0.1142295949117769,143.74260856683094,232.98131451761384,0.2241638184283633,0.3094736283361156,0.0001033326029984717,0.0038306909346639013,3.927693413553065,0.003043457736097022,468.46984063210937,557.2550793028761,839.8453458884859,0.0077218263796512985,32,0
train_000009,1234.7570173005806,8.039275815898655,2.3e-06,0.21791569043162062,198.95521873509293,281.68609820848155,0.2868700725970736,0.2466441677724239,0.0004275355722333945,0.0008126475549513507,3.5658135263627235,0.0027824411397913353,583.8313185175194,803.3317130041568,1250.6210534423492,0.0087809445621464,32,0
train_000010,1221.617744121883,5.944387907708764,2.3e-06,0.19899868272076443,192.81038785618836,244.01890847355475,0.2772350889166001,0.28964936791949925,0.00010320809836763844,0.001973519384435841,3.435583654540797,0.002752220811480331,557.4885073840676,790.0761331693699,1114.4258618870356,0.008593522214570052,32,0
train_000011,1452.5979633118388,8.044408924583571,2.3e-06,0.13591762319851583,146.95876173620331,309.1665204015371,0.2431593745073347,0.2837153776587006,0.00020018690814810921,0.0037620313631335244,3.9063169223817504,0.0032834753156172295,567.1743720050748,746.5475460498716,1094.8734104062808,0.009664369006048291,32,0
train_000012,1216.6703750720633,2.4650961533144997,2.3e-06,0.25946928924649454,134.38846122927706,309.0553639064061,0.26777129376601916,0.3026727721745396,0.0004026977949914419,0.004936889115619613,1.7079352943861221,0.0027408418626657456,314.7550853223515,480.6819884763689,677.2691381128818,0.008596822560725524,32,0
train_000013,1284.1834308400967,4.666808536940292,2.3e-06,0.2248654478466348,122.81896991698515,196.07189173933656,0.2639691886598805,0.311660748706449,0.00014458642720925486,0.003913232410519274,2.6155614067825006,0.0028961218909322223,339.8335800122937,487.72206428401074,744.5340780527038,0.008888356159852655,32,0
train_000014,1300.2390121504639,9.272523583701759,2.3e-06,0.12942405924655945,188.3824523025003,230.49315054567228,0.27335492724428084,0.32298382732524555,0.00014594297773679114,0.002733387741441482,3.919591680619983,0.0029330497279460668,697.2587168187747,886.7871766871638,1256.1947825834131,0.008774453826360695,32,0
train_000015,1251.898333557478,2.544381921224491,2.3e-06,0.20428129964289093,173.88730865187122,191.76322167992114,0.2790155719208076,0.26464197713720605,0.00042251971615123776,0.003960091038106473,2.7050889360492603,0.0028218661671821996,484.18453994133637,706.0995544962223,1041.7862074886025,0.00867654007788848,32,0
