sample_id,stress_hotspot_fraction,crack_initiation_risk,delamination_probability
train_000000,0.10928733168484205,0.9971461503093122,1.0
train_000001,0.16806578263188798,0.9999991521656907,1.0
train_000002,0.25165117439449936,0.9999999964757258,1.0
train_000003,0.12892233611150755,0.9999942280932816,1.0
train_000004,0.16659367890367252,0.9998772118897755,1.0
train_000005,0.11395398832253362,0.9995760065957923,1.0
train_000006,0.2124593581846142,0.2959063251663584,1.0
train_000007,0.09878071876321794,0.9993438645944536,1.0
train_000008,0.16897824732148778,0.6049910669280634,0.9999999788783398
train_000009,0.36480613212867224,0.9162387879907302,1.0
train_000010,0.32688413830468144,0.9850621255145249,1.0
train_000011,0.23603628643353794,0.9116183651454068,1.0
train_000012,0.3292086564456086,0.9997827671206979,1.0
train_000013,0.3043417170860221,0.9975830903857276,0.9999999999947489
train_000014,0.25399655433362917,0.9878634671891331,1.0
train_000015,0.29779758870242806,0.8666457789730705,1.0
train_000016,0.3196708921899911,0.9999994194501713,1.0
train_000017,0.1536426471092329,0.9998918838809183,1.0
train_000018,0.21869492181604888,0.12660586841135435,1.0
train_000019,0.15725305095509567,0.8982260005861247,1.0
train_000020,0.08954616391634593,0.9998654649274765,1.0
train_000021,0.35878172768113153,0.9999978834278421,1.0
train_000022,0.267925344477687,0.9945929051746372,1.0
train_000023,0.2974622060654075,0.9999994636571944,1.0
train_000024,0.23258417576723228,0.9999999907772269,1.0
train_000025,0.1920672467895418,0.9995298666835264,1.0
train_000026,0.1279012485323533,0.9999727944632061,1.0
train_000027,0.30667562115831515,0.9999999990524566,1.0
train_000028,0.21170407859751678,0.9999999999999625,1.0
train_000029,0.15599746440201123,0.9434752803266179,1.0
train_000030,0.23573430303078402,0.9999925645039426,1.0
train_000031,0.2551156195725584,0.3969447818222808,1.0
train_000032,0.33567420067764586,0.9642094256096929,1.0
train_000033,0.23681552235106437,0.9967023094391378,1.0
train_000034,0.3770591628100921,0.9605389334596419,0.9999999999999996
train_000035,0.15128269949630824,0.9999999999998705,1.0
train_000036,0.15542427753747073,0.9999875287781934,1.0
train_000037,0.21433871624945727,0.9999998194840114,1.0
train_000038,0.25558885930174696,0.9919295269972589,1.0
train_000039,0.3497440320085962,0.999997680089696,1.0
train_000040,0.2763058362529377,0.999999997154591,0.9999999999999623
train_000041,0.21875829070076946,0.8211748157277097,1.0
train_000042,0.10556376352314366,0.9990271864626185,1.0
train_000043,0.12114718261343245,0.9980627620602981,1.0
train_000044,0.27528165082033507,0.9921886357189721,1.0
train_000045,0.25330536141814436,0.9998917394006324,1.0
train_000046,0.2307656353392299,0.9995291428505143,1.0
train_000047,0.30578281937838275,0.8777519355008615,0.9998526993854692
train_000048,0.19743773724295743,0.970114483715172,0.9999999997414946
train_000049,0.17034224280965016,0.9938971525409663,1.0
train_000050,0.2683774074576057,0.9999985718687504,1.0
train_000051,0.2582187129468111,0.6518873727172639,1.0
train_000052,0.068359375,0.9998479032590941,1.0
train_000053,0.10035630920217653,0.9999999999987099,1.0
train_000054,0.38952075481158377,0.948211292533326,1.0
train_000055,0.28865122215451344,0.5112212086800954,1.0
train_000056,0.16825983635873454,0.8897021043536453,1.0
train_000057,0.15573740784965434,0.9997478902031056,1.0
train_000058,0.13847992766781353,0.9966843431701772,1.0
train_000059,0.1686807848731697,0.9999992799287014,1.0
train_000060,0.19358259742534412,0.9999999999998124,1.0
train_000061,0.2736020037527251,0.9973056465467566,1.0
train_000062,0.17659298115167535,0.9986088031611583,1.0
train_000063,0.12116967184763618,0.9999999834016531,1.0
train_000064,0.0693359375,0.9999992411397219,1.0
train_000065,0.20389809719257013,0.9340538690325585,1.0
train_000066,0.19100125010197078,0.999999868774624,1.0
train_000067,0.41510251511217766,0.999999170891636,1.0
train_000068,0.2633497027227305,0.983085879067172,0.9999999995113433
train_000069,0.15685601586235437,0.9925127030676962,0.9999999795781951
train_000070,0.0498046875,0.9999999999978295,1.0
train_000071,0.30500224599681686,0.9999072723514788,1.0
train_000072,0.14574758428178214,0.9995054001000087,1.0
train_000073,0.10092588738830183,0.9708475613054159,1.0
train_000074,0.16945727869542454,0.9999991364503863,1.0
train_000075,0.33073245550649133,1.0,0.9999999999999998
train_000076,0.18869989708851775,0.999999249834345,1.0
train_000077,0.12993381698250794,0.9864375733681099,1.0
train_000078,0.1497009507148325,0.9999986737721783,1.0
train_000079,0.2158270258317177,0.5088517920033221,1.0
train_000080,0.29651855624304463,0.999613571359978,1.0
train_000081,0.1924472993820129,0.9959595302758198,1.0
train_000082,0.24526142764931577,0.9999999976710008,1.0
train_000083,0.32093705987201104,0.9679996112289243,1.0
train_000084,0.15357319335667868,0.9969238188212101,1.0
train_000085,0.18656873539789356,0.9992310050257369,1.0
train_000086,0.3105174806064288,0.9921806841345997,1.0
train_000087,0.22892212275721457,0.9999154314219707,1.0
train_000088,0.20607824669680255,0.325891405952157,1.0
train_000089,0.4165226573317301,0.986523885332037,1.0
train_000090,0.18786829933033525,0.9999018535317039,1.0
train_000091,0.21021002033986735,0.9945094582510309,1.0
train_000092,0.2185728775508379,0.999881720148738,1.0
train_000093,0.09669912355504653,0.9395833422810802,1.0
train_000094,0.34409062942365976,0.8851480392137322,1.0
train_000095,0.1418019598731973,0.9990192209242381,1.0
train_000096,0.11910766681002816,0.8600600074908056,1.0
train_000097,0.0556640625,0.9397103964531563,1.0
train_000098,0.11137594436082955,0.9999999756790373,1.0
train_000099,0.24674769526679127,0.9999991913853793,1.0
train_000100,0.14504130569275095,0.9999715155887384,1.0
train_000101,0.1733138022626347,0.9997973720344651,1.0
train_000102,0.3329559756077917,0.9999901036783647,1.0
train_000103,0.10164100577770216,0.9999994329537716,1.0
train_000104,0.18729995940276484,0.999998800420198,1.0
train_000105,0.13102086954545128,0.8102746872886408,1.0
train_000106,0.17352620659511245,0.3709701571769839,1.0
train_000107,0.35321681791616144,0.8809017555918518,1.0
train_000108,0.22255751542577787,0.9999999892843939,1.0
train_000109,0.12234035408751477,0.9982564263427918,1.0
train_000110,0.15271956202379505,0.6342994258422401,1.0
train_000111,0.1435802660039645,0.9805594769099326,1.0
train_000112,0.24623407212782092,0.9999999999999996,1.0
train_000113,0.1486627159381846,0.9999999999991096,1.0
train_000114,0.21488729530828687,0.9954864871546721,1.0
train_000115,0.14119687270949036,0.999998311814408,1.0
train_000116,0.23992869653796303,0.9999999989399597,1.0
train_000117,0.16345402060522682,0.9661215954200021,1.0
train_000118,0.3851141420829319,0.9999999596587673,1.0
train_000119,0.22609066124036253,0.3847550586338814,1.0
train_000120,0.11569143035228784,0.9999937758791995,1.0
train_000121,0.1443532988982319,0.9935530426631807,1.0
train_000122,0.16414298863903695,0.9846589319652913,1.0
train_000123,0.17504115603766493,0.9652169627415382,1.0
train_000124,0.1672463199774506,0.9999033451186176,1.0
train_000125,0.28053375417273274,0.9999999862325413,1.0
train_000126,0.15695695481138347,0.9363701336865288,1.0
train_000127,0.2649031565633504,0.9999055321580703,1.0
train_000128,0.18251017428909594,0.21871211648040198,1.0
train_000129,0.1266095825478559,0.9943560608760016,1.0
train_000130,0.19409652952091697,0.9999061130744142,1.0
train_000131,0.20284046451783672,0.9998737382664821,1.0
train_000132,0.33909734074816217,0.9957784083385025,1.0
train_000133,0.18817243079050883,0.9999999998788245,1.0
train_000134,0.275878131194304,0.9999999993924455,1.0
train_000135,0.2369636246044931,0.9870462261451614,1.0
train_000136,0.2373646522771454,0.9999998876872198,0.9999999989091208
train_000137,0.16407763370179804,0.9999994037517725,1.0
train_000138,0.0771484375,0.9999983685688459,1.0
train_000139,0.2028759224069113,0.9999536462000164,1.0
train_000140,0.17764296516252592,0.9999954756724116,1.0
train_000141,0.09407931877484815,0.9999999999999658,1.0
train_000142,0.4063052195863087,0.60631417655999,0.9999999999499831
train_000143,0.321105774582318,0.9234142563920628,0.9999999999999993
train_000144,0.09936393410627026,0.9999834543589223,1.0
train_000145,0.3105113188825439,0.9995427208058797,1.0
train_000146,0.3838292668790532,0.5750136728563037,1.0
train_000147,0.20287036674392883,0.9981719282820266,1.0
train_000148,0.19467190782231347,0.9999678761073196,1.0
train_000149,0.26281242508657987,0.3322925214444426,1.0
train_000150,0.28774370832057244,0.9999999277986836,1.0
train_000151,0.19896812050251356,0.8017909439226096,1.0
train_000152,0.13813386984394418,0.9921320114474909,1.0
train_000153,0.1838898089109794,0.5858251582239833,1.0
train_000154,0.1750899569489248,0.9820096701214824,1.0
train_000155,0.2656325508803178,0.936123572707867,0.9999999029451071
train_000156,0.13757220627579472,0.9452150891212693,1.0
train_000157,0.1927237446163353,0.9999364844122826,1.0
train_000158,0.24537730411025985,0.9996189640575305,1.0
train_000159,0.12561966383890288,0.5321987022949227,1.0
train_000160,0.27324541627153126,0.999855188349598,1.0
train_000161,0.17702987038240062,0.9999662385969206,1.0
train_000162,0.37174396661974457,0.7584966868988052,0.9999998221968508
train_000163,0.3280917038298821,0.9681249420935363,1.0
train_000164,0.15937331091913845,0.9999999999865936,1.0
train_000165,0.14388507833448644,0.9999999898860324,1.0
train_000166,0.08358549908810232,0.9999999999999911,1.0
train_000167,0.05240906049164548,0.9999991095871484,1.0
train_000168,0.1531284087179548,0.9997087851343376,1.0
train_000169,0.22619003938756063,0.9421101705184616,1.0
train_000170,0.3387072785250885,0.43502911037724723,1.0
train_000171,0.22027887391132925,0.9329349491388502,1.0
train_000172,0.08299711200671928,0.999216884261813,1.0
train_000173,0.17402674683443078,0.9996730927375299,1.0
train_000174,0.19799790909468448,0.9827895854788745,1.0
train_000175,0.23779558049582947,0.99880528842139,1.0
train_000176,0.11215967866817905,0.9999982984239121,0.9999999999999896
train_000177,0.06640625,0.9998854937178107,1.0
train_000178,0.06640625,0.3503670020329221,1.0
train_000179,0.21415663378800226,0.9999999374479668,1.0
train_000180,0.18133735252074196,0.12310504525828846,1.0
train_000181,0.2234249937846817,0.5420486054052314,1.0
train_000182,0.44058107883381853,0.999999490896864,1.0
train_000183,0.18122171790569758,0.9999999998962854,1.0
train_000184,0.254495163859644,0.3633221649083586,1.0
train_000185,0.19505415273261975,0.9911007659348762,1.0
train_000186,0.1409889275408606,0.9599611953310183,1.0
train_000187,0.2185030541810775,0.9999999585809421,1.0
train_000188,0.1471591444101928,0.9999999999999989,1.0
train_000189,0.27323842062252357,0.9999881742125122,1.0
train_000190,0.0888671875,0.9999987931480473,1.0
train_000191,0.28401058755220526,0.9999999890855885,1.0
train_000192,0.16635886636130595,0.6696207888597401,1.0
train_000193,0.12697917403037315,0.9796246298687533,1.0
train_000194,0.12360748967813964,0.9999998677632149,1.0
train_000195,0.14672155225161257,0.9999242350437648,1.0
train_000196,0.25924926792272684,0.999950392845862,1.0
train_000197,0.2625793090368239,0.9997837292135046,1.0
train_000198,0.12788205047114165,0.9999999978258287,1.0
train_000199,0.239170813728586,0.40016525699169614,1.0
train_000200,0.24348020532143577,0.993733845728551,1.0
train_000201,0.21381865057111574,0.999933458824034,1.0
train_000202,0.18098035035156732,0.7018252030828255,1.0
train_000203,0.1261993270659235,0.9999851487935814,1.0
train_000204,0.14121783760028186,0.8939069432460389,1.0
train_000205,0.21367401343742862,0.9999998550102523,1.0
train_000206,0.15790850324096348,0.9999999995471973,0.9999999999999993
train_000207,0.2845837945213168,0.9999788416108389,1.0
train_000208,0.2586430409737498,0.9999430904414367,1.0
train_000209,0.17888976572776968,0.9990795869359256,1.0
train_000210,0.07456200077755686,0.895213838250598,1.0
train_000211,0.0732421875,0.8669872233180402,1.0
train_000212,0.19267237311498261,0.9998932355149674,1.0
train_000213,0.10153616785629682,0.9999998436219573,1.0
train_000214,0.10127467425548618,0.9999999989282602,1.0
train_000215,0.1661787774377329,0.0711288079769172,1.0
train_000216,0.2524214461676686,0.9999999999999913,1.0
train_000217,0.3553020104804299,0.99991188044495,0.999999999999601
train_000218,0.083984375,0.9999129431147845,1.0
train_000219,0.056640625,0.9999998627972804,1.0
train_000220,0.1779273927530686,0.9999999983310515,1.0
train_000221,0.11526970624110482,0.982020748339631,1.0
train_000222,0.0771484375,0.9999806803787392,1.0
train_000223,0.25170751641752664,0.8127007198088879,1.0
train_000224,0.33296283046363273,0.11387204372665576,1.0
train_000225,0.3166028101280551,0.9999584257531048,1.0
train_000226,0.2168452186102049,0.9997525083164314,1.0
train_000227,0.2602199252001321,0.14297899501660416,1.0
train_000228,0.16014299177671143,0.9850832928448209,1.0
train_000229,0.20076357855104715,0.9999971564103662,1.0
train_000230,0.21896869046541326,0.9999846326622543,1.0
train_000231,0.27242288543841564,0.985042345652418,1.0
train_000232,0.19891236962623873,0.588991010354043,0.9999999999999998
train_000233,0.17702797072563697,0.9999995923004207,1.0
train_000234,0.20015531615194865,0.999950891565504,1.0
train_000235,0.1708786728224951,0.9999999998441778,1.0
train_000236,0.22284133958290198,0.985301953819394,1.0
train_000237,0.26707770144942905,0.9995907917963412,1.0
train_000238,0.12985451651299065,0.9997206828407516,1.0
train_000239,0.19052644346443207,0.9992779339802713,1.0
train_000240,0.24699828987102246,0.7934934174527921,1.0
train_000241,0.19509851700389658,0.6553671518703059,1.0
train_000242,0.23164622686080347,0.999973116525435,1.0
train_000243,0.23833579892484283,0.999979732918601,1.0
train_000244,0.1916463886264008,0.9999449022341953,1.0
train_000245,0.13317438939388782,0.9999998217729265,1.0
train_000246,0.22287491370529652,0.2191795276504203,1.0
train_000247,0.109375,0.9999972449167015,1.0
train_000248,0.17576597814282321,0.562829388372297,1.0
train_000249,0.0693359375,0.9880911087939838,1.0
train_000250,0.1885390210080436,0.9999456738911772,1.0
train_000251,0.17813422414765834,0.9999999833646576,1.0
train_000252,0.3090253690286895,0.9994245560881848,1.0
train_000253,0.17830871803751303,0.9998222464481629,1.0
train_000254,0.10878584760022433,0.9976698033680196,1.0
train_000255,0.17703584051083518,0.9999497131629068,1.0
train_000256,0.16106749866197254,0.9999999845057652,1.0
train_000257,0.09910382216862719,0.9999113315895682,1.0
train_000258,0.3627442138897203,0.49546248047347363,1.0
train_000259,0.3678537068843714,0.9790525218090641,1.0
train_000260,0.175992317713391,0.9999949350009185,1.0
