temperature,cte,units
20.0,1.3608831316563638e-05,/°C
21.0,1.1957051010592898e-05,/°C
22.0,1.3097996109932122e-05,/°C
23.0,1.2696206485654023e-05,/°C
24.0,1.3381996207195722e-05,/°C
25.0,1.283915993160351e-05,/°C
26.0,1.3438128726493378e-05,/°C
27.0,1.2532683453449774e-05,/°C
28.0,1.1980545791628356e-05,/°C
29.0,1.2879832124138085e-05,/°C
30.0,1.3121917115383623e-05,/°C
31.0,1.3040589768240594e-05,/°C
32.0,1.2365389853220962e-05,/°C
33.0,1.3963639589782285e-05,/°C
34.0,1.2522687192942763e-05,/°C
35.0,1.3068700772109599e-05,/°C
36.0,1.2685112412783285e-05,/°C
37.0,1.278969362284385e-05,/°C
38.0,1.3460408117732758e-05,/°C
39.0,1.3065099894539781e-05,/°C
40.0,1.3050864564402065e-05,/°C
41.0,1.3081881430846685e-05,/°C
42.0,1.3042432702507617e-05,/°C
43.0,1.2297328321984388e-05,/°C
44.0,1.2888280235001595e-05,/°C
45.0,1.3401835999711317e-05,/°C
46.0,1.2997007113841904e-05,/°C
47.0,1.2548668409550313e-05,/°C
48.0,1.2902272608576732e-05,/°C
49.0,1.3502819515508549e-05,/°C
50.0,1.2840756243018686e-05,/°C
51.0,1.2827555893311967e-05,/°C
52.0,1.2585902850157463e-05,/°C
53.0,1.3379753216144992e-05,/°C
54.0,1.3212937111256239e-05,/°C
55.0,1.3445210131732636e-05,/°C
56.0,1.306366734204783e-05,/°C
57.0,1.2869089386766523e-05,/°C
58.0,1.2509685122048881e-05,/°C
59.0,1.2561501395692249e-05,/°C
60.0,1.299431715221603e-05,/°C
61.0,1.2603255144103823e-05,/°C
62.0,1.3272044162800882e-05,/°C
63.0,1.385930949344226e-05,/°C
64.0,1.3760247343048758e-05,/°C
65.0,1.3651169141208796e-05,/°C
66.0,1.3629045363265601e-05,/°C
67.0,1.3280974131493753e-05,/°C
68.0,1.3184740938596235e-05,/°C
69.0,1.2556021332492211e-05,/°C
70.0,1.3398233041273705e-05,/°C
71.0,1.3464559299310335e-05,/°C
72.0,1.3034685564988092e-05,/°C
73.0,1.2349523728194454e-05,/°C
74.0,1.3622945474065636e-05,/°C
75.0,1.2866670651713122e-05,/°C
76.0,1.3902963171739506e-05,/°C
77.0,1.3176202576513582e-05,/°C
78.0,1.310240468101456e-05,/°C
79.0,1.3879797015795325e-05,/°C
80.0,1.3850338224888432e-05,/°C
81.0,1.3084046408108e-05,/°C
82.0,1.2779507126612307e-05,/°C
83.0,1.307519159893411e-05,/°C
84.0,1.3036084378633145e-05,/°C
85.0,1.3640312242572845e-05,/°C
86.0,1.4255543254473499e-05,/°C
87.0,1.3752331002695578e-05,/°C
88.0,1.3569727109610296e-05,/°C
89.0,1.3454258557911296e-05,/°C
90.0,1.3611359038012483e-05,/°C
91.0,1.3814455879261594e-05,/°C
92.0,1.210903198101278e-05,/°C
93.0,1.3643818925460157e-05,/°C
94.0,1.3256628363676978e-05,/°C
95.0,1.3155268388052048e-05,/°C
96.0,1.3575606973719248e-05,/°C
97.0,1.3845271129818008e-05,/°C
98.0,1.3066426283634251e-05,/°C
99.0,1.3953336618110791e-05,/°C
100.0,1.350877081045758e-05,/°C
101.0,1.3856967382053578e-05,/°C
102.0,1.3787843928459046e-05,/°C
103.0,1.356497700538643e-05,/°C
104.0,1.395558166163866e-05,/°C
105.0,1.4405573021069458e-05,/°C
106.0,1.355108533770348e-05,/°C
107.0,1.3088319262688336e-05,/°C
108.0,1.3598329165701011e-05,/°C
109.0,1.4487940618288996e-05,/°C
110.0,1.2557803595759446e-05,/°C
111.0,1.275521599628194e-05,/°C
112.0,1.3726939418273879e-05,/°C
113.0,1.4422191278406866e-05,/°C
114.0,1.3634020954916215e-05,/°C
115.0,1.3138910486682849e-05,/°C
116.0,1.4252079134568864e-05,/°C
117.0,1.3533394063457931e-05,/°C
118.0,1.4802046517901108e-05,/°C
119.0,1.2654287871488225e-05,/°C
120.0,1.3324082768578463e-05,/°C
121.0,1.4162344642890487e-05,/°C
122.0,1.4494236533919173e-05,/°C
123.0,1.3756920324192137e-05,/°C
124.0,1.4425140218798491e-05,/°C
125.0,1.3487443998242552e-05,/°C
126.0,1.4446879132120722e-05,/°C
127.0,1.3489946202337345e-05,/°C
128.0,1.433617599462571e-05,/°C
129.0,1.4001797859966744e-05,/°C
130.0,1.3498382327581105e-05,/°C
131.0,1.4399554794063294e-05,/°C
132.0,1.4112149303917853e-05,/°C
133.0,1.4272605268860687e-05,/°C
134.0,1.3272714816663702e-05,/°C
135.0,1.4268821450833913e-05,/°C
136.0,1.4733069530651521e-05,/°C
137.0,1.4437779653114285e-05,/°C
138.0,1.4500697420792578e-05,/°C
139.0,1.469858024163556e-05,/°C
140.0,1.3952492738889832e-05,/°C
141.0,1.4387642716715633e-05,/°C
142.0,1.4483133200662314e-05,/°C
143.0,1.3865773398883685e-05,/°C
144.0,1.3724461103616762e-05,/°C
145.0,1.4241470650004743e-05,/°C
146.0,1.4456005017766728e-05,/°C
147.0,1.4625989232320424e-05,/°C
148.0,1.4327315108043523e-05,/°C
149.0,1.4561749079396414e-05,/°C
150.0,1.4111255533926226e-05,/°C
151.0,1.3461976594188192e-05,/°C
152.0,1.338266036458109e-05,/°C
153.0,1.4903263847004843e-05,/°C
154.0,1.3828439711976381e-05,/°C
155.0,1.4021535860241339e-05,/°C
156.0,1.411800457378768e-05,/°C
157.0,1.5036812530764202e-05,/°C
158.0,1.4315493260882217e-05,/°C
159.0,1.3837002062584185e-05,/°C
160.0,1.4165342126156475e-05,/°C
161.0,1.4096816692489723e-05,/°C
162.0,1.4506192272138747e-05,/°C
163.0,1.4877091283938521e-05,/°C
164.0,1.411653751129767e-05,/°C
165.0,1.3803724996079889e-05,/°C
166.0,1.4459540976944054e-05,/°C
167.0,1.4714278747812115e-05,/°C
168.0,1.4649129042032883e-05,/°C
169.0,1.4023127593577259e-05,/°C
170.0,1.5052327376630007e-05,/°C
171.0,1.4091574180781933e-05,/°C
172.0,1.4553694110429011e-05,/°C
173.0,1.4200058370819613e-05,/°C
174.0,1.3467437360915693e-05,/°C
175.0,1.4181556077403517e-05,/°C
176.0,1.4132848299077373e-05,/°C
177.0,1.4248992239917905e-05,/°C
178.0,1.4116003925289157e-05,/°C
179.0,1.5095645045974997e-05,/°C
180.0,1.4632446440305109e-05,/°C
181.0,1.468361801910934e-05,/°C
182.0,1.4854527587410119e-05,/°C
183.0,1.4801904866540074e-05,/°C
184.0,1.3978364222470474e-05,/°C
185.0,1.4020798151366417e-05,/°C
186.0,1.4683657640461393e-05,/°C
187.0,1.475130399373367e-05,/°C
188.0,1.417558245119047e-05,/°C
189.0,1.52405236282388e-05,/°C
190.0,1.4449845640297275e-05,/°C
191.0,1.4374568062328982e-05,/°C
192.0,1.4974771575793624e-05,/°C
193.0,1.4865783721175553e-05,/°C
194.0,1.493190450474504e-05,/°C
195.0,1.53408701133105e-05,/°C
196.0,1.3997221258312565e-05,/°C
197.0,1.5050450147023365e-05,/°C
198.0,1.3955888489069589e-05,/°C
199.0,1.4117603635051033e-05,/°C
200.0,1.4463066848564858e-05,/°C
201.0,1.4873720241997878e-05,/°C
202.0,1.473429553862862e-05,/°C
203.0,1.46631142679764e-05,/°C
204.0,1.5006392017225903e-05,/°C
205.0,1.4301787143114926e-05,/°C
206.0,1.4780308438686453e-05,/°C
207.0,1.4542618308710849e-05,/°C
208.0,1.4749747302017062e-05,/°C
209.0,1.4638904729926486e-05,/°C
210.0,1.4840416680420807e-05,/°C
211.0,1.4511107550544915e-05,/°C
212.0,1.4312062825357275e-05,/°C
213.0,1.4711984192379185e-05,/°C
214.0,1.505053344849011e-05,/°C
215.0,1.493513247030468e-05,/°C
216.0,1.4577062119754093e-05,/°C
217.0,1.5472250243278048e-05,/°C
218.0,1.4641656648403156e-05,/°C
219.0,1.449999732596422e-05,/°C
220.0,1.5426356437866098e-05,/°C
221.0,1.5177590393187693e-05,/°C
222.0,1.5139236006555424e-05,/°C
223.0,1.497410492919553e-05,/°C
224.0,1.452716155211008e-05,/°C
225.0,1.5332360940892986e-05,/°C
226.0,1.4685992053667863e-05,/°C
227.0,1.5322594620407115e-05,/°C
228.0,1.5597721302893353e-05,/°C
229.0,1.5426936628802116e-05,/°C
230.0,1.4984078602101125e-05,/°C
231.0,1.4818643876707298e-05,/°C
232.0,1.5030945709755297e-05,/°C
233.0,1.630581614956627e-05,/°C
234.0,1.4424252307256706e-05,/°C
235.0,1.4764786343108833e-05,/°C
236.0,1.5378548239473538e-05,/°C
237.0,1.4873578589220087e-05,/°C
238.0,1.5186447458578133e-05,/°C
239.0,1.4479533784767214e-05,/°C
240.0,1.4243435883345106e-05,/°C
241.0,1.473039070843202e-05,/°C
242.0,1.5196664722315575e-05,/°C
243.0,1.521015219532192e-05,/°C
244.0,1.4321976606684618e-05,/°C
245.0,1.5749392596272543e-05,/°C
246.0,1.5116349312671532e-05,/°C
247.0,1.4973070645314887e-05,/°C
248.0,1.4951026441751966e-05,/°C
249.0,1.4372936196814727e-05,/°C
250.0,1.4367263625210108e-05,/°C
251.0,1.4644590636606788e-05,/°C
252.0,1.5212020158448915e-05,/°C
253.0,1.5511768186363036e-05,/°C
254.0,1.5189676865766034e-05,/°C
255.0,1.574019107294948e-05,/°C
256.0,1.530674457405598e-05,/°C
257.0,1.586421454052029e-05,/°C
258.0,1.576107752933801e-05,/°C
259.0,1.6013878290666785e-05,/°C
260.0,1.564109713286765e-05,/°C
261.0,1.4718665828197238e-05,/°C
262.0,1.542417160350094e-05,/°C
263.0,1.5808894524159953e-05,/°C
264.0,1.5802548216922855e-05,/°C
265.0,1.5208472765027722e-05,/°C
266.0,1.5399625631826957e-05,/°C
267.0,1.4855598653163018e-05,/°C
268.0,1.543205484882879e-05,/°C
269.0,1.580427307514809e-05,/°C
270.0,1.5443680777839637e-05,/°C
271.0,1.5975551072605875e-05,/°C
272.0,1.5672514063710872e-05,/°C
273.0,1.582309760886153e-05,/°C
274.0,1.583495470658687e-05,/°C
275.0,1.4736265417059627e-05,/°C
276.0,1.555036625367994e-05,/°C
277.0,1.4994777151599553e-05,/°C
278.0,1.567145801000284e-05,/°C
279.0,1.5380672992589908e-05,/°C
280.0,1.5902818759806598e-05,/°C
281.0,1.4672757134536476e-05,/°C
282.0,1.541686830408466e-05,/°C
283.0,1.5632302353937818e-05,/°C
284.0,1.5340752729724846e-05,/°C
285.0,1.5562714452936917e-05,/°C
286.0,1.5718581517238664e-05,/°C
287.0,1.5059599163624405e-05,/°C
288.0,1.566722076541902e-05,/°C
289.0,1.516262340449073e-05,/°C
290.0,1.6130933391690883e-05,/°C
291.0,1.5164369434432828e-05,/°C
292.0,1.5950571626178742e-05,/°C
293.0,1.619029445009528e-05,/°C
294.0,1.587363871100227e-05,/°C
295.0,1.552494190545992e-05,/°C
296.0,1.5306314693899553e-05,/°C
297.0,1.5808678918808794e-05,/°C
298.0,1.6064209136256592e-05,/°C
299.0,1.6602234168056793e-05,/°C
300.0,1.563297408560432e-05,/°C
301.0,1.646034183170262e-05,/°C
302.0,1.6037677571247928e-05,/°C
303.0,1.5382359078342265e-05,/°C
304.0,1.7089486072910327e-05,/°C
305.0,1.5682670313608666e-05,/°C
306.0,1.568043349239027e-05,/°C
307.0,1.5680341625961815e-05,/°C
308.0,1.5715215143876823e-05,/°C
309.0,1.5679350481339026e-05,/°C
310.0,1.641967128126244e-05,/°C
311.0,1.6278224160026125e-05,/°C
312.0,1.7079843857675462e-05,/°C
313.0,1.6610737647932545e-05,/°C
314.0,1.5429747694286385e-05,/°C
315.0,1.6176562147019224e-05,/°C
316.0,1.4423711417824326e-05,/°C
317.0,1.6441038511573227e-05,/°C
318.0,1.654929056797985e-05,/°C
319.0,1.5344256090813605e-05,/°C
320.0,1.5751048122123367e-05,/°C
321.0,1.5813404228668092e-05,/°C
322.0,1.6050369405376873e-05,/°C
323.0,1.493277954366129e-05,/°C
324.0,1.5418317086561662e-05,/°C
325.0,1.5724188859333626e-05,/°C
326.0,1.6180739716338402e-05,/°C
327.0,1.604213719618502e-05,/°C
328.0,1.6536812979107342e-05,/°C
329.0,1.6507115997851362e-05,/°C
330.0,1.5976627777848037e-05,/°C
331.0,1.663728483574185e-05,/°C
332.0,1.5846229014028282e-05,/°C
333.0,1.5326756296405532e-05,/°C
334.0,1.5032084806190608e-05,/°C
335.0,1.66632245858422e-05,/°C
336.0,1.5706922098501086e-05,/°C
337.0,1.6655505014125027e-05,/°C
338.0,1.5740709227480945e-05,/°C
339.0,1.6178777208681958e-05,/°C
340.0,1.550102635734094e-05,/°C
341.0,1.4549681704406755e-05,/°C
342.0,1.5658933404629923e-05,/°C
343.0,1.5890456136062205e-05,/°C
344.0,1.6257493590105773e-05,/°C
345.0,1.6525170926836285e-05,/°C
346.0,1.623573936899217e-05,/°C
347.0,1.5729358187807795e-05,/°C
348.0,1.6067212299044254e-05,/°C
349.0,1.5895442942179157e-05,/°C
350.0,1.6632895243611213e-05,/°C
351.0,1.6411772952583567e-05,/°C
352.0,1.607555445939366e-05,/°C
353.0,1.553143556431706e-05,/°C
354.0,1.6835324826235463e-05,/°C
355.0,1.6705373328826824e-05,/°C
356.0,1.7071971374313816e-05,/°C
357.0,1.70345820752926e-05,/°C
358.0,1.637444637237473e-05,/°C
359.0,1.6480381414826258e-05,/°C
360.0,1.633014347501996e-05,/°C
361.0,1.5032577283763945e-05,/°C
362.0,1.5902853790252908e-05,/°C
363.0,1.500677655767225e-05,/°C
364.0,1.6301430973641366e-05,/°C
365.0,1.6086118307887617e-05,/°C
366.0,1.6622474045305117e-05,/°C
367.0,1.6816293254690967e-05,/°C
368.0,1.750461424065951e-05,/°C
369.0,1.6273695058647338e-05,/°C
370.0,1.6637421914597623e-05,/°C
371.0,1.7132341047550408e-05,/°C
372.0,1.539587380733444e-05,/°C
373.0,1.70235264756551e-05,/°C
374.0,1.583157919786266e-05,/°C
375.0,1.682649842982539e-05,/°C
376.0,1.6658967498674934e-05,/°C
377.0,1.6606555067992946e-05,/°C
378.0,1.6395280583538776e-05,/°C
379.0,1.6853905761980816e-05,/°C
380.0,1.646116258597148e-05,/°C
381.0,1.6239894818017478e-05,/°C
382.0,1.7686882657091693e-05,/°C
383.0,1.7445378932655294e-05,/°C
384.0,1.750582125609484e-05,/°C
385.0,1.7737630214401464e-05,/°C
386.0,1.6872356239114126e-05,/°C
387.0,1.7187623987005048e-05,/°C
388.0,1.6235848128386098e-05,/°C
389.0,1.644864977907441e-05,/°C
390.0,1.6384052173937917e-05,/°C
391.0,1.708865337426833e-05,/°C
392.0,1.747687341138613e-05,/°C
393.0,1.6436729271520867e-05,/°C
394.0,1.664658835638216e-05,/°C
395.0,1.7057290788378483e-05,/°C
396.0,1.7077465034475377e-05,/°C
397.0,1.759378850912319e-05,/°C
398.0,1.6918335797282795e-05,/°C
399.0,1.6591308555140064e-05,/°C
400.0,1.7790324702861364e-05,/°C
401.0,1.853114485121335e-05,/°C
402.0,1.9378343699463167e-05,/°C
403.0,1.863239463967681e-05,/°C
404.0,1.8295726644529477e-05,/°C
405.0,1.9531860746037264e-05,/°C
406.0,1.901438161661509e-05,/°C
407.0,1.9435920172601062e-05,/°C
408.0,1.8841868258081255e-05,/°C
409.0,1.8288900715948192e-05,/°C
410.0,1.94092882310878e-05,/°C
411.0,1.9520094794924697e-05,/°C
412.0,1.9418021244331153e-05,/°C
413.0,1.8195859941843877e-05,/°C
414.0,1.8983998600890134e-05,/°C
415.0,1.8308725270080292e-05,/°C
416.0,1.8952885085286136e-05,/°C
417.0,1.9699966667931024e-05,/°C
418.0,1.9932229881218406e-05,/°C
419.0,1.9840525410601704e-05,/°C
420.0,1.944143452744054e-05,/°C
421.0,1.9905249362841526e-05,/°C
422.0,1.904909121987852e-05,/°C
423.0,1.940310341893548e-05,/°C
424.0,1.9870939392138528e-05,/°C
425.0,1.9902105705204315e-05,/°C
426.0,1.879342517913888e-05,/°C
427.0,1.9755632824026877e-05,/°C
428.0,1.8800059109083286e-05,/°C
429.0,1.9693698681745945e-05,/°C
430.0,1.9921160660188262e-05,/°C
431.0,2.0337526550147585e-05,/°C
432.0,2.0092674396478146e-05,/°C
433.0,2.033590947896113e-05,/°C
434.0,2.0161551334261555e-05,/°C
435.0,1.9794663089509215e-05,/°C
