temperature,heat_flow_mW_mg
20.0,0.025815804986852688
21.0,-0.08106978561280608
22.0,-0.05413192466478315
23.0,-0.07278904571340408
24.0,-0.013512853994379702
25.0,0.027248840742455066
26.0,-0.04336350377945208
27.0,-0.04999606769967331
28.0,0.03237755414465485
29.0,0.02353602258685742
30.0,0.04601094687842677
31.0,0.026826530874327206
32.0,0.05245315184415711
33.0,-0.059552865167674766
34.0,-0.024617452515924843
35.0,-0.017560879354768338
36.0,0.03267411822743231
37.0,-0.06913885672630549
38.0,-0.02416186724333891
39.0,-0.012474449860590622
40.0,-0.08933945126088096
41.0,0.07655655855956105
42.0,0.006334444654739604
43.0,0.018638729100134727
44.0,-0.041054681490013636
45.0,-0.05053717666468327
46.0,0.07218612721439371
47.0,-0.03232233445910206
48.0,0.05107172794945834
49.0,0.0002583010610454151
50.0,0.026419328427394632
51.0,-0.04071559899158551
52.0,0.003230184939657761
53.0,0.08868751857347447
54.0,0.024754158025601675
55.0,-0.05768615438641135
56.0,0.009549586839050352
57.0,0.05532979640738345
58.0,-0.056148405178971725
59.0,-0.05194128413029471
60.0,0.08276251954252657
61.0,-0.01501695837848218
62.0,-0.0022162504040342135
63.0,-0.03358728462579651
64.0,0.007802673527892002
65.0,0.017908188784013408
66.0,0.08439335410452259
67.0,0.03211482414078285
68.0,0.13864934266598608
69.0,-0.07403156844270616
70.0,0.036104998546472936
71.0,-0.02951332355160414
72.0,-0.00896440502120428
73.0,0.017506492878949176
74.0,-0.11615670597459352
75.0,-0.06498136173862562
76.0,-0.003606056755107244
77.0,-0.043527360489021616
78.0,-0.08837977330303597
79.0,0.05335548182916515
80.0,-0.009938663861977245
81.0,0.052563091383205675
82.0,0.04875314250698166
83.0,-0.029878644038050704
84.0,-0.01284784774745813
85.0,0.025033582392926322
86.0,-0.00954781475838321
87.0,0.04797810914703533
88.0,-0.024981328646530715
89.0,0.1333281809050894
90.0,0.010529185892244376
91.0,0.08068914131954465
92.0,-0.02344087157111617
93.0,-0.0818198821665347
94.0,0.0803831224974937
95.0,-0.02500904957344434
96.0,-0.04026058833082259
97.0,-0.012450013174554126
98.0,0.03178589770295901
99.0,-0.01846138184910124
100.0,-0.045468239900128625
101.0,0.05960172354875599
102.0,-0.053929850724088124
103.0,0.05974279574708765
104.0,-0.012094347586674934
105.0,0.05787527582907307
106.0,-0.019820279987149123
107.0,0.06617615832563045
108.0,0.03501892750436203
109.0,0.008828056909800978
110.0,-0.07297133480369189
111.0,0.013420800463767318
112.0,-0.026814061522452734
113.0,-0.004147621666869935
114.0,0.026951685077886527
115.0,-0.08207583506747765
116.0,-0.04600984699624266
117.0,0.04231699505436243
118.0,-0.06485740966554378
119.0,0.10720420655128918
120.0,0.06445566182689454
121.0,0.03696132692038987
122.0,0.07530430710329333
123.0,0.00017152734585007025
124.0,0.03010998386708456
125.0,-0.02468687275141837
126.0,0.036474634156516444
127.0,0.02025647808009156
128.0,0.04091055650778043
129.0,0.031139375950964814
130.0,0.010004792318149595
131.0,0.03246752405824842
132.0,-0.012399180393551455
133.0,0.036907472147637316
134.0,0.03940595884543571
135.0,-0.0667490820934273
136.0,-0.0328214103257751
137.0,-0.02397560808805994
138.0,0.016477759922753032
139.0,0.02442366288675748
140.0,-0.013122024991080294
141.0,0.002832732370659818
142.0,-0.05590895942629916
143.0,-0.00838245712484354
144.0,-0.050386261813372045
145.0,0.022735749952795502
146.0,0.07775302104563016
147.0,0.15681215628354964
148.0,0.13465865695756074
149.0,0.07395996406861446
150.0,-0.028992890997961453
151.0,0.039192810132591904
152.0,-0.02882095375528072
153.0,0.00952904198138129
154.0,0.03945178493062829
155.0,-0.11110304660526307
156.0,0.008440759822991648
157.0,-0.020981023507000537
158.0,0.028390140692243604
159.0,-0.0069292790292355706
160.0,-0.024836489154337203
161.0,0.03403635394613558
162.0,0.07053879368504447
163.0,0.04965593977667669
164.0,-0.020110748729610693
165.0,0.03376552154357673
166.0,0.04531715018818023
167.0,0.10335419260085742
168.0,-0.005146417220413382
169.0,-0.025278012286423405
170.0,-0.02472386408406123
171.0,0.04879549675119387
172.0,-0.03615262226312805
173.0,0.023823123680706368
174.0,0.05918655666191737
175.0,-0.03710930706759828
176.0,-0.060106101252191416
177.0,0.09363562008186538
178.0,0.12495635925185575
179.0,0.0788002773215368
180.0,-0.07772192256787329
181.0,0.019928444408110993
182.0,0.018528750504771756
183.0,0.023031339494131057
184.0,-0.01199194369223373
185.0,0.07263606057299772
186.0,0.1028892147449889
187.0,0.08641917071179556
188.0,-0.029032148467340976
189.0,0.03565884825586803
190.0,0.04053220709239696
191.0,0.12928126999528178
192.0,0.09091634553297279
193.0,0.015205269714385315
194.0,0.050067959588098745
195.0,0.10590246991674544
196.0,0.05345094927424472
197.0,0.025541380791330406
198.0,-0.03542339365323191
199.0,-0.006084064611537373
200.0,-0.023109401027459522
201.0,0.019892580997063994
202.0,0.1438192367984862
203.0,0.062222192693824174
204.0,0.14949024005091704
205.0,-0.10535188929702957
206.0,-0.024743577227321487
207.0,0.006613837148190055
208.0,-0.008970579511611423
209.0,0.017790370513325576
210.0,-0.04577968586429698
211.0,0.07520110222367171
212.0,-0.014200147602719752
213.0,-0.022246297219774207
214.0,0.03850034228680858
215.0,-0.013625141309162815
216.0,0.10006262965855676
217.0,-0.03191376403749491
218.0,-0.04242390916101076
219.0,0.040375500700606304
220.0,-0.0892491216470095
221.0,0.009799459980319556
222.0,0.040543117370474974
223.0,0.009097299491692279
224.0,0.04882765332321085
225.0,0.05239437553128914
226.0,0.012857501748806089
227.0,0.07111635142522466
228.0,-0.0343972797074383
229.0,-0.016073483120276115
230.0,0.08215635148533477
231.0,0.031790737459510936
232.0,-0.011021237960895106
