temperature_C,x_mm,y_mm,region,von_mises_strain,E_xx,E_yy,E_xy,severity
25,0.0,2.5316455696202533,anode,0.0100169929722363,0.0105762167668755,0.0093425683853691,5.547213599634213e-05,high
25,10.0,2.5316455696202533,anode,0.0100276303430765,0.0105557467585317,0.0093955731436526,0.0001001277934577,high
25,0.0,2.632911392405063,anode,0.0100007709575092,0.0105040285308487,0.0094069948460615,-1.4078191464585144e-05,high
25,10.0,2.7341772151898733,anode,0.0100426936124707,0.0106074695197631,0.0093616172757358,1.2613114288483484e-05,high
25,0.0,2.835443037974684,anode,0.0100159557683968,0.0103526924713494,0.0096412841540527,2.4687891081966377e-06,high
25,10.0,3.037974683544304,anode-electrolyte interface,0.0101832842685779,0.0106578806735937,0.0096304900815863,-3.231588023339093e-05,high
25,0.0,3.1392405063291138,anode-electrolyte interface,0.0100143949267335,0.0105498759914843,0.0093746991884789,-4.143804347756768e-05,high
25,0.0,3.240506329113924,anode-electrolyte interface,0.0100148722105766,0.010561518035383,0.009358099074542,6.761667987737271e-05,high
25,10.0,3.240506329113924,anode-electrolyte interface,0.0100156108630171,0.0104667603241882,0.0094930782467255,-2.9605315808874384e-05,high
25,0.0,3.3417721518987342,anode-electrolyte interface,0.0100253973636017,0.0105672111420853,0.009372043715499,0.0001208336956421,high
25,10.0,3.4430379746835444,anode-electrolyte interface,0.0100043244794586,0.0106117373969543,0.0092584847368447,-4.692833932226721e-05,high
25,10.0,4.556962025316456,electrolyte,0.0100254273993785,0.0104603666296279,0.0095244904147341,3.496928228417867e-05,high
25,0.0,4.759493670886076,electrolyte,0.0100576045859414,0.0105203729515567,0.0095176447004038,8.321496827389355e-05,high
25,10.0,4.759493670886076,electrolyte,0.0100151004701414,0.0104524772808305,0.0095112117368028,1.3316788306822828e-05,high
25,10.0,4.860759493670886,electrolyte,0.0100002080940233,0.0104875740740961,0.0094284926219061,-1.2827341715378666e-05,high
25,10.0,4.962025316455696,electrolyte,0.0100000507469284,0.0104430664793335,0.0094884667575406,-1.88430036079074e-05,high
400,0.0,2.5316455696202533,anode,0.0156021082240328,0.016348521755517,0.0147293550432684,-1.7309176455974032e-05,critical
400,0.101010101010101,2.5316455696202533,anode,0.0155128196731124,0.0163040736965671,0.0145770221368482,2.8239990104735037e-06,critical
400,0.202020202020202,2.5316455696202533,anode,0.0153285118269131,0.0161864488772721,0.0142950002477522,1.1636134340629568e-05,critical
400,0.303030303030303,2.5316455696202533,anode,0.0150053994929984,0.0158052934935325,0.0140513447346287,-4.090069539508127e-06,critical
400,0.404040404040404,2.5316455696202533,anode,0.0150088782539668,0.0157441981859403,0.0141453147188326,3.346523176177197e-05,critical
400,0.5050505050505051,2.5316455696202533,anode,0.0147174468894956,0.0154374029117642,0.0138714292005388,6.358131315447817e-05,high
400,0.6060606060606061,2.5316455696202533,anode,0.0146790136160893,0.0154584728305437,0.0137500092413185,1.222877726838631e-05,high
400,0.7070707070707071,2.5316455696202533,anode,0.0145835266145388,0.0152004468830097,0.0138759961104612,-3.5293257820579965e-05,high
400,0.8080808080808081,2.5316455696202533,anode,0.0144008474145227,0.0151541121998299,0.0135056192411634,2.006583181908371e-05,high
400,0.9090909090909092,2.5316455696202533,anode,0.0143285091360205,0.0150873205079303,0.0134241381640325,4.367886014494588e-05,high
400,1.0101010101010102,2.5316455696202533,anode,0.0141842246473482,0.014959889111549,0.013254146500851,2.6514596822248605e-05,high
400,1.1111111111111112,2.5316455696202533,anode,0.0140850861770037,0.0147179633416645,0.0133525723133499,-2.9945108729441512e-05,high
400,1.2121212121212122,2.5316455696202533,anode,0.0140094306680599,0.0146063793304409,0.013324189351433,2.564217396771108e-05,high
400,1.3131313131313131,2.5316455696202533,anode,0.0139870929064042,0.0146962034615007,0.0131488999314191,-4.363130042664887e-05,high
400,1.414141414141414,2.5316455696202533,anode,0.0138090959983643,0.0145443585432206,0.0129314757641932,-5.692517242054221e-05,high
400,1.5151515151515151,2.5316455696202533,anode,0.0136728705509241,0.0141978152062728,0.0130784249175467,-5.566062459589574e-05,high
400,1.616161616161616,2.5316455696202533,anode,0.0136828169496892,0.0141841250630289,0.0131174301922678,-8.635465383623569e-05,high
400,1.7171717171717171,2.5316455696202533,anode,0.0135937183890327,0.0143283569470763,0.0127149993286453,-2.006549868326367e-05,high
400,1.818181818181818,2.5316455696202533,anode,0.0134462403681492,0.0141619919371192,0.0125927250542834,-1.539267530517393e-05,high
400,1.9191919191919191,2.5316455696202533,anode,0.0135906387705154,0.0142047909509078,0.0128735071324329,0.0001501865107945,high
400,2.0202020202020203,2.5316455696202533,anode,0.0134786825649761,0.0141545641635834,0.0126811403928251,5.128587037698605e-05,high
400,2.121212121212121,2.5316455696202533,anode,0.0133986379973697,0.0140387425615295,0.0126500026083854,3.988109535462994e-05,high
400,2.2222222222222223,2.5316455696202533,anode,0.0133286281613634,0.0139594996814097,0.0125901487387124,-9.134066758908104e-05,high
400,2.323232323232323,2.5316455696202533,anode,0.0131778169904859,0.0137596963541656,0.0125061680679681,2.8590797112004457e-05,high
400,2.4242424242424243,2.5316455696202533,anode,0.0132165300379193,0.013776001817291,0.0125750247736774,1.5877124807517207e-05,high
400,2.525252525252525,2.5316455696202533,anode,0.013118714786992,0.0137008521398021,0.0124463157035963,2.3698469753937987e-05,high
400,2.6262626262626263,2.5316455696202533,anode,0.0131470954256978,0.0137532400019729,0.0124427601006673,-1.284016134376472e-05,high
400,2.727272727272727,2.5316455696202533,anode,0.0130566807713883,0.0137688626352909,0.0122032828366436,-1.3510275840226436e-05,high
400,2.8282828282828283,2.5316455696202533,anode,0.0129667802424919,0.0135898788691343,0.0122377065476399,4.839132980576029e-06,high
400,2.929292929292929,2.5316455696202533,anode,0.012955693592484,0.0136476001448333,0.0121281245483338,8.445123164009981e-05,high
400,3.0303030303030303,2.5316455696202533,anode,0.0129898665278341,0.0136958331936185,0.0121445161714614,1.61266464140501e-05,high
400,3.131313131313131,2.5316455696202533,anode,0.0128816903893021,0.0133916254472675,0.0123023408980751,3.196365178296504e-05,high
400,3.2323232323232323,2.5316455696202533,anode,0.0128704054839636,0.0134217246936725,0.0122369414019508,-3.0371498215459727e-05,high
400,3.333333333333333,2.5316455696202533,anode,0.012866967956492,0.0134877330788949,0.0121392426165937,5.649092526605372e-05,high
400,3.4343434343434343,2.5316455696202533,anode,0.012699949140522,0.0132343259567546,0.0120870921323504,-5.178666217458337e-05,high
400,3.5353535353535355,2.5316455696202533,anode,0.0126978417281869,0.0133097860769793,0.0119809320254013,-4.354768561168933e-05,high
400,3.636363636363636,2.5316455696202533,anode,0.0126816532402247,0.0132188464684421,0.0120651399581941,-4.493501188948152e-05,high
400,3.7373737373737375,2.5316455696202533,anode,0.0127210238125536,0.0132732436662537,0.0120854475175272,1.2876759000589736e-05,high
400,3.8383838383838382,2.5316455696202533,anode,0.0127282534996103,0.0133102233047851,0.0120522187879992,5.2084545669688747e-05,high
400,3.939393939393939,2.5316455696202533,anode,0.0127789273386895,0.0133304675218112,0.0121443743442473,-3.6419467940826216e-05,high
400,4.040404040404041,2.5316455696202533,anode,0.0125887599008148,0.0130592085762699,0.0120585893403331,1.1036363943166791e-06,high
400,4.141414141414141,2.5316455696202533,anode,0.0126623969465043,0.0132305431282909,0.012004802437792,-3.558928058157974e-05,high
400,4.242424242424242,2.5316455696202533,anode,0.0126532886396566,0.0134027413414146,0.0117392815727885,-4.492308493142133e-06,high
400,4.343434343434343,2.5316455696202533,anode,0.012612642711267,0.0132160299980796,0.0119070254505186,-2.3506840068246277e-05,high
400,4.444444444444445,2.5316455696202533,anode,0.0126105427798532,0.0131866050868376,0.0119409783840606,6.642544382946393e-05,high
