#,NU [-]
Temperature_C,poisson_ratio
20.0,0.2004551552061406
40.0,0.200554284978629
60.0,0.20067457039495865
80.0,0.20082031872820078
100.0,0.20099661584554612
120.0,0.20120942043526965
140.0,0.20146564666799693
160.0,0.20177322114466623
180.0,0.2021410941059379
200.0,0.2025791781207223
220.0,0.2030981806745051
240.0,0.20370929192065085
260.0,0.20442368812834194
280.0,0.2052518190128402
300.0,0.20620246780941612
320.0,0.20728161057655303
340.0,0.208491156409766
360.0,0.20982771691074986
380.0,0.21128161574628238
400.0,0.21283638273913696
420.0,0.2144689544284036
440.0,0.21615070762571606
460.0,0.21784929237428396
480.0,0.21953104557159642
500.0,0.22116361726086306
520.0,0.22271838425371765
540.0,0.22417228308925014
560.0,0.22550884359023401
580.0,0.22671838942344702
600.0,0.2277975321905839
620.0,0.22874818098715982
640.0,0.22957631187165808
660.0,0.23029070807934918
680.0,0.23090181932549492
700.0,0.23142082187927773
720.0,0.23185890589406213
740.0,0.23222677885533383
760.0,0.2325343533320031
780.0,0.23279057956473037
800.0,0.2330033841544539
