#,KXX [W/m/K]
Temperature_C,thermal_conductivity_wmk
20.0,1.5046638046895124
40.0,1.4958378407239945
60.0,1.4849903443925951
80.0,1.4622868707750738
100.0,1.4010886210696292
120.0,1.3390702411809141
140.0,1.315689114403447
160.0,1.3039588443225953
180.0,1.2935981654294153
200.0,1.2829025859906102
220.0,1.2715618777149864
240.0,1.2594548581420377
260.0,1.2464844702135678
280.0,1.2325576102260176
300.0,1.2175833860863563
320.0,1.2014710451402384
340.0,1.1841233068993338
360.0,1.1654254321462578
380.0,1.145241100650964
400.0,1.123450147580278
420.0,1.100085638526865
440.0,1.0755690798821942
460.0,1.0508299997505703
480.0,1.0270130688775045
500.0,1.0049423585589103
520.0,0.9848907133775895
540.0,0.9667571194049269
560.0,0.9503203929573673
580.0,0.9353705350184485
600.0,0.9217370803420277
620.0,0.909279193877868
640.0,0.8978721402620408
660.0,0.887399448598614
680.0,0.877750308930678
700.0,0.8688198277670262
720.0,0.8605102823633871
740.0,0.852732344442144
760.0,0.8454058490634792
780.0,0.8384600271429223
800.0,0.831833278954214
