Temperature_C,density_kgm3_mean,density_kgm3_std,specific_heat_jkgk_mean,specific_heat_jkgk_std,thermal_conductivity_wmk_mean,thermal_conductivity_wmk_std,elastic_modulus_pa_mean,elastic_modulus_pa_std,poisson_ratio_mean,poisson_ratio_std,cte_1k_mean,cte_1k_std,free_thermal_strain_mean,free_thermal_strain_std,compressive_strength_pa_mean,compressive_strength_pa_std,permeability_m2_mean,permeability_m2_std,biot_coefficient_mean,biot_coefficient_std,moisture_diffusivity_m2s_mean,moisture_diffusivity_m2s_std,porosity_mean,porosity_std,rubber_integrity_mean,rubber_integrity_std,dehydration_fraction_mean,dehydration_fraction_std,damage_index_mean,damage_index_std
20.0,2110.098900991518,21.10098900991518,850.9175170950878,42.54587585475439,1.5046638046895124,0.07523319023447562,59696231361.85335,4775698508.948268,0.2004551552061406,0.006013654656184217,9.268409600760871e-06,6.48788672053261e-07,0.0,1e-12,89032485.69207297,8903248.569207298,1.1134348095978927e-18,1e-12,0.6779815418657473,0.020339446255972417,1.0273643654736928e-11,2.568410913684232e-12,0.10091214551578977,0.005045607275789489,0.9993166948159271,0.049965834740796355,0.0002352696805845163,1.1763484029225814e-05,0.011378880153515061,0.0007965216107460543
40.0,2109.964692713837,21.09964692713837,871.9501744989795,43.59750872494898,1.4958378407239945,0.07479189203619972,59614660466.92347,4769172837.353878,0.200554284978629,0.0060166285493588705,9.28485227406817e-06,6.49939659184772e-07,0.00018608302954218627,1.302581206795304e-05,89215250.97997828,8921525.097997827,1.1400297956082301e-18,1e-12,0.6786325928067437,0.02035897778420231,1.4471272732875011e-11,3.617818183218753e-12,0.10112207793541671,0.005056103896770836,0.9981454768935181,0.04990727384467591,0.00173179207163075,8.65896035815375e-05,0.013857124465724803,0.0009699987126007363
60.0,2108.990740229669,21.08990740229669,1050.7154401909688,52.535772009548445,1.4849903443925951,0.07424951721962976,59511468889.907684,4760917511.192615,0.20067457039495865,0.006020237111848759,9.321455005954309e-06,6.525018504168017e-07,0.0003738013968759157,2.6166097781314102e-05,90065320.97194968,9006532.097194968,1.1746456673999507e-18,1e-12,0.6794331688307125,0.020382995064921375,1.8781573903995637e-11,4.695393475998909e-12,0.10144735908147341,0.005072367954073671,0.9949801767470091,0.04974900883735046,0.012592088661042609,0.0006296044330521305,0.016864259873965882,0.0011804981911776118
80.0,2102.6366244195465,21.026366244195465,1693.705235885551,84.68526179427755,1.4622868707750738,0.07311434353875369,59381097856.23572,4750487828.4988575,0.20082031872820078,0.006024609561846023,9.472021946662864e-06,6.630415362664006e-07,0.0005700695841240464,3.9904870888683254e-05,91309736.06649645,9130973.606649645,1.227906796951702e-18,1e-12,0.6804707185758929,0.020414121557276788,2.3512396708408034e-11,5.878099177102009e-12,0.1022915101642546,0.00511457550821273,0.986509728110971,0.049325486405548555,0.08344521895552488,0.004172260947776244,0.020507968205018816,0.0014355577743513173
100.0,2078.731446425258,20.78731446425258,2415.606726019011,120.78033630095057,1.4010886210696292,0.07005443105348146,59216662638.97171,4737333011.117737,0.20099661584554612,0.006029898475366383,9.987109444111244e-06,6.990976610877871e-07,0.0008019547489858609,5.6136832429010263e-05,91586007.72034949,9158600.772034949,1.328887533721825e-18,1e-12,0.6819373405538465,0.020458120216615392,2.968415589975233e-11,7.421038974938082e-12,0.10472327679455427,0.005236163839727714,0.9644285552080969,0.04822142776040485,0.35000578249513403,0.017500289124756704,0.02491539613865287,0.0017440777297057012
120.0,2054.8260760936682,20.54826076093668,2126.1582013659868,106.30791006829935,1.3390702411809141,0.0669535120590457,59009697880.16561,4720775830.413249,0.20120942043526965,0.006036282613058089,1.0507241730465461e-05,7.355069211325824e-07,0.0010554895503717247,7.388426852602074e-05,89980459.65777323,8998045.965777323,1.4506176609829654e-18,1e-12,0.6836430889851809,0.020509292669555427,3.6505267588473814e-11,9.126316897118453e-12,0.10722807509830425,0.005361403754915213,0.9105910360684499,0.0455295518034225,0.6165684907391011,0.030828424536955057,0.03023551088174074,0.002116485761721852
140.0,2048.471311956826,20.48471311956826,1310.959003942375,65.54795019711875,1.315689114403447,0.06578445572017236,58749891308.56927,4699991304.685541,0.20146564666799693,0.006043969400039908,1.0673076431989125e-05,7.471153502392387e-07,0.0012878085033481146,9.014659523436803e-05,87402226.64771366,8740222.664771367,1.5564500579123052e-18,1e-12,0.6854042774303012,0.020562128322909035,4.245910313617825e-11,1.0614775784044562e-11,0.10829323836880221,0.005414661918440111,0.7982714522954804,0.03991357261477402,0.6874288503600449,0.03437144251800225,0.0366411666999232,0.002564881668994624
160.0,2047.4960148061443,20.474960148061445,931.4990937974583,46.57495468987292,1.3039588443225953,0.06519794221612978,58424831110.749954,4673986488.859997,0.20177322114466623,0.006053196634339986,1.0735567070560007e-05,7.514896949392005e-07,0.0015129735705063881,0.00010590814993544719,85141157.2542469,8514115.72542469,1.6761878724899732e-18,1e-12,0.6874316143425149,0.020622948430275446,4.8252264631468306e-11,1.2063066157867077e-11,0.10899321458900729,0.005449660729450365,0.6249253971166163,0.031246269855830816,0.698304140983959,0.03491520704919795,0.044330528616655075,0.0031031370031658558
180.0,2047.359267199665,20.473592671996652,867.5913322057818,43.37956661028909,1.2935981654294153,0.06467990827147077,58019810144.62495,4641584811.569996,0.2021410941059379,0.006064232823178137,1.0789169113196013e-05,7.55241837923721e-07,0.0017401274339491006,0.00012180892037643705,83383474.15113664,8338347.415113664,1.828606493140752e-18,1e-12,0.6898429662990716,0.020695288988972146,5.4273476350462235e-11,1.3568369087615559e-11,0.10974085424639861,0.005487042712319931,0.45145880371183283,0.022572940185591642,0.6998289787849795,0.03499144893924898,0.05352735264844701,0.003746914685391291
200.0,2047.3363695186615,20.473363695186617,864.5429031483241,43.2271451574162,1.2829025859906102,0.06414512929953052,57517754454.884476,4601420356.3907585,0.2025791781207223,0.006077375343621669,1.0850128480146928e-05,7.59508993610285e-07,0.001971912605864986,0.00013803388241054903,81711467.8490084,8171146.78490084,2.027853557697363e-18,1e-12,0.6927127153275876,0.02078138145982763,6.065423907227444e-11,1.516355976806861e-11,0.11061901382048873,0.005530950691024437,0.33858593440127227,0.016929296720063613,0.7000843050056622,0.03500421525028311,0.064479453018057,0.0045135617112639905
220.0,2047.325355372492,20.47325355372492,866.0018652292762,43.300093261463815,1.2715618777149864,0.06357809388574932,56899373035.81264,4551949842.865011,0.2030981806745051,0.006092945420235153,1.0922016877321374e-05,7.645411814124962e-07,0.0022097821616762266,0.00015468475131733589,79834006.57328287,7983400.657328287,2.2921258803535647e-18,1e-12,0.69611232574952,0.0208833697724856,6.748696533863029e-11,1.687174133465757e-11,0.1116579768924202,0.0055828988446210105,0.2829097055254884,0.01414548527627442,0.7002071209499964,0.03501035604749982,0.07745451686262769,0.005421816180383939
240.0,2047.3094627890537,20.473094627890536,867.600012610786,43.38000063053931,1.2594548581420377,0.06297274290710189,56143655625.14647,4491492450.011718,0.20370929192065085,0.006111278757619525,1.100672351036044e-05,7.704706457252309e-07,0.0024551615715158958,0.00017186131000611273,77653773.78079821,7765377.378079821,2.647794035576103e-18,1e-12,0.7001153117523398,0.02100345935257019,7.486816228133724e-11,1.871704057033431e-11,0.11288158165514645,0.0056440790827573225,0.2551723878221764,0.01275861939110882,0.700384335108304,0.0350192167554152,0.09273229801627099,0.00649126086113897
260.0,2047.281133235425,20.47281133235425,869.2000282107983,43.46000141053992,1.2464844702135678,0.06232422351067839,55228864257.29642,4418309140.583714,0.20442368812834194,0.006132710643850258,1.1105946732137638e-05,7.774162712496347e-07,0.002709643535954693,0.00018967504751682851,75149874.87853682,7514987.487853683,3.1341835535806782e-18,1e-12,0.7047949765106288,0.021143849295318866,8.290433821850383e-11,2.0726084554625958e-11,0.11431283805661141,0.005715641902830571,0.23187211654311526,0.011593605827155764,0.7007002307599433,0.035035011537997165,0.11059220320854815,0.007741454224598371
280.0,2047.2298077992916,20.472298077992917,870.8003329181025,43.540016645905126,1.2325576102260176,0.061627880511300887,54134152383.20286,4330732190.656229,0.2052518190128402,0.006157554570385206,1.122134616940444e-05,7.854942318583108e-07,0.00297500917122824,0.00020825064198597682,72330356.77178487,7233035.677178487,3.810986016814724e-18,1e-12,0.7102199034148563,0.021306597102445687,9.171082884910425e-11,2.292770721227606e-11,0.11597356389736789,0.005798678194868395,0.20185446736747598,0.0100927233683738,0.701272547652247,0.03506362738261235,0.1312954753210045,0.009190683272470315
