Temperature_C,density_kgm3_mean,density_kgm3_std,specific_heat_jkgk_mean,specific_heat_jkgk_std,thermal_conductivity_wmk_mean,thermal_conductivity_wmk_std,elastic_modulus_pa_mean,elastic_modulus_pa_std,poisson_ratio_mean,poisson_ratio_std,cte_1k_mean,cte_1k_std,free_thermal_strain_mean,free_thermal_strain_std,compressive_strength_pa_mean,compressive_strength_pa_std,permeability_m2_mean,permeability_m2_std,biot_coefficient_mean,biot_coefficient_std,moisture_diffusivity_m2s_mean,moisture_diffusivity_m2s_std,porosity_mean,porosity_std,rubber_integrity_mean,rubber_integrity_std,dehydration_fraction_mean,dehydration_fraction_std,damage_index_mean,damage_index_std
20.0,1877.519485866683,18.77519485866683,850.9175170950878,42.54587585475439,1.1344679996774276,0.05672339998387138,48120720727.64361,3849657658.2114887,0.20346559408616868,0.00610396782258506,9.53719073545905e-06,6.676033514821335e-07,0.0,1e-12,78346148.63107045,7834614.863107045,2.465468344348282e-18,1e-12,0.6949461733197629,0.020848385199592888,1.0341638520719743e-11,2.5854096301799356e-12,0.10863879506906582,0.005431939753453291,0.9993166948159271,0.049965834740796355,0.0002352696805845163,1.1763484029225814e-05,0.01160141623761219,0.0008120991366328534
40.0,1877.257341788722,18.77257341788722,871.9501744989795,43.59750872494898,1.1275195399366418,0.05637597699683209,48040911930.049576,3843272954.403966,0.20357464423899796,0.006107239327169938,9.555730456331317e-06,6.689011319431923e-07,0.00019152345456259292,1.3406641819381506e-05,78502766.61696394,7850276.661696394,2.5335540940246782e-18,1e-12,0.6956521451375073,0.02086956435412522,1.459275404987359e-11,3.6481885124683975e-12,0.1089113191663657,0.005445565958318285,0.9981454768935181,0.04990727384467591,0.00173179207163075,8.65896035815375e-05,0.014261789050209509,0.0009983252335146657
60.0,1875.9886657774678,18.75988665777468,1050.7154401909688,52.535772009548445,1.118669514223087,0.05593347571115435,47934831395.61576,3834786511.649261,0.20371525025342924,0.006111457507602877,9.596861496829462e-06,6.717803047780624e-07,0.0003848878246057205,2.6942147722400437e-05,79239224.05193554,7923922.405193554,2.6289615737716044e-18,1e-12,0.6965483292581509,0.020896449877744527,1.898498317936778e-11,4.746245794841945e-12,0.10932404292475516,0.005466202146237758,0.9949801767470091,0.04974900883735046,0.012592088661042609,0.0006296044330521305,0.017598891277750273,0.0012319223894425191
80.0,1869.1587582136149,18.691587582136147,1693.705235885551,84.68526179427755,1.0991011441486012,0.05495505720743006,47792699866.03433,3823415989.282747,0.20390385835404687,0.0061171157506214055,9.759528566440793e-06,6.831669996508556e-07,0.0005874898388436015,4.112428871905211e-05,80302563.463652,8030256.3463652,2.7887654615098244e-18,1e-12,0.6977541783575313,0.020932625350725938,2.3846990609982495e-11,5.961747652495624e-12,0.11029847062118561,0.005514923531059281,0.986509728110971,0.049325486405548555,0.08344521895552488,0.004172260947776244,0.02183763105741339,0.0015286341740189374
100.0,1844.6261516541663,18.446261516541664,2415.606726019011,120.78033630095057,1.045305796748096,0.052265289837404805,47600927499.708176,3808074199.976654,0.20417240077320462,0.0061251720231961385,1.0307817279779277e-05,7.215472095845494e-07,0.000828003352098529,5.796023464689704e-05,80462571.33320728,8046257.133320728,3.1152954879114544e-18,1e-12,0.6995179573794661,0.020985538721383982,3.024151514448159e-11,7.560378786120397e-12,0.11293783992882256,0.005646891996441129,0.9644285552080969,0.04822142776040485,0.35000578249513403,0.017500289124756704,0.027309125560570798,0.001911638789239956
120.0,1816.3207148824993,18.16320714882499,2126.1582013659868,106.30791006829935,0.9902719846633444,0.04951359923316723,47341154378.83674,3787292350.306939,0.2045813237475549,0.006137439712426646,1.0885237389901061e-05,7.619666172930743e-07,0.001094157476242144,7.659102333695009e-05,78851393.06068754,7885139.306068755,3.633921067194019e-18,1e-12,0.7017378751158957,0.02105213625347687,3.7421491493791405e-11,9.355372873447851e-12,0.11574610165976824,0.0057873050829884125,0.9105910360684499,0.0455295518034225,0.6165684907391011,0.030828424536955057,0.03450383946772175,0.002415268762740523
140.0,1797.1529358656826,17.971529358656827,1310.959003942375,65.54795019711875,0.9669578435403963,0.04834789217701982,46990060085.518875,3759204806.8415103,0.20521895760771022,0.006156568728231306,1.114002213444257e-05,7.7980154941098e-07,0.0013456509614798255,9.41955673035878e-05,76180220.23016731,7618022.023016732,4.409543415226804e-18,1e-12,0.7043689120184454,0.02113106736055336,4.394319577198983e-11,1.0985798942997458e-11,0.11724823114900965,0.005862411557450483,0.7982714522954804,0.03991357261477402,0.6874288503600449,0.03437144251800225,0.04412670938437621,0.003088869656906335
160.0,1775.6655537546733,17.756655537546735,931.4990937974583,46.57495468987292,0.9514519992514482,0.04757259996257241,46521417125.432365,3721713370.0345893,0.20612780283479556,0.006183834085043867,1.1336498713426985e-05,7.93554909939889e-07,0.0016007027309168347,0.00011204919116417844,73578406.91957973,7357840.691957973,5.67448174239277e-18,1e-12,0.7078150517948074,0.021234451553844222,5.0659857170908443e-11,1.2664964292727111e-11,0.11860513786921795,0.005930256893460897,0.6249253971166163,0.031246269855830816,0.698304140983959,0.03491520704919795,0.057097124457698975,0.003996798712038929
180.0,1754.9323917461384,17.549323917461383,867.5913322057818,43.37956661028909,0.9362752068502671,0.04681376034251336,45912209426.2182,3672976754.097456,0.20720862257698983,0.006216258677309694,1.154163607762801e-05,8.079145254339608e-07,0.0018672594716609592,0.00013070816301626715,71419664.15055123,7141966.415055123,7.501829437830305e-18,1e-12,0.7123863719251389,0.021371591157754166,5.813926769074196e-11,1.453481692268549e-11,0.12030894261169998,0.0060154471305849996,0.45145880371183283,0.022572940185591642,0.6998289787849795,0.03499144893924898,0.07436012213353543,0.005205208549347481
200.0,1741.5021088910948,17.415021088910947,864.5429031483241,43.2271451574162,0.9215313155283775,0.04607656577641888,45152619415.040436,3612209553.203235,0.2083429970659066,0.006250289911977198,1.1738027284303753e-05,8.216619099012628e-07,0.0021433872629500234,0.00015003710840650166,69548356.32457443,6954835.632457443,9.933257242903808e-18,1e-12,0.7182127908056367,0.021546383724169102,6.665578885906679e-11,1.6663947214766697e-11,0.12246796294135276,0.006123398147067638,0.33858593440127227,0.016929296720063613,0.7000843050056622,0.03500421525028311,0.09637038545773541,0.0067459269820414796
220.0,1734.8776783123985,17.348776783123984,866.0018652292762,43.300093261463815,0.9071829832174565,0.04535914916087283,44253948184.99329,3540315854.7994637,0.20951163383707277,0.006285349015112183,1.1925225063418332e-05,8.347657544392833e-07,0.0024288539428922364,0.00017001977600245656,67698173.10772532,6769817.310772533,1.3217197304424177e-17,1e-12,0.7251174057411819,0.021753522172235456,7.628776525524949e-11,1.9071941313812373e-11,0.125025176836833,0.006251258841841651,0.2829097055254884,0.01414548527627442,0.7002071209499964,0.03501035604749982,0.12245451686262769,0.00857181618038394
240.0,1731.5679192386274,17.315679192386273,867.600012610786,43.38000063053931,0.8929926067441689,0.04464963033720845,43244521068.00446,3459561685.440357,0.21070951675046382,0.006321285502513914,1.2109919154872725e-05,8.476943408410909e-07,0.002724462546569323,0.00019071237825985264,65680752.83999776,6568075.2839997765,1.770365543162786e-17,1e-12,0.7326316143287248,0.021978948429861745,8.689974769342717e-11,2.1724936923356792e-11,0.1278084862305106,0.006390424311525531,0.2551723878221764,0.01275861939110882,0.700384335108304,0.0350192167554152,0.15084136557659256,0.01055889559036148
260.0,1728.7738826576626,17.287738826576625,869.2000282107983,43.46000141053992,0.8788797483990591,0.04394398741995296,42152076532.89003,3372166122.6312027,0.21191866508671642,0.006357559952601492,1.2295745102751877e-05,8.607021571926315e-07,0.003030548767028083,0.00021213841369196584,63394282.02533215,6339428.202533215,2.37753256886376e-17,1e-12,0.7402866008297042,0.022208598024891127,9.827221182653529e-11,2.456805295663382e-11,0.130644949325595,0.006532247466279751,0.23187211654311526,0.011593605827155764,0.7007002307599433,0.035035011537997165,0.17975943372345973,0.012583160360642182
280.0,1725.1607455988599,17.251607455988598,870.8003329181025,43.540016645905126,0.8647451284210274,0.04323725642105137,40986661190.35604,3278932895.228483,0.21313698262762162,0.006394109478828649,1.2485826984207981e-05,8.740078888945587e-07,0.0033478575807995795,0.00023435003065597058,60806123.27870222,6080612.327870223,3.199186096845582e-17,1e-12,0.7479025504584921,0.02243707651375476,1.10302099297423e-10,2.757552482435575e-11,0.1334688705900124,0.00667344352950062,0.20185446736747598,0.0100927233683738,0.701272547652247,0.03506362738261235,0.2085288794799606,0.014597021563597243
300.0,1721.7464894748464,17.217464894748463,872.4032276234533,43.620161381172665,0.8506559870312246,0.042532799351561235,39737996463.40901,3179039717.072721,0.21436192677943475,0.006430857803383042,1.267771677363629e-05,8.874401741545403e-07,0.0036762614699350294,0.00025733830289545207,57974753.3013539,5797475.33013539,4.311268018207518e-17,1e-12,0.7555925882183155,0.022667777646549467,1.2307086106363084e-10,3.076771526590771e-11,0.13632366720385397,0.0068161833601926985,0.17383081004589868,0.008691540502294934,0.702307256509617,0.035115362825480854,0.23757615255094988,0.016630330678566493
320.0,1719.780547073402,17.19780547073402,874.0256827655949,43.701284138279746,0.8365788745368364,0.04182894372684182,38385620167.20118,3070849613.3760943,0.2156040976730575,0.006468122930191725,1.2870290441966051e-05,9.009203309376236e-07,0.0040161707489738485,0.00028113195242816943,54986582.325267956,5498658.232526796,5.836754675723047e-17,1e-12,0.7635876124237849,0.022907628372713547,1.367747985355337e-10,3.419369963388343e-11,0.13929752311215893,0.006964876155607947,0.15856878224724197,0.0079284391123621,0.7041664640088934,0.03520832320044467,0.2677719358278442,0.018744035507949095
340.0,1718.818019691215,17.188180196912153,875.7677313139512,43.788386565697564,0.8221238761889113,0.041106193809445565,36911469982.32459,2952917598.5859675,0.2169017146809875,0.006507051440429625,1.3071183158552367e-05,9.149828210986658e-07,0.004370931608739781,0.0003059652126117847,51896055.41248531,5189605.541248531,8.013858445556125e-17,1e-12,0.7720918980491395,0.023162756941474183,1.5163492208500494e-10,3.7908730521251235e-11,0.1424706856238761,0.007123534281193805,0.1527522452896763,0.007637612264483815,0.7074699497208276,0.03537349748604138,0.29988518082223203,0.020991962657556245
360.0,1718.119094384175,17.181190943841752,878.0990833309238,43.90495416654619,0.8068998093661174,0.04034499046830587,35308360226.91738,2824668818.1533904,0.2182851172092412,0.006548553516277236,1.3288466468309077e-05,9.301926527816355e-07,0.004744680522574367,0.0003321276365802057,48761785.976955816,4876178.597695582,1.124140998349654e-16,1e-12,0.7812250559829018,0.023436751679487052,1.6784415965949478e-10,4.1961039914873695e-11,0.14589494002542513,0.007294747001271257,0.15085030551684275,0.007542515275842138,0.7132244047683929,0.035661220238419646,0.334363259916352,0.023405428194144644
380.0,1717.2528272816319,17.17252827281632,882.7554798669651,44.137773993348254,0.7906390865550148,0.039531954327750744,33583360020.92838,2686668801.67427,0.2197641459662714,0.006592924378988141,1.3527308050399957e-05,9.46911563527997e-07,0.005141060339195969,0.0003598742237437179,45655609.930302635,4565560.993030264,1.6151092057462038e-16,1e-12,0.791015199646897,0.02373045598940691,1.855456489706859e-10,4.638641224267147e-11,0.14959172722385608,0.007479586361192805,0.15025978838204937,0.007512989419102469,0.7229103324505947,0.03614551662252973,0.3713057622532744,0.02599140335772921
400.0,1715.96568526016,17.1596568526016,894.6827503922751,44.73413751961376,0.7731789885064202,0.03865894942532101,31757098390.042477,2540567871.203398,0.22133251793097533,0.0066399755379292595,1.3790579225588436e-05,9.653405457911905e-07,0.005563102828503195,0.0003894171979952237,42647594.09775162,4264759.409775162,2.37363384776131e-16,1e-12,0.8014094371882847,0.02404228311564854,2.048212328945607e-10,5.120530822364017e-11,0.15355474143200026,0.007677737071600014,0.15007921101433536,0.007503960550716768,0.7383093599992694,0.036915467999963474,0.4105049038939389,0.028735343272575726
420.0,1714.1187477859314,17.141187477859315,924.328994311265,46.21644971556325,0.7545287701641086,0.03772643850820543,29859982602.950356,2388798608.2360287,0.22297249858696916,0.0066891749576090745,1.4078269814251904e-05,9.854788869976333e-07,0.006012689373875373,0.00042088825617127615,39792400.468475506,3979240.0468475507,3.553450737168913e-16,1e-12,0.8122876897938653,0.02436863069381596,2.2567245547260926e-10,5.6418113868152316e-11,0.1577490575824479,0.007887452879122394,0.15002417692024678,0.007501208846012339,0.7607006044487402,0.03803503022243701,0.4515013246259928,0.0316050927238195
440.0,1711.7605765849728,17.117605765849728,986.5621232170994,49.32810616085497,0.7350341047890586,0.03675170523945293,27926192435.00566,2234095394.8004527,0.2246583003127573,0.006739749009382718,1.4385163109286162e-05,1.0069614176500315e-06,0.0064891422121326,0.00045423995484928205,37120731.04823775,3712073.104823775,5.384335600482884e-16,1e-12,0.823477159621481,0.02470431478864443,2.4798710880124023e-10,6.199677720031006e-11,0.16210535773093626,0.008105267886546813,0.1500073960609828,0.00750036980304914,0.7893670714695503,0.03946835357347752,0.4936454238473624,0.03455517966931537
460.0,1709.1901387091175,17.091901387091177,1090.7561452535938,54.53780726267969,0.7154528201583112,0.035772641007915565,25986629843.806866,2078930387.5045493,0.22635910156447753,0.006790773046934325,1.4699421289829852e-05,1.0289594902880897e-06,0.006987912333558177,0.0004891538633490724,34635518.889907695,3463551.8889907696,8.191521732807239e-16,1e-12,0.8347691387128313,0.02504307416138494,2.715158016374323e-10,6.787895040935808e-11,0.16651898014878652,0.008325949007439326,0.1500022693353982,0.00750011346676991,0.8206329285304482,0.04103164642652241,0.5361651667620537,0.03753156167334377
480.0,1706.8337744968717,17.068337744968716,1223.6192276723634,61.180961383618175,0.6967034092113513,0.03483517046056757,24062502724.30503,1925000217.9444025,0.2280420695574601,0.0068412620867238025,1.500588853788633e-05,1.0504121976520432e-06,0.007501421324300265,0.0005250994927010186,32312476.366664965,3231247.6366664967,1.240355743473738e-15,1e-12,0.8459400827861028,0.025378202483583082,2.959073697866811e-10,7.397684244667028e-11,0.1708684214989154,0.00854342107494577,0.15000069881883177,0.007500034940941589,0.8492993955512508,0.04246496977756254,0.5782392782450614,0.0404767494771543
