#,NU [-]
Temperature_C,poisson_ratio
20.0,0.20346559408616868
40.0,0.20357464423899796
60.0,0.20371525025342924
80.0,0.20390385835404687
100.0,0.20417240077320462
120.0,0.2045813237475549
140.0,0.20521895760771022
160.0,0.20612780283479556
180.0,0.20720862257698983
200.0,0.2083429970659066
220.0,0.20951163383707277
240.0,0.21070951675046382
260.0,0.21191866508671642
280.0,0.21313698262762162
300.0,0.21436192677943475
320.0,0.2156040976730575
340.0,0.2169017146809875
360.0,0.2182851172092412
380.0,0.2197641459662714
400.0,0.22133251793097533
420.0,0.22297249858696916
440.0,0.2246583003127573
460.0,0.22635910156447753
480.0,0.2280420695574601
500.0,0.22967530743424427
520.0,0.23123043988213077
540.0,0.2326845392350832
560.0,0.23402120976720506
580.0,0.2352308159820265
600.0,0.23630999188578683
620.0,0.23726065886764722
640.0,0.23808879973228683
660.0,0.23880320141714556
680.0,0.2394143156692082
700.0,0.2399333198726678
720.0,0.2403714047928122
740.0,0.24073927825095534
760.0,0.24104685300031325
780.0,0.24130307938269518
800.0,0.24151588405455088
