#,KXX [W/m/K]
Temperature_C,thermal_conductivity_wmk
20.0,1.1344679996774276
40.0,1.1275195399366418
60.0,1.118669514223087
80.0,1.0991011441486012
100.0,1.045305796748096
120.0,0.9902719846633444
140.0,0.9669578435403963
160.0,0.9514519992514482
180.0,0.9362752068502671
200.0,0.9215313155283775
220.0,0.9071829832174565
240.0,0.8929926067441689
260.0,0.8788797483990591
280.0,0.8647451284210274
300.0,0.8506559870312246
320.0,0.8365788745368364
340.0,0.8221238761889113
360.0,0.8068998093661174
380.0,0.7906390865550148
400.0,0.7731789885064202
420.0,0.7545287701641086
440.0,0.7350341047890586
460.0,0.7154528201583112
480.0,0.6967034092113513
500.0,0.6794331826672345
520.0,0.6638434505429986
540.0,0.649839665456985
560.0,0.637235543096348
580.0,0.6258562688087128
600.0,0.6155596808346486
620.0,0.6062278125578611
640.0,0.5977560550789407
660.0,0.5900470078576284
680.0,0.5830084746172157
700.0,0.5765536695093751
720.0,0.5706021622072166
740.0,0.5650807666783616
760.0,0.5599240573870802
780.0,0.5550744622411576
800.0,0.5504820012546368
