Time_s,Load_mN,Displacement_nm,Phase,Modulus_GPa,Hardness_GPa
0.0,0.0,0.0,Ni,106.66295013674493,1.870427673695863
0.20408163265306123,0.22720473304102537,30739.210210622394,Ni,106.66295013674493,1.870427673695863
0.40816326530612246,0.45440946608205074,86943.61595299942,Ni,106.66295013674493,1.870427673695863
0.6122448979591837,0.6816141991230761,159725.62160801396,Ni,106.66295013674493,1.870427673695863
0.8163265306122449,0.9088189321641015,245913.68168497915,Ni,106.66295013674493,1.870427673695863
1.0204081632653061,1.1360236652051268,343674.81802803633,Ni,106.66295013674493,1.870427673695863
1.2244897959183674,1.3632283982461522,451772.2806730528,Ni,106.66295013674493,1.870427673695863
1.4285714285714286,1.5904331312871776,569298.1400109096,Ni,106.66295013674493,1.870427673695863
1.6326530612244898,1.817637864328203,695548.9276239953,Ni,106.66295013674493,1.870427673695863
1.836734693877551,2.0448425973692284,829958.6756868046,Ni,106.66295013674493,1.870427673695863
2.0408163265306123,2.2720473304102535,972059.1774027091,Ni,106.66295013674493,1.870427673695863
2.2448979591836737,2.499252063451279,1121454.6928254566,Ni,106.66295013674493,1.870427673695863
2.4489795918367347,2.7264567964923043,1277804.9728641117,Ni,106.66295013674493,1.870427673695863
2.6530612244897958,2.95366152953333,1440813.3815616483,Ni,106.66295013674493,1.870427673695863
2.857142857142857,3.180866262574355,1610218.3012744111,Ni,106.66295013674493,1.870427673695863
3.0612244897959187,3.4080709956153807,1785786.7383196426,Ni,106.66295013674493,1.870427673695863
3.2653061224489797,3.635275728656406,1967309.4534798332,Ni,106.66295013674493,1.870427673695863
3.4693877551020407,3.862480461697431,2154597.179289837,Ni,106.66295013674493,1.870427673695863
3.673469387755102,4.089685194738457,2347477.6307309843,Ni,106.66295013674493,1.870427673695863
3.8775510204081636,4.316889927779482,2545793.1073347763,Ni,106.66295013674493,1.870427673695863
4.081632653061225,4.544094660820507,2749398.5442242906,Ni,106.66295013674493,1.870427673695863
4.285714285714286,4.771299393861533,2958159.909460067,Ni,106.66295013674493,1.870427673695863
