position_um,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,von_mises_MPa,layer
0.0,-22.536019726932114,-15.77521380885248,-6.760805918079634,13.708125637704422,Anode_Support
3.0150753768844223,-31.792300589420005,-22.254610412594005,-9.537690176826002,19.3385014777302,Anode_Support
6.030150753768845,-46.43527779214416,-32.50469445450091,-13.930583337643245,28.24547678380436,Anode_Support
9.045226130653267,-61.689476255699454,-43.182633378989614,-18.506842876709833,37.52424346818904,Anode_Support
12.06030150753769,-74.75338070858832,-52.32736649601183,-22.426014212576494,45.470706318731885,Anode_Support
15.075376884422111,-85.1841360816237,-59.628895257136584,-25.55524082448711,51.81548711331252,Anode_Support
18.090452261306535,-93.37432738016281,-65.36202916611396,-28.01229821404884,56.79738598798534,Anode_Support
21.105527638190956,-99.24272078978706,-69.46990455285093,-29.772816236936116,60.366990342496486,Anode_Support
24.12060301507538,-102.36450465064645,-71.65515325545252,-30.709351395193938,62.26589733214901,Anode_Support
27.1356783919598,-102.9190208563846,-72.04331459946921,-30.87570625691538,62.60319637201973,Anode_Support
30.150753768844222,-101.96026934539424,-71.37218854177597,-30.588080803618272,62.020010595327825,Anode_Support
33.165829145728644,-100.56719365038481,-70.39703555526935,-30.170158095115447,61.17263573138057,Anode_Support
36.18090452261307,-99.06921419397197,-69.34844993578038,-29.720764258191593,60.26145040051813,Anode_Support
39.19597989949749,-97.317053164791,-68.1219372153537,-29.195115949437298,59.19565245498305,Anode_Support
42.21105527638191,-95.37248013003416,-66.7607360910239,-28.611744039010244,58.01281485565833,Anode_Support
45.22613065326633,-93.72411474747888,-65.6068803232352,-28.11723442424366,57.01015333713353,Anode_Support
48.24120603015076,-93.04846610481488,-65.1339262733704,-27.914539831444458,56.599172312409195,Anode_Support
51.25628140703518,-93.79104785005289,-65.65373349503702,-28.137314355015867,57.05086715397091,Anode_Support
54.2713567839196,-95.72514448680636,-67.00760114076445,-28.717543346041907,58.22733220917291,Anode_Support
57.286432160804026,-97.96489966375395,-68.57542976462776,-29.389469899126187,59.58972209591072,Anode_Support
60.301507537688444,-99.57435752028333,-69.70205026419832,-29.872307256085,60.568717090289816,Anode_Support
63.31658291457287,-100.12761454624402,-70.08933018237082,-30.038284363873206,60.90525020100361,Anode_Support
66.33165829145729,-99.79023450896676,-69.85316415627672,-29.93707035269002,60.700029936081535,Anode_Support
69.34673366834171,-99.04944794009093,-69.33461355806365,-29.71483438202728,60.24942705767092,Anode_Support
72.36180904522614,-98.34343546576886,-68.8404048260382,-29.503030639730653,59.819976435197994,Anode_Support
75.37688442211056,-97.84543684379521,-68.49180579065664,-29.35363105313856,59.517055699409845,Anode_Support
78.39195979899498,-97.57368789860858,-68.30158152902602,-29.272106369582577,59.351757269266905,Anode_Support
81.4070351758794,-97.55407952938714,-68.287855670571,-29.26622385881614,59.339829963908876,Anode_Support
84.42211055276383,-97.73784058721608,-68.41648841105125,-29.321352176164822,59.45160745161785,Anode_Support
87.43718592964825,-97.85882797904999,-68.50117958533498,-29.357648393715003,59.52520120898643,Anode_Support
90.45226130653266,-97.54170855924927,-68.27919599147448,-29.26251256777478,59.33230499654706,Anode_Support
93.46733668341709,-96.55625690711265,-67.58937983497886,-28.966877072133794,58.732878158043356,Anode_Support
96.48241206030151,-94.92417365519853,-66.44692155863896,-28.477252096559557,57.7401206729363,Anode_Support
99.49748743718594,-92.93828493798159,-65.0567994565871,-27.881485481394478,56.53215172509338,Anode_Support
102.51256281407036,-91.2255361076867,-63.857875275380685,-27.36766083230601,55.49032728422039,Anode_Support
105.52763819095478,-90.66202463118589,-63.46341724183013,-27.198607389355768,55.147556634755176,Anode_Support
108.5427135678392,-91.87695382176781,-64.31386767523747,-27.563086146530345,55.886569210498905,Anode_Support
111.55778894472363,-94.57593707582343,-66.2031559530764,-28.37278112274703,57.52829663126609,Anode_Support
114.57286432160805,-97.44881619829651,-68.21417133880756,-29.234644859488956,59.27580077929162,Anode_Support
117.58793969849246,-99.02478018310701,-69.3173461281749,-29.707434054932104,60.234422246882104,Anode_Support
120.60301507537689,-98.77115199276874,-69.1398063949381,-29.631345597830617,60.0801462416004,Anode_Support
123.61809045226131,-97.28419816209349,-68.09893871346546,-29.185259448628045,59.17566753704893,Anode_Support
126.63316582914574,-95.54424290667684,-66.88097003467378,-28.66327287200305,58.11729407384454,Anode_Support
129.64824120603015,-94.21147365047213,-65.94803155533049,-28.26344209514164,57.306602184526994,Anode_Support
132.66331658291458,-93.5496435722421,-65.48475050056948,-28.064893071672632,56.904026664398806,Anode_Support
135.678391959799,-93.65957523658506,-65.56170266560953,-28.09787257097551,56.97089548527466,Anode_Support
138.69346733668343,-94.46390161938417,-66.1247311335689,-28.33917048581525,57.46014812361674,Anode_Support
141.70854271356785,-95.44967397157136,-66.81477178009993,-28.634902191471404,58.05977003634555,Anode_Support
144.72361809045228,-95.84119082935548,-67.08883358054882,-28.75235724880664,58.29792044359648,Anode_Support
147.7386934673367,-95.4690579762919,-66.82834058340431,-28.640717392887566,58.07156086610568,Anode_Support
150.75376884422113,-95.21480732147525,-66.65036512503268,-28.564442196442574,57.91690623046343,Anode_Support
153.76884422110552,-96.10171341524176,-67.27119939066922,-28.83051402457253,58.456390145969024,Anode_Support
156.78391959798995,-98.14025208849024,-68.69817646194316,-29.442075626547076,59.69638481178902,Anode_Support
159.79899497487438,-100.55723843271227,-70.3900669028986,-30.167171529813686,61.16658020887662,Anode_Support
162.8140703517588,-102.82415306491929,-71.9769071454435,-30.847245919475785,62.545490547293994,Anode_Support
165.82914572864323,-104.74566881140815,-73.32196816798569,-31.42370064342244,63.71430294570604,Anode_Support
168.84422110552765,-105.73319672123108,-74.01323770486177,-31.719959016369323,64.3149927224555,Anode_Support
171.85929648241208,-104.86286554705299,-73.40400588293708,-31.4588596641159,63.785590936931406,Anode_Support
174.8743718592965,-101.93918192368186,-71.35742734657728,-30.581754577104554,62.00718361746256,Anode_Support
177.88944723618093,-98.05704697216748,-68.63993288051721,-29.41711409165024,59.64577311539929,Anode_Support
180.90452261306532,-94.84022099165264,-66.38815469415685,-28.452066297495794,57.68905426132273,Anode_Support
183.91959798994975,-93.18575808652152,-65.23003066056506,-27.95572742595646,56.68268376461274,Anode_Support
186.93467336683418,-92.71437199877006,-64.90006039913904,-27.81431159963102,56.39595080142489,Anode_Support
189.9497487437186,-92.33971925079184,-64.63780347555429,-27.701915775237552,56.16805843169739,Anode_Support
192.96482412060303,-91.43858585087163,-64.00701009561014,-27.431575755261488,55.6199203837139,Anode_Support
195.97989949748745,-90.56827511798913,-63.397792582592395,-27.17048253539674,55.09053103214449,Anode_Support
198.99497487437188,-91.04692788398137,-63.73284951878695,-27.31407836519441,55.381684143144604,Anode_Support
202.0100502512563,-93.79830717300317,-65.65881502110221,-28.13949215190095,57.055282827734636,Anode_Support
205.02512562814073,-98.37219556228334,-68.86053689359834,-29.511658668685,59.83747051894259,Anode_Support
