position_um,material,stress_MPa,fit_slope,fit_intercept,fit_r2,fit_std_err
0.0,YSZ,-0.04224927934352098,-2.6355502828577375e-07,-2.7078970679676424e-07,0.04651719632746674,5.966106169719596e-07
0.0,Ni,-0.036356205588591956,-2.3813314660527734e-07,2.038253908088792e-07,0.006635737513787942,1.4567986204055111e-06
66.66666666666667,YSZ,-62.04669425192003,-0.0003870531879524535,0.00018238683614142426,0.9999532692842105,1.3229761577198883e-06
66.66666666666667,Ni,-61.73481973779359,-0.00040436306928254805,0.0001915997647414291,0.9999737345263772,1.0361909872262812e-06
133.33333333333334,YSZ,-97.10303726445144,-0.0006057379943639591,0.00028653525540774094,0.9999846670112528,1.1859641403611085e-06
133.33333333333334,Ni,-97.0649178548375,-0.0006357752119491857,0.0003014618223845314,0.9999732571784747,1.643928845132497e-06
200.0,YSZ,-91.15975560042878,-0.0005686632373169605,0.00026848153544335127,0.9999657591617466,1.6638140483473642e-06
200.0,Ni,-90.95776142404293,-0.0005957733373274812,0.0002819232004078008,0.9999918445462207,8.507009228818085e-07
266.6666666666667,YSZ,-45.68128550170952,-0.00028496420955828323,0.0001345966007536619,0.9999813546561825,6.152470908844376e-07
266.6666666666667,Ni,-45.58301291604092,-0.00029856873460006804,0.00014131119563622323,0.9999568507700045,9.806414062822388e-07
333.33333333333337,YSZ,19.005479335536965,0.00011855799014073058,-5.5478637916468306e-05,0.9995789711398677,1.2166011154037823e-06
333.33333333333337,Ni,19.10571613876382,0.00012514244070890303,-5.877076064153454e-05,0.9996373036453697,1.191859310451874e-06
400.0,YSZ,76.10313382628244,0.0004747385967258571,-0.00022536641298833733,0.9999743237753784,1.2028063295494772e-06
400.0,Ni,75.6446238015217,0.0004954722858999672,-0.0002347423931156637,0.9999927788489013,6.657239111229273e-07
466.6666666666667,YSZ,100.02089245800607,0.0006239398529523236,-0.0002952217352698406,0.9999883568882109,1.06451011506177e-06
466.6666666666667,Ni,99.7647550587704,0.0006534591456349462,-0.00030920454449969033,0.9999857122114983,1.2350201799961229e-06
533.3333333333334,YSZ,81.56398095663712,0.0005088038812056888,-0.00024076939954522543,0.9999581214437812,1.6463621164651664e-06
533.3333333333334,Ni,81.46538741897103,0.0005335982875942603,-0.0002523250611036811,0.9999883005773869,9.125763017040529e-07
600.0,YSZ,28.241173379685936,0.00017617112917804083,-8.405421755243367e-05,0.9997306948924625,1.4457244442944614e-06
600.0,Ni,27.779531456529398,0.0001819559310402676,-8.526514634975744e-05,0.9998924868350366,9.433880954052317e-07
