temperature,time,initial_mass,remaining_mass,mass_loss_percent,mass_loss_rate
25,0.0,2.1,2.092267001041958,0.3682380456210492,0.03866499479020957
26,0.2,2.1,2.1,0.0,0.011677569512566599
27,0.4,2.1,2.0969380288469845,0.14580815014358753,0.0
28,0.6,2.1,2.1,0.0,0.0076549278825392975
29,0.8,2.1,2.1,0.0,-0.022602056909820867
30,1.0,2.1,2.090959177236072,0.4305153697108644,0.0
31,1.2,2.1,2.1,0.0,-0.0032469362611022845
32,1.4,2.1,2.089660402731631,0.4923617746842417,-0.02365453580252641
33,1.6,2.1,2.090538185678989,0.4505625867148078,0.025848993170922263
34,1.8,2.1,2.1,0.0,-0.034221263517340006
35,2.0,2.1,2.076849680272053,1.1023961775212794,8.881784197001252e-16
36,2.2,2.1,2.1,0.0,0.05787579931986819
37,2.4,2.1,2.1,0.0,-8.881784197001252e-16
38,2.6,2.1,2.1,0.0,-0.019075516232964773
39,2.8,2.1,2.0923697935068137,0.36334316634219976,-0.018425208693026995
40,3.0,2.1,2.0926299165227897,0.35095635605763087,0.01907551623296566
41,3.2,2.1,2.1,0.0,-0.013997459808084756
42,3.4,2.1,2.0870309325995553,0.6175746381164217,-0.0030482730719052498
43,3.6,2.1,2.0987806907712385,0.05806234422674842,0.03242266850111353
44,3.8,2.1,2.1,0.0,-0.007424029065178139
45,4.0,2.1,2.0958110791451676,0.1994724216587026,0.0
46,4.2,2.1,2.1,0.0,0.010472302137080725
47,4.4,2.1,2.1,0.0,-8.881784197001252e-16
48,4.6,2.1,2.1,0.0,8.881784197001252e-16
49,4.8,2.1,2.1,0.0,0.0
50,5.0,2.1,2.1,0.0,-0.024118339264646238
51,5.2,2.1,2.0903526642941417,0.4593969383742112,-0.028200153103696834
52,5.4,2.1,2.0887199387585214,0.537145773403762,0.016755347955214717
53,5.6,2.1,2.0970548034762277,0.14024745351297957,0.028200153103696834
54,5.8,2.1,2.1,0.0,0.007362991309430633
55,6.0,2.1,2.1,0.0,0.0
56,6.2,2.1,2.1,0.0,-0.04760122722786786
57,6.4,2.1,2.080959509108853,0.9066900424355921,-0.05672184085396115
58,6.6,2.1,2.077311263658416,1.0804160162659062,0.03579014651606727
