temperature,time,initial_mass,remaining_mass,mass_loss_percent,mass_loss_rate
25,0.0,2.4,2.4,0.0,0.0
26,0.2,2.4,2.4,0.0,-0.027676940229359737
27,0.4,2.4,2.388929223908256,0.4612823371559948,-8.881784197001252e-16
28,0.6,2.4,2.4,0.0,0.027676940229359737
29,0.8,2.4,2.4,0.0,-0.04827758237060209
30,1.0,2.4,2.380688967051759,0.8046263728433704,-0.029929002268227478
31,1.2,2.4,2.388028399092709,0.49881670447045345,-6.046424507566428e-05
32,1.4,2.4,2.3806647813537283,0.8056341102613089,0.029929002268227478
33,1.6,2.4,2.4,0.0,0.025608604679249858
34,1.8,2.4,2.3909082232254284,0.3788240322738054,-0.002945200096263534
35,2.0,2.4,2.3988219199614944,0.04908666827106212,0.00577545482241959
36,2.2,2.4,2.3932184051543963,0.2825664519001593,0.002871237658442105
37,2.4,2.4,2.3999704150248706,0.0012327072970623552,0.004363187709452987
38,2.6,2.4,2.394963680238178,0.20984665674257963,7.396243782498146e-05
39,2.8,2.4,2.4,0.0,-0.02102021189423109
40,3.0,2.4,2.386555595480486,0.5601835216464238,0.0
41,3.2,2.4,2.4,0.0,-0.0017028725817516133
42,3.4,2.4,2.385874446447785,0.5885647313422929,-0.016747092565607247
43,3.6,2.4,2.3933011629737577,0.27911820942676135,0.004295982238111229
44,3.8,2.4,2.387592839343029,0.5169650273737892,0.016747092565603694
45,4.0,2.4,2.4,0.0,0.03101790164242768
46,4.2,2.4,2.4,0.0,0.0
47,4.4,2.4,2.4,0.0,-8.881784197001252e-16
48,4.6,2.4,2.4,0.0,-0.0472220942993955
49,4.8,2.4,2.381111162280241,0.787034904989951,0.0
50,5.0,2.4,2.4,0.0,0.04514898041894089
51,5.2,2.4,2.3991707544478174,0.03455189800761038,0.0
52,5.4,2.4,2.4,0.0,-0.0027119238714616856
53,5.6,2.4,2.398085984899233,0.07975062919863034,8.881784197001252e-16
54,5.8,2.4,2.4,0.0,0.004785037751918075
55,6.0,2.4,2.4,0.0,-0.0347172291515232
56,6.2,2.4,2.3861131083393907,0.578620485858714,-0.005136045541269674
57,6.4,2.4,2.397945581783492,0.08560075902115574,0.03471722915152142
58,6.6,2.4,2.4,0.0,0.005136045541270562
59,6.8,2.4,2.4,0.0,-0.009784664640258178
60,7.0,2.4,2.396086134143897,0.1630777440042937,-0.009208018014676078
