temperature,time,initial_mass,remaining_mass,mass_loss_percent,mass_loss_rate
25,0.0,2.3,2.3,0.0,-0.002445532234363057
26,0.2,2.3,2.299510893553127,0.02126549769011336,-0.03579684980867359
27,0.4,2.3,2.2856812600765304,0.6225539097160583,-0.015821744927943193
28,0.6,2.3,2.29318219558195,0.29642627904564595,0.03231652830299225
29,0.8,2.3,2.2986078713977274,0.0605273305335825,0.014860666753023999
30,1.0,2.3,2.2991264622831595,0.037979900732193206,0.0034803215056813386
31,1.2,2.3,2.3,0.0,0.0014924909820788201
32,1.4,2.3,2.299723458675991,0.01202353582645669,0.0
33,1.6,2.3,2.3,0.0,0.0006913533100210145
34,1.8,2.3,2.3,0.0,0.0
35,2.0,2.3,2.3,0.0,0.0
36,2.2,2.3,2.3,0.0,-0.02723600600682463
37,2.4,2.3,2.2891055975972696,0.47366966968392976,-8.881784197001252e-16
38,2.6,2.3,2.3,0.0,0.014174151440427885
39,2.8,2.3,2.2947752581734404,0.22716268811127327,-0.009100603405125973
40,3.0,2.3,2.29635975863795,0.1582713635673824,0.013061854566398523
41,3.2,2.3,2.3,0.0,0.009100603405125973
42,3.4,2.3,2.3,0.0,-8.881784197001252e-16
43,3.6,2.3,2.3,0.0,8.881784197001252e-16
44,3.8,2.3,2.3,0.0,-8.881784197001252e-16
45,4.0,2.3,2.3,0.0,-0.015181397924814988
46,4.2,2.3,2.293927440830074,0.26402431173591884,0.0
47,4.4,2.3,2.3,0.0,0.011763210234517096
48,4.6,2.3,2.2986327249238814,0.059446742439932414,-0.05324361484960338
49,4.8,2.3,2.278702554060158,0.9259759104278867,-0.0050686622716504814
50,5.0,2.3,2.2966052600152214,0.1475973906425372,0.03556370203628223
51,5.2,2.3,2.292928034874671,0.3074767445795098,0.008486849961946596
52,5.4,2.3,2.3,0.0,0.004942638301438151
53,5.6,2.3,2.294905090195247,0.2215178175979439,-0.03455948229159844
54,5.8,2.3,2.28617620708336,0.6010344746365174,0.011294209426318425
55,6.0,2.3,2.299422773965774,0.025096784096773413,0.03455948229159933
56,6.2,2.3,2.3,0.0,-0.007874549479921278
57,6.4,2.3,2.2962729541738054,0.16204547070410819,-8.881784197001252e-16
58,6.6,2.3,2.3,0.0,-0.006934900592824533
59,6.8,2.3,2.293498993936675,0.2826524375358719,0.0
60,7.0,2.3,2.3,0.0,0.016252515158313052
61,7.2,2.3,2.3,0.0,0.0
62,7.4,2.3,2.3,0.0,-1.7763568394002505e-15
63,7.6,2.3,2.3,0.0,1.7763568394002505e-15
64,7.8,2.3,2.3,0.0,-0.0329933140695724
65,8.0,2.3,2.2868026743721708,0.5737967664273584,-8.881784197001252e-16
66,8.2,2.3,2.3,0.0,0.026683888630192776
67,8.4,2.3,2.2974762298242477,0.10972913807617769,0.0
68,8.6,2.3,2.3,0.0,-0.02665627133747339
69,8.8,2.3,2.286813721289258,0.5733164656844166,-0.00019209243219897587
70,9.0,2.3,2.29992316302712,0.003340737951291799,0.016855028554641827
71,9.2,2.3,2.293555732711115,0.2801855342993441,-0.018479939983754967
72,9.4,2.3,2.292531187033618,0.3247309985383446,0.016110668222212077
73,9.6,2.3,2.3,0.0,0.01867203241595483
74,9.8,2.3,2.3,0.0,-0.019998386858844697
75,10.0,2.3,2.292000645256462,0.3477980323277233,-0.01890276632680976
76,10.2,2.3,2.2924388934692757,0.3287437622054129,0.019998386858844697
77,10.4,2.3,2.3,0.0,-0.02071036845295371
78,10.6,2.3,2.2841547460880944,0.6889240831263198,-0.015835016809392144
79,10.8,2.3,2.2936659932762433,0.27539159668506075,0.0045323621971053996
80,11.0,2.3,2.285967690966937,0.6101003927418626,-0.01153022590020214
81,11.2,2.3,2.2890539029161623,0.47591726451467503,0.008757482316815945
82,11.4,2.3,2.2894706838936636,0.4577963524493997,0.027365242709594284
83,11.6,2.3,2.3,0.0,0.009228215623199532
84,11.8,2.3,2.2931619701429433,0.29730564595897446,-0.019777254493881458
85,12.0,2.3,2.2920890982024473,0.34395225206750574,0.017095074642640817
86,12.2,2.3,2.3,0.0,0.019777254493881458
87,12.4,2.3,2.3,0.0,0.0
88,12.6,2.3,2.3,0.0,0.0
89,12.8,2.3,2.3,0.0,-0.047834595551932146
90,13.0,2.3,2.280866161779227,0.8319060095988177,0.0
91,13.2,2.3,2.3,0.0,0.028494535536059296
92,13.4,2.3,2.2922639759936505,0.33634886984127366,0.0
93,13.6,2.3,2.3,0.0,0.01934006001587285
94,13.8,2.3,2.3,0.0,0.0
95,14.0,2.3,2.3,0.0,0.0
96,14.2,2.3,2.3,0.0,-0.02958921521129998
97,14.4,2.3,2.2881643139154795,0.5145950471530668,8.881784197001252e-16
98,14.6,2.3,2.3,0.0,0.010212954599579938
99,14.8,2.3,2.2922494957553115,0.33697844542123223,-0.02946441046094428
100,15.0,2.3,2.288214235815622,0.5124245297555579,0.01937626061172093
101,15.2,2.3,2.3,0.0,0.02946441046094428
102,15.4,2.3,2.3,0.0,0.0
103,15.6,2.3,2.3,0.0,-0.03525476042905851
104,15.8,2.3,2.2858980958283763,0.6131262683314501,8.881784197001252e-16
105,16.0,2.3,2.3,0.0,0.03286931310899277
106,16.2,2.3,2.2990458210719735,0.04148604034897225,-0.017980388715123752
107,16.4,2.3,2.29280784451395,0.3127024124369333,-0.07230055887785092
108,16.6,2.3,2.270125597520833,1.2988870643116062,0.017980388715126416
109,16.8,2.3,2.3,0.0,0.07468600619791665
110,17.0,2.3,2.3,0.0,0.0
111,17.2,2.3,2.3,0.0,0.0
112,17.4,2.3,2.3,0.0,-0.08718360061817165
113,17.6,2.3,2.2651265597527304,1.5162365324899665,-0.014230923557003727
114,17.8,2.3,2.2943076305771974,0.24749432273054825,0.08718360061817343
115,18.0,2.3,2.3,0.0,0.014230923557005504
116,18.2,2.3,2.3,0.0,-0.06172966182817863
117,18.4,2.3,2.275308135268728,1.0735593361422473,-1.7763568394002505e-15
118,18.6,2.3,2.3,0.0,0.06143650158478131
119,18.8,2.3,2.2998827359026413,0.005098439015583171,0.0
120,19.0,2.3,2.3,0.0,-0.030814017765615098
121,19.2,2.3,2.287557128796395,0.5409944001567234,0.0
122,19.4,2.3,2.3,0.0,0.031107178009012415
123,19.6,2.3,2.3,0.0,0.0
124,19.8,2.3,2.3,0.0,0.0
125,20.0,2.3,2.3,0.0,-0.007939688400649736
126,20.2,2.3,2.29682412463974,0.1380815374025974,-0.026822285625554443
127,20.4,2.3,2.289271085749778,0.4664745326183499,-0.030370616886229662
128,20.6,2.3,2.284675877885248,0.6662661789022485,0.02682228562555622
129,20.8,2.3,2.3,0.0,0.0383103052868794
130,21.0,2.3,2.3,0.0,0.0
131,21.2,2.3,2.3,0.0,0.0
132,21.4,2.3,2.3,0.0,-0.026682614823551276
133,21.6,2.3,2.289326954070579,0.4640454751922161,-0.02530794702690109
134,21.8,2.3,2.2898768211892393,0.44013820916351465,0.026682614823552164
135,22.0,2.3,2.3,0.0,0.02530794702690109
136,22.2,2.3,2.3,0.0,-0.023026595341966605
137,22.4,2.3,2.290789361863213,0.4004625276863832,-8.881784197001252e-16
138,22.6,2.3,2.3,0.0,-0.0017247854810378271
139,22.8,2.3,2.2900994476707983,0.4304587969217998,-0.006176319501311589
140,23.0,2.3,2.297529472199475,0.10741425219674139,0.024751380823003544
141,23.2,2.3,2.3,0.0,0.006176319501311589
142,23.4,2.3,2.3,0.0,-0.02379553047167171
143,23.6,2.3,2.290481787811331,0.4138353125508142,8.881784197001252e-16
144,23.8,2.3,2.3,0.0,0.02379553047167171
145,24.0,2.3,2.3,0.0,0.0
146,24.2,2.3,2.3,0.0,-0.009258575548409809
147,24.4,2.3,2.296296569780636,0.1610187051897333,-0.021924465922072756
148,24.6,2.3,2.2912302136311706,0.38129505951432374,-0.016830685572569948
149,24.8,2.3,2.2895642955516076,0.4537262803648862,0.021924465922072756
150,25.0,2.3,2.3,0.0,-0.020312915920491115
151,25.2,2.3,2.281439129183411,0.8069943833299524,0.0
152,25.4,2.3,2.3,0.0,0.03473055044528728
153,25.6,2.3,2.2953313493615255,0.20298481036845933,0.0
