node_id,x,y,z
0,0.0,0.0,0.0
1,0.0,0.0,0.35714285714285715
2,0.0,0.0,0.7142857142857143
3,0.0,0.0,1.0714285714285714
4,0.0,0.0,1.4285714285714286
5,0.0,0.0,1.7857142857142858
6,0.0,0.0,2.142857142857143
7,0.0,0.0,2.5
8,0.0,0.0,2.857142857142857
9,0.0,0.0,3.2142857142857144
10,0.0,0.0,3.5714285714285716
11,0.0,0.0,3.928571428571429
12,0.0,0.0,4.285714285714286
13,0.0,0.0,4.642857142857143
14,0.0,0.0,5.0
15,0.3448275862068966,0.0,0.0
16,0.3448275862068966,0.0,0.35714285714285715
17,0.3448275862068966,0.0,0.7142857142857143
18,0.3448275862068966,0.0,1.0714285714285714
19,0.3448275862068966,0.0,1.4285714285714286
20,0.3448275862068966,0.0,1.7857142857142858
21,0.3448275862068966,0.0,2.142857142857143
22,0.3448275862068966,0.0,2.5
23,0.3448275862068966,0.0,2.857142857142857
24,0.3448275862068966,0.0,3.2142857142857144
25,0.3448275862068966,0.0,3.5714285714285716
26,0.3448275862068966,0.0,3.928571428571429
27,0.3448275862068966,0.0,4.285714285714286
28,0.3448275862068966,0.0,4.642857142857143
29,0.3448275862068966,0.0,5.0
30,0.6896551724137931,0.0,0.0
31,0.6896551724137931,0.0,0.35714285714285715
32,0.6896551724137931,0.0,0.7142857142857143
33,0.6896551724137931,0.0,1.0714285714285714
34,0.6896551724137931,0.0,1.4285714285714286
35,0.6896551724137931,0.0,1.7857142857142858
36,0.6896551724137931,0.0,2.142857142857143
37,0.6896551724137931,0.0,2.5
38,0.6896551724137931,0.0,2.857142857142857
39,0.6896551724137931,0.0,3.2142857142857144
40,0.6896551724137931,0.0,3.5714285714285716
41,0.6896551724137931,0.0,3.928571428571429
42,0.6896551724137931,0.0,4.285714285714286
43,0.6896551724137931,0.0,4.642857142857143
44,0.6896551724137931,0.0,5.0
45,1.0344827586206897,0.0,0.0
46,1.0344827586206897,0.0,0.35714285714285715
47,1.0344827586206897,0.0,0.7142857142857143
48,1.0344827586206897,0.0,1.0714285714285714
49,1.0344827586206897,0.0,1.4285714285714286
50,1.0344827586206897,0.0,1.7857142857142858
51,1.0344827586206897,0.0,2.142857142857143
52,1.0344827586206897,0.0,2.5
53,1.0344827586206897,0.0,2.857142857142857
54,1.0344827586206897,0.0,3.2142857142857144
55,1.0344827586206897,0.0,3.5714285714285716
56,1.0344827586206897,0.0,3.928571428571429
57,1.0344827586206897,0.0,4.285714285714286
58,1.0344827586206897,0.0,4.642857142857143
59,1.0344827586206897,0.0,5.0
60,1.3793103448275863,0.0,0.0
61,1.3793103448275863,0.0,0.35714285714285715
62,1.3793103448275863,0.0,0.7142857142857143
63,1.3793103448275863,0.0,1.0714285714285714
64,1.3793103448275863,0.0,1.4285714285714286
65,1.3793103448275863,0.0,1.7857142857142858
66,1.3793103448275863,0.0,2.142857142857143
67,1.3793103448275863,0.0,2.5
68,1.3793103448275863,0.0,2.857142857142857
69,1.3793103448275863,0.0,3.2142857142857144
70,1.3793103448275863,0.0,3.5714285714285716
71,1.3793103448275863,0.0,3.928571428571429
72,1.3793103448275863,0.0,4.285714285714286
73,1.3793103448275863,0.0,4.642857142857143
74,1.3793103448275863,0.0,5.0
75,1.7241379310344829,0.0,0.0
76,1.7241379310344829,0.0,0.35714285714285715
77,1.7241379310344829,0.0,0.7142857142857143
78,1.7241379310344829,0.0,1.0714285714285714
79,1.7241379310344829,0.0,1.4285714285714286
80,1.7241379310344829,0.0,1.7857142857142858
81,1.7241379310344829,0.0,2.142857142857143
82,1.7241379310344829,0.0,2.5
83,1.7241379310344829,0.0,2.857142857142857
84,1.7241379310344829,0.0,3.2142857142857144
85,1.7241379310344829,0.0,3.5714285714285716
86,1.7241379310344829,0.0,3.928571428571429
87,1.7241379310344829,0.0,4.285714285714286
88,1.7241379310344829,0.0,4.642857142857143
89,1.7241379310344829,0.0,5.0
90,2.0689655172413794,0.0,0.0
91,2.0689655172413794,0.0,0.35714285714285715
92,2.0689655172413794,0.0,0.7142857142857143
93,2.0689655172413794,0.0,1.0714285714285714
94,2.0689655172413794,0.0,1.4285714285714286
95,2.0689655172413794,0.0,1.7857142857142858
96,2.0689655172413794,0.0,2.142857142857143
97,2.0689655172413794,0.0,2.5
98,2.0689655172413794,0.0,2.857142857142857
99,2.0689655172413794,0.0,3.2142857142857144
100,2.0689655172413794,0.0,3.5714285714285716
