Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
0.00005333,1.01706649,1.19454324,1.00569341,1.41524812,0.71500895,1.09245142,0.95434956,0.99990278,1.04453291,0.96948069,1.01274017,0.98209864,1.00479740,1.00514138
0.00015333,0.91333880,1.24280717,1.12250582,1.40572117,0.84071411,1.04541320,1.04132112,0.98556343,1.04652305,0.95928839,1.00910075,0.99385972,0.99910039,1.00993106
0.00025333,0.82508164,1.25924572,0.50365686,1.20202263,0.85013361,0.95624721,1.09119636,0.95270659,1.01705961,0.96870400,1.01076331,1.00717884,0.99384430,1.00631774
0.00035333,0.90324526,1.10489641,0.68397764,1.08250665,1.11967422,0.93076650,1.06647865,0.93397253,1.01819557,0.98410656,0.99943357,1.02006874,0.99196182,1.00416408
0.00045333,0.94307621,1.00742037,0.54181195,0.80990403,1.27378103,0.89120796,1.04635824,0.92455681,1.00528175,1.02980312,0.98767112,1.01274532,0.98678259,1.00203737
0.00055334,1.07043414,0.97049282,0.79284089,0.88489757,1.21568969,0.90594605,1.06580025,0.92109939,1.00989325,1.03529904,0.97433839,1.01455667,0.98921741,1.00084487
0.00065334,1.20360842,0.89566234,1.00290811,0.61797822,1.10102938,0.84312731,1.05066566,1.02101634,0.98343025,1.01758356,0.98363435,1.01251692,0.98801241,0.99804577
0.00075334,1.06339423,0.98041064,1.24065460,0.53022105,1.02275997,0.93174555,0.99629676,1.11464428,0.93815904,1.00340318,0.96957555,1.00452842,1.00877094,0.99948105
0.00085334,1.12207569,0.76772446,1.23960470,0.76873601,1.12471789,1.05064077,0.92448852,1.08753066,0.99291361,1.03305504,0.98648325,0.99145331,1.01194026,0.99489215
0.00095334,0.99130352,0.90010533,1.42816371,1.00305362,0.97754613,1.18081436,0.95532889,1.02160900,0.95327615,1.00811054,1.01462294,1.00122180,1.01178534,0.99142008
0.00105334,1.01685090,0.75216731,1.11905250,1.20312078,0.89333636,1.02919502,0.86496826,1.05414891,0.94550130,0.98372983,1.01969091,0.98551796,1.00866523,0.99245255
