time_s,pressure_pa
0.0,870.9024
0.0001,387.54697
0.0002,137.21027
0.0003,184.27603
0.0004,178.452
0.0005,-228.19221
0.0006,-5.4574604
0.0007,247.71095
0.0008,80.464195
0.0009,427.5068
0.001,-631.4793
0.0011,-454.20657
0.0012,-198.02191
0.0013,99.41539
0.0014,683.87634
0.0015,-537.9608
0.0016,536.28186
0.0017,503.73907
0.0018,-7.5700207
0.0019,219.8325
0.002,158.25285
0.0021,1275.7263
0.0022,591.9876
0.0023,-256.08386
0.0024,189.17233
0.0025,-54.521755
0.0026,211.51627
0.0027,-124.80375
0.0028,-85.98207
0.0029,-223.19875
0.003,-363.45502
0.0031,-795.4349
0.0032,-795.20374
0.0033,-510.29868
0.0034,-259.27795
0.0035,104.86949
0.0036,-934.6816
0.0037,-566.2301
0.0038,35.887486
0.0039,-416.63165
0.004,80.13304
0.0041,-277.25348
0.0042,748.4208
0.0043,429.0827
0.0044,-626.98804
0.0045,283.9095
0.0046,-242.31891
0.0047,389.82568
0.0048,347.61285
0.0049,-114.864105
0.005,-31.629242
0.0051,-285.1016
0.0052,-87.87181
0.0053,-522.70526
0.0054,-171.61957
0.0055,297.95444
0.0056,579.4238
0.0057,-268.41003
0.0058,-441.47836
0.0059,463.56018
0.006,200.49336
0.0061,603.2545
0.0062,177.59988
0.0063,806.62933
0.0064,985.2688
0.0065,-481.8571
0.0066,683.3511
0.0067,296.25262
0.0068,691.5733
0.0069,723.8602
0.007,-311.747
0.0071,62.64822
0.0072,-516.24854
0.0073,-106.585464
0.0074,-312.00732
0.0075,-744.4505
0.0076,120.359055
0.0077,-338.4477
0.0078,-997.6837
0.0079,-1150.793
0.008,-352.77652
0.0081,5.7363243
0.0082,-274.04358
0.0083,-313.37714
0.0084,122.54291
0.0085,92.90134
0.0086,-507.17606
0.0087,256.29855
0.0088,312.20776
0.0089,328.371
0.009,542.18396
0.0091,-603.5742
0.0092,-49.102325
0.0093,-349.67065
0.0094,51.914833
0.0095,460.349
0.0096,-595.7423
0.0097,267.94922
0.0098,-34.45301
0.0099,-416.54288
0.01,-430.12863
0.0101,-33.017555
0.0102,631.5885
0.0103,340.26053
0.0104,9.559776
0.0105,168.77861
0.0106,430.1025
0.0107,140.80475
0.0108,642.36194
0.0109,815.2062
0.011,494.63885
0.0111,790.7068
0.0112,-112.11926
0.0113,78.913635
0.0114,90.841286
0.0115,125.02264
0.0116,722.83905
0.0117,-847.16174
0.0118,-290.90833
0.0119,-256.81064
0.012,-857.5192
0.0121,-367.7397
0.0122,-621.44293
0.0123,237.67502
0.0124,-418.9176
0.0125,-989.3605
0.0126,-217.38338
0.0127,-240.84789
0.0128,-29.020172
0.0129,78.15617
0.013,213.17586
0.0131,10.488858
0.0132,45.686966
0.0133,-126.2034
0.0134,-262.42374
0.0135,385.94843
0.0136,127.30556
0.0137,654.7467
0.0138,-606.4188
0.0139,-525.6511
0.014,380.331
0.0141,-355.63898
0.0142,216.62305
0.0143,-374.6759
0.0144,500.62836
0.0145,251.86977
0.0146,-849.9039
0.0147,364.07922
0.0148,164.20816
0.0149,691.524
0.015,665.13824
0.0151,263.20328
0.0152,472.4749
0.0153,42.33191
0.0154,440.08008
0.0155,234.90163
0.0156,422.95657
0.0157,423.7395
0.0158,427.57703
0.0159,-495.90347
0.016,-762.46204
0.0161,138.68785
0.0162,-393.0422
0.0163,-146.93166
0.0164,-697.36847
0.0165,-543.5511
0.0166,-229.0737
0.0167,-1565.4163
0.0168,-236.73517
0.0169,-234.5102
0.017,-67.26174
0.0171,263.34033
0.0172,-697.0628
0.0173,174.01315
0.0174,-85.67623
0.0175,285.66394
0.0176,378.91077
0.0177,-33.232075
0.0178,497.78912
0.0179,511.8945
0.018,-321.2683
0.0181,-381.174
0.0182,427.07126
0.0183,613.1119
0.0184,86.7669
0.0185,-329.69894
0.0186,-373.33112
0.0187,271.36612
0.0188,-326.96307
0.0189,207.78676
0.019,572.42737
0.0191,189.7218
0.0192,660.5533
0.0193,-380.28577
0.0194,138.59572
0.0195,451.41064
0.0196,503.82202
0.0197,778.38293
0.0198,-185.83833
0.0199,263.13535
0.02,365.4179
0.0201,-351.6552
0.0202,-217.68675
0.0203,3.184824
0.0204,370.94714
0.0205,-450.0245
0.0206,-942.6906
0.0207,-866.1098
0.0208,-249.22342
0.0209,-498.54678
0.021,-380.3838
0.0211,-139.94817
0.0212,-599.18567
0.0213,-50.195152
0.0214,-563.9904
0.0215,-299.5175
0.0216,527.1788
0.0217,294.04736
0.0218,936.58575
0.0219,-369.44415
0.022,44.690865
0.0221,870.6011
0.0222,214.57387
0.0223,591.3753
0.0224,291.84033
0.0225,700.76465
0.0226,306.7765
0.0227,-534.25037
0.0228,15.415044
0.0229,149.9022
0.023,321.253
0.0231,132.43729
0.0232,-129.93042
0.0233,-381.63235
0.0234,11.751869
0.0235,-230.01942
0.0236,-151.94507
0.0237,459.98083
0.0238,116.64687
0.0239,606.9958
0.024,-736.9381
0.0241,-689.2665
0.0242,729.7736
0.0243,-157.20784
0.0244,332.5219
0.0245,-237.52303
0.0246,56.182392
0.0247,-92.63525
0.0248,-1211.5574
0.0249,1.9011383
0.025,-110.96521
0.0251,-29.46238
0.0252,-101.66786
0.0253,-725.7277
0.0254,-448.95337
0.0255,-255.47984
0.0256,30.90181
0.0257,49.15233
0.0258,130.17175
0.0259,452.00165
0.026,527.07513
0.0261,139.1757
0.0262,-165.21634
0.0263,1361.987
0.0264,728.86127
0.0265,572.3485
0.0266,245.57634
0.0267,66.28923
0.0268,667.4242
0.0269,-562.72424
0.027,176.2921
0.0271,192.12906
0.0272,-190.30139
0.0273,-6.9504056
0.0274,-1151.8354
0.0275,-585.586
0.0276,-282.0339
0.0277,-221.32072
0.0278,-88.30495
0.0279,-622.1608
0.028,-290.66425
0.0281,-221.84195
0.0282,-501.96564
0.0283,-291.7497
0.0284,544.1503
0.0285,621.5378
0.0286,105.23491
0.0287,-87.129196
0.0288,-311.0904
0.0289,560.5416
0.029,-132.6966
0.0291,243.39111
0.0292,479.99457
0.0293,-357.815
0.0294,363.71072
0.0295,-539.3569
0.0296,-213.67456
0.0297,396.99405
0.0298,344.5185
0.0299,506.0674
0.03,-648.0168
0.0301,-5.269882
0.0302,472.71057
0.0303,-43.231964
0.0304,119.4868
0.0305,412.5548
0.0306,792.0529
0.0307,-49.543377
0.0308,-279.04388
0.0309,-104.92271
0.031,546.0317
0.0311,6.6707
0.0312,-91.5425
0.0313,-84.25381
0.0314,-837.3089
0.0315,-307.9265
0.0316,-651.19116
0.0317,-884.79767
0.0318,-6.114708
0.0319,-443.19568
0.032,88.92081
0.0321,-1038.703
0.0322,-718.5174
0.0323,614.14984
0.0324,27.242989
0.0325,445.00937
0.0326,236.09634
0.0327,686.39386
0.0328,383.31012
0.0329,-163.87045
0.033,509.5879
0.0331,756.5835
0.0332,882.0571
0.0333,328.9307
0.0334,177.83257
0.0335,-342.76666
0.0336,203.11652
0.0337,31.341583
0.0338,-389.12045
0.0339,11.340622
0.034,-469.75006
0.0341,-112.122406
0.0342,-917.93945
0.0343,-1121.5406
0.0344,408.6454
0.0345,-357.5066
0.0346,-308.3794
0.0347,-404.2388
0.0348,-360.33502
0.0349,149.40411
0.035,-578.7384
0.0351,255.30984
0.0352,518.32965
0.0353,230.99014
0.0354,298.34357
0.0355,-323.49103
0.0356,-207.94945
0.0357,313.3153
0.0358,509.46295
0.0359,36.904858
0.036,-55.854958
0.0361,113.35626
0.0362,85.97879
0.0363,-290.1814
0.0364,-493.07867
0.0365,841.1021
0.0366,376.58228
0.0367,-154.69856
0.0368,-181.07571
0.0369,-193.05139
0.037,711.0655
0.0371,-165.2477
0.0372,150.37733
0.0373,610.4197
0.0374,-144.97484
0.0375,286.62354
0.0376,-630.9447
0.0377,-202.24799
0.0378,266.96436
0.0379,125.777306
0.038,-75.30177
0.0381,-694.7455
0.0382,-420.26364
0.0383,-80.5103
0.0384,-656.5376
0.0385,-670.17725
0.0386,275.69388
0.0387,266.09552
0.0388,-406.52365
0.0389,-242.16165
0.039,-187.28714
0.0391,867.2358
0.0392,341.80634
0.0393,517.99817
0.0394,853.50055
0.0395,-88.00291
0.0396,649.38965
0.0397,133.66092
0.0398,92.20169
0.0399,904.63055
0.04,399.42316
0.0401,297.23895
0.0402,-914.6178
0.0403,-506.71484
0.0404,157.83965
0.0405,-434.9338
0.0406,-645.6178
0.0407,-519.2627
0.0408,-249.50388
0.0409,-820.83075
0.041,-802.9936
0.0411,-510.707
0.0412,200.31125
0.0413,66.23104
0.0414,-283.41443
0.0415,193.74654
0.0416,-414.5467
0.0417,501.3358
0.0418,533.01715
0.0419,46.64737
0.042,1001.0746
0.0421,316.61185
0.0422,535.9082
0.0423,-201.74951
0.0424,-94.88928
0.0425,1009.6932
0.0426,99.396416
0.0427,33.440468
0.0428,-93.27899
0.0429,-118.06094
0.043,-328.42087
0.0431,-768.196
0.0432,-186.80984
0.0433,269.46124
0.0434,87.22381
0.0435,-524.4192
0.0436,-225.37851
0.0437,-420.70398
0.0438,55.494904
0.0439,461.65875
0.044,-141.75566
0.0441,415.97095
0.0442,47.33141
0.0443,76.117905
0.0444,-268.75168
0.0445,-488.56296
0.0446,1161.4983
0.0447,96.860565
0.0448,-104.06378
