time_s,pressure_pa
0.0,1095.8151
0.0001,353.18158
0.0002,84.198204
0.0003,270.94788
0.0004,279.7847
0.0005,-255.9832
0.0006,8.4086
0.0007,244.9443
0.0008,183.01999
0.0009,513.9053
0.001,-573.4687
0.0011,-207.6908
0.0012,-271.01718
0.0013,171.0926
0.0014,925.5089
0.0015,-498.10376
0.0016,603.1586
0.0017,496.18365
0.0018,-71.23764
0.0019,260.40125
0.002,41.28249
0.0021,1442.2594
0.0022,509.70068
0.0023,-195.8902
0.0024,247.1073
0.0025,-87.253746
0.0026,104.03017
0.0027,-107.402596
0.0028,-2.3823104
0.0029,-164.68242
0.003,-258.35342
0.0031,-783.9392
0.0032,-907.34424
0.0033,-593.6021
0.0034,-293.47168
0.0035,370.62964
0.0036,-1044.2189
0.0037,-550.51685
0.0038,29.57083
0.0039,-576.27765
0.004,87.32391
0.0041,-369.2177
0.0042,896.2866
0.0043,400.6373
0.0044,-755.9791
0.0045,258.2241
0.0046,-184.67883
0.0047,468.95044
0.0048,305.13464
0.0049,-93.41899
0.005,142.60086
0.0051,-343.84482
0.0052,-132.31451
0.0053,-378.66412
0.0054,-173.04059
0.0055,361.74692
0.0056,562.6047
0.0057,-447.91052
0.0058,-515.3293
0.0059,533.40027
0.006,207.70612
0.0061,620.9124
0.0062,193.00148
0.0063,857.6059
0.0064,908.62225
0.0065,-520.12036
0.0066,651.5499
0.0067,309.6969
0.0068,701.2257
0.0069,789.3413
0.007,-379.4102
0.0071,144.60591
0.0072,-537.87775
0.0073,-92.592674
0.0074,-150.75089
0.0075,-706.95233
0.0076,116.2057
0.0077,-202.76944
0.0078,-893.3584
0.0079,-1130.3226
0.008,-193.55728
0.0081,93.03584
0.0082,-106.6254
0.0083,-381.41364
0.0084,-145.22557
0.0085,298.4706
0.0086,-755.3593
0.0087,180.72258
0.0088,281.1166
0.0089,229.10797
0.009,706.46375
0.0091,-692.7444
0.0092,-56.528656
0.0093,-311.46295
0.0094,50.178696
0.0095,526.1615
0.0096,-764.13135
0.0097,259.78748
0.0098,3.751414
0.0099,-570.6735
0.01,-423.71445
0.0101,-7.311359
0.0102,922.697
0.0103,244.25264
0.0104,-109.70805
0.0105,180.94533
0.0106,559.1724
0.0107,228.11752
0.0108,582.15625
0.0109,871.2099
0.011,452.665
0.0111,877.2133
0.0112,-246.31744
0.0113,-3.5470915
0.0114,205.86755
0.0115,166.53387
0.0116,807.9907
0.0117,-970.13257
0.0118,-315.09512
0.0119,-110.27516
0.012,-928.8492
0.0121,-412.43527
0.0122,-674.6791
0.0123,397.304
0.0124,-306.50388
0.0125,-1095.5171
0.0126,-324.7867
0.0127,-243.11859
0.0128,99.02683
0.0129,96.403824
0.013,184.23665
0.0131,-23.62507
0.0132,148.53558
0.0133,-160.00009
0.0134,-225.01309
0.0135,290.52615
0.0136,242.48444
0.0137,769.1464
0.0138,-757.9215
0.0139,-578.5152
0.014,390.39752
0.0141,-436.17096
0.0142,206.80539
0.0143,-311.0744
0.0144,465.0529
0.0145,304.69888
0.0146,-925.0081
0.0147,343.5114
0.0148,244.4808
0.0149,717.08563
0.015,747.50726
0.0151,170.20903
0.0152,421.2043
0.0153,240.59337
0.0154,509.78952
0.0155,300.59937
0.0156,368.36804
0.0157,519.88196
0.0158,513.41815
0.0159,-604.15436
0.016,-912.8123
0.0161,299.54092
0.0162,-313.78592
0.0163,-190.14188
0.0164,-719.3563
0.0165,-537.9604
0.0166,-118.49492
0.0167,-1488.1864
0.0168,-192.97693
0.0169,-163.34616
0.017,-74.39092
0.0171,360.83292
0.0172,-761.9368
0.0173,-42.623245
0.0174,-108.34354
0.0175,377.0472
0.0176,560.35284
0.0177,-90.789795
0.0178,554.8673
0.0179,384.55612
0.018,-277.47327
0.0181,-465.6333
0.0182,529.93066
0.0183,559.62
0.0184,76.19002
0.0185,-292.88712
0.0186,-343.29398
0.0187,383.42786
0.0188,-583.5328
0.0189,224.74469
0.019,506.0444
0.0191,25.796701
0.0192,738.22424
0.0193,-526.4148
0.0194,123.6387
0.0195,408.15628
0.0196,507.786
0.0197,1038.5396
0.0198,-417.42017
0.0199,301.46872
0.02,329.12726
0.0201,-406.2496
0.0202,-273.4517
0.0203,-36.93142
0.0204,427.71283
0.0205,-464.82483
0.0206,-1008.20886
0.0207,-827.747
0.0208,-285.26703
0.0209,-600.24677
0.021,-426.86392
0.0211,-69.02348
0.0212,-694.6487
0.0213,54.509876
0.0214,-643.54755
0.0215,-301.9381
0.0216,497.61328
0.0217,325.06696
0.0218,1114.9255
0.0219,-441.1704
0.022,112.522316
0.0221,938.5257
0.0222,68.11112
0.0223,604.8067
0.0224,281.52942
0.0225,857.25415
0.0226,236.32927
0.0227,-713.2473
0.0228,24.340816
0.0229,167.82591
0.023,236.54112
0.0231,9.501002
0.0232,-87.482475
0.0233,-456.959
0.0234,-85.74749
0.0235,-145.91537
0.0236,-294.60745
0.0237,406.88916
0.0238,125.42772
0.0239,613.6318
0.024,-646.657
0.0241,-617.5926
0.0242,823.437
0.0243,-151.14853
0.0244,257.6758
0.0245,-276.694
0.0246,-47.4351
0.0247,40.5086
0.0248,-1273.7283
0.0249,-115.93011
0.025,-123.75821
0.0251,-107.7341
0.0252,-103.8968
0.0253,-773.66724
0.0254,-485.75128
0.0255,-263.73965
0.0256,191.76164
0.0257,64.60425
0.0258,256.54868
0.0259,418.08
0.026,630.37244
0.0261,-18.20351
0.0262,-216.54459
0.0263,1398.892
0.0264,757.04254
0.0265,632.203
0.0266,247.18756
0.0267,49.911728
0.0268,749.8645
0.0269,-640.2842
0.027,282.19714
0.0271,303.7396
0.0272,-292.4595
0.0273,71.551544
0.0274,-1156.2899
0.0275,-624.0713
0.0276,-392.79947
0.0277,-151.74078
0.0278,-50.324924
0.0279,-780.5834
0.028,-224.50697
0.0281,-76.81589
0.0282,-450.84637
0.0283,-509.73413
0.0284,651.3829
0.0285,619.46375
0.0286,-4.0325494
0.0287,-143.20427
0.0288,-281.06824
0.0289,719.86206
0.029,-146.13524
0.0291,251.75479
0.0292,587.0971
0.0293,-376.7481
0.0294,404.6362
0.0295,-671.7868
0.0296,-248.3531
0.0297,389.72717
0.0298,161.10783
0.0299,632.87976
0.03,-707.7709
0.0301,-59.007492
0.0302,514.85077
0.0303,-61.17093
0.0304,172.185
0.0305,497.66675
0.0306,813.36786
0.0307,2.5300684
0.0308,-354.5287
0.0309,-141.63425
0.031,508.5157
0.0311,120.91882
0.0312,-174.3813
0.0313,78.7375
0.0314,-904.7507
0.0315,-182.8972
0.0316,-707.6031
0.0317,-797.6081
0.0318,106.88908
0.0319,-470.1631
0.032,139.62105
0.0321,-1140.8529
0.0322,-727.9167
0.0323,665.86804
0.0324,-148.67444
0.0325,359.73773
0.0326,250.82227
0.0327,674.9534
0.0328,468.4817
0.0329,-211.94556
0.033,640.1223
0.0331,941.9812
0.0332,834.6688
0.0333,388.08395
0.0334,234.53712
0.0335,-247.55324
0.0336,163.40927
0.0337,194.81645
0.0338,-398.0544
0.0339,193.00903
0.034,-398.78668
0.0341,-109.6357
0.0342,-1013.2977
0.0343,-1172.001
0.0344,627.95935
0.0345,-370.0299
0.0346,-193.11023
0.0347,-394.93353
0.0348,-318.39987
0.0349,287.87183
0.035,-728.344
0.0351,373.16095
0.0352,568.8408
0.0353,275.91693
0.0354,285.44766
0.0355,-330.34097
0.0356,-101.11114
0.0357,239.08363
0.0358,558.11536
0.0359,39.903416
0.036,3.6251583
0.0361,-46.2282
0.0362,71.27997
0.0363,-301.50677
0.0364,-691.77936
0.0365,994.3288
0.0366,297.13885
0.0367,-125.95717
0.0368,-101.949005
0.0369,-349.82397
0.037,786.0681
0.0371,-278.18207
0.0372,382.74622
0.0373,669.7705
0.0374,-205.20813
0.0375,322.49728
0.0376,-640.33044
0.0377,-250.31775
0.0378,187.46956
0.0379,120.85795
0.038,-70.60831
0.0381,-914.0639
0.0382,-508.37912
0.0383,-240.01062
0.0384,-496.0697
0.0385,-728.65137
0.0386,344.20547
0.0387,249.48756
0.0388,-515.05585
0.0389,-241.67537
0.039,-289.63852
0.0391,967.1367
0.0392,378.97446
0.0393,412.04654
0.0394,1000.233
0.0395,-99.12701
0.0396,829.08734
0.0397,121.06627
0.0398,175.9074
0.0399,924.381
0.04,266.38843
0.0401,395.71524
0.0402,-909.6516
0.0403,-544.59235
0.0404,196.70184
0.0405,-513.188
0.0406,-588.8766
0.0407,-377.76364
0.0408,-197.8483
0.0409,-896.03455
0.041,-884.57446
0.0411,-495.79483
0.0412,340.77966
0.0413,193.35109
0.0414,-251.52098
0.0415,363.17932
0.0416,-401.28955
0.0417,571.5215
0.0418,550.52795
0.0419,116.37553
0.042,1116.6073
0.0421,309.72238
0.0422,638.9689
0.0423,-372.27194
0.0424,-339.18893
0.0425,1117.7793
0.0426,-7.7949805
0.0427,-65.0147
0.0428,-266.63498
0.0429,-187.43147
0.043,-270.2969
0.0431,-827.8391
0.0432,-105.53312
0.0433,197.26692
0.0434,27.071548
0.0435,-456.97424
0.0436,-310.50806
0.0437,-504.27084
0.0438,146.56712
0.0439,556.8895
0.044,-269.82977
0.0441,418.22992
0.0442,-71.88622
0.0443,160.39471
0.0444,-234.84778
0.0445,-627.5548
0.0446,1216.673
0.0447,99.345535
0.0448,-229.31772
0.0449,-209.53305
0.045,-364.77747
0.0451,427.25015
0.0452,-463.51953
0.0453,262.78772
0.0454,489.268
0.0455,-24.731365
0.0456,42.025227
0.0457,-310.9845
0.0458,-17.705004
0.0459,440.41437
0.046,754.0881
0.0461,-36.957638
0.0462,-109.932304
0.0463,-65.929886
0.0464,15.004441
0.0465,-62.68901
0.0466,-744.41656
0.0467,744.1145
0.0468,-11.292357
0.0469,-862.1909
0.047,-482.82462
0.0471,-812.2471
0.0472,432.02618
0.0473,-400.66858
0.0474,-172.90749
0.0475,371.2386
0.0476,-512.7425
0.0477,279.09076
0.0478,-161.45306
0.0479,201.4198
0.048,892.1989
0.0481,772.9191
0.0482,475.50253
