x_mm,y_mm,z_m
-18.338649,-10.344258,-6.614180694e-08
-17.756470,-10.344258,-2.296093743e-07
-17.174290,-10.344258,-1.460821133e-07
-16.592111,-10.344258,1.929641505e-08
-16.009932,-10.344258,-7.766748775e-08
-15.427752,-10.344258,-7.368348780e-08
-14.845573,-10.344258,1.642107962e-07
-14.263394,-10.344258,1.043338678e-07
-13.681214,-10.344258,-9.297085578e-08
-13.099035,-10.344258,2.787847613e-08
-12.516856,-10.344258,2.142277633e-07
-11.934676,-10.344258,2.139104691e-07
-11.352497,-10.344258,-9.539360733e-09
-10.770318,-10.344258,7.156991742e-08
-10.188138,-10.344258,8.919212298e-09
-9.605959,-10.344258,1.605089967e-07
-9.023780,-10.344258,-1.203258323e-07
-8.441600,-10.344258,-6.702554411e-08
-7.859421,-10.344258,-7.049660510e-09
-7.277242,-10.344258,-1.964365260e-09
-6.695062,-10.344258,-8.100618348e-08
-6.112883,-10.344258,-7.284597863e-08
-5.530704,-10.344258,-1.044729381e-07
-4.948524,-10.344258,5.651774574e-09
-4.366345,-10.344258,1.039575014e-08
-3.784166,-10.344258,6.085034243e-08
-3.201986,-10.344258,1.194385545e-07
-2.619807,-10.344258,-3.071788275e-08
-2.037628,-10.344258,-5.675497319e-08
-1.455448,-10.344258,-6.853897758e-08
-0.873269,-10.344258,1.445325989e-07
-0.291090,-10.344258,8.074895718e-08
0.291090,-10.344258,-5.541992544e-08
0.873269,-10.344258,-7.571288163e-08
1.455448,-10.344258,-1.336147855e-08
2.037628,-10.344258,9.069935522e-08
2.619807,-10.344258,-1.837977020e-08
3.201986,-10.344258,1.813264175e-08
3.784166,-10.344258,-9.338573977e-08
4.366345,-10.344258,-2.148105841e-07
4.948524,-10.344258,-2.912683884e-07
5.530704,-10.344258,-1.679963789e-07
6.112883,-10.344258,-2.066410777e-07
6.695062,-10.344258,-2.734081013e-07
7.277242,-10.344258,-4.503590914e-08
7.859421,-10.344258,-2.452173696e-07
8.441600,-10.344258,9.104165349e-09
9.023780,-10.344258,-2.104505014e-07
9.605959,-10.344258,-6.419884326e-08
10.188138,-10.344258,-2.249268710e-07
10.770318,-10.344258,-1.447221141e-07
11.352497,-10.344258,-1.334052343e-07
11.934676,-10.344258,-6.467848319e-08
12.516856,-10.344258,-3.342382616e-07
13.099035,-10.344258,-2.333874356e-07
13.681214,-10.344258,-1.815008568e-07
14.263394,-10.344258,-2.001895540e-07
14.845573,-10.344258,-2.285921470e-07
15.427752,-10.344258,9.011037726e-08
16.009932,-10.344258,2.162655602e-07
16.592111,-10.344258,-1.049996434e-08
17.174290,-10.344258,-9.164608814e-09
17.756470,-10.344258,1.237626766e-07
18.338649,-10.344258,-1.581651562e-08
-18.338649,-10.015869,-1.659695684e-07
-17.756470,-10.015869,-1.384884985e-07
-17.174290,-10.015869,-1.282362296e-07
-16.592111,-10.015869,1.406009013e-07
-16.009932,-10.015869,2.223096617e-07
-15.427752,-10.015869,2.522670414e-08
-14.845573,-10.015869,-9.838448596e-08
-14.263394,-10.015869,8.033188069e-08
-13.681214,-10.015869,1.152675667e-07
-13.099035,-10.015869,5.042543608e-08
-12.516856,-10.015869,-1.062023729e-07
-11.934676,-10.015869,-7.769246353e-09
-11.352497,-10.015869,2.164712449e-07
-10.770318,-10.015869,1.094936009e-07
-10.188138,-10.015869,5.990063836e-08
-9.605959,-10.015869,5.555520872e-08
-9.023780,-10.015869,6.439553770e-08
-8.441600,-10.015869,-2.069039436e-07
-7.859421,-10.015869,-1.349148294e-07
-7.277242,-10.015869,-3.182712947e-08
-6.695062,-10.015869,-7.196375604e-08
-6.112883,-10.015869,-9.244892073e-09
-5.530704,-10.015869,-5.447934589e-08
-4.948524,-10.015869,1.260075759e-07
-4.366345,-10.015869,-1.106063566e-07
-3.784166,-10.015869,6.538084066e-08
-3.201986,-10.015869,-1.081814658e-07
-2.619807,-10.015869,1.281801504e-07
-2.037628,-10.015869,1.421439559e-07
-1.455448,-10.015869,5.567503392e-08
-0.873269,-10.015869,5.536398472e-08
-0.291090,-10.015869,2.783144938e-07
0.291090,-10.015869,7.982337431e-08
0.873269,-10.015869,1.268689266e-07
1.455448,-10.015869,4.738628953e-08
2.037628,-10.015869,2.025708268e-07
2.619807,-10.015869,-1.736193939e-07
3.201986,-10.015869,-1.844560928e-07
3.784166,-10.015869,4.752032518e-09
4.366345,-10.015869,-1.350206730e-07
4.948524,-10.015869,-2.635964264e-07
5.530704,-10.015869,-1.170333554e-07
6.112883,-10.015869,-1.328847729e-07
6.695062,-10.015869,-3.101929169e-07
7.277242,-10.015869,-8.262403553e-08
7.859421,-10.015869,-4.964855914e-08
8.441600,-10.015869,-2.583761823e-07
9.023780,-10.015869,4.290422883e-08
9.605959,-10.015869,-2.155488567e-07
10.188138,-10.015869,-6.520083489e-08
10.770318,-10.015869,-2.226109901e-07
11.352497,-10.015869,2.251041824e-08
11.934676,-10.015869,-2.135298889e-08
12.516856,-10.015869,7.526344246e-08
13.099035,-10.015869,-1.386299439e-07
13.681214,-10.015869,-2.400039424e-07
14.263394,-10.015869,-1.698865412e-07
14.845573,-10.015869,-8.327970907e-08
15.427752,-10.015869,3.318106907e-08
16.009932,-10.015869,2.782950297e-08
16.592111,-10.015869,1.269705962e-07
17.174290,-10.015869,-1.333031009e-07
17.756470,-10.015869,1.123196033e-07
18.338649,-10.015869,5.260341073e-08
-18.338649,-9.687480,-3.069127299e-08
-17.756470,-9.687480,-1.195330147e-07
-17.174290,-9.687480,-6.170941603e-08
-16.592111,-9.687480,-4.569576449e-09
-16.009932,-9.687480,5.729892475e-08
-15.427752,-9.687480,2.333104726e-07
-14.845573,-9.687480,8.992445378e-08
-14.263394,-9.687480,8.692328023e-08
-13.681214,-9.687480,7.147549082e-08
-13.099035,-9.687480,3.311971501e-09
-12.516856,-9.687480,-8.340963266e-09
-11.934676,-9.687480,1.305401630e-07
-11.352497,-9.687480,4.808345519e-09
-10.770318,-9.687480,6.444029856e-08
-10.188138,-9.687480,-1.910116845e-08
-9.605959,-9.687480,1.079905210e-07
-9.023780,-9.687480,5.146148889e-08
-8.441600,-9.687480,1.474701312e-07
-7.859421,-9.687480,8.096905655e-08
-7.277242,-9.687480,-9.017501010e-08
-6.695062,-9.687480,2.269063289e-07
-6.112883,-9.687480,-4.441345758e-08
-5.530704,-9.687480,1.312980852e-07
-4.948524,-9.687480,-8.924237047e-08
-4.366345,-9.687480,1.258254711e-07
-3.784166,-9.687480,1.699777488e-07
-3.201986,-9.687480,7.263877118e-08
-2.619807,-9.687480,3.753093497e-08
-2.037628,-9.687480,9.221310723e-08
-1.455448,-9.687480,3.784758683e-08
-0.873269,-9.687480,1.442438298e-07
-0.291090,-9.687480,-2.809851251e-08
0.291090,-9.687480,1.917647234e-07
0.873269,-9.687480,1.234024030e-07
1.455448,-9.687480,-4.287621877e-08
2.037628,-9.687480,-1.018789914e-07
2.619807,-9.687480,3.361279663e-08
3.201986,-9.687480,-2.181307005e-07
3.784166,-9.687480,3.660313726e-08
4.366345,-9.687480,-2.824913304e-08
4.948524,-9.687480,-1.603455260e-07
5.530704,-9.687480,3.967475579e-08
6.112883,-9.687480,-2.423870310e-07
6.695062,-9.687480,-1.538556292e-07
7.277242,-9.687480,-2.090343076e-07
7.859421,-9.687480,-1.991798472e-07
8.441600,-9.687480,-6.800938258e-09
9.023780,-9.687480,7.137018835e-08
9.605959,-9.687480,-5.924455099e-08
10.188138,-9.687480,9.970655701e-08
10.770318,-9.687480,-3.449028627e-07
11.352497,-9.687480,-1.106103318e-07
11.934676,-9.687480,-1.583033642e-07
12.516856,-9.687480,-2.679446468e-07
13.099035,-9.687480,-9.368512603e-08
13.681214,-9.687480,4.019022635e-08
14.263394,-9.687480,-1.137665829e-07
14.845573,-9.687480,-1.004512962e-07
15.427752,-9.687480,-1.674436116e-08
16.009932,-9.687480,6.793431717e-08
16.592111,-9.687480,5.073818050e-08
17.174290,-9.687480,-6.473029013e-08
17.756470,-9.687480,1.250558862e-07
18.338649,-9.687480,3.795962759e-08
-18.338649,-9.359091,1.106002196e-07
-17.756470,-9.359091,-1.237427354e-07
-17.174290,-9.359091,-1.976573831e-08
-16.592111,-9.359091,-1.656679748e-07
-16.009932,-9.359091,-1.465790189e-07
-15.427752,-9.359091,-4.266361725e-09
-14.845573,-9.359091,-1.287439563e-07
-14.263394,-9.359091,2.324261749e-07
-13.681214,-9.359091,-6.203184682e-08
-13.099035,-9.359091,8.525075899e-08
-12.516856,-9.359091,5.534366652e-08
-11.934676,-9.359091,2.867083293e-08
-11.352497,-9.359091,-7.036940830e-08
-10.770318,-9.359091,1.690053591e-07
-10.188138,-9.359091,1.320322486e-07
-9.605959,-9.359091,-3.202590746e-08
-9.023780,-9.359091,-4.019034944e-08
-8.441600,-9.359091,2.125836464e-08
-7.859421,-9.359091,-4.187150370e-08
-7.277242,-9.359091,-2.352160017e-07
-6.695062,-9.359091,-5.215594041e-08
-6.112883,-9.359091,-3.954306724e-08
-5.530704,-9.359091,3.887848522e-08
-4.948524,-9.359091,1.905150107e-08
-4.366345,-9.359091,-1.076056740e-08
-3.784166,-9.359091,4.296121789e-08
-3.201986,-9.359091,1.058148564e-07
-2.619807,-9.359091,6.706762486e-08
-2.037628,-9.359091,-9.147278167e-09
-1.455448,-9.359091,1.119976408e-07
-0.873269,-9.359091,2.632271245e-07
-0.291090,-9.359091,8.430321701e-08
0.291090,-9.359091,5.094408717e-08
0.873269,-9.359091,9.288918261e-08
1.455448,-9.359091,4.887432533e-08
2.037628,-9.359091,9.835185759e-08
2.619807,-9.359091,4.513651137e-08
3.201986,-9.359091,4.250624461e-08
3.784166,-9.359091,-3.113092646e-09
4.366345,-9.359091,-7.772087545e-10
4.948524,-9.359091,-1.706484571e-07
5.530704,-9.359091,5.924411129e-08
6.112883,-9.359091,-1.383023020e-08
6.695062,-9.359091,-4.777843935e-08
7.277242,-9.359091,-1.160567011e-07
7.859421,-9.359091,-1.209881105e-07
8.441600,-9.359091,-3.064648311e-07
9.023780,-9.359091,-3.110526227e-07
9.605959,-9.359091,1.901165517e-09
10.188138,-9.359091,1.490145088e-07
10.770318,-9.359091,-2.488746404e-07
11.352497,-9.359091,2.408289102e-08
11.934676,-9.359091,-1.632790353e-07
12.516856,-9.359091,-7.595974480e-08
13.099035,-9.359091,-3.040069085e-08
13.681214,-9.359091,-7.290085404e-08
