temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.2177446016494025,945.9019452919495,2186.1227573474266,5.888918570754301e-07,2067857.7688219312
30,1.221737144400626,977.855876978738,2182.0849041001347,5.725735511955338e-07,2133764.5475409026
40,1.2294295096991807,925.9772512049113,2208.889353439952,6.010759532609511e-07,2045381.291714121
50,1.1903456179641938,961.0388123275844,2203.7737242320336,5.620373138988477e-07,2117912.082574691
60,1.1527734660383746,970.6701260775201,2178.6715022449457,5.451054888401956e-07,2114771.3417656017
70,1.1547842757443685,968.8326017641457,2174.835659874649,5.480569275092948e-07,2107051.690765799
80,1.1547772983995437,979.3664194208417,2184.672901492661,5.397176329267317e-07,2139595.2771406085
90,1.132145642545415,972.1358242522526,2193.868388047394,5.308413945037081e-07,2132738.0537154144
100,1.0899501555191273,970.3334790132277,2190.6449428511164,5.127593973519358e-07,2125656.128679457
110,1.130408404735093,2396.0490145214503,2181.083743591693,2.1630538882554852e-07,5225983.554421632
120,1.0585869279778621,2393.6434197635303,2180.442479672182,2.0282544531383952e-07,5219201.7936401935
130,1.1086319411979844,1538.794913220486,2163.3128929964055,3.3303302828061353e-07,3328894.8754471624
140,1.0497466659068584,1025.522419047306,2144.846284431367,4.772469615782683e-07,2199587.9500946817
150,1.02758453735054,976.1202132237165,2140.19685365916,4.918815503335783e-07,2089089.4091345062
160,1.048109426454581,953.5903558139357,2142.857329896359,5.129222277372591e-07,2043408.0836743691
170,1.0350574795632843,989.7088637265887,2134.2205463722703,4.900244068484011e-07,2112256.991892039
180,1.0232547219663626,946.5427048222384,2090.2415422564422,5.171863688885814e-07,1978502.88313922
190,0.9730321301784847,956.2044828855566,2117.678890123019,4.805253440805121e-07,2024934.0480477405
200,0.9817603915318606,998.9146633459617,2112.0681805295003,4.6533871342666696e-07,2109775.8755173436
210,1.012279485893304,1040.0655424057852,2102.495616237407,4.6291859736375704e-07,2186733.2435077443
220,1.0118188456220696,1109.6533196938474,2089.451750648243,4.3639835055132804e-07,2318567.071446944
230,0.9714674557663018,1110.1185069353332,2097.4396278358467,4.1722415554277084e-07,2328406.548040131
240,0.9580742194995735,1094.997414992124,2098.6460420832163,4.1691436912639316e-07,2298011.991064574
250,1.005253990593506,1120.012981450556,2079.981282941005,4.315124420896255e-07,2329606.0380681073
260,0.979791918546319,1101.5378971066043,2091.122275304752,4.2535836855794314e-07,2303450.433731974
270,0.9773867550328261,1149.5281719362392,2066.069188303189,4.115304444471999e-07,2375004.7371239546
280,0.9253443067584716,1119.639925876927,2059.672416852819,4.0126088576245503e-07,2306091.4721358414
290,0.919717330446668,1157.9032088792346,2074.9042169413783,3.8281069202414536e-07,2402538.2509134775
300,0.9006270812466545,1181.8841131838544,2063.557979044532,3.692779967842358e-07,2438886.3920665137
310,0.8842272312018155,1169.8378392860595,2072.950438183943,3.646274010908295e-07,2425015.861552194
320,0.8594808758945591,1228.9449875022049,2072.6711078597014,3.3742198937936983e-07,2547198.7687448217
330,0.867258328504769,1201.7641262957202,2067.7289131469756,3.490082095850057e-07,2484922.430724474
340,0.8811773713596598,1216.8101342285804,2050.2555166465854,3.532096242496505e-07,2494771.690413619
350,0.8910971087863135,1205.9908042774287,2049.1489326265946,3.6058488175355904e-07,2471254.7693425813
360,0.8636354830524364,1232.1688625541262,2044.7139103801205,3.427896463549413e-07,2519432.813201673
370,0.851991687857107,1261.851460113732,2054.1503083978732,3.286963671100761e-07,2592032.565944929
