temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.3102919381522002,960.8600539967621,2266.076196321215,6.017740020660008e-07,2177382.09635798
30,1.2876485773874025,970.9658025693561,2284.7142494658783,5.804456057237764e-07,2218379.4048742806
40,1.2727985829930788,913.1811700153709,2263.511945749969,6.157720107510834e-07,2066996.4869637254
50,1.25349914725923,917.1672561580178,2285.784430534127,5.9791607701228e-07,2096446.6343217024
60,1.2124750080058557,938.949546602188,2282.3690433821344,5.657761952268348e-07,2143029.3784625246
70,1.219607215565726,963.8280441816339,2298.1157164638057,5.506156278804908e-07,2214988.3763023843
80,1.1828264586960058,938.3876317717327,2279.224386455747,5.530337970141159e-07,2138795.9742825893
90,1.1616127967755743,914.1931651110202,2285.9870005551643,5.558398266491094e-07,2089833.6914401732
100,1.1795208952170952,938.6030012420289,2277.409143240434,5.518011996814975e-07,2137583.056901509
110,1.111563336080917,2292.824096539531,2276.3707777428876,2.129710020862038e-07,5219317.771867326
120,1.1443881947961492,2300.155230230825,2251.7879750342163,2.2094731451066296e-07,5179461.888145831
130,1.0918149568278734,1534.1400065245753,2251.1867186069044,3.1613496066599194e-07,3453635.6071716333
140,1.0986958840020797,981.345219135412,2229.1448309455177,5.022470566743964e-07,2187560.6226088
150,1.112041654666621,966.9130405669166,2239.424195398618,5.135671914408871e-07,2165328.4578919983
160,1.1130526041679945,977.0752766890057,2228.9232570276754,5.110843117199768e-07,2177825.8080788758
170,1.085193150984239,946.9576688407042,2205.636248759823,5.19568230692597e-07,2088644.1604361576
180,1.06095034849799,943.996538244969,2214.448666019873,5.075268710094606e-07,2090431.8748439497
190,1.0232811088706382,961.7900533373281,2186.419983053874,4.866100645475326e-07,2102876.9921191856
200,1.0260497660525816,955.7141898879597,2186.7261553567264,4.909598661979641e-07,2089885.2160735666
210,1.0701431316584507,1061.6593618588017,2183.0138313571842,4.617428586413486e-07,2317617.071127606
220,1.0092838261484072,1039.4926822987818,2167.707575523412,4.4791043667779766e-07,2253316.1621202207
230,1.0609384906587085,1062.963609848975,2176.1078187070184,4.5866056276450407e-07,2313123.4223933914
240,1.03470449394284,1065.094869043249,2196.7239112491484,4.4223444432013783e-07,2339719.3665760853
250,0.9908245954044413,1083.9575878914707,2164.3841128438676,4.223282679820705e-07,2346100.5822288594
260,0.9510164596366181,1121.5749176852614,2188.8340623897375,3.873886627542602e-07,2454941.383351466
270,0.9991714113319763,1119.5270440639276,2166.231360218118,4.120031831574829e-07,2425154.591463571
280,0.9428483616495674,1114.8857815928225,2162.4342436948737,3.910826630382716e-07,2410867.191924843
290,0.9319464536901263,1128.8302251227137,2158.5850077584946,3.824662998251613e-07,2436676.000254536
300,0.9293911364808147,1163.9527653267032,2153.107162465825,3.7084935176780963e-07,2506115.035796828
310,0.9405845340392861,1143.091879561398,2141.962340697126,3.8415356061083416e-07,2448459.757977209
320,0.9343733825940369,1174.6345349609383,2136.567142745462,3.7230695367410227e-07,2509685.5521316365
330,0.9132565639752966,1145.4833799806029,2126.426315172709,3.749330043491436e-07,2435786.0027837334
340,0.9155203449050034,1168.925611482455,2148.0955817161853,3.6460911676880337e-07,2510963.941380352
350,0.895070267917933,1183.1084404562184,2136.9583967136705,3.540271029917565e-07,2528253.5160557316
360,0.88347254753815,1208.541870756297,2126.6753923270458,3.4374006260691345e-07,2570176.2571343095
370,0.8295313118689276,1198.4966467802444,2123.2195106460867,3.2598758764778894e-07,2544671.4638877264
380,0.8739172584410797,1197.9028607958837,2128.144899995892,3.4280529331226924e-07,2549310.863893249
390,0.8737013205617886,1235.8813251642005,2136.139355047344,3.309456225247565e-07,2640014.736851312
400,0.8407673073003135,1264.4949778446255,2124.6974740847136,3.129403800695564e-07,2686669.2854192816
410,0.8340489769300526,1261.4198340986509,2129.4916989920316,3.104959552434905e-07,2686183.065656983
420,0.836019785554264,1223.9992869912676,2115.8329475343503,3.228152294769615e-07,2589778.019174677
