temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.3769578344477753,850.1618461783821,2418.191023923677,6.697742179317877e-07,2055853.7453109457
30,1.3657710784316432,914.5218052273642,2434.174324939554,6.135248665129295e-07,2226105.497881822
40,1.3016893626442656,918.9924934250118,2423.986025202488,5.843395478331035e-07,2227624.9613282178
50,1.3420301721328565,896.9604003048826,2404.790688268344,6.221738137867799e-07,2157002.018398628
60,1.2885737787070093,906.7330994266292,2433.816692523755,5.839046780127135e-07,2206822.153048332
70,1.2873428665586002,905.3755634353963,2434.2929125640585,5.841072916085375e-07,2203949.317279476
80,1.2307127321170006,912.1415372768915,2421.732860751955,5.571449848603179e-07,2208963.1344802524
90,1.2718810478965774,855.2849646170552,2432.7468719542303,6.112779577754309e-07,2080691.8223016255
100,1.2150751308329915,878.7740650905889,2414.359933033207,5.726956516679125e-07,2121676.8929434335
110,1.230089229174213,2234.3567647257664,2399.3425455955658,2.2945199687135809e-07,5360987.247645793
120,1.2088478044660875,2240.3434143394124,2401.342349675218,2.246999372138548e-07,5379831.518669205
130,1.2039749613297557,1429.1450786962691,2390.6205538436475,3.5239560867488727e-07,3416543.599555798
140,1.1663474835890077,975.6437378891095,2366.736504526119,5.051109528945789e-07,2309091.649874468
150,1.19657077843573,911.4055825000208,2356.9059767104845,5.570375225339965e-07,2148097.2646016
160,1.1614450170358972,914.2055864095809,2353.5920406798505,5.397884623903593e-07,2151666.9917186447
170,1.154521738384502,872.4708178570874,2348.5773072195875,5.634382735362018e-07,2049065.1640304695
180,1.1675377958476103,894.9288537976645,2327.907724545163,5.604239367884049e-07,2083311.791673932
190,1.1262144477424292,866.1109319144047,2313.5531878313336,5.620411140633835e-07,2003793.707546138
200,1.1149667426541456,889.9406260176298,2311.28307473232,5.420604752218361e-07,2056904.7064312333
210,1.0904304719682123,1001.9711129049409,2326.980499527386,4.676813316286447e-07,2331567.2408195506
220,1.1214723772910982,1007.996783195525,2299.938323864491,4.837413863915487e-07,2318330.4320035144
230,1.093322172173541,1015.1742273370107,2327.785876102049,4.6266275879228644e-07,2363108.228177904
240,1.062383289913371,1011.7411640067172,2311.940402780743,4.541874986862229e-07,2339085.274223548
250,1.0557634538747003,1029.4926236489496,2324.8371906192474,4.4111399920428774e-07,2393402.738927262
260,1.0420519991239783,1052.4769837619267,2288.6779303044395,4.3260556531528934e-07,2408780.8448893055
270,1.003928314208748,1112.9735056514444,2289.624003728041,3.939614320759596e-07,2548290.8540528934
280,1.0233661298178778,1101.2253618316367,2302.344240813068,4.0363105720243054e-07,2535399.869650356
290,1.051686765777042,1059.5752856385118,2291.428239509943,4.331599829338068e-07,2427940.7313989
300,0.9717060704470167,1080.5890295678748,2294.6362938917096,3.918866808421136e-07,2479558.806027667
310,1.0118407967158585,1086.9890561241962,2266.3698687080314,4.1072981224306535e-07,2463519.2444152613
320,1.0004022536824912,1093.3002710440435,2277.8914711998455,4.017003194710653e-07,2490419.362871706
330,0.9790133411088322,1134.7808047208944,2278.7193841419353,3.786045094212205e-07,2585847.0164696863
