temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.2066251572941569,946.326921270428,2146.636211312857,5.939812411738562e-07,2031419.6369393119
30,1.212845586769195,938.7909446341276,2158.735801061809,5.984627534421449e-07,2026601.621894326
40,1.1987222867849936,942.3132768220222,2176.070572375464,5.845885350921999e-07,2050540.191651097
50,1.1623836725313066,968.9726751637959,2162.9771802866426,5.546078766190463e-07,2095865.784700592
60,1.1522907152888175,953.987649223781,2145.127575002061,5.630749211922576e-07,2046425.212561326
70,1.1743870547143636,975.6718391966982,2170.899362063596,5.544569022197324e-07,2118085.3732955274
80,1.090780161699001,961.8691366476114,2148.368959227812,5.278522438839583e-07,2066449.796012983
90,1.1383050240706591,957.7315842446563,2149.774718012059,5.528685574931831e-07,2058907.1464507987
100,1.0741908244326057,982.7776220673684,2187.474462887559,4.9966989918209e-07,2149800.950969729
110,1.0747171420241237,2421.1079884448404,2160.1258569796355,2.0549485831691988e-07,5229897.968379652
120,1.0686067761727305,2385.3561826304713,2148.2732017901108,2.085331845705547e-07,5124396.763869398
130,1.0611895122749737,1571.0996360862855,2118.3429016262658,3.18854800118844e-07,3328127.761850992
140,1.036698273312267,1084.0726293331284,2120.8369848344378,4.5090671954212646e-07,2299141.326536413
150,1.0366132506996304,979.5239158564008,2126.9492456621406,4.975589987537166e-07,2083397.6539387978
160,1.0474214959870134,929.8743343609303,2102.4723896766495,5.357558483527648e-07,1955035.113862809
170,1.0241683337524319,957.799400831184,2086.6579489030205,5.12442945298085e-07,1998599.7331989405
180,1.0227177604681392,968.3677398094733,2084.2135505685205,5.067260950433326e-07,2018285.1652443155
190,1.0204576588531933,969.1388765566193,2074.353608428376,5.076053408522898e-07,2010336.7256534456
200,0.99308035725473,965.6321798612466,2067.9893571386588,4.973067593764549e-07,1996917.0708636611
210,0.9643321254384654,1079.393950641727,2076.5879725825775,4.302256712720641e-07,2241456.495581003
220,0.9544204115393183,1092.5421750487872,2046.5698317116655,4.268496600538866e-07,2235963.8553274935
230,0.9174001398833459,1123.836156702083,2052.232592777467,3.9776743155448407e-07,2306373.189725779
240,0.9215166921146072,1111.2799495840056,2073.499454868694,3.999224664620975e-07,2304238.3696689457
250,0.9532616014520257,1130.020426056811,2053.8085826834917,4.1073890527730883e-07,2320845.6496431343
260,0.9542374024138719,1151.4607743989127,2038.912692545237,4.064514319103555e-07,2347727.9878899106
270,0.9099644266390887,1158.398971503839,2062.567886663159,3.8085354272207913e-07,2389276.51856745
280,0.9236755327440747,1153.919626304359,2044.5982883407712,3.9150371440487646e-07,2359302.092824715
