temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.3465885744571946,917.6701013925033,2375.568344269849,6.177045688687849e-07,2179988.0433509336
30,1.32260768838899,906.4214512938607,2379.9503529764484,6.13102335451092e-07,2157238.0529522486
40,1.3225336896542323,917.0612135041921,2358.2800540461735,6.115233442605588e-07,2162687.1681463155
50,1.2593027175066127,907.9214861540713,2371.974763746503,5.847520897594455e-07,2153566.852620677
60,1.299829841600903,881.5286659203314,2365.718838101668,6.232853737937051e-07,2085448.97129436
70,1.2678760627594041,887.9895150222187,2376.789155310486,6.007285982650336e-07,2110563.8493342274
80,1.280219462305241,910.5623512334078,2399.9412518697704,5.85833395083814e-07,2185296.149124586
90,1.2600647032472838,938.2701138582693,2363.1533421882746,5.682939854632111e-07,2217276.155439542
100,1.1952703620598188,894.1962471078897,2380.5570962071833,5.615063937180422e-07,2128685.221454519
110,1.224305166535948,2265.8573642036486,2380.4471727411114,2.2698573606019057e-07,5393753.756453202
120,1.1862327885301043,2264.258013159226,2360.5303227096374,2.2193940998244979e-07,5344849.6985006295
130,1.153526562193209,1489.043822241104,2360.161645723529,3.282300748705894e-07,3514384.118055018
140,1.1585057668289265,975.1855557410869,2345.039231476365,5.065949163176232e-07,2286848.38618193
150,1.1449027001107916,907.3254150727033,2334.4410158771757,5.40533479515921e-07,2118097.6636935016
160,1.1345094268739226,880.523011622666,2326.0157767047885,5.539298162714728e-07,2048110.416785935
170,1.1135784352704592,914.3608466519013,2293.7098605545843,5.309635513560357e-07,2097278.490070504
180,1.066998209705877,904.3388088721214,2317.342767351203,5.091458935606502e-07,2095662.9979748123
190,1.0970095243508402,879.2325268231189,2289.5955066276133,5.449389967112394e-07,2013086.8426950555
200,1.0750132558882242,874.7855268135409,2278.6968173939354,5.392941194213513e-07,1993370.9958522927
210,1.0957221691078185,991.4321045847007,2279.2008581478517,4.849029996240808e-07,2259672.9035647805
220,1.0659945537738953,1036.2631853147263,2264.702281609882,4.5422789203373106e-07,2346827.6001305846
230,1.0577941138101896,1024.2026056195566,2279.6543144121906,4.530501451155277e-07,2334827.8887328296
240,1.0880872084269981,1035.5398631666699,2250.5285906969275,4.668876093646926e-07,2330512.0688629746
250,1.0356322675233185,1028.9669269687954,2266.647751624129,4.4403798549136227e-07,2332305.571509409
260,1.0146658057600086,1067.9121865562904,2242.756378330992,4.236482159895376e-07,2395066.8678965163
270,1.0144413013008826,1082.550499878965,2260.478089462414,4.1455146643595345e-07,2447081.6857129843
280,0.9997907110133329,1101.5574166621652,2257.714109894871,4.0200644092252443e-07,2487001.7224575137
290,0.9806733693166149,1093.6958987025137,2245.3536084524553,3.9934022017761474e-07,2455734.03270134
300,1.009980102339898,1107.2947199052483,2235.200367466774,4.0806855359120636e-07,2475025.5648262296
310,0.9776886653616023,1166.5909214944534,2242.138081581215,3.7378307533368957e-07,2615657.9307096354
320,0.9619227882250049,1148.3850090662152,2242.5604759256807,3.735154195404852e-07,2575322.8324774485
330,0.9371979143503228,1164.691947013708,2222.169862128439,3.6211205873512254e-07,2588143.343317555
340,0.9314085622849619,1136.8214339996032,2218.776327009617,3.692618567508555e-07,2522352.4857954453
350,0.9335022280867645,1143.4010232575508,2213.1899632415166,3.6889102600243345e-07,2530563.6686336915
360,0.9280339517939461,1182.2351169379226,2233.029490370501,3.5153255524537817e-07,2639965.8806739994
370,0.9022900668802759,1137.8057747283622,2221.8070818412857,3.569206670768313e-07,2527984.9280513856
380,0.904894360088802,1135.644792636777,2211.796770051341,3.6025510860655925e-07,2511815.4842796484
390,0.9053114218710592,1208.9664697495566,2202.969334413374,3.399188837338452e-07,2663316.0591922672
400,0.9070591707086385,1208.1607131985288,2216.184840154451,3.3876998860139934e-07,2677507.457060769
410,0.9133522165438799,1183.1498983009108,2210.582257131726,3.492141529108508e-07,2615450.172711199
420,0.9068958544734044,1211.734692222228,2191.5721586398436,3.4150266730495173e-07,2655604.0151322545
430,0.8737857947416948,1252.5477794126837,2208.707360779805,3.158439047532171e-07,2766511.5001171944
440,0.8827871087030703,1203.0424705740884,2175.999189089332,3.3722230612095403e-07,2617819.440409243
450,0.8559495546392631,1218.3842300395902,2197.330065304556,3.1971911570055567e-07,2677192.2997589335
460,0.8287289951838639,1192.5224118840456,2194.230001838343,3.1671150157005765e-07,2616668.4540205947
470,0.8231022204850137,1222.986819640451,2191.9836906852092,3.0703980262666107e-07,2680767.162574842
480,0.8506723372996562,1246.9139045504662,2180.157144591574,3.1292340268874274e-07,2718468.2576962747
490,0.8136948102364376,1221.0737997689048,2194.2681844891667,3.0368960528101905e-07,2679363.389746203
500,0.830551117290873,1228.6127675252667,2194.042736724703,3.0811033057528514e-07,2695628.9188360474
510,0.8401427151088964,1191.011700618314,2181.751219612252,3.2331943447841085e-07,2598491.230396469
520,0.7987585056117003,1251.202674683421,2182.0854461227027,2.925607623417836e-07,2730231.1465764917
530,0.7692079821120958,1204.8708830277249,2183.015513059292,2.9244651544972676e-07,2630251.828882971
540,0.7675611554109495,1200.328822756841,2181.9374290135834,2.930693904235173e-07,2619042.385496963
550,0.7937066260006597,1197.1275076139161,2162.865624257075,3.0654205009943734e-07,2589225.934070689
560,0.751793361730347,1234.8831640994392,2161.680525721744,2.816314212655587e-07,2669422.8873754065
570,0.7647578141725035,1221.457734930574,2172.8981489855696,2.881416967480191e-07,2654103.2512947507
580,0.7846630810139882,1200.2488791117971,2162.6118840661156,3.0229664339247044e-07,2595672.489804207
590,0.747950903422306,1207.783098685193,2159.2482080223326,2.868016036082729e-07,2607903.491515663
600,0.7346792850732446,1184.9183503053957,2155.857365487967,2.876003071378455e-07,2554514.9530077386
610,0.7621311572131161,1201.6828391962858,2144.8714055494374,2.956913349813899e-07,2577455.160331576
620,0.7199170723009092,1194.8094811576166,2180.5398830875606,2.7632474500953837e-07,2605329.726355338
630,0.7166291719275072,1184.5258845497228,2171.18437834824,2.786462623797246e-07,2571824.096283489
640,0.689097679089672,1196.3597063497068,2174.633418251402,2.6487011008379823e-07,2601643.797677506
650,0.6851946776711019,1200.9816510999958,2160.566992210446,2.6406440989347534e-07,2594801.3136170534
660,0.7171793357127204,1163.559022280588,2149.4322188867022,2.867580346020712e-07,2500991.251066206
670,0.6715159097064569,1163.5337708317425,2166.8079392230984,2.663525723491953e-07,2521154.2121924087
680,0.7343035945241021,1184.1548800303117,2165.6163032682966,2.863423816027659e-07,2564425.113788357
690,0.6751153385497279,1192.8452600688042,2157.632050352385,2.6231098688202176e-07,2573721.1642353777
700,0.6991345808969551,1179.6501933908712,2164.5008783379535,2.7381029572444457e-07,2553353.8797260774
710,0.6668892306062693,1111.2898297289596,2145.1732358328068,2.797460702822461e-07,2383909.199987761
720,0.6762036711151166,1156.0408286025245,2157.0977619013047,2.7116555579415663e-07,2493693.0840450353
730,0.7041563818317389,1146.6844163509984,2135.3171071420456,2.875827483617513e-07,2448534.850727479
740,0.6680109043087556,1135.6457916618742,2151.5349769573877,2.7339605601221404e-07,2443381.642194985
750,0.6595332275354469,1140.5710372964454,2151.4191885589344,2.687752678223374e-07,2453846.4155541407
760,0.6698453906349766,1128.3629168253715,2138.293660375815,2.776249031582087e-07,2412771.2716508545
770,0.6716889816966221,1120.2958797133278,2156.10416753333,2.7807743351637857e-07,2415474.6151203243
780,0.6629430063045042,1126.539547019999,2165.3509559859426,2.71769962965613e-07,2439353.4850957254
790,0.6343608029123631,1079.8285680644808,2177.310023749432,2.698119962437558e-07,2351121.56517779
800,0.657017250451028,1145.765960262994,2158.9903445740597,2.656012757606918e-07,2473697.64534943
810,0.6786543488976777,1082.7343353171798,2151.418057308094,2.913412087980526e-07,2329414.200268857
820,0.6600462081618852,1096.1792429038558,2150.3393998182873,2.8001787402209645e-07,2357157.4152791416
830,0.6280971774503336,1082.202944263924,2144.0306454246024,2.706993057927239e-07,2320276.277070586
