temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.3834919086435837,875.0010820321244,2444.311539992598,6.468617558639402e-07,2138775.2423171313
30,1.3545213479337854,885.207320467634,2418.4390633532353,6.327114710033967e-07,2140819.962985172
40,1.3379100854430073,880.6519970865162,2435.9859278461718,6.23659910577828e-07,2145255.8722323813
50,1.3333443223550914,888.6982751808501,2451.5817011048407,6.119861696834752e-07,2178716.4292368065
60,1.3004619171904224,879.2087064699544,2439.786927078333,6.062528019129357e-07,2145081.908218846
70,1.2890916182246739,907.5059421980898,2437.914557035652,5.82660834623077e-07,2212421.947081078
80,1.2951358507601118,871.925077621053,2436.9747661774622,6.095160194356859e-07,2124859.4121598313
90,1.2334230466858809,861.4896751263916,2445.83625904562,5.853755827600839e-07,2107062.68421756
100,1.259002379793711,906.3640430515578,2444.642823948489,5.682094702620018e-07,2215736.35373093
110,1.2158092115177543,2236.6563985813737,2420.7424568715956,2.2455233247532593e-07,5414369.105479449
120,1.1995896537668953,2208.3830548143364,2426.360753251953,2.2387362563763518e-07,5358333.972348163
130,1.2533097811533958,1445.7634060798127,2415.4906268682175,3.588854441705033e-07,3492227.956054856
140,1.1789490720697846,974.4284695628087,2404.3273893941987,5.032125653615942e-07,2342845.058375332
150,1.1871053161245102,896.5440971289303,2374.262092020123,5.576849645188614e-07,2128630.6636376265
160,1.1730107823583111,898.1922845587463,2385.17926324027,5.475347142428022e-07,2142349.6115319254
170,1.152927925049592,878.8222093800256,2367.1103544117555,5.542205556489919e-07,2080269.1515104743
180,1.1666229822771448,856.0283885035724,2357.888411848274,5.779883864484053e-07,2018419.4174657254
190,1.1473084927408623,869.9548802251271,2344.8586161900307,5.624278499862447e-07,2039921.1965924555
200,1.1156781405973641,880.6860420451455,2331.5536090752566,5.433409092702513e-07,2053366.7197925623
210,1.0861625210406185,991.5097861576184,2325.3311719236717,4.710998809184982e-07,2305588.613019684
220,1.0582439811499005,1020.8685641197202,2320.7529940722684,4.466702800946219e-07,2369183.776735098
230,1.086810061102568,1034.4258950639426,2361.2915165963586,4.4494328777943376e-07,2442581.090562083
240,1.0741544641580993,1025.0468492395876,2317.4010883909214,4.521908977115747e-07,2375444.684079505
250,1.0366258538567248,1021.2322712045576,2332.302456857792,4.352237996565096e-07,2381822.5351528525
260,1.043880884839671,1034.6772398681796,2330.2112285367984,4.3296297441566715e-07,2411016.5222522947
270,1.066209780266175,1073.164778406573,2306.7018734577296,4.307098293709158e-07,2475471.2048792914
280,1.0201258449951833,1060.989116382748,2302.7179237149303,4.1754383934102316e-07,2443158.6551610203
290,1.007117950339086,1053.0923481351265,2301.934855914309,4.1545199659234313e-07,2424149.982668894
300,1.006912417698662,1099.1768440962298,2303.0485242423624,3.9775993650741754e-07,2531457.6086771996
310,0.9969239838756251,1093.6245122134208,2294.6584231331663,3.972608447405293e-07,2509494.6986954263
320,0.9859164388474787,1097.969892484756,2300.157324390592,3.903841125895036e-07,2525503.4901591623
330,0.9979862671299154,1117.85548846809,2291.493051230022,3.8960126390380477e-07,2561558.0841039703
340,0.9566888718406265,1134.1047778168304,2292.3398706050125,3.679921327835149e-07,2599753.5996331596
350,1.0047212016643483,1129.3658946782305,2290.070836575101,3.884740221707203e-07,2586327.899225163
360,0.9554755981610354,1159.3312941409008,2277.120687141967,3.6193117460886474e-07,2639937.2731393143
370,0.9186944961195825,1158.3112811808137,2286.6629547237108,3.468515762205278e-07,2648667.4967147266
380,0.9037184561177718,1178.8911474758809,2292.3454412771707,3.344100968894911e-07,2702425.7476783483
390,0.8979773896009152,1214.9906524237463,2266.4106684486183,3.261022978854085e-07,2753667.7767185257
400,0.9195835865855695,1208.019280642318,2271.865426318324,3.350693805125344e-07,2744457.238017215
410,0.9182977087328347,1198.240816251876,2278.6338924356473,3.36329404874282e-07,2730352.135211279
420,0.9333276412921165,1172.5977457161687,2240.675429084399,3.552271253175296e-07,2627410.9570259755
430,0.8691072635672783,1160.073507250678,2256.788729143372,3.3196856909522696e-07,2618040.816141152
440,0.913222332752066,1171.4540930571047,2240.0399272519553,3.480130182145546e-07,2624103.941390642
450,0.9237641076605281,1165.5570688060889,2245.122176284167,3.5301044993427993e-07,2616818.022901321
460,0.8983177626914147,1171.0141012952847,2233.846374589337,3.4341128269466164e-07,2615865.6047714623
470,0.8422151613757092,1211.836407768106,2240.512416823373,3.1019279360029455e-07,2715134.5187630737
