temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.3600054266123212,876.2533067571667,2404.66997414286,6.454394266817204e-07,2107100.0165023515
30,1.371144187678143,915.7008417818155,2402.496777225168,6.232563325631843e-07,2199968.321283185
40,1.3407466128834464,899.674196949788,2419.6007387588857,6.159106803495731e-07,2176852.351582014
50,1.3299767576205175,911.7965709919997,2406.029370779004,6.062408156643345e-07,2193809.3299823343
60,1.3062160308148578,898.6032642350248,2405.7312526925857,6.042266932772991e-07,2161797.956541773
70,1.278505386886754,923.3316783462993,2400.593766503088,5.76801196056727e-07,2216544.27145296
80,1.2542195076333584,891.9861219573454,2422.9945021712015,5.80313969549883e-07,2161277.469515659
90,1.2196027583899536,862.3532346102996,2404.6269449596343,5.881464662075633e-07,2073637.8240170237
100,1.2339559794340822,889.7131584020307,2426.4431914468137,5.715832917910912e-07,2158838.435545248
110,1.2157794697465019,2202.82012513157,2398.257074251256,2.3013360232958573e-07,5282928.948399825
120,1.179375399837489,2275.825571575904,2366.0178930928864,2.1902569503225393e-07,5384644.023906935
130,1.2116088560837366,1451.603106573204,2388.7967907188286,3.494100104706587e-07,3467584.8423795514
140,1.1890884463940194,986.036411994456,2366.7610804521196,5.0952651344004e-07,2333712.60381713
150,1.190713548921087,876.6170996335173,2358.2226371702445,5.759868302634633e-07,2067258.2884862842
160,1.144634356671814,896.2959675743215,2342.386407000079,5.452011906457364e-07,2099471.4910950745
170,1.1700297066132577,877.2413753806238,2333.415383136857,5.715914510458362e-07,2046968.5200372818
180,1.1209705942373362,902.1741640173153,2323.9811199031246,5.346520529932627e-07,2096635.7240406256
190,1.1252857320690484,875.2015680082853,2316.2821124866696,5.550898317443894e-07,2027213.7367978767
200,1.0949755604945761,925.0794226033438,2317.0125774581247,5.108542538093506e-07,2143420.6573196473
210,1.1079467109153214,1009.9594596624491,2307.0541942485897,4.7550724101024306e-07,2330031.2074352927
220,1.078553472385289,1030.4458232700465,2315.534878012496,4.5202784799426197e-07,2386033.243684093
230,1.0840538463725096,1058.7511763196637,2306.7405517756183,4.4387245823862907e-07,2442264.272656706
240,1.0675559430369905,1019.1898678744183,2295.043846311826,4.56398867393408e-07,2339085.434488547
250,1.0516991903126818,1008.6562788654747,2299.570003510646,4.534210813269753e-07,2319475.722731715
260,1.043777487756523,1064.7140132867107,2293.7715304304015,4.273904341227286e-07,2442210.6917273533
270,1.0388394557981981,1059.4176952452376,2287.0861288184665,4.28744629984226e-07,2422979.5154202124
280,1.0157739687391705,1013.1182320561213,2271.1626777636384,4.414573024786561e-07,2300956.3168077436
290,1.0428242846317823,1093.241400007905,2270.937827788541,4.2003919934415473e-07,2482683.2501824554
300,0.9757797602832027,1095.462522167873,2277.4111123136668,3.911225413901982e-07,2494818.5211082706
310,1.0077401218583886,1118.9641792481661,2256.9769330164977,3.9902972176957373e-07,2525476.3414348485
320,0.9708481072047083,1119.2297232292124,2251.5328075259285,3.85259869833094e-07,2519982.4410087364
330,0.9864120507661013,1147.935354221939,2257.9357662888347,3.805654472823224e-07,2591964.2936851587
340,0.948778282279752,1136.8737120736369,2261.834043218928,3.6897060999581713e-07,2571419.6648088256
350,0.9528608038227326,1126.321714961087,2254.7355471100623,3.752073986210264e-07,2539557.6082047303
360,0.9542969090195644,1110.3546859001367,2250.172908351777,3.819494560568115e-07,2498490.0328739346
370,0.9604970548663558,1183.099891285129,2242.88630672907,3.6196565417360413e-07,2653558.545656067
380,0.9079109556749259,1179.5643739434538,2247.365719992292,3.4248996995585745e-07,2650912.538524687
390,0.9375013184182218,1190.9589225533325,2226.460615516106,3.535575270007732e-07,2651623.135762491
400,0.9137573654531107,1218.7513578785008,2230.197780220642,3.361804071836445e-07,2718056.5729815257
410,0.8817503538750328,1155.0157411185467,2235.945560026939,3.414259404117471e-07,2582552.3181152386
420,0.8806973625323693,1218.0381428579765,2241.735691808498,3.225383803730518e-07,2730519.578828864
430,0.9047370589057186,1230.0147841290973,2227.4321275277525,3.3022319035430036e-07,2739774.4475032645
440,0.8976933543725182,1191.590262696334,2254.813779214762,3.341107000431307e-07,2686814.1435058317
450,0.8392999459813564,1207.313813982393,2228.27852570379,3.119805723000995e-07,2690231.4454825064
460,0.8646834850380807,1201.78334795989,2248.2272311517913,3.2003006401152633e-07,2701882.0488281935
470,0.8695765345316617,1206.0703361144524,2221.219996861259,3.245963270600012e-07,2678947.5481986017
480,0.843202309085563,1213.201239327281,2207.2810639607064,3.1487726487829773e-07,2677876.1223407686
490,0.8307118989910979,1199.41548942048,2213.98667086581,3.1282811393363933e-07,2655489.906406935
500,0.8221627507490542,1200.377026578957,2215.663384864102,3.0912657399309803e-07,2659631.425823038
510,0.8095185540394119,1190.3665804736343,2208.175854641774,3.0797284489622424e-07,2628538.7411743733
520,0.7854950264113472,1192.1667811299747,2204.9959432018227,2.9881240872778623e-07,2628722.9160115696
530,0.8593061869337145,1189.878459429499,2194.769956393388,3.2904578319104786e-07,2611509.494515513
540,0.7924617572546052,1203.2452082501486,2190.138454603136,3.0071327583681505e-07,2635273.600905609
550,0.7865322342704707,1207.427844511976,2181.595178130708,2.9859406688899883e-07,2634118.763528081
560,0.7874722190864887,1204.0227383393,2212.389581557841,2.9562349559617664e-07,2663767.3622606103
