temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.2830155815347954,917.4502016221181,2300.9971521369207,6.077617292348884e-07,2111050.3011599374
30,1.3110020752653149,937.4277289395512,2295.8257751215983,6.091533768344754e-07,2152170.742413125
40,1.2602516539122293,901.9267456420864,2306.052875433629,6.059220392662681e-07,2079890.7652184288
50,1.2596612685538684,913.9050195015664,2297.8205226358436,5.998416386637585e-07,2099989.7095506103
60,1.2207250699419274,911.6152461033255,2307.472751894435,5.803228921173217e-07,2103527.340594963
70,1.2197720868906448,948.1698155666757,2305.2519948246345,5.580513442310544e-07,2185770.358767585
80,1.1885933692034134,910.1874611622766,2290.0343223142677,5.702436572225192e-07,2084360.525801698
90,1.209596599066934,886.072334645093,2316.4200455978594,5.893239153124364e-07,2052515.7178215878
100,1.1931338393089956,941.7479554956294,2319.6532009955768,5.461744958676839e-07,2184528.659496477
110,1.1786235170126524,2302.8327414282808,2298.357594593219,2.2268712406512295e-07,5292733.120339612
120,1.1558812922541086,2271.2479305575157,2283.067715851634,2.2291017731362563e-07,5185412.824950699
130,1.1014830794829065,1467.965655390895,2280.584739357704,3.2901501751292905e-07,3347820.071585706
140,1.0895902624976332,1023.6324083795283,2270.056922232002,4.689023817656397e-07,2323703.8344629635
150,1.1252191970777343,951.7117393970553,2257.9878658584366,5.236126170247296e-07,2148953.5593535774
160,1.0968833927846418,918.3891796540593,2262.4605280282417,5.279012518077709e-07,2077819.2683355466
170,1.0681373898548951,942.076424526664,2230.9312242710002,5.082235670547052e-07,2101707.711126117
180,1.0773789004967627,938.3359255543897,2240.52552319658,5.124602996482761e-07,2102365.590536896
190,1.0538526448887753,893.9222905347202,2246.600543675505,5.247521943620763e-07,2008286.3039189551
200,1.0550479939815984,944.6505981795682,2206.3674669847082,5.062011960590145e-07,2084246.3474910434
210,1.0364088494857124,1040.0147436378356,2203.3396533980363,4.52282897782024e-07,2291505.7247758363
220,1.045800257677775,1010.6301443934815,2200.611270717609,4.7023306482650843e-07,2224004.08627926
230,1.0291163042304254,1059.6389873205226,2189.40338005556,4.435889770339465e-07,2319977.1804782026
240,1.0185607863564003,1075.449377491969,2214.887133332593,4.27607564555558e-07,2381998.988757509
250,1.032386413072869,1103.8828872823062,2189.5469633091852,4.2713485754742784e-07,2417003.4236979494
260,1.0006008197736498,1084.580664611221,2188.4744780724864,4.2155816978697736e-07,2373577.1039125524
270,1.0046435741084792,1090.8867305075846,2183.8395398757825,4.2170779310176145e-07,2382321.5756082805
280,0.9878703481420656,1125.8820218802875,2185.956990498177,4.013889872171066e-07,2461129.6762054362
290,0.9710428380275015,1135.6909342315193,2203.115551964397,3.8809759747112693e-07,2502058.3594304356
300,0.9230665477660476,1102.6085763728397,2179.7302465824323,3.840686823266889e-07,2403389.2640610747
310,0.9596476082189604,1177.046107547663,2157.0658044131883,3.77967898225632e-07,2538965.908808712
320,0.9719516441045281,1152.7259569037928,2164.247469048084,3.895934688747724e-07,2494784.234735064
330,0.9523163509227931,1188.0036745409166,2159.7539828788435,3.7115829716578236e-07,2565795.6677644458
340,0.9155659904341207,1166.7242503560437,2140.567179579847,3.6660008807707366e-07,2497451.637932048
350,0.9291132170296791,1213.6968895835519,2158.5798825489505,3.5464208694698866e-07,2619861.68936729
360,0.882612131532419,1176.666236589375,2152.6189840989305,3.484571935973164e-07,2532914.0788305323
370,0.885407837670834,1233.755548932036,2149.5315019643044,3.3386464310822514e-07,2651996.418152674
380,0.8721546082391098,1212.0355322805372,2155.259871026545,3.338708364109472e-07,2612251.5449825404
390,0.8614619517732588,1207.7638433640057,2148.5468498254927,3.319779574795297e-07,2594937.200992864
400,0.8845662156578613,1216.931003825147,2143.255445545201,3.391489342380941e-07,2608194.000801034
410,0.8697294819854579,1205.766116243316,2151.207111050352,3.3530412151829603e-07,2593852.6435261867
420,0.8738629960399756,1247.1897402823695,2124.7040727895687,3.2977093033393025e-07,2649909.120719315
430,0.8072360323664569,1253.786997430587,2136.869197902067,3.0129979667068014e-07,2679178.8155395393
440,0.8208688185672498,1226.1315688434752,2132.6824784607143,3.1391385463425053e-07,2614949.3131600264
450,0.8221642926742732,1265.2371911231114,2121.019040756274,3.063670779821982e-07,2683592.1734451046
460,0.801702238974367,1258.4744528807366,2132.187955300008,2.987742789915864e-07,2683304.070485074
