temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.2548567518445342,962.8444057064404,2183.7892125237763,5.967979518490768e-07,2102649.226520591
30,1.2652301362191485,973.3702025262022,2170.3447603744507,5.98911639330746e-07,2112548.918957361
40,1.2273520266957776,967.7932266516162,2161.7856828282224,5.866430495253093e-07,2092161.5413135928
50,1.2032799205141382,949.2953075487166,2192.1148976483123,5.78231866264067e-07,2080964.3859451779
60,1.1962155489428006,965.6945106278835,2169.6330973149684,5.709306826246812e-07,2095202.7721536374
70,1.166026856029853,930.0595094410252,2194.972472576864,5.711744045245676e-07,2041455.0210813924
80,1.1390376396751638,949.4426825792154,2185.0171431550007,5.490532609277457e-07,2074548.5378786575
90,1.0947356584252503,962.42935108458,2184.560282642033,5.206865647797699e-07,2102484.935228319
100,1.1172422068189027,1001.8884834417667,2202.3854636133947,5.063311163385526e-07,2206544.632093816
110,1.0597849427587755,2382.1461427134595,2172.624071586801,2.0476925785311078e-07,5175508.05169691
120,1.1265858474986197,2395.904841958655,2157.144313347516,2.1797943649409654e-07,5168312.505152891
130,1.0709450712413278,1558.438931456461,2147.914709167508,3.199339850302426e-07,3347393.9042146266
140,1.0779651033814681,1079.8913405091755,2153.3187982997224,4.6357105526117195e-07,2325350.3236394944
150,1.0454297628039066,964.0915471121833,2143.6451024198336,5.058522649754972e-07,2066670.123251392
160,1.0139057010578403,982.7865721722478,2127.8070581914826,4.848485552087238e-07,2091180.2049639218
170,1.015376743161981,969.0210725359714,2126.893433051906,4.926610862507435e-07,2061004.555665672
180,1.0371646638737886,968.3048858563657,2121.894599358599,5.047912070282862e-07,2054640.9078311669
190,0.9979090138816622,966.8029687348522,2105.404829462274,4.902497212546036e-07,2035511.6395128218
200,0.9538541559042477,950.3334280408366,2082.9341328680775,4.8187060417201e-07,1979481.9348717874
210,0.9657889949047743,1047.3983724441903,2083.196872826164,4.4262918162761794e-07,2181937.014078951
220,0.9712927547236495,1084.3004018849,2076.3568795812616,4.3141826633186305e-07,2251394.598986439
230,0.980115993974006,1106.0976387902588,2100.4894570633155,4.2185529537945226e-07,2323346.428761566
240,0.9388594234956363,1125.591983094679,2102.2231472078606,3.9677176991765864e-07,2366245.521173233
250,0.957453165049487,1103.3329554830573,2082.80909276146,4.1664050009054075e-07,2298031.9120234866
260,0.9257626560728782,1141.3654589918135,2088.5662619589907,3.883530088641286e-07,2383817.3902156395
270,0.9295521610419413,1167.3609535450025,2067.640709882984,3.851177429792996e-07,2413683.030677466
280,0.9087899343567141,1141.5727929263724,2084.228757237402,3.8195703614138034e-07,2379298.8434969634
290,0.9224681027847405,1130.9690593441042,2057.3969883405534,3.964446253311854e-07,2326852.3366009085
300,0.9058601794429804,1151.578422991332,2076.0499873378067,3.789045703413003e-07,2390734.370469646
310,0.8922650192892978,1201.8747615427405,2061.231220604284,3.601703349384592e-07,2477341.781748226
320,0.8768618562301164,1174.5085117866315,2043.3295769332603,3.653731157016312e-07,2399907.980493491
330,0.9069869375068793,1201.0214098865129,2063.1694427318325,3.66028907906146e-07,2477910.6729445565
340,0.8932106694104869,1205.0759738425756,2064.340063220954,3.5905272999087426e-07,2487686.6120282356
350,0.8389023889505087,1214.718558824371,2062.592237428892,3.3482847541986154e-07,2505469.0700919586
360,0.8412790157921811,1215.4310804628033,2038.9867919950725,3.394652363565973e-07,2478247.9196439562
370,0.8074573658292777,1286.8715871042934,2029.7516177181674,3.09130240840488e-07,2612029.685720485
380,0.8448746885470275,1260.4110929022702,2042.779919560826,3.281394928122349e-07,2574742.4709724723
390,0.8279623347328912,1280.9688841466498,2038.031376987293,3.171473844206553e-07,2610654.778835273
400,0.8567671751532072,1291.635576167301,2017.1815172051838,3.2883485197573027e-07,2605463.411209348
410,0.8108568340988066,1289.5550771421001,2042.5850181459857,3.078393572580959e-07,2634025.8806445445
420,0.764621974248833,1288.2085666202058,2041.2921844527277,2.907738985178452e-07,2629610.078986877
430,0.811645159274578,1257.0416437436866,2030.115571403416,3.180502747542284e-07,2551939.8148666034
440,0.7912792188934314,1285.294620275225,2018.8947415051257,3.049392961386534e-07,2594874.5501584793
450,0.7792973750577066,1299.0549914666117,2031.378308825291,2.953145647775001e-07,2638872.1316364985
460,0.748125716983095,1259.752605230603,2001.3890654915479,2.9672749899376765e-07,2521255.089333019
470,0.7570552750055215,1270.852314875589,2013.4689025653702,2.9586090345031093e-07,2558821.6157552125
480,0.7753101971200644,1284.407330762104,2017.0127525999828,2.992706151202091e-07,2590665.965680068
490,0.7647780144823331,1279.2097940957783,2021.7895515269656,2.957043210845169e-07,2586292.9959138054
500,0.7267372118266411,1285.0733589818985,2001.7611630019792,2.825122077429871e-07,2572409.941618465
510,0.7155937770351053,1278.4617268159943,2012.964848024516,2.780626344605556e-07,2573498.515625318
520,0.7290161287067817,1271.042163309503,2010.6001907253442,2.852669508020703e-07,2555557.6159700407
530,0.7250105028317699,1296.4752126229196,2014.5765591104905,2.7758519784688597e-07,2611848.572817923
540,0.7041595794750083,1244.9763364106054,1996.841011366526,2.832477752470083e-07,2486019.8067255453
550,0.715871908453998,1268.7815815218082,1992.4506518788046,2.8317889404700936e-07,2527984.6891949475
560,0.6907122043877557,1271.2328781387032,1994.9454546519319,2.723585336747969e-07,2536040.252046899
570,0.7077223117784746,1313.3459893202123,1986.716569825005,2.712363061900997e-07,2609246.23889568
580,0.7175244210004182,1276.8505773319112,1994.4280089970491,2.8175929055556337e-07,2546586.5547348163
590,0.6783984064212598,1251.1618838846944,2009.2215074843791,2.698630940736429e-07,2513861.366445801
600,0.6700153935809635,1274.3810191659236,1987.363145561786,2.6455029764620434e-07,2532657.870893825
610,0.652902472971405,1270.191232489185,1995.9913845553026,2.575256787505778e-07,2535290.7567860945
620,0.7132433965866998,1288.6710214428156,1983.9584605478685,2.789736098586929e-07,2556669.7758543375
630,0.6594774515098498,1263.7700072235368,1968.1870366424594,2.6513407074175627e-07,2487335.7455149125
640,0.6423104512723962,1317.4826954185173,1944.6804759779134,2.506985458920631e-07,2562082.8752191467
650,0.6764584304994119,1258.1222282709152,1969.0520760822094,2.730618800064259e-07,2477308.185542021
660,0.6570327667434112,1251.6501083463684,1974.0685495492153,2.659144010561302e-07,2470843.1139264335
670,0.6894823103412483,1234.4760206819892,1964.2775134589504,2.843397812113255e-07,2424853.4883299177
680,0.6594339297472238,1222.856240127337,1950.5902056530872,2.764584353880903e-07,2385291.4049141435
690,0.6605411560992307,1211.4226638084867,1956.2235146309679,2.7873128235318595e-07,2369813.5010990473
700,0.597962922628063,1241.8386611944215,1956.170121972149,2.4615148394996206e-07,2429247.6853384217
710,0.6055881417647283,1219.9743241173783,1930.3476388395243,2.571527323811508e-07,2354974.5560048255
720,0.5956082411891422,1220.5542166675937,1936.0166632675057,2.520545443873675e-07,2363013.3018898787
730,0.5933567903435331,1208.3762741068094,1942.8871370748607,2.527354451168181e-07,2347738.719708566
740,0.6052271027218985,1182.8544861463802,1936.9742949274969,2.641576481192309e-07,2291158.7343052113
750,0.6216838410223166,1188.4644254126235,1924.4097432930755,2.718227774497301e-07,2287092.519821259
760,0.598442404093281,1159.199004288418,1908.3453609935132,2.705249877266595e-07,2212152.0423021023
770,0.5976735418020893,1182.9533957668227,1913.5273982080785,2.6403512795919666e-07,2263613.7336031
780,0.6019360152201108,1152.634619222482,1930.8103498181354,2.7046996909667706e-07,2225518.8523534536
790,0.611558447681347,1201.6376594032229,1904.9973712197336,2.671591531878486e-07,2289116.5823217733
800,0.6146028819600949,1180.437690932092,1893.2552163227951,2.750061223195922e-07,2234869.8159012184
810,0.6002126240458674,1135.8962476561978,1899.1967001675287,2.7822523225267606e-07,2157290.405281329
820,0.5643290549326481,1199.8939848799707,1881.476723715254,2.499716084715702e-07,2257572.603477608
830,0.5718669087159282,1187.2538021546804,1879.6351969066852,2.562582339672028e-07,2231604.0341912233
840,0.5461201897180734,1164.3004750601076,1886.8882959010768,2.485861722771413e-07,2196904.9393029804
850,0.5645232998010686,1166.1457083906635,1879.7498390989947,2.57530693159459e-07,2192062.207713333
860,0.5418380694585552,1205.7129300969052,1890.729705930557,2.3768192123036641e-07,2279677.253758792
870,0.5745415491059603,1196.9881982130323,1890.7788283030466,2.538579927885513e-07,2263239.942909812
880,0.52213635149883,1150.0926754791694,1880.2646182583496,2.4145272921909495e-07,2162478.5654215645
890,0.5593418749034401,1191.391400659635,1869.8094246258222,2.510877518949781e-07,2227674.8693715446
900,0.5452525550512681,1203.8360709532167,1861.2271150404645,2.4334979593256296e-07,2240612.3373219036
910,0.5590094913709891,1165.589770695937,1860.8320479641309,2.577307736327507e-07,2168966.800090162
920,0.553203048274016,1175.253085620944,1838.8388032216433,2.559820452850175e-07,2161100.97744576
930,0.531996520448443,1177.2771616381326,1849.4889683909025,2.4433086215365503e-07,2177361.1231882796
940,0.543469729353396,1175.5353319293338,1850.2522742484862,2.4986689835736333e-07,2175036.921361699
950,0.5602825659909161,1176.4275508375706,1872.0841349990176,2.5439967923623384e-07,2202371.353898766
960,0.5139397588819943,1184.5185610044882,1851.9808997063637,2.3427925956120395e-07,2193705.750327979
970,0.5043230610207153,1182.436597730884,1836.3761808962436,2.3225726803954694e-07,2171398.4034929886
980,0.5294362061946992,1172.6050942751413,1837.0677540852496,2.457744240697202e-07,2154155.006968956
990,0.4938672406020524,1144.9818740488681,1836.9254651041185,2.3481188396989944e-07,2103246.3615230024
1000,0.5051594603909694,1179.089320250619,1827.9804612857226,2.3437443361991153e-07,2155352.2395287957
1010,0.5204489056662918,1185.0263741320448,1828.7196164297604,2.4016126362754646e-07,2167080.976361903
1020,0.4978300879756832,1163.048526757695,1820.698452477367,2.3509602301677407e-07,2117560.652823817
1030,0.46158202533281384,1197.0516556816337,1819.9735942929822,2.1187070408633478e-07,2178602.4043452684
1040,0.5189171979920276,1195.3009509453652,1821.6325569846117,2.3831974184505083e-07,2177399.1276367437
1050,0.4916766275320646,1180.237486200787,1835.0263398094132,2.2702195390547692e-07,2165766.8744088933
1060,0.4824001768999186,1162.6375671270787,1836.508151832545,2.2592809801471034e-07,2135193.369655638
1070,0.5084676328292588,1193.0711184343954,1832.6909244123565,2.325453987640464e-07,2186530.6109332163
1080,0.49814871837047836,1136.6042182565704,1840.1381688688848,2.3817672543415644e-07,2091508.8049112959
1090,0.5140046806929528,1154.6213741169154,1824.346244875548,2.440170732875458e-07,2106429.16812324
1100,0.5065292311940123,1171.9694207712146,1827.7940586784403,2.3646178931788974e-07,2142118.744238439
1110,0.49341298174968057,1161.5566797702677,1833.2079073302834,2.3171729131780343e-07,2129374.8901671646
1120,0.5107509922959452,1138.9606694512402,1834.0419316711677,2.4450696282962325e-07,2088901.626297839
1130,0.5015938120786464,1194.0513899489433,1841.4830056922124,2.281189880707498e-07,2198825.3425141443
1140,0.4960923522226442,1185.1894734972707,1826.8642661605727,2.2912288308528434e-07,2165180.297761827
