temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.364308185414297,923.352683570283,2335.1573556420885,6.327449941758248e-07,2156173.8108910085
30,1.328833991474895,927.2548525382003,2343.919562343375,6.114048935087961e-07,2173410.7881421093
40,1.312816754632232,924.7097712931176,2336.911778099397,6.075140781761887e-07,2160965.155858486
50,1.2698336164313249,912.6996748316495,2331.7579712856764,5.966717195868315e-07,2128194.7421785435
60,1.2306505747324827,922.7862203306307,2327.426951746058,5.730039278122949e-07,2147717.519897386
70,1.2127270303739892,913.8459611432871,2334.743701975254,5.683957844858846e-07,2133596.1023548124
80,1.234261186663508,925.5267325431901,2333.4017072395504,5.7151626357038e-07,2159625.6578121223
90,1.1927335929407192,881.6155344009126,2335.7960884652052,5.792009831131845e-07,2059274.116783813
100,1.1898717851968807,921.579280968433,2345.2353532722423,5.505300530317361e-07,2161320.310570382
110,1.181367149888145,2258.6131615379018,2323.17798691906,2.251440902921455e-07,5247160.377850517
120,1.1681441789422833,2301.2842456995472,2313.1088167485723,2.194472388640567e-07,5323120.878572211
130,1.1242883652743134,1458.9069541504607,2314.2879625215774,3.3299117623940597e-07,3376330.80242943
140,1.1194391787175848,1032.3901049220424,2303.265382382773,4.707742377703537e-07,2377868.3897814592
150,1.1607592267349456,890.0544406791291,2292.442864404007,5.688883666113299e-07,2040398.9514659692
160,1.1672218149248832,891.1566801438348,2279.1620698573483,5.74677402512528e-07,2031090.5036838255
170,1.0959107253043476,894.7538252662979,2267.7059891940535,5.401132934393812e-07,2029038.6084106734
180,1.119670150228378,890.9071341116053,2259.4742637375452,5.562246926913515e-07,2012981.7409053459
190,1.1060497419479627,936.8909666399456,2273.689309034151,5.192236758850568e-07,2130198.974579916
200,1.0570646737577218,888.9762639976294,2243.3691265606262,5.30042453031732e-07,1994301.9048974905
210,1.065611016485073,1037.119786746822,2241.2339877281597,4.5844008228261154e-07,2324428.1154023586
220,1.0670897495979466,1020.7270329953335,2249.386495135878,4.647584000050412e-07,2296009.6032398166
230,1.0497457005414794,1042.9133140044053,2250.649937502918,4.4722692493757016e-07,2347232.7849849756
240,1.0380318043016983,1065.1606455415067,2238.61949653863,4.3532666133962403e-07,2384489.3880548896
250,1.0021500707376823,1060.6395777558228,2232.56097032581,4.23215538471846e-07,2367942.5248804973
260,1.0091053939857224,1072.922401333458,2235.79304291967,4.206652273628203e-07,2398832.4404940116
270,0.9793235001440346,1090.3974709552208,2220.0758353970177,4.04551234547236e-07,2420765.076245707
280,1.0079403291335842,1084.0460688047822,2214.7622620941115,4.1981694948964334e-07,2400904.323560308
290,0.975670461255689,1119.2342799534167,2207.271074913584,3.949357800648422e-07,2470453.4521929095
300,0.9798941378388999,1140.6757303849292,2206.3255812681787,3.893564358251102e-07,2516702.0438800333
310,0.9606448122082818,1149.7906262545973,2199.909456267925,3.797862799892157e-07,2529435.271425708
320,0.9356941303340442,1165.2567272943131,2197.2698970349647,3.654507692548463e-07,2560383.529201275
330,0.9440162586672108,1156.8770180293154,2223.826330202669,3.6693692105078564e-07,2572693.5734999394
340,0.9628416382908365,1147.374183419927,2185.9789117553364,3.8388736776115525e-07,2508135.7688484597
350,0.9201258938364695,1164.404681146081,2202.171823533246,3.588327788082611e-07,2564219.180010113
360,0.8996376337650992,1166.8416822444242,2195.405162267343,3.511890763530016e-07,2561690.252748119
370,0.8948765408286466,1200.0769321326063,2190.32300115459,3.4044414659422347e-07,2628556.107605084
380,0.8872009367655437,1220.871030975887,2193.9944971815385,3.3122008850192766e-07,2678584.3237294476
390,0.9132408289519967,1203.7274305908743,2185.117591927476,3.4720210438869457e-07,2630285.9844697793
400,0.8561105676048565,1227.293649012294,2189.2474816792273,3.186298889924941e-07,2686849.530381074
410,0.8495742425086931,1238.9170696657236,2177.39279117474,3.1493600894848464e-07,2697609.0963534797
420,0.859472510558827,1230.6843729051734,2164.3298634361736,3.2267242490332217e-07,2663606.940742887
430,0.8473461436635118,1257.4355707936322,2165.440248890774,3.1119234903682854e-07,2722901.5953834755
440,0.8335396897675428,1214.5163582602775,2172.4318619473584,3.159197314682427e-07,2638454.0335408994
450,0.8436952026390683,1200.6377878555372,2160.312290323452,3.2527975590850395e-07,2593752.569331079
460,0.8328378664053079,1202.0231318777257,2173.9610158899845,3.187101433137526e-07,2613151.4289001613
470,0.8310383305641568,1211.4379232181568,2159.0555792421314,3.1772842390137114e-07,2615561.807029662
480,0.8079398798911951,1204.7593327999355,2151.645534831077,3.1167934285797835e-07,2592215.0389650487
490,0.8225852040323266,1220.9524216486109,2178.1421968770514,3.0931139830145744e-07,2659407.9899720615
500,0.7934007284137058,1202.3228470599306,2161.221523596808,3.0533192163370376e-07,2598486.0153781152
510,0.8231200085873199,1208.227564265852,2148.1382244740475,3.1714085756764403e-07,2595439.81466265
520,0.7593590137479693,1226.6786561139343,2158.9699029540193,2.867277690793346e-07,2648362.2991460674
530,0.7597592069182774,1218.4435526575655,2161.922264216559,2.8842339418362326e-07,2634180.2441815124
540,0.784078844315078,1243.1899895907814,2145.301053107703,2.9399096627876427e-07,2667016.7938820575
550,0.7427598152455905,1245.7062968581306,2137.412568730534,2.7896157149150986e-07,2662588.295851338
560,0.7686101868599378,1198.7729576230035,2121.981392437884,3.0215349874005636e-07,2543773.909833742
570,0.7278433097503972,1214.561414868166,2121.4995056718008,2.8247204849528476e-07,2576691.441250857
580,0.7811106559399154,1197.4820203508648,2108.1143272112704,3.0942072635094286e-07,2524429.0036795563
590,0.7584786176606488,1194.0646353699656,2135.830285284772,2.9740534242318497e-07,2550319.410810691
600,0.722075040095238,1239.7903499287404,2137.545021002298,2.7247007468233365e-07,2650107.689576876
610,0.7589943123119257,1260.443626837801,2134.238569174756,2.82144852081473e-07,2690087.4026677483
620,0.7061414370403077,1199.6880342250472,2119.908630224131,2.776554656416922e-07,2543229.0173303
630,0.7224304958956557,1189.8564374740258,2133.139072978942,2.846310894590458e-07,2538129.2580113695
640,0.7400409675630653,1195.2437935015782,2111.3071484676298,2.9325663500589126e-07,2523526.76538145
650,0.7126275049238954,1200.241231582993,2113.0107834436094,2.809909452485599e-07,2536122.6650685025
660,0.7249715940677752,1178.7652230651354,2117.3012729736874,2.904765095013914e-07,2495801.107332924
670,0.7310586008678089,1187.955572358001,2116.285749801828,2.9078880606399687e-07,2514053.4491789117
680,0.6592996828817151,1189.6052936852464,2112.3707605522895,2.6236737573474824e-07,2512887.4389789337
690,0.7249281279878536,1212.956717457682,2121.9455147236695,2.8165367279893007e-07,2573828.0661632735
700,0.6958197731962336,1198.9371039941623,2108.002261529427,2.753146317493478e-07,2527362.126651236
710,0.6691219007126028,1150.9835085374393,2118.2594205490172,2.7444605803405514e-07,2438081.659855991
720,0.6806104036333503,1167.5509693307104,2112.072487249268,2.760030715974761e-07,2465952.2797846072
730,0.7198491084940184,1155.8250228589175,2097.657236510456,2.9690318335974725e-07,2424524.7233398715
740,0.6760985899816153,1149.2590602681144,2088.13707115159,2.8172999684876974e-07,2399810.4481026893
750,0.6710597921865815,1143.5862677722403,2121.91724573419,2.76543747535435e-07,2426595.423570714
760,0.6533518821989827,1151.2651874235241,2111.2836460298827,2.687974785203765e-07,2430647.3624508143
770,0.6781359885074795,1129.1957019873435,2102.6763432684393,2.856111434025349e-07,2374333.0894891857
780,0.6554620480895625,1158.8737738267382,2105.616494174196,2.686161635765233e-07,2440143.7328354763
790,0.6125425124789059,1113.168525581959,2092.4194639285197,2.6298232826647494e-07,2329215.4895603037
800,0.6275579591485133,1135.7305122600844,2088.8189940037805,2.6453171067997074e-07,2372335.4660785077
810,0.6219894158356852,1112.5701971229066,2098.1897076086616,2.664469909825627e-07,2334383.3365954226
820,0.6044736352054022,1127.6189128437934,2107.086728254605,2.544090758087257e-07,2375990.8457820434
830,0.6124637635413507,1110.5515706522747,2084.165119339223,2.6461200579328225e-07,2314572.84678086
840,0.617158808033045,1130.429863107898,2084.489588384665,2.619109038887997e-07,2356369.2800475154
850,0.5776569086192205,1096.4073484692105,2090.142719292295,2.520705403979138e-07,2291647.8367814906
860,0.6120561707455461,1116.1270686971409,2086.7542258234994,2.627884893009604e-07,2329082.877159754
870,0.6023951358369469,1096.9211673791513,2082.7536489037166,2.636745024748041e-07,2284616.5639186515
