temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.3146274786822358,938.2352694530023,2326.319361828382,6.023121387716956e-07,2182634.8732787883
30,1.297816506344584,927.4343841541228,2319.504363577625,6.033021964722226e-07,2151188.100977415
40,1.277167129108846,897.9682889241109,2300.148907471721,6.183448953722705e-07,2065460.7787130445
50,1.2639144675396594,924.9725538568259,2293.830647294783,5.956998459083339e-07,2121730.3919433113
60,1.2044269576199513,878.3064663830589,2306.263074883811,5.946008716786919e-07,2025605.771850928
70,1.205190206267544,949.2448929446329,2319.4446935434867,5.473855179416308e-07,2201721.0298136836
80,1.1752050335295114,959.4611578913537,2302.82273441385,5.318947905522547e-07,2209468.967179246
90,1.2042446491843548,938.5366681321927,2292.7906754466867,5.59627533531274e-07,2151868.121258293
100,1.1890951338265738,970.2711894208398,2310.169085533382,5.304930493526742e-07,2241490.5063837282
110,1.1553940443506732,2321.5881563226444,2301.8717561042467,2.1620404793152994e-07,5343998.206345226
120,1.164260832512076,2289.6202891460744,2286.9291551227166,2.2234845257757943e-07,5236199.393408662
130,1.1711663558379108,1528.0085515833553,2289.042970731622,3.3484117527476544e-07,3497677.2342196866
140,1.145729627064713,1066.5873401466588,2289.6789838509753,4.691493522970053e-07,2442142.6171753164
150,1.136911040280682,928.1565592218589,2270.201242825136,5.395614195444572e-07,2107102.1742817657
160,1.1041859420674949,925.9546285807459,2264.025354283436,5.267095836750244e-07,2096384.7560229106
170,1.0682495565715295,924.201730262113,2235.7280655045965,5.169957409178591e-07,2066263.7465349147
180,1.0722261583437713,933.1826982374168,2240.0424735398396,5.129363380765928e-07,2090368.879624325
190,1.0826493568492066,957.0621829179236,2229.1840285840676,5.074599162412314e-07,2133467.7325224387
200,1.0487328905992475,905.2326914016776,2232.254519741209,5.189923401323472e-07,2020709.766798894
210,1.030755877294549,1059.2921982849364,2216.9693831940253,4.3891492666886585e-07,2348418.3714539986
220,1.0168319478201542,1046.2977105076586,2221.9243191521487,4.373857659369709e-07,2324794.3280501813
230,1.0256742822639264,1021.2954041288339,2210.91970343883,4.542397315393054e-07,2258002.1320199613
240,1.0398976892393137,1115.407117958895,2204.304712980072,4.229466333605607e-07,2458697.1670083115
250,1.0201229571639634,1080.1868334225292,2208.1217326441883,4.276915104540169e-07,2385184.0221963944
260,0.9822182416445963,1055.382459753312,2193.602765969046,4.24267864894694e-07,2315089.8828700804
270,0.9644161162341298,1100.2260952529646,2190.456192387371,4.0017314995576477e-07,2409997.063373034
280,0.9731385487395179,1126.827297951603,2187.7805138546973,3.94742209105158e-07,2465250.804938058
290,0.9543015379565193,1124.039880194762,2183.584743900213,3.8880680047178564e-07,2454436.3339287057
300,0.9626331750618522,1135.8187964080207,2189.304241429747,3.8712004067084853e-07,2486652.90847171
310,0.9740002698560275,1165.5603324081176,2190.479877728033,3.8149166221437377e-07,2553136.454417979
320,0.9148233374540871,1143.5743616489958,2162.135602607007,3.6998992384786016e-07,2472562.841549875
330,0.9148061874908925,1144.5928863039485,2179.148523014454,3.6676781647640517e-07,2494237.8976421
340,0.9158696718242164,1121.4880519321716,2169.146293291527,3.7648717265880117e-07,2432671.6508194054
350,0.9182126439298504,1182.663323342393,2178.9563570979485,3.563145921091886e-07,2576971.7667034934
360,0.918672877285482,1196.4574103021987,2144.507736752728,3.580436973996316e-07,2565812.173088198
370,0.8906366207758948,1195.7879064887895,2168.8363272336746,3.4341527811004897e-07,2593468.251259591
380,0.9194947242057451,1174.303120557955,2149.8816953588216,3.642121794462659e-07,2524612.783690291
390,0.8391916653626934,1211.7438349468102,2137.399226438017,3.2401468608634427e-07,2589980.3354563485
400,0.8283230603986608,1229.5226109707555,2163.472638947632,3.1139513647679933e-07,2660038.527802683
410,0.8898992459330348,1247.1403023107523,2163.01133583111,3.2988816052114183e-07,2697578.6112699946
420,0.8266358102700628,1207.375027909872,2150.2881154712404,3.1840169534028347e-07,2596204.173431355
430,0.846507844715666,1240.8159487202756,2135.381415202186,3.194832998652432e-07,2649615.316583745
440,0.8427435900678654,1235.7544249458072,2165.348904424287,3.1494549398656474e-07,2675839.490193868
450,0.8095952318369913,1246.8532598124864,2147.5419729259675,3.0235067041933234e-07,2677669.709526881
460,0.8433261894718053,1252.2532595240764,2140.4934944990473,3.146223021145362e-07,2680439.9554765127
470,0.8340940595400375,1262.5945373394973,2132.5812813824823,3.09774403405142e-07,2692585.4763059877
