temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.3017498092933115,931.8906591928164,2235.1122468006897,6.24975835692937e-07,2082880.2250410318
30,1.2236992528688693,971.2043563730156,2253.1192106133362,5.592164041796632e-07,2188239.192775402
40,1.2884269269509188,909.9987620969493,2243.659473594505,6.310474956554258e-07,2041727.3435380927
50,1.2330251221831514,943.2958391107676,2256.067014534626,5.793913545912384e-07,2128138.6275655646
60,1.1988454093960217,893.5161554155935,2259.9005070927574,5.937060243549481e-07,2019257.6127192709
70,1.1868729596187828,929.3741748512723,2248.3368040556506,5.680051396665078e-07,2089546.162056967
80,1.1653294946847987,952.847695168645,2244.696468556199,5.448382979456905e-07,2138853.856416971
90,1.1833104139812594,926.9194707972285,2267.4372338728363,5.630168694802167e-07,2101731.720887341
100,1.1512401492834712,953.3136166909284,2253.801417415138,5.358145258899734e-07,2148579.580539166
110,1.1298445130651913,2410.5064916310357,2251.033076980214,2.08222903865713e-07,5426129.844936991
120,1.1463577094392385,2344.4302245413496,2236.3354458027834,2.186481952269463e-07,5242932.411353199
130,1.1191104995544503,1528.620012103961,2219.2952202827055,3.298817969569288e-07,3392459.0864908122
140,1.0812102942138,992.5214419073139,2221.747793237646,4.903153805284734e-07,2205132.323298621
150,1.0901078712475059,953.327709541425,2181.0535363625804,5.242771538676861e-07,2079258.7722077637
160,1.0713042157217154,951.8524286282674,2188.473563228879,5.142826663558645e-07,2083103.8761481664
170,1.067989068089658,956.1122409692133,2181.871016992726,5.119515420718014e-07,2086113.5875626917
180,1.0406479030910585,895.995261316651,2189.634549748813,5.304280271394692e-07,1961902.1805901548
190,1.0311758622273064,937.0021663754125,2169.6954173530426,5.072164986965717e-07,2033009.3064346055
200,1.0167929024614952,952.6626494317725,2164.2409442580242,4.931599032009569e-07,2061791.5119655703
210,1.0467980049023877,1079.268165891041,2149.5776399655665,4.512117317969424e-07,2319970.7169260294
220,0.9734397457829316,1082.0098359509057,2168.9331157038064,4.1479327461546863e-07,2346806.9647111623
230,0.9798262260983968,1066.9852079079647,2157.3908290046597,4.2565901209855565e-07,2301904.102224273
240,1.0029501959486606,1080.4266188822546,2158.278896511184,4.3010701684915906e-07,2331861.970762502
250,0.9770796351811292,1128.3820347366388,2131.0465567670626,4.063318455653089e-07,2404634.6498433263
260,0.9777016541709834,1099.2328313363564,2151.084303104939,4.1348449382574316e-07,2364542.488945235
270,0.968749269699639,1082.8616037664433,2151.9290458272785,4.157291581791635e-07,2330241.3377561187
280,0.9632990113658851,1161.9795913735843,2149.764557206487,3.8563080216641237e-07,2497982.5417322083
290,0.9746608119463137,1126.9349472783038,2134.7659733415794,4.0513931175813883e-07,2405742.3796192096
300,0.9398458262388208,1144.0104560968332,2117.5443968710847,3.8796638541528693e-07,2422492.931269783
310,0.9404949685365772,1164.3345033708492,2130.4929064154585,3.7913913649850666e-07,2480606.40012636
320,0.8791851740144042,1167.863840691826,2118.534545747503,3.553469511526005e-07,2474159.891234992
330,0.9020264102738605,1200.9274507968526,2132.815421554748,3.521674470363705e-07,2561356.587227958
340,0.8718579873123325,1194.1517024543869,2110.5678666871163,3.459289643966211e-07,2520338.2111499435
350,0.9032997494288497,1200.299310047026,2106.0783998755996,3.5732861768489967e-07,2527924.450275627
360,0.8948268088566277,1203.5502792073958,2096.0093108188976,3.54716623270988e-07,2522652.5912573854
370,0.8650939272186884,1200.9568781992566,2107.429963058987,3.4180837457559954e-07,2530932.509458896
380,0.8687624248220694,1255.5832056713416,2093.1491573329154,3.3056384663924914e-07,2628122.928912329
390,0.865170396376795,1232.8436801510277,2094.762247764837,3.35010870357162e-07,2582514.3985758405
400,0.778237169510322,1262.3797870388057,2105.785670235963,2.9275732569558485e-07,2658301.265941844
410,0.7877945565758144,1265.4369570013932,2087.5007165823513,2.98226223198201e-07,2641600.554530198
420,0.8282025763327884,1235.5700286536928,2092.080772726094,3.203987138115677e-07,2584912.3003030196
430,0.7916015169980527,1234.3210830904638,2096.4961075959623,3.059034748297838e-07,2587749.34622279
440,0.7589373565649308,1217.296886253683,2090.511811567318,2.982337527992474e-07,2544773.518897442
450,0.835519831889396,1266.7646941405233,2103.8868648689463,3.1350063862293834e-07,2665129.600881975
460,0.8016239482056745,1240.9288916544745,2079.0850566577606,3.1070735227715954e-07,2579996.715013695
470,0.7794144192938215,1257.1451280650472,2079.36193344694,2.98162437569087e-07,2614059.7241167375
480,0.7894668843385526,1232.2383460960964,2063.3741983465466,3.1049971248523547e-07,2542568.809547907
490,0.7987175525949424,1251.380275464376,2056.984616135976,3.102936439866004e-07,2574069.9755662214
500,0.7674922261382703,1282.5418638049564,2077.356577020223,2.8806559127687533e-07,2664296.7760790014
510,0.7700176364666461,1247.097284126463,2067.2528038167716,2.986804171986525e-07,2578065.3572427114
520,0.7599665588173824,1255.9634502547804,2066.2312050350242,2.92845506770594e-07,2595110.8732998814
530,0.7447319485756764,1269.224176514659,2052.0891721242665,2.859337502004195e-07,2604561.18962407
540,0.7331873667002196,1231.2805928235562,2062.9353941266945,2.8865049840106765e-07,2540052.315037013
550,0.7302749107482347,1266.5930541388411,2072.0898533981463,2.7825353739861314e-07,2624494.6158656618
560,0.7426305333245419,1247.9337236986926,2061.8895950479377,2.886129894016828e-07,2573101.5602037623
570,0.7133499133486256,1263.8092961506468,2054.456304291058,2.747414325880503e-07,2596440.9758983413
580,0.7338271464117054,1260.0590246929764,2039.7807311519348,2.8550873478421495e-07,2570244.1186828334
590,0.7211790682356669,1233.739884514358,2055.7004312385247,2.8435422221642554e-07,2536199.6126323333
600,0.695122260917971,1242.0380746184885,2060.282611880299,2.716436080222364e-07,2558949.4484297573
610,0.705548612432311,1258.520628445814,2055.4813556680883,2.7274265372308093e-07,2586865.6874940563
620,0.692248132686664,1215.6805398132708,2030.812774939047,2.803964052128534e-07,2468819.570497587
630,0.6815326504309491,1229.1026208563173,2061.619239729597,2.6896146601684507e-07,2533941.610759456
640,0.7058959077092855,1223.8518386588287,2020.4168270201242,2.854768149068424e-07,2472690.848605816
650,0.7130158993146005,1267.7123415631652,2006.7164107697297,2.802802482621399e-07,2543939.1599501246
660,0.6710964663430853,1188.5668357677323,2027.963850207563,2.7842045239351994e-07,2410370.5764925503
670,0.6770012760437488,1189.4863103654723,2028.9261282641924,2.8051998314059203e-07,2413379.854313077
680,0.6719851930097991,1200.574840439949,2031.3647166432254,2.755386719751626e-07,2438805.3705592826
