temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.2167367442060655,957.3077172928918,2171.5906488569212,5.852846047875147e-07,2078880.486951809
30,1.2358605671843372,969.8497265911385,2170.733480882135,5.870276028962858e-07,2105285.272935769
40,1.212861196467168,950.444778608038,2171.510552448065,5.876547736816283e-07,2063900.8662665193
50,1.1814632592222267,953.4393276188566,2154.392943279241,5.75177966348472e-07,2054082.9592669692
60,1.177352656439667,978.456779343027,2177.7856315695185,5.525222774409979e-07,2130869.115165031
70,1.1316113744749567,944.8838632339555,2155.1757499011255,5.556946048161625e-07,2036390.7885147126
80,1.1161343543594489,947.1332244300665,2174.4071182634666,5.419566420505132e-07,2059453.2251445663
90,1.1334169002063363,965.7493938285847,2167.2746274415576,5.415160000472503e-07,2093044.1577117562
100,1.1079623063053814,947.7156468677935,2172.780071230833,5.380605676072846e-07,2059177.6707079792
110,1.1133576148118498,2399.4974042605963,2168.694802650532,2.1395180793207487e-07,5203777.549593397
120,1.0566470644751063,2400.0943506664235,2146.8707862626934,2.0506697723688493e-07,5152692.4457198735
130,1.0753839873607787,1555.6235351381104,2142.456679908008,3.226613980022983e-07,3332856.034278754
140,1.0546686829989524,1067.9429123185603,2150.6842649818127,4.591888721211306e-07,2296808.0174223795
150,1.047609284953149,1000.3736189310887,2130.3395728669802,4.915732861615565e-07,2131135.508061051
160,1.0581479981473092,966.5153011638635,2108.342996215511,5.192738053155208e-07,2037745.7659439568
170,0.9976289287539738,943.1505439726016,2105.678427901923,5.023379241872063e-07,1985971.7547070712
180,0.9786079952424738,972.4134617656651,2103.742509963233,4.783714082533494e-07,2045707.5367769366
190,1.0182771705458304,979.4919379079358,2088.46876471471,4.977796718900061e-07,2045638.317610604
200,0.9880281173699222,970.6851053749269,2061.474698131495,4.937566177904407e-07,2001042.7845835162
210,0.9962681700130048,1080.7251871560443,2081.4132081782136,4.4289693603274823e-07,2249435.6789574623
