temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
20,1.2892106504081144,910.8163046522935,2291.757971058694,6.176242474104715e-07,2087370.5263571173
30,1.2864504293619288,928.4979340562535,2286.713338699223,6.058992144444888e-07,2123208.6107611065
40,1.2559166969819304,881.9172280346401,2300.717012988091,6.189702900127029e-07,2029041.9705865942
50,1.20867809635632,904.5302393184933,2281.9211234639197,5.855809406889093e-07,2064066.6599127443
60,1.1905444172485884,892.2783093868902,2267.3609355153462,5.884703789537334e-07,2023116.982311511
70,1.2075630245142566,933.2769931243424,2258.504733721695,5.728992338698529e-07,2107810.5068448773
80,1.2135441231542254,958.9992854400521,2261.141543914826,5.596410187720371e-07,2168433.124893134
90,1.1630680232092077,954.454380858055,2286.025716245617,5.330510809195471e-07,2181907.259624802
100,1.1994897057557465,932.3023306700771,2269.6675735668623,5.668622055615207e-07,2116016.3686826844
110,1.1481666138446385,2347.500751019566,2283.21723862779,2.142160168481171e-07,5359854.182419556
120,1.1571479502970243,2329.698809571665,2269.0431296824563,2.1890030246821405e-07,5286187.078087984
130,1.1217196387010264,1473.4174658282686,2242.6210828322887,3.3947094483620865e-07,3304317.0726797986
140,1.1061210632688572,1077.5278207649822,2243.1601448741762,4.5762937130005517e-07,2417067.4625331326
150,1.1078441754430706,923.3040028746004,2246.9858330366706,5.339906171896019e-07,2074651.0140452764
160,1.089636208637746,927.2260731910344,2216.2667120357487,5.302416859926319e-07,2054980.2805449122
170,1.0508194827487358,922.5985922944112,2192.5654900220225,5.194727304959444e-07,2022857.8346076238
180,1.0659040906902546,966.8604133363731,2212.9592733442746,4.981738518017758e-07,2139622.717722205
190,1.039424558674671,934.0081924772412,2196.854728808898,5.065717290551332e-07,2051880.3143898787
200,1.0644336371640863,898.6739545336918,2180.095697689292,5.433014664712505e-07,1959195.2219043241
210,1.0682951265237526,1045.649615293861,2197.6076040577163,4.648950435794386e-07,2297927.5457498147
220,1.0068153121740417,1029.4232789997286,2187.5875955895976,4.470852836726822e-07,2251953.595750976
230,1.022433978126263,1064.4924973770117,2171.840409521485,4.4224686150820164e-07,2311907.8214358375
240,0.9827592038213615,1115.290652577969,2175.006324322948,4.051338520776631e-07,2425764.22281535
250,1.0156488520757474,1079.0479635405652,2189.2398253265787,4.2994162402146653e-07,2362294.7752205473
260,0.9755825062651711,1089.4301701389868,2155.7969775459505,4.153906790571202e-07,2348590.2680329983
270,0.9818105711653778,1112.905626314298,2161.606274579073,4.081246005141227e-07,2405663.7848553397
280,0.9750686784071246,1109.6840104941261,2152.3269609494796,4.082513522107058e-07,2388402.813921053
290,0.9604434835372643,1101.3734341045817,2149.4050777555913,4.057130216892475e-07,2367297.651769501
300,0.9219033159511708,1141.9735836363684,2163.3447701345995,3.731673007906566e-07,2470482.579791604
310,0.9646571552754385,1151.8396624268782,2148.088370385914,3.8987807867380683e-07,2474253.383408414
320,0.9403853856746799,1170.524502937979,2151.58271407343,3.7339398309305555e-07,2518480.286920749
330,0.9014972391071426,1156.3899802653978,2143.457160271579,3.6370165141358e-07,2478672.383266177
340,0.8822928304337634,1167.4853422576966,2141.658613872098,3.5286701943689895e-07,2500355.0398156107
350,0.9015826051295596,1212.8397286455895,2136.895031716808,3.4787155623864204e-07,2591711.1904115216
360,0.8822460092265936,1190.9306486108017,2134.4014114224137,3.4707803590455043e-07,2541924.0573011055
370,0.8554409264076193,1203.631369481629,2125.4972092171424,3.3437668440594493e-07,2558315.1167594097
380,0.8831645849467528,1177.22313364924,2130.7338502137277,3.520899689508577e-07,2508349.180121115
390,0.8771301352743032,1242.7257293888756,2102.818568462129,3.3565022203972635e-07,2613226.7392645706
400,0.865854061130223,1250.6892821722222,2109.715736148569,3.281491834083787e-07,2638598.8596310946
410,0.8440557671920338,1241.2360346228872,2128.607084000923,3.194635131336534e-07,2642103.816215493
