Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
7.000023,101315.907955,101120.864038,101264.652565,101268.928127,101391.640549,101178.081078,101356.081119,101623.444924,101257.416647,100791.457736,101023.595306,102235.602123,102836.779900,100722.253628
7.000123,101432.000973,101248.237853,101325.701727,101307.054346,101418.955722,101268.434031,101306.214980,101374.047436,100963.381424,101160.463821,101882.101854,103029.224212,98946.497581,101465.036456
7.000223,101348.379660,101352.610639,101249.037848,101408.914099,101313.716829,101461.692842,101210.428667,101395.933627,101529.990490,100731.509546,100579.089052,99727.051112,99341.832797,100428.169834
7.000323,101275.448280,101146.050069,101253.822807,101378.132428,101317.713268,101367.218911,101283.786808,101316.068007,101097.888696,101927.581422,100941.833787,100395.215745,100096.475832,102108.369033
7.000423,101231.438151,101253.931215,101370.724334,101358.375197,101384.459545,101299.777466,101091.595927,101221.029312,101303.805900,101833.251030,101019.354417,101885.399223,103589.097147,101055.526640
7.000523,101249.043484,101214.428050,101297.320966,101465.622555,101359.550610,101413.017221,101614.525964,101769.448690,101363.653181,101198.384387,100591.357565,103412.906251,100915.363720,101867.494764
7.000623,101316.010307,101209.838168,101146.412930,101414.956390,101221.214648,101372.330223,101363.453618,101018.030374,101257.097716,101126.716099,100501.737346,103740.751733,102235.616186,100548.838579
7.000723,101293.288876,101463.869475,101295.501280,101408.524128,101430.054842,101534.236239,101166.395536,101132.589553,101319.260680,101539.610308,101415.956178,99536.154397,103324.060153,102126.586590
7.000823,101360.942560,101286.920367,101237.317577,101386.139312,101392.035736,101263.362621,101257.900919,101320.582389,101541.138213,101251.326209,101359.989544,100805.639952,101306.643216,101117.059100
7.000923,101332.831264,101172.315943,101231.767136,101418.548315,101220.309372,101192.376183,101147.779711,101459.185572,101627.021069,101150.724978,101490.291230,103666.560672,102074.478063,101348.426277
7.001023,101453.814976,101173.139540,101415.192395,101384.255205,101552.746212,101276.844953,101340.131503,101653.003459,101271.495177,100716.473257,101000.759818,101600.955465,100985.193127,101273.601809
7.001123,101241.332938,101229.565284,101365.789646,101477.077759,101295.346883,101340.199818,101362.972236,101403.384386,101486.812342,101963.216654,101601.671276,99251.459721,99755.425414,102108.324237
