frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-39.997524,-46.860374,-37.00113
9.765625,-37.203396,-48.002,-33.656567
19.53125,-41.26741,-49.57599,-25.849638
29.296875,-38.31513,-49.375347,-24.574131
39.0625,-38.783363,-43.08073,-26.2012
48.828125,-36.672684,-45.513184,-20.356003
58.59375,-32.42981,-47.50885,-26.409893
68.359375,-29.506987,-41.005096,-27.590237
78.125,-35.431473,-41.284603,-25.551468
87.890625,-35.360798,-41.67261,-21.898329
97.65625,-35.198177,-39.8948,-19.147276
107.421875,-33.716667,-34.61634,-15.061411
117.1875,-29.988747,-31.826782,-16.818384
126.953125,-27.714088,-24.818901,-16.941755
136.71875,-23.129158,-25.27149,-17.85698
146.48438,-17.609325,-23.550236,-12.752352
156.25,-12.064793,-20.748884,-6.648735
166.01562,-5.8978415,-18.70137,-3.9088962
175.78125,-4.417021,-8.114555,0.37090576
185.54688,-6.4921236,-10.129854,-2.39122
195.3125,-0.6977712,-5.4394693,0.7765467
205.07812,-1.1906483,-3.7466369,-0.29259712
214.84375,-0.65888345,-3.4140086,0.2730063
224.60938,-1.0959834,1.1377827,-0.12008019
234.375,0.082843915,-0.020175463,0.018512959
244.14062,0.019031538,-0.010907018,0.062596135
253.90625,0.0111678485,0.028159421,0.061668288
263.67188,-0.1399037,0.030411791,0.05435394
273.4375,0.1759076,0.098782144,0.10489176
283.20312,0.033625826,0.025386063,0.09682573
292.96875,0.035004962,0.04025759,0.0929158
302.73438,0.03247801,0.14895914,0.10396229
312.5,-0.011740905,0.33110106,0.12228843
322.26562,0.029230729,0.22842535,0.099212795
332.03125,0.15081823,-0.036954984,0.088543296
341.79688,-0.024835726,0.30285293,0.0110960705
351.5625,-0.10371453,0.17204684,0.0828617
361.32812,-0.11016534,-0.24135171,0.1354631
371.09375,0.0487042,-0.3788339,0.10513838
380.85938,0.09500771,-0.38190526,0.12102183
390.625,0.037639257,-0.42891425,0.14634097
400.39062,-0.10593915,-0.2995077,0.12128514
410.15625,-0.22129965,0.09602012,0.084002376
419.92188,-0.08173671,0.10808095,0.10826932
429.6875,0.17612335,-0.2299529,0.14086935
439.45312,0.22716329,-0.082527846,0.13445985
449.21875,0.011918099,0.24517559,0.14911772
458.98438,0.059127696,0.13655993,0.1532203
468.75,0.09408322,0.16833358,0.15977935
478.51562,0.08887149,0.065308094,0.17961338
488.28125,0.13802263,0.27157378,0.2089388
498.04688,0.36011404,0.7233923,0.1999956
507.8125,0.3749889,0.6645819,0.14085683
517.5781,-0.20309848,0.039842088,0.1698797
527.34375,-0.17228521,-0.045360222,0.25178346
537.1094,-0.18675834,0.6597697,0.15878269
546.875,-0.4839114,0.23823959,0.20678161
556.6406,0.15506256,-0.13016415,0.17366078
566.40625,0.18974757,0.5522583,0.061997496
576.1719,-0.17293894,0.6613562,0.17293797
585.9375,0.004252018,0.02803391,0.16263278
595.7031,0.388178,0.44865054,0.1309484
605.46875,-0.08680102,0.2483011,0.12955819
615.2344,-0.26642016,0.13387907,0.16772744
625.0,0.07923353,0.20739222,0.09591124
634.7656,-0.06417171,0.28268886,0.2519823
644.53125,0.21499307,0.067178346,0.21818519
654.2969,0.007528876,0.11252061,0.2185175
664.0625,-0.00653439,0.41891962,0.22580895
673.8281,0.3724684,0.26645693,0.18647842
683.59375,0.35433525,0.1813725,0.23447998
693.3594,0.069942474,-0.104964465,0.2989604
703.125,-0.10170329,-0.06448724,0.33694294
712.8906,-0.0090405,-0.0026800246,0.32180235
722.65625,0.17079964,-0.41693926,0.24220303
732.4219,0.17059706,-0.60915637,0.22318411
742.1875,0.010052304,-0.1606416,0.2432057
751.9531,0.0322961,0.35559857,0.22251473
761.71875,0.121195026,0.27291244,0.23608562
771.4844,0.014355386,0.24277784,0.30633238
781.25,-0.09757534,0.47992313,0.30472744
791.0156,-0.17470479,0.40091747,0.25856617
800.78125,-0.1138203,0.023588866,0.21337913
810.5469,-0.059854332,-0.1987747,0.23111919
820.3125,0.028995197,0.14282309,0.28245506
830.0781,0.05890298,0.15078323,0.2761886
839.84375,0.17051093,0.08829422,0.25374946
849.6094,-0.04406064,-0.114189155,0.2953991
859.375,0.4284454,0.3867105,0.27673608
869.1406,0.35171774,0.757865,0.21327856
878.90625,0.22296624,0.112991266,0.18957905
888.6719,0.03008481,-0.17443585,0.23847187
898.4375,-0.1380969,0.522683,0.26729727
908.2031,-0.1759721,0.38081145,0.46959668
917.96875,0.05558953,-0.2170418,0.279605
927.7344,-0.25665885,0.09726163,0.23753282
937.5,-0.20249145,0.44783008,0.19825093
947.2656,-0.36388254,0.22940221,0.2802171
957.03125,-0.3020991,0.702296,0.33360636
966.7969,-0.38239568,-0.5999332,0.38403523
976.5625,0.23722303,-0.54839855,0.2455039
986.3281,0.6653575,-0.0908553,0.31160727
996.09375,0.3294366,0.17925322,0.32174852
1005.8594,-0.18581586,-0.33602193,0.25196472
1015.625,-0.34999552,0.40403527,0.28452796
1025.3906,0.0785116,0.34690914,0.2611054
1035.1562,-0.2771387,0.62951887,0.27087483
1044.9219,-0.15304969,-0.31718197,0.23444417
1054.6875,0.0813549,-0.03229683,0.35276368
1064.4531,0.22678249,-0.74181974,0.46642613
1074.2188,0.099311985,0.38566375,0.36296174
1083.9844,0.050703913,0.9767548,0.37165436
1093.75,-0.0291192,0.3919195,0.4692124
1103.5156,-0.44485834,0.43514764,0.51841855
1113.2812,0.07001023,1.1980438,0.524605
1123.0469,0.14400771,0.54692924,0.36981806
1132.8125,-0.25422508,0.6500592,0.4222453
1142.5781,-0.5147365,0.5493199,0.3114473
1152.3438,-0.0134364255,1.2423242,0.34714237
1162.1094,-0.27479818,0.99798495,0.39554197
1171.875,-0.27252647,-0.091575414,0.47697526
1181.6406,0.13612796,0.35436243,0.28847265
1191.4062,0.08786756,0.44827792,0.42426243
1201.1719,0.44447392,0.18161729,0.5246839
1210.9375,-0.03144204,0.41339743,0.49356636
1220.7031,-0.2689137,0.929633,0.34735358
1230.4688,-0.096875146,0.022856595,0.2600308
1240.2344,0.1805576,-0.1700086,0.372294
1250.0,0.013596267,-0.06955699,0.33471948
1259.7656,0.064314015,0.4995778,0.23594147
