x_norm,y_norm,sigma_MPa
0.882317,0.110864,-0.309863
0.101004,0.534183,1.295290
0.359139,0.282133,-5.950638
0.391451,0.997688,-0.648181
0.006583,0.897595,2.693114
0.956380,0.599769,-1.529859
0.458479,0.844417,-10.650125
0.823823,0.444010,1.853474
0.172602,0.664135,-3.412119
0.774297,0.762440,1.858426
0.072367,0.511746,5.950727
0.342015,0.027313,7.831959
0.500313,0.474967,3.096741
0.814700,0.931531,2.402559
0.737161,0.957933,-1.557970
0.401124,0.209794,-1.636841
0.391208,0.807120,5.762165
0.053949,0.669389,2.744824
0.253395,0.383155,1.113565
0.639311,0.839960,-3.401449
0.785226,0.633907,6.460322
0.579592,0.610874,-5.889484
0.200394,0.565245,6.900374
0.183164,0.586928,3.487586
0.270093,0.956054,-6.213372
0.988009,0.205270,11.924517
0.675901,0.139139,-4.583400
0.441790,0.279269,-2.737850
0.297687,0.785579,2.334897
0.985932,0.598726,-3.268685
0.897804,0.484584,3.225516
0.283798,0.181639,-4.188141
0.795141,0.500092,-7.226032
0.274129,0.062592,-5.440104
0.235506,0.483458,2.181727
0.743996,0.681385,-2.091525
0.640084,0.932694,-2.908570
0.640270,0.616968,-4.800982
0.662772,0.698884,4.510047
0.991201,0.082765,5.560524
0.372012,0.661249,-5.599968
0.195898,0.266506,-0.864549
0.377272,0.359705,0.743971
0.219270,0.487735,5.930950
0.249008,0.587095,0.191113
0.623826,0.904885,5.080832
0.870440,0.813825,-7.687978
0.003635,0.600989,0.593805
0.227581,0.135122,3.424182
0.117518,0.616118,-0.025420
0.257813,0.873513,2.416692
0.529315,0.756513,-1.375692
0.712371,0.909604,-8.552939
0.575171,0.103931,-3.320740
0.979800,0.110829,-0.341243
0.521213,0.944862,-5.814459
0.953384,0.798333,1.615963
0.363441,0.825255,-2.655416
0.963201,0.433595,-13.977945
0.113728,0.098901,1.859330
0.587878,0.047075,0.306745
0.758566,0.885166,-0.126699
0.650822,0.061999,-5.564729
0.615511,0.016955,1.753829
0.944568,0.703590,-4.534139
0.986042,0.488011,0.325075
0.000338,0.245050,4.616272
0.756537,0.460950,2.328051
0.996283,0.337075,1.509089
0.502654,0.353758,3.288795
0.432358,0.341629,4.095106
0.392544,0.451006,1.497192
0.789346,0.674331,0.099181
0.967353,0.140469,-5.846680
0.231838,0.670740,2.266082
0.806017,0.184749,-3.871538
0.745128,0.998640,-0.310101
0.892044,0.710077,-1.591136
0.017489,0.841006,3.886570
0.110501,0.152954,0.602414
0.449595,0.815174,-8.726422
0.907047,0.216763,2.195863
0.943328,0.500335,5.143443
0.161745,0.996043,-9.939126
0.356048,0.275332,-1.765438
0.880705,0.922195,7.408262
0.757332,0.081018,1.443513
0.090523,0.996036,1.160239
0.207524,0.745374,2.462154
0.481395,0.678882,1.274385
0.693366,0.098386,10.756747
0.489630,0.741699,-7.768204
0.288717,0.694151,-9.426571
0.723179,0.520553,-6.497374
0.087283,0.932275,8.824039
0.435326,0.107387,-1.525396
0.261034,0.140908,10.779216
0.154511,0.756331,3.695179
0.570397,0.520293,5.211324
0.399031,0.982099,-2.647340
0.575626,0.039091,4.025443
0.228457,0.167985,5.034349
0.332208,0.487094,9.843713
0.445446,0.366978,5.569032
0.813278,0.286156,-3.592553
0.440328,0.774575,2.158750
0.209663,0.806425,3.481565
0.532486,0.788191,5.760827
0.254050,0.029256,-0.403540
0.164345,0.850029,1.207149
0.813104,0.623527,-1.964398
0.523774,0.527010,-6.164885
0.538212,0.032399,-0.657166
0.214649,0.659734,9.661506
0.652200,0.939479,1.956435
0.201582,0.887797,6.358583
0.373224,0.054765,-2.447359
0.722794,0.717237,7.050035
0.078397,0.439672,0.759039
0.153586,0.024613,-3.707455
0.193630,0.080715,-1.196934
0.389207,0.534965,0.909073
0.610761,0.341346,-3.447115
0.027694,0.651242,-0.784035
0.371996,0.510827,0.417678
0.010959,0.927595,7.643536
0.683900,0.082379,-3.501630
0.631404,0.064204,-2.148175
0.136630,0.262908,1.333405
0.414837,0.887436,2.190796
0.163120,0.360017,4.542951
0.873017,0.964814,4.635425
0.713534,0.291728,-3.474770
0.853068,0.086136,5.638420
0.194629,0.867959,-3.389253
0.125633,0.473503,-3.512058
0.034487,0.128516,-1.589333
0.608006,0.100558,1.162774
0.621316,0.198098,-10.412794
0.623150,0.127010,-1.034182
0.456036,0.250790,-1.281991
0.628135,0.051041,3.263083
0.204398,0.645871,7.189867
0.599127,0.813202,-0.230581
0.781407,0.424300,8.576301
0.512297,0.878716,-2.391110
0.493796,0.908344,5.611092
0.606428,0.677172,6.885213
0.072522,0.002956,1.560798
0.074509,0.081092,4.035803
0.435490,0.909420,-8.974296
0.727258,0.512660,1.448825
0.483739,0.064317,2.566947
0.916683,0.998896,0.441446
0.122612,0.281997,0.603676
0.683960,0.976845,5.389264
0.285565,0.093173,2.084976
0.464721,0.558919,-7.443321
0.856476,0.632167,7.722342
0.352578,0.474386,-1.165611
0.673385,0.551693,-2.561343
0.544862,0.325775,-2.226926
0.053090,0.177414,1.609862
0.424298,0.704985,0.259881
0.333695,0.815725,-3.242604
0.474598,0.063376,-3.530609
0.735090,0.135194,-4.626087
0.582078,0.304465,10.000262
0.737859,0.724903,-6.892139
0.481631,0.201571,6.642542
0.326043,0.824370,-1.559769
0.106161,0.715703,1.317729
0.491544,0.022135,1.253647
0.442289,0.118864,-5.228833
0.719147,0.501488,-6.398186
0.775546,0.776765,-4.753406
0.550309,0.870853,3.554363
0.674374,0.876693,3.912924
0.621319,0.320645,-1.604272
0.108334,0.318983,4.920079
0.579009,0.563533,4.898677
0.726528,0.808608,-3.941465
0.888564,0.811180,6.201562
0.026862,0.621509,-4.620171
0.478233,0.468789,5.516418
0.680496,0.004746,3.692527
0.525381,0.681539,-1.141666
0.553651,0.862355,-0.982201
0.987766,0.897438,-6.660952
0.091192,0.184244,-1.880638
0.069743,0.429995,13.637154
0.603959,0.393840,-7.257278
0.036206,0.174374,-7.343268
0.178644,0.180647,3.563678
0.639635,0.924143,-5.458045
0.319103,0.923501,0.357401
0.280821,0.347974,1.813988
0.204286,0.235957,-8.062509
0.856663,0.098610,-7.482047
0.146361,0.411576,4.905615
