frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-54.36276,-38.108597,-48.879066
9.765625,-54.46306,-38.039116,-44.595333
19.53125,-57.087677,-40.37115,-41.49673
29.296875,-57.775063,-36.492237,-39.83561
39.0625,-55.039097,-40.012527,-44.47468
48.828125,-49.729305,-42.18524,-43.6301
58.59375,-51.866917,-38.20049,-43.380974
68.359375,-53.220554,-31.569834,-44.308228
78.125,-49.541794,-33.181705,-37.937954
87.890625,-48.838768,-34.35165,-37.914093
97.65625,-46.07841,-32.009777,-33.842175
107.421875,-45.347675,-29.283157,-24.987804
117.1875,-40.436134,-29.179886,-26.390131
126.953125,-40.839813,-23.977112,-26.832378
136.71875,-37.330467,-18.494545,-24.306087
146.48438,-34.15103,-15.364766,-18.114683
156.25,-26.438396,-12.593998,-14.763226
166.01562,-25.16008,-8.004979,-13.638346
175.78125,-21.642857,-2.5141244,-5.9948244
185.54688,-17.053324,-1.5665699,-5.2327437
195.3125,-13.144644,0.81055033,-4.026787
205.07812,-10.797577,-1.7146982,-1.8286009
214.84375,-8.8841,-0.5649412,1.5407265
224.60938,-1.6730902,0.3161846,0.28668615
234.375,-1.6082792,0.34076038,-0.078037485
244.14062,1.2217209,0.029835952,0.13995457
253.90625,0.41493967,0.17555855,0.24661195
263.67188,-0.3628592,-0.11798528,0.22894254
273.4375,-1.6863222,-0.12022921,0.14501026
283.20312,-0.04183977,0.11461067,0.17478733
292.96875,0.09155951,0.053061232,0.4452749
302.73438,-0.08900829,0.19640513,0.30981869
312.5,0.14568219,0.18351752,0.09973246
322.26562,-0.45512918,0.10622926,0.14206053
332.03125,-0.18984252,0.16213608,0.22814977
341.79688,0.3683282,0.18706015,0.35900697
351.5625,0.88848615,0.15996048,0.39249802
361.32812,1.0731657,0.11073339,0.2554671
371.09375,0.6418096,0.08936043,0.26467642
380.85938,0.41384315,0.1632187,0.22325
390.625,0.35371011,0.23114619,0.1458624
400.39062,-0.137349,0.2753427,0.27139965
410.15625,-0.08390181,0.30194265,0.3496991
419.92188,0.010424184,0.2390359,0.31434876
429.6875,-0.45862812,0.222166,0.38245067
439.45312,-0.8714205,0.20833829,0.43399203
449.21875,-0.80537105,0.14883658,0.3555146
458.98438,-0.62841105,0.24568246,0.20238546
468.75,-0.039431956,0.2311452,0.41154054
478.51562,-0.16551377,0.21129319,0.3702003
488.28125,-0.20253134,0.2202442,0.37838686
498.04688,-0.68993044,0.25125188,0.8596853
507.8125,0.91279775,0.29125637,0.57551515
517.5781,0.42762253,0.0677625,0.46367243
527.34375,-1.1854233,0.25842813,0.3723881
537.1094,0.22491929,0.2165542,0.3614305
546.875,-0.61700284,0.42231157,0.097721785
556.6406,0.068858236,0.36357984,0.25794908
566.40625,-0.9493601,0.16945899,0.31620625
576.1719,-0.2043665,0.34110215,0.43675664
585.9375,-0.16050836,0.4171817,0.24853823
595.7031,0.037257377,0.24576515,0.31118852
605.46875,0.0063064178,0.1797326,0.2788394
615.2344,0.28318363,0.22139561,0.6567755
625.0,-0.40220705,0.3478745,0.5210023
634.7656,0.06304059,0.40784374,0.3141817
644.53125,0.14767528,0.39346087,0.32234702
654.2969,-0.15296629,0.28215182,0.24376078
664.0625,-0.18134728,0.40457064,0.30013895
673.8281,-0.59556234,0.33582464,0.47421014
683.59375,-0.6632122,0.1624403,0.36366552
693.3594,-0.9900541,0.2023128,0.35677665
703.125,-0.7162171,0.23386535,0.37891072
712.8906,0.023454987,0.17580417,0.31852585
722.65625,0.49706027,0.19153428,0.45852277
732.4219,1.1137748,0.2656885,0.5877234
742.1875,1.0677805,0.21794689,0.56409734
751.9531,0.33541873,0.14871502,0.63896155
761.71875,0.28977272,0.16125667,0.6784862
771.4844,0.013185431,0.19204697,0.66764045
781.25,-0.24274947,0.21933466,0.6033131
791.0156,-0.29504037,0.2484072,0.5145614
800.78125,0.115831755,0.24713479,0.7188177
810.5469,0.31580094,0.29068944,0.83037233
820.3125,-0.44635212,0.39036196,0.71205187
830.0781,-0.07837326,0.3917374,0.51346177
839.84375,0.39178327,0.48254696,0.62543154
849.6094,-0.58675843,0.51704544,0.65474635
859.375,-1.6850532,0.428413,0.5232903
869.1406,-0.4866454,0.28530514,0.7425961
878.90625,-1.0401665,0.40019983,0.65939695
888.6719,-1.2914795,0.55235726,0.5279727
898.4375,0.30694407,0.6977728,0.5977806
908.2031,-0.94339424,0.64841545,0.6610708
917.96875,-1.7009766,0.29607186,0.7077745
927.7344,-1.1484102,0.43051496,0.7257378
937.5,0.45528066,0.5021275,0.64516616
947.2656,-0.13293026,0.3633027,0.7202877
957.03125,0.45853817,0.4982638,0.7671914
966.7969,-0.040333264,0.5240457,0.5203455
976.5625,-0.18284926,0.4339616,0.76577455
986.3281,1.851538,0.6872615,0.9001046
996.09375,-0.4947123,0.4007843,0.8325433
1005.8594,-0.11817546,0.68669444,0.43587637
1015.625,-0.08564106,0.4695702,0.6622502
1025.3906,-0.10052052,0.5498167,0.6503173
1035.1562,-1.4022936,0.51503605,1.1072869
1044.9219,-0.531322,0.25231305,0.9065554
1054.6875,-1.5494099,0.4147119,0.8189232
1064.4531,2.2394009,0.6348648,0.7285167
1074.2188,-0.38128796,0.20545745,0.13793287
1083.9844,-0.85763276,0.55471355,0.5953821
1093.75,-0.3386313,0.43550685,0.9277556
1103.5156,1.3352692,0.46292695,0.54040563
1113.2812,-0.23877986,0.7496244,0.7047489
1123.0469,-0.91506803,0.5890937,0.47131282
1132.8125,-0.80409205,0.63303405,0.9713995
1142.5781,2.064949,0.4936061,1.0939287
1152.3438,-0.63518035,0.45739484,0.8068681
1162.1094,-0.057667866,0.61369985,0.69639975
1171.875,1.3895228,0.54820985,1.1458666
1181.6406,-0.6656012,0.57774967,0.86739564
1191.4062,0.06336255,0.63302463,0.6989494
1201.1719,-0.0138983885,0.67568964,1.1169283
1210.9375,0.3397044,0.6123381,1.100007
1220.7031,-0.25620657,0.5930198,0.89863396
1230.4688,-1.1615213,0.54248923,1.0987381
1240.2344,0.23128511,0.7129736,0.9883613
1250.0,0.09189912,0.60065395,0.99869424
1259.7656,0.05770869,0.5868772,1.0007826
1269.5312,-0.18829651,0.52370334,0.96664464
1279.2969,-0.028150912,0.47873253,0.90374136
1289.0625,0.56315744,0.5010261,1.072383
1298.8281,0.28703168,0.58964604,0.9470307
1308.5938,-0.37150896,0.5402173,1.0509536
1318.3594,-0.756582,0.49624664,1.1782228
1328.125,-0.51598805,0.4545832,1.2110391
1337.8906,-0.29842094,0.49516076,1.404599
1347.6562,-0.54303473,0.5762048,1.3319038
1357.4219,0.0068859006,0.69230735,1.1362933
1367.1875,1.0626583,0.646482,1.0862463
1376.9531,0.84614336,0.45112535,1.1032706
1386.7188,0.5886738,0.45390007,1.0362064
1396.4844,0.20788774,0.6281737,0.9783607
1406.25,0.06639578,0.68587667,1.1580132
1416.0156,0.087467745,0.67781484,1.4978209
1425.7812,-0.17370835,0.6378161,1.353894
1435.5469,-0.6421205,0.578512,0.9633898
1445.3125,-0.5139252,0.50003237,0.80844784
1455.0781,-0.09925094,0.4661815,0.83075213
1464.8438,-0.3380599,0.57169896,0.98258424
1474.6094,-1.0763837,0.671053,1.0792407
1484.375,-0.7293354,0.6683582,1.3011386
1494.1406,-1.025059,0.7410843,1.5238546
1503.9062,-1.5579782,0.83909047,1.4563818
1513.6719,-1.3503118,0.8265499,1.3549984
1523.4375,-0.27892894,0.77847385,1.3277957
1533.2031,-0.3134429,0.7078409,1.288842
1542.9688,0.08169227,0.6542552,1.0180213
1552.7344,1.0492868,0.680803,1.1389885
1562.5,0.060439534,0.74211085,1.2682357
1572.2656,-1.7075242,0.7967424,1.0659846
1582.0312,-1.569245,0.76293206,1.2430254
1591.7969,-0.6535119,0.70336574,1.5879927
1601.5625,-0.057900026,0.9048163,1.4855478
1611.3281,0.22854275,0.9932402,1.3026409
1621.0938,1.167942,0.8361094,1.058519
1630.8594,1.8482366,0.7990107,1.0758846
1640.625,-0.060854126,0.90272456,1.4300985
1650.3906,-1.1206473,0.8772066,1.3607738
1660.1562,-0.9347561,0.9583784,1.3467729
1669.9219,-1.6595383,0.84701586,1.3707286
1679.6875,-0.36391044,0.77649003,1.5437801
1689.4531,1.6801971,0.7466754,1.8082379
1699.2188,2.117025,0.68814266,1.4784398
