x_norm,y_norm,sigma_MPa
0.971679,0.340055,11.106894
0.893848,0.111110,5.420338
0.470073,0.516686,-1.387037
0.879178,0.272333,4.019609
0.512090,0.200882,0.750785
0.095563,0.795014,-2.399004
0.918926,0.266950,8.476818
0.967229,0.854833,-4.858016
0.515128,0.287081,-8.252143
0.641904,0.476291,-5.140993
0.367229,0.280693,-2.110303
0.618252,0.210083,1.968363
0.783702,0.326071,-4.665321
0.253505,0.401221,-2.735277
0.536998,0.648855,0.364041
0.016037,0.338105,3.325863
0.728962,0.745172,-2.269686
0.217120,0.818056,-2.302394
0.284050,0.982879,-0.853832
0.723600,0.825413,3.491290
0.421471,0.881969,-1.457044
0.502988,0.052198,5.856357
0.816084,0.328740,-3.428468
0.105609,0.467124,3.898862
0.484685,0.766317,3.756248
0.909887,0.310731,-8.537442
0.883551,0.969792,2.617017
0.691096,0.359919,1.173087
0.281681,0.161591,-6.566236
0.488882,0.289224,-2.764950
0.605967,0.974807,-3.108055
0.206013,0.020624,-8.846400
0.478104,0.766860,-10.400831
0.567745,0.039236,3.426491
0.069213,0.193779,-1.087125
0.467872,0.667362,-10.604712
0.733185,0.523400,5.395672
0.325516,0.667773,0.405669
0.483813,0.893773,15.772930
0.198232,0.497102,-4.749544
0.807746,0.489118,1.816136
0.969660,0.104970,4.433674
0.416595,0.105442,3.186954
0.909341,0.888019,-2.364853
0.266966,0.425261,-2.010758
0.898758,0.588749,-10.120946
0.370332,0.670978,-4.937545
0.528299,0.828066,-0.998320
0.034719,0.696693,2.762479
0.001958,0.934545,1.374545
0.210730,0.967467,-2.436903
0.709767,0.903085,-2.538063
0.777366,0.694809,-2.398517
0.758092,0.798327,1.254681
0.875161,0.896874,-5.265559
0.263528,0.804568,8.858026
0.546293,0.639756,-0.658768
0.054068,0.272431,-2.181853
0.198216,0.641461,-6.583224
0.749039,0.234291,-2.718777
0.701798,0.026051,3.607115
0.236415,0.018850,-0.507270
0.626778,0.149245,-7.369119
0.881974,0.024772,1.427447
0.303009,0.508242,-0.877141
0.780275,0.095866,-2.645622
0.743159,0.888114,-0.610964
0.932781,0.748139,-10.033179
0.120384,0.940141,-1.743856
0.232462,0.032525,2.351179
0.315689,0.846510,-3.935429
0.911189,0.766839,-9.034299
0.585653,0.702889,0.815613
0.555881,0.948410,-4.456805
0.979262,0.697948,-5.717310
0.425139,0.791884,11.835724
0.876392,0.251481,-7.268930
0.459105,0.045273,-7.178447
0.321966,0.673295,0.676814
0.330917,0.226493,3.854574
0.310845,0.993709,6.407750
0.721857,0.609928,-4.392059
0.961548,0.314646,-7.025711
0.013876,0.627017,7.570524
0.060505,0.723456,-7.588273
0.323214,0.234001,4.410056
0.002892,0.125187,-1.526549
0.591679,0.434132,5.582986
0.268177,0.303760,7.537116
0.301816,0.678678,2.383095
0.423404,0.731302,-10.660729
0.101464,0.698903,0.109286
0.046425,0.392215,3.214322
0.690348,0.554061,10.648073
0.458707,0.309908,0.601910
0.582923,0.027109,-9.709397
0.870134,0.274070,2.779892
0.142601,0.566525,1.162352
0.886898,0.629617,3.094013
0.021734,0.555534,-7.846275
0.357306,0.082055,3.567235
0.288224,0.409989,3.861626
0.312645,0.985644,12.442827
0.426219,0.678363,-7.089514
0.772564,0.015296,0.885541
0.132343,0.397095,-0.916147
0.881662,0.385061,10.296087
0.885668,0.015484,1.228225
0.298802,0.553714,4.110960
0.614006,0.509238,1.973128
0.976312,0.728187,1.491435
0.377674,0.951926,2.463858
0.156258,0.110330,-1.943517
0.957849,0.526883,7.087420
0.511802,0.038980,3.378941
0.805110,0.224729,0.222098
0.392361,0.828225,-0.696308
0.429241,0.197393,-11.445416
0.146763,0.376285,-2.208103
0.622450,0.378122,3.842566
0.780293,0.485581,-8.620720
0.134062,0.965547,10.630807
0.078195,0.833391,-8.664292
0.638046,0.117163,-1.262248
0.333466,0.814715,-4.875808
0.659362,0.565761,1.327325
0.923911,0.156164,0.564639
0.263573,0.055835,-0.182270
0.456246,0.110644,-2.258389
0.241431,0.656938,1.317437
0.308487,0.079295,-4.281133
0.710124,0.321467,-4.312612
0.506910,0.240410,-3.279671
0.121621,0.218418,2.444519
0.259896,0.423528,-5.179382
0.437025,0.738713,3.710605
0.495916,0.811716,0.686879
0.542041,0.888728,-0.781488
0.822053,0.071940,2.407360
0.768797,0.311000,7.854153
0.182985,0.248854,4.734973
0.396851,0.730973,-8.442111
0.009084,0.776803,2.077823
0.112105,0.776267,-3.864618
0.558933,0.866972,-7.258727
0.657574,0.375273,14.201892
0.481660,0.742979,9.363746
0.235395,0.608713,1.907939
0.308859,0.754477,-0.371781
0.418090,0.439213,-0.509205
0.809089,0.047847,5.824882
0.850590,0.436046,8.088662
0.122676,0.253228,-0.501545
0.373503,0.081628,1.246002
0.405573,0.888606,-3.220182
0.546050,0.789213,0.228697
0.693201,0.338231,5.397140
0.945320,0.427427,-8.585785
0.259747,0.827280,-7.273787
0.165106,0.317271,3.979394
0.814798,0.399184,0.793529
0.305093,0.344990,-1.325469
0.270778,0.257431,-6.681783
0.361231,0.746746,-2.529477
0.115728,0.316655,-5.778350
0.309381,0.120522,-1.128045
0.666268,0.082597,0.154944
0.445280,0.713703,8.040412
0.696403,0.701132,-5.906616
0.030837,0.869180,1.166552
0.422083,0.430576,2.669586
0.699381,0.515477,-0.028690
0.783038,0.468263,-2.646289
0.116388,0.082433,5.334547
0.216217,0.535451,-3.838651
