x_mm,y_mm,z_mm
0.0,0.0,3.545301835779632
6.25,0.0,3.2358736471380385
12.5,0.0,2.787645117788391
18.75,0.0,2.8042801515396545
25.0,0.0,2.4791892618193265
31.25,0.0,2.171058651249992
37.5,0.0,1.9716498734222054
43.75,0.0,1.7029578693717387
50.0,0.0,1.7965524979407397
56.25,0.0,1.7766393524040753
62.5,0.0,1.5483306289885286
68.75,0.0,1.700067486990427
75.0,0.0,1.6529138840401396
81.25,0.0,1.6821563143015539
87.5,0.0,1.9483746696325681
93.75,0.0,1.7578794845533792
100.0,0.0,2.0687050312156408
106.25,0.0,2.0642415752681598
112.5,0.0,2.1923083361757247
118.75,0.0,2.29404208242005
125.0,0.0,2.496284306451525
131.25,0.0,2.7388396390858776
137.5,0.0,2.9324695597838586
143.75,0.0,3.2546539695195467
150.0,0.0,3.482133318523845
0.0,6.25,3.3137410567835963
6.25,6.25,2.9064835600867625
12.5,6.25,2.7482148414191814
18.75,6.25,2.5775997006096363
25.0,6.25,2.18861326419671
31.25,6.25,1.779401572742898
37.5,6.25,1.83373901079008
43.75,6.25,1.6509602094937996
50.0,6.25,1.6015343278202148
56.25,6.25,1.449930894542929
62.5,6.25,1.3401161041280263
68.75,6.25,1.3833140519463516
75.0,6.25,1.382313883320164
81.25,6.25,1.5920356080298894
87.5,6.25,1.613115939318208
93.75,6.25,1.592238499451974
100.0,6.25,1.7762376517649743
106.25,6.25,1.6413174503835901
112.5,6.25,1.974933053909437
118.75,6.25,2.269248468045185
125.0,6.25,2.21551543025741
131.25,6.25,2.2787857797553475
137.5,6.25,2.865328468369827
143.75,6.25,2.7193144520597268
150.0,6.25,3.319698213473206
0.0,12.5,2.854195161218483
6.25,12.5,2.6257863887691864
12.5,12.5,2.342102568750096
18.75,12.5,2.0869947528944413
25.0,12.5,1.9438724089194084
31.25,12.5,1.7212804777667223
37.5,12.5,1.5488048189602008
43.75,12.5,1.5786495555656612
50.0,12.5,1.3708872433501937
56.25,12.5,1.1880940865105525
62.5,12.5,1.11518551268157
68.75,12.5,1.1504132286300206
75.0,12.5,1.1790356650683131
81.25,12.5,1.2863139286501346
87.5,12.5,1.2113969653523915
93.75,12.5,1.3308401309862328
100.0,12.5,1.3666880184888999
106.25,12.5,1.3893082588229824
112.5,12.5,1.5390455526337992
118.75,12.5,1.7173246079812596
125.0,12.5,1.969583481026294
131.25,12.5,2.153589563069111
137.5,12.5,2.3805033488416583
143.75,12.5,2.5818797587102966
150.0,12.5,3.2660624343775826
0.0,18.75,2.8433622629915187
6.25,18.75,2.4917075874263714
12.5,18.75,2.1589798789174104
18.75,18.75,2.1027506484657827
