x_mm,y_mm,z_mm
0.0,0.0,1.9304410684708748
6.25,0.0,1.6617504624234878
12.5,0.0,1.5240145263076583
18.75,0.0,1.4260998918154981
25.0,0.0,1.5012476114580442
31.25,0.0,1.287360261140319
37.5,0.0,1.198487638219207
43.75,0.0,1.2476753434148542
50.0,0.0,1.0025626424555811
56.25,0.0,1.1098552013825895
62.5,0.0,0.9153946407562458
68.75,0.0,1.018529395151624
75.0,0.0,1.020935136382074
81.25,0.0,1.1562035955056873
87.5,0.0,1.1194462758773127
93.75,0.0,1.1087049201769814
100.0,0.0,1.2729440874589302
106.25,0.0,1.1676020273899312
112.5,0.0,1.3450025546584692
118.75,0.0,1.422355989136532
125.0,0.0,1.4406108344348443
131.25,0.0,1.5875239501047451
137.5,0.0,1.7546310589956142
143.75,0.0,1.8049439569553605
150.0,0.0,2.1768827833669446
0.0,6.25,1.658555858288587
6.25,6.25,1.4162156202915057
12.5,6.25,1.5787090194542504
18.75,6.25,1.28398011126644
25.0,6.25,1.1568519635401349
31.25,6.25,1.1374704480831699
37.5,6.25,1.0780105485020726
43.75,6.25,0.997079113244721
50.0,6.25,0.8850473726179866
56.25,6.25,0.8699987523650157
62.5,6.25,0.8327019170734535
68.75,6.25,0.7699098314260641
75.0,6.25,0.9224838929735036
81.25,6.25,1.0237083501958493
87.5,6.25,0.9017159076933914
93.75,6.25,0.9438611791552903
100.0,6.25,1.0240246867582137
106.25,6.25,0.9691267685347981
112.5,6.25,1.1154616281139051
118.75,6.25,1.1761712971527298
125.0,6.25,1.290167681965048
131.25,6.25,1.508746628132009
137.5,6.25,1.596875834457632
143.75,6.25,1.838274439359047
150.0,6.25,2.012634628143652
0.0,12.5,1.4445855566106034
6.25,12.5,1.3691658362254713
12.5,12.5,1.2254822574086728
18.75,12.5,1.1761375767269602
25.0,12.5,1.076952663398678
31.25,12.5,0.8849890730642336
37.5,12.5,0.8263697135854638
43.75,12.5,0.851225804477324
50.0,12.5,0.8034348001073948
56.25,12.5,0.7434429419763134
62.5,12.5,0.6672914056042434
68.75,12.5,0.7237979279806839
75.0,12.5,0.7598750532878662
81.25,12.5,0.6599799934085294
87.5,12.5,0.6807772133475629
93.75,12.5,0.759016863558763
100.0,12.5,0.8164661631044737
106.25,12.5,0.833950596178717
112.5,12.5,1.0091603035664887
118.75,12.5,1.0834103670463668
125.0,12.5,1.1097164036682143
131.25,12.5,1.1776102492017189
137.5,12.5,1.3849384206847632
143.75,12.5,1.523657396573927
150.0,12.5,1.6950414035629586
0.0,18.75,1.4855330641385807
6.25,18.75,1.3271533351859672
12.5,18.75,1.1767279708710092
18.75,18.75,1.0277216962366262
25.0,18.75,0.984297665023764
31.25,18.75,0.7814839231674857
37.5,18.75,0.738771084375033
43.75,18.75,0.7315675472632296
50.0,18.75,0.6615143286699149
56.25,18.75,0.6488329942031398
62.5,18.75,0.6066683836207947
68.75,18.75,0.639297632433441
75.0,18.75,0.5871750251963901
81.25,18.75,0.5225431014050888
87.5,18.75,0.6322858886205226
93.75,18.75,0.5994188903179006
100.0,18.75,0.7677949955438498
106.25,18.75,0.8376145917808145
112.5,18.75,0.7523329118710637
118.75,18.75,0.912710330662558
125.0,18.75,1.014505209567629
131.25,18.75,1.1476941590211083
137.5,18.75,1.2042206163980453
143.75,18.75,1.4844536304204137
150.0,18.75,1.6144211273286713
0.0,25.0,1.4646791372742953
6.25,25.0,1.3243525746551954
12.5,25.0,1.0767929746815676
18.75,25.0,0.9651069336112621
25.0,25.0,0.8492105583651379
31.25,25.0,0.8195188562554702
37.5,25.0,0.6736976956183529
43.75,25.0,0.5922312401830004
50.0,25.0,0.47501868594719315
56.25,25.0,0.5402595814931638
62.5,25.0,0.4350208265270052
68.75,25.0,0.5119021499912154
75.0,25.0,0.5172838873303637
81.25,25.0,0.4576204846326343
87.5,25.0,0.47519494069755247
93.75,25.0,0.5224942963602119
100.0,25.0,0.6024346305087488
106.25,25.0,0.6257559670102597
112.5,25.0,0.7573338221618657
118.75,25.0,0.7419273496911635
125.0,25.0,1.064822624111203
131.25,25.0,1.0383786558842396
137.5,25.0,1.2597129323078864
143.75,25.0,1.3926773633459304
150.0,25.0,1.586117747571047
0.0,31.25,1.237018746353289
6.25,31.25,1.1377066907349531
12.5,31.25,1.0103147603064624
18.75,31.25,0.7834950795265496
25.0,31.25,0.7269041034130804
31.25,31.25,0.6446182101351381
37.5,31.25,0.5564355180093392
43.75,31.25,0.4682178239329222
50.0,31.25,0.473643295654931
56.25,31.25,0.43962485785510297
62.5,31.25,0.3568315589365953
68.75,31.25,0.40012758710512775
75.0,31.25,0.32168638399057825
81.25,31.25,0.3339993115813957
87.5,31.25,0.35559413853852445
93.75,31.25,0.4284422775127175
100.0,31.25,0.5125171368844285
106.25,31.25,0.5304894146700929
112.5,31.25,0.6277273243420667
118.75,31.25,0.6355603930754399
125.0,31.25,0.7934150307569159
131.25,31.25,0.9528830465617322
137.5,31.25,1.1211626597637634
143.75,31.25,1.2826829424958153
150.0,31.25,1.3204683296659827
0.0,37.5,1.2138067133874513
6.25,37.5,1.030451368225848
12.5,37.5,0.964357274453386
18.75,37.5,0.7503472804819181
25.0,37.5,0.6627437646723439
31.25,37.5,0.5247813823239769
37.5,37.5,0.4523516022461027
43.75,37.5,0.3784161387791127
50.0,37.5,0.3477582009575897
56.25,37.5,0.3278259924350748
62.5,37.5,0.25238169285279477
68.75,37.5,0.2740046210805128
75.0,37.5,0.2526227987527347
81.25,37.5,0.24825747857194502
87.5,37.5,0.3100411263090772
93.75,37.5,0.298259249884296
100.0,37.5,0.3666571257591874
106.25,37.5,0.49590810427573834
112.5,37.5,0.5141220297589878
118.75,37.5,0.6625846468588991
125.0,37.5,0.7557309939251293
131.25,37.5,0.7614771013514813
137.5,37.5,1.000597073950396
143.75,37.5,1.1199242113609449
150.0,37.5,1.3738982019982364
0.0,43.75,1.1021441275432562
6.25,43.75,1.0005516389468772
12.5,43.75,0.8916765613235762
18.75,43.75,0.7652705757333973
25.0,43.75,0.6863245016785761
31.25,43.75,0.5510737672732824
37.5,43.75,0.38461201743232565
43.75,43.75,0.38763346431141044
50.0,43.75,0.2547754584619759
56.25,43.75,0.29383709823438076
62.5,43.75,0.2011159628164401
68.75,43.75,0.19511545632803778
75.0,43.75,0.20287857274437832
81.25,43.75,0.20338136276456514
87.5,43.75,0.21329798757445928
93.75,43.75,0.23637688652454578
100.0,43.75,0.29403007455959523
106.25,43.75,0.3962993457325777
112.5,43.75,0.473487058617171
118.75,43.75,0.49996892512677604
125.0,43.75,0.6884374330587659
131.25,43.75,0.7861891176089434
137.5,43.75,0.8445553480447441
143.75,43.75,0.9812725777919536
150.0,43.75,1.1811303600617644
0.0,50.0,1.0421244055110341
6.25,50.0,0.9309750024719541
12.5,50.0,0.7457895933320274
18.75,50.0,0.6115065194095749
25.0,50.0,0.5049689289469632
31.25,50.0,0.4070502194341507
37.5,50.0,0.342668900130674
43.75,50.0,0.27152446470648295
50.0,50.0,0.2179203951933837
56.25,50.0,0.1842874275634008
62.5,50.0,0.153417770815476
68.75,50.0,0.09268223291380187
75.0,50.0,0.09922986081118701
81.25,50.0,0.100527191048703
87.5,50.0,0.1811415950507602
93.75,50.0,0.1890135817955892
100.0,50.0,0.23830694817156767
106.25,50.0,0.2906192673910225
112.5,50.0,0.3833344041952214
118.75,50.0,0.5118492295024047
125.0,50.0,0.6399314283603471
131.25,50.0,0.6915469030004409
137.5,50.0,0.8055595446590859
143.75,50.0,1.1137051131169398
150.0,50.0,1.0990951177239625
0.0,56.25,0.9901378719676074
6.25,56.25,0.8258175914907648
12.5,56.25,0.7106546505867282
18.75,56.25,0.5670184651249025
25.0,56.25,0.5051763033586787
31.25,56.25,0.42596321656265046
37.5,56.25,0.30833741127887493
43.75,56.25,0.23293771491318882
50.0,56.25,0.1886073289131751
56.25,56.25,0.16564673850854042
62.5,56.25,0.11384774126037722
68.75,56.25,0.09559700781275346
75.0,56.25,0.05798838837282102
81.25,56.25,0.09300390452777016
87.5,56.25,0.10049274132443303
93.75,56.25,0.135917574228613
100.0,56.25,0.22808536655893352
106.25,56.25,0.26407909247117584
112.5,56.25,0.3434946511030136
118.75,56.25,0.5048360437503895
125.0,56.25,0.5455874416512514
131.25,56.25,0.6925620981284091
137.5,56.25,0.798864565058966
143.75,56.25,1.0417958224494246
150.0,56.25,1.0939144988981024
0.0,62.5,0.9168801537764245
6.25,62.5,0.8734877147744213
12.5,62.5,0.6732845767566107
18.75,62.5,0.5796500829590109
25.0,62.5,0.4863519426412963
31.25,62.5,0.31996675881621284
37.5,62.5,0.25527132255989465
43.75,62.5,0.2050273003954272
50.0,62.5,0.19574793822510977
56.25,62.5,0.113044279880852
62.5,62.5,0.06660124406272619
68.75,62.5,0.022627113062215834
75.0,62.5,0.04768018846325264
81.25,62.5,0.05929637163395358
87.5,62.5,0.025743556883089172
93.75,62.5,0.09670865568263404
100.0,62.5,0.1707400625841242
106.25,62.5,0.25037301450502486
112.5,62.5,0.34338430657750396
118.75,62.5,0.4160234500194161
125.0,62.5,0.575042239258639
131.25,62.5,0.6853384093650474
137.5,62.5,0.7136775045931238
143.75,62.5,0.8886556606247505
150.0,62.5,1.151800951257009
0.0,68.75,1.0708574411378866
6.25,68.75,0.8454244556787424
12.5,68.75,0.5827662710829631
18.75,68.75,0.5759364027140776
25.0,68.75,0.47017602603166414
31.25,68.75,0.34637289902822405
37.5,68.75,0.2587446207736945
43.75,68.75,0.16905995878613989
50.0,68.75,0.1538779353177669
56.25,68.75,0.09993002241639012
62.5,68.75,0.047257378638657234
68.75,68.75,0.009168532519612724
75.0,68.75,0.03105110912528702
81.25,68.75,-0.030648739388096754
87.5,68.75,0.03465416408036945
93.75,68.75,0.04451238219632275
100.0,68.75,0.10371318021300732
106.25,68.75,0.21527849256294013
112.5,68.75,0.30134587466921847
118.75,68.75,0.41701579984803305
125.0,68.75,0.5138915822969563
131.25,68.75,0.6173260529220898
137.5,68.75,0.7251210791285118
143.75,68.75,0.7499247365793703
150.0,68.75,1.0544706399145547
0.0,75.0,0.9323463197255193
6.25,75.0,0.8231264299896065
12.5,75.0,0.7305821678320846
18.75,75.0,0.5924796006280277
25.0,75.0,0.45268941107868055
31.25,75.0,0.34020681774057715
37.5,75.0,0.27994965725323
43.75,75.0,0.2175389068499003
50.0,75.0,0.13500221649771146
56.25,75.0,0.07480283827756051
62.5,75.0,0.0385679754788076
68.75,75.0,0.026226678531928563
75.0,75.0,-0.009678665583312894
81.25,75.0,0.011759243148464753
87.5,75.0,0.05144507105463657
93.75,75.0,0.03982091307710939
100.0,75.0,0.13998939068940763
106.25,75.0,0.23669996206776214
112.5,75.0,0.2996291898294217
