x_mm,y_mm,z_mm
0.0,0.0,0.6845779670534929
6.25,0.0,0.5563704360913823
12.5,0.0,0.5744585438706951
18.75,0.0,0.4697533365447571
25.0,0.0,0.325294667199095
31.25,0.0,0.3747523516460119
37.5,0.0,0.3579886986448446
43.75,0.0,0.33026663452317573
50.0,0.0,0.38812659589280474
56.25,0.0,0.3547276032306511
62.5,0.0,0.36019206367376916
68.75,0.0,0.3954998900624612
75.0,0.0,0.4642807838743279
81.25,0.0,0.5544854293908811
87.5,0.0,0.6657717334472574
93.75,0.0,0.6841992715685666
100.0,0.0,0.7920901423813789
106.25,0.0,0.8526112326982573
112.5,0.0,0.9480692410854192
118.75,0.0,1.1031828465100249
125.0,0.0,1.2848143448145803
131.25,0.0,1.2558770692875731
137.5,0.0,1.5565331184573454
143.75,0.0,1.713914709896559
150.0,0.0,1.7798404639119192
0.0,6.25,0.6031429490999995
6.25,6.25,0.5160152268666931
12.5,6.25,0.47093627329729565
18.75,6.25,0.46513864514178616
25.0,6.25,0.36605733333683516
31.25,6.25,0.2994233833613115
37.5,6.25,0.2575761751500967
43.75,6.25,0.2103249793486527
50.0,6.25,0.23579673318155678
56.25,6.25,0.26949398525875434
62.5,6.25,0.2604745208014957
68.75,6.25,0.3027157739214935
75.0,6.25,0.42717221082132084
81.25,6.25,0.47727811993773794
87.5,6.25,0.49504310542470853
93.75,6.25,0.567766644738471
100.0,6.25,0.6632499208619392
106.25,6.25,0.7115829455459932
112.5,6.25,0.8404965516609095
118.75,6.25,1.142936166854468
125.0,6.25,1.1826494448009335
131.25,6.25,1.274495885366419
137.5,6.25,1.4451897607359951
143.75,6.25,1.6539152720112509
150.0,6.25,1.9438567642249756
0.0,12.5,0.6031401753447432
6.25,12.5,0.42648082554416394
12.5,12.5,0.37293784930675355
18.75,12.5,0.3157066348103424
25.0,12.5,0.25078144200321856
31.25,12.5,0.20744957071299788
37.5,12.5,0.1928611794167454
43.75,12.5,0.20717588270295553
50.0,12.5,0.15898049839057923
56.25,12.5,0.20546726426669912
62.5,12.5,0.21110040364935095
68.75,12.5,0.30434465961950935
75.0,12.5,0.31076588943159245
81.25,12.5,0.4166971709907322
87.5,12.5,0.4664352405768493
93.75,12.5,0.5429280786862537
100.0,12.5,0.5347459003444304
106.25,12.5,0.8175860407729472
112.5,12.5,0.8553632569392929
118.75,12.5,0.8955040559173356
125.0,12.5,1.0800892319437683
131.25,12.5,1.2733463689801354
137.5,12.5,1.3605914639579295
143.75,12.5,1.4242182497617764
150.0,12.5,1.806515334459849
0.0,18.75,0.4814899470171474
6.25,18.75,0.4132253016988773
12.5,18.75,0.3509009582824599
18.75,18.75,0.2918102589127867
25.0,18.75,0.21505271798622325
31.25,18.75,0.16410445594045425
37.5,18.75,0.12422843614265634
43.75,18.75,0.13979556366519144
50.0,18.75,0.12268957747710502
56.25,18.75,0.15362412523777957
62.5,18.75,0.1799655504325726
68.75,18.75,0.21348111830452868
75.0,18.75,0.2541336850160471
81.25,18.75,0.2588961559660223
87.5,18.75,0.371576827693414
93.75,18.75,0.47317820811090194
100.0,18.75,0.5641064828384297
106.25,18.75,0.6675393389861286
112.5,18.75,0.6655506977425749
118.75,18.75,0.7858913677014748
125.0,18.75,1.0185876225326411
131.25,18.75,1.1763613886186086
137.5,18.75,1.3976722818099108
143.75,18.75,1.3827757939163836
150.0,18.75,1.5739808200543826
0.0,25.0,0.38594418112017587
6.25,25.0,0.3242339799608358
12.5,25.0,0.2534472256564656
18.75,25.0,0.22348632491492534
25.0,25.0,0.1346981245378148
31.25,25.0,0.1583590792450454
37.5,25.0,0.05198170095486533
43.75,25.0,0.10324234608984724
50.0,25.0,0.06368514339376533
56.25,25.0,0.08548895057676549
62.5,25.0,0.09368779914619041
68.75,25.0,0.16085710791060956
75.0,25.0,0.22009534543358403
81.25,25.0,0.2331466502399872
87.5,25.0,0.3003780836793514
93.75,25.0,0.41085559828270896
100.0,25.0,0.4956644063339669
106.25,25.0,0.5777339407635748
112.5,25.0,0.6616227441308861
118.75,25.0,0.837632363329225
125.0,25.0,0.890924652335118
131.25,25.0,1.0884003378481846
137.5,25.0,1.1862115436776672
143.75,25.0,1.381838686654922
150.0,25.0,1.6518513406538495
0.0,31.25,0.41678820514948983
6.25,31.25,0.30275362686032214
12.5,31.25,0.20798499260601114
18.75,31.25,0.18961305902683415
25.0,31.25,0.11286600084103225
31.25,31.25,0.05752712515628435
37.5,31.25,0.08432826629485622
43.75,31.25,0.01959422300986151
50.0,31.25,0.051759018608838636
56.25,31.25,0.04568523596212409
62.5,31.25,0.03870521336613022
68.75,31.25,0.12759504849396447
75.0,31.25,0.1666201754544482
81.25,31.25,0.18911577336624993
87.5,31.25,0.27435187673780864
93.75,31.25,0.35591624196754496
100.0,31.25,0.5275712810649898
106.25,31.25,0.5579577329563169
112.5,31.25,0.6985909726027347
118.75,31.25,0.7795303431425533
125.0,31.25,1.0654344842512917
131.25,31.25,1.1828989766723683
137.5,31.25,1.1931146331980784
143.75,31.25,1.3472558465950792
150.0,31.25,1.6089225810696244
0.0,37.5,0.3631581676494112
6.25,37.5,0.2623862506136547
12.5,37.5,0.18359241591229045
18.75,37.5,0.13714169316716016
25.0,37.5,0.05177963795609205
31.25,37.5,0.1218199774852369
37.5,37.5,0.011131214181912402
43.75,37.5,0.024729755536058613
50.0,37.5,0.05332365958666153
56.25,37.5,0.009245817695317779
62.5,37.5,0.06298743255934613
68.75,37.5,0.08696103662449488
75.0,37.5,0.12799553436022384
81.25,37.5,0.21606000048006396
87.5,37.5,0.26456383711622905
93.75,37.5,0.3621391213828243
100.0,37.5,0.41754729781212824
106.25,37.5,0.5832999067561225
112.5,37.5,0.6227382365284029
118.75,37.5,0.7229723811330927
125.0,37.5,0.9184613916104043
131.25,37.5,1.0698853089901075
137.5,37.5,1.2678016250037765
143.75,37.5,1.4292386274515159
150.0,37.5,1.5414876779362618
0.0,43.75,0.3154239112318498
6.25,43.75,0.2850981606599102
12.5,43.75,0.18720986559018946
18.75,43.75,0.1452341040719359
25.0,43.75,0.06518263779596337
31.25,43.75,0.07197492072747813
37.5,43.75,0.005823196505430882
43.75,43.75,-0.028903449021290627
50.0,43.75,0.007414115964443921
56.25,43.75,0.017777264397139874
62.5,43.75,0.06825242358081424
68.75,43.75,0.07112507761209169
75.0,43.75,0.12583556390565614
81.25,43.75,0.1686342571387278
87.5,43.75,0.23511068388095363
93.75,43.75,0.2956900448611265
100.0,43.75,0.4239990438067829
106.25,43.75,0.4996578165236198
112.5,43.75,0.6707935790882478
118.75,43.75,0.7530398510337101
125.0,43.75,0.8496103075467542
131.25,43.75,1.007884231118665
137.5,43.75,1.2315368415761279
143.75,43.75,1.3489912674642426
150.0,43.75,1.5824654724708422
0.0,50.0,0.33385799464829347
6.25,50.0,0.2515457832932157
12.5,50.0,0.1719595783547437
18.75,50.0,0.10944603257759462
25.0,50.0,0.07187519996863648
31.25,50.0,0.07252732542367948
37.5,50.0,0.0070240063700053035
43.75,50.0,0.0031856163633802058
50.0,50.0,0.019094300481304834
56.25,50.0,0.03687380093123601
62.5,50.0,0.06532216925234643
68.75,50.0,0.057612660453137864
75.0,50.0,0.12162610003070867
81.25,50.0,0.18301545101768169
87.5,50.0,0.21844250197728918
93.75,50.0,0.2773267332390306
100.0,50.0,0.38115154324661454
106.25,50.0,0.4916828412868949
112.5,50.0,0.6244061994339161
118.75,50.0,0.7638648423318972
125.0,50.0,0.839181166594671
131.25,50.0,1.0673478269350132
137.5,50.0,1.2738632372337122
143.75,50.0,1.3226385570060137
150.0,50.0,1.6807406137692074
0.0,56.25,0.3567852045473326
6.25,56.25,0.24439729376607855
12.5,56.25,0.19918551240338878
18.75,56.25,0.16301525471989944
25.0,56.25,0.10514893252803141
31.25,56.25,0.04670537988697088
37.5,56.25,0.00017293951005414865
43.75,56.25,-0.005650888449708192
50.0,56.25,0.02153381998419767
56.25,56.25,0.05151036883282668
62.5,56.25,0.026315039068111647
68.75,56.25,0.07843038061710585
75.0,56.25,0.14231944905192218
81.25,56.25,0.15895585964924408
87.5,56.25,0.24313155837680356
93.75,56.25,0.3270925012247653
100.0,56.25,0.46461865288175563
106.25,56.25,0.5665674116440313
112.5,56.25,0.6261172697969793
118.75,56.25,0.7994888620152859
125.0,56.25,0.8628768196300476
131.25,56.25,1.075139424473666
137.5,56.25,1.3554986352103138
143.75,56.25,1.4897536436173713
150.0,56.25,1.4866127368873272
0.0,62.5,0.41882972924343426
6.25,62.5,0.30663780345105607
12.5,62.5,0.21276213579720438
18.75,62.5,0.1978712991264084
25.0,62.5,0.08910850165685363
31.25,62.5,0.11338840208665946
37.5,62.5,0.0467086835406004
43.75,62.5,0.018266967390615625
50.0,62.5,0.03623957906458054
56.25,62.5,0.03844364860692366
62.5,62.5,0.06448343807720437
68.75,62.5,0.05956958062705277
75.0,62.5,0.16203650907091088
81.25,62.5,0.2076588724839677
87.5,62.5,0.2633723157969639
93.75,62.5,0.37446069604071464
100.0,62.5,0.44282648183576173
106.25,62.5,0.5420700361485105
112.5,62.5,0.6896803093396892
118.75,62.5,0.7865240005302784
125.0,62.5,0.8544078407969794
131.25,62.5,1.0182891415398274
137.5,62.5,1.2732672829773368
143.75,62.5,1.3107979861488122
150.0,62.5,1.5657896310945618
0.0,68.75,0.4142150602413428
6.25,68.75,0.3223306540849459
12.5,68.75,0.2624813275380137
18.75,68.75,0.21208923994705128
25.0,68.75,0.1271603916091474
31.25,68.75,0.11833865314012319
37.5,68.75,0.09305915062409253
43.75,68.75,0.09969619290175838
50.0,68.75,0.08471834592817593
56.25,68.75,0.13201916535093794
62.5,68.75,0.12836355921013726
68.75,68.75,0.14575272336767864
75.0,68.75,0.16560105325886698
81.25,68.75,0.24528873631321899
87.5,68.75,0.32965180094654056
93.75,68.75,0.39305355653702745
100.0,68.75,0.40596193569735606
106.25,68.75,0.5951921501384732
112.5,68.75,0.6396163189719639
118.75,68.75,0.8814979848385692
125.0,68.75,0.981391025203916
131.25,68.75,1.1708428948410425
137.5,68.75,1.2888012014768402
143.75,68.75,1.461373032040331
150.0,68.75,1.7370759892305623
0.0,75.0,0.4288354776539025
6.25,75.0,0.3759077641507214
12.5,75.0,0.3207200082163846
18.75,75.0,0.2483543313730258
25.0,75.0,0.18606661954513415
31.25,75.0,0.171367553668828
37.5,75.0,0.08916457831832725
43.75,75.0,0.11816561585418056
50.0,75.0,0.0886472597061574
56.25,75.0,0.1013200723780887
62.5,75.0,0.20043170117791825
68.75,75.0,0.18454373749429792
75.0,75.0,0.2382914000701236
81.25,75.0,0.30060031244626706
87.5,75.0,0.3716261877259745
93.75,75.0,0.45057493694005124
100.0,75.0,0.5156413527730545
106.25,75.0,0.6914704259645946
112.5,75.0,0.7467760340380104
118.75,75.0,0.9162631595350107
125.0,75.0,1.0575554057494767
131.25,75.0,1.2073122128210714
137.5,75.0,1.4466495636852454
143.75,75.0,1.5905847525095191
150.0,75.0,1.7609772460898325
0.0,81.25,0.46852548027702623
6.25,81.25,0.4366679808562162
12.5,81.25,0.38118307252156025
18.75,81.25,0.3113304028272529
25.0,81.25,0.23001626539519052
31.25,81.25,0.2096651622028658
37.5,81.25,0.18735668965261779
43.75,81.25,0.15943115780349768
50.0,81.25,0.1378517247621121
56.25,81.25,0.20617586945381286
62.5,81.25,0.21764288687915523
68.75,81.25,0.2109506593526048
75.0,81.25,0.2808765060993239
81.25,81.25,0.3322540828715275
87.5,81.25,0.4254537403322103
93.75,81.25,0.5269779829720824
100.0,81.25,0.5773419608069341
106.25,81.25,0.6513799845730354
112.5,81.25,0.775685450580976
118.75,81.25,0.9076490812276029
125.0,81.25,1.156668613974934
131.25,81.25,1.212056286462007
137.5,81.25,1.4629468328708382
143.75,81.25,1.6154183835734044
150.0,81.25,1.7864097883836405
0.0,87.5,0.6275080776008866
6.25,87.5,0.44873062841452915
12.5,87.5,0.48325849597167037
18.75,87.5,0.32882878952154
25.0,87.5,0.3212202609723191
31.25,87.5,0.278830399730124
37.5,87.5,0.267629515012084
43.75,87.5,0.259537838686289
50.0,87.5,0.2471147592443433
56.25,87.5,0.23885159226429628
62.5,87.5,0.3229245343457633
68.75,87.5,0.351550051689694
75.0,87.5,0.3882407403214806
81.25,87.5,0.3946242680535878
87.5,87.5,0.4829863535866547
93.75,87.5,0.5807112746565843
100.0,87.5,0.5409416810140579
106.25,87.5,0.7565423701347814
112.5,87.5,0.8617904555969055
118.75,87.5,1.0704573561883097
125.0,87.5,1.2215088936374892
131.25,87.5,1.3579278325649247
137.5,87.5,1.59452704329726
143.75,87.5,1.6632552758061219
150.0,87.5,1.7287997375142177
0.0,93.75,0.6395699256498882
6.25,93.75,0.5511138590778966
12.5,93.75,0.4926362976783601
18.75,93.75,0.48593667318662337
25.0,93.75,0.4573387983466487
31.25,93.75,0.41926603463558065
37.5,93.75,0.3382071087645223
43.75,93.75,0.27800996395849253
50.0,93.75,0.3165263826593866
56.25,93.75,0.30366566266755085
62.5,93.75,0.3726085745911609
68.75,93.75,0.35712459732300283
75.0,93.75,0.3573506770838194
81.25,93.75,0.533493587905793
87.5,93.75,0.521248497900596
93.75,93.75,0.5917375791503975
100.0,93.75,0.7216710688788206
106.25,93.75,0.8031286911018141
112.5,93.75,1.0047798852537715
118.75,93.75,1.0272295150750257
125.0,93.75,1.1569632112777826
131.25,93.75,1.3373377348509998
137.5,93.75,1.6305026194944137
143.75,93.75,1.5818843592166842
150.0,93.75,1.8618270962252033
0.0,100.0,0.7655883511110382
6.25,100.0,0.7219819317149924
12.5,100.0,0.6513940039417343
18.75,100.0,0.5154371680242787
25.0,100.0,0.43078846989378183
31.25,100.0,0.40221279776149743
37.5,100.0,0.45622858418876144
43.75,100.0,0.41174964820042215
50.0,100.0,0.43269915253085256
56.25,100.0,0.40013206139609336
62.5,100.0,0.41188812165546856
68.75,100.0,0.45798254393684495
75.0,100.0,0.5219949133797881
81.25,100.0,0.555001910570149
87.5,100.0,0.6132823803599764
93.75,100.0,0.6970593210787246
100.0,100.0,0.7823922378041107
106.25,100.0,0.9305394120666058
112.5,100.0,0.9983438043691495
118.75,100.0,1.2171988771215452
125.0,100.0,1.1937309474551092
131.25,100.0,1.5317715958630338
137.5,100.0,1.6676450765785875
143.75,100.0,1.708100220376872
150.0,100.0,1.7144842258512343
0.0,106.25,0.9000554793977918
6.25,106.25,0.7336505019195521
12.5,106.25,0.7577626371008717
18.75,106.25,0.6309664160379934
25.0,106.25,0.5968114077968444
31.25,106.25,0.5931479123548475
37.5,106.25,0.5532084162924854
43.75,106.25,0.5496958725779273
50.0,106.25,0.46935027861964645
56.25,106.25,0.5220961187505637
62.5,106.25,0.5003838809179378
68.75,106.25,0.6237628800399437
75.0,106.25,0.6640408937194755
81.25,106.25,0.6684957704814692
87.5,106.25,0.7217006773895266
93.75,106.25,0.842260927580928
100.0,106.25,0.9289481099465358
106.25,106.25,1.0673801781241519
112.5,106.25,1.0746743940191779
118.75,106.25,1.1071378704197636
125.0,106.25,1.38453552657154
131.25,106.25,1.6311450667007379
137.5,106.25,1.7135549481386674
143.75,106.25,1.9471855887354257
150.0,106.25,2.0527968578078024
0.0,112.5,1.0351255169222007
6.25,112.5,0.8976397445595937
12.5,112.5,0.8497715221385993
18.75,112.5,0.7360670113634095
25.0,112.5,0.7374547340765748
31.25,112.5,0.6982492991816709
37.5,112.5,0.6613031785394118
43.75,112.5,0.6362708987078566
50.0,112.5,0.6294135889040504
56.25,112.5,0.6379392341293794
62.5,112.5,0.6108529263917855
68.75,112.5,0.6731618405554358
75.0,112.5,0.7099089914529987
81.25,112.5,0.7872857474875837
87.5,112.5,0.7773589627931103
93.75,112.5,0.8346973986138488
100.0,112.5,1.0141530617623755
106.25,112.5,1.0847454976677988
112.5,112.5,1.4304920496120122
118.75,112.5,1.348024109036132
125.0,112.5,1.4612300860084937
131.25,112.5,1.6818846610208589
137.5,112.5,1.6358987099686162
143.75,112.5,1.9967482335932027
150.0,112.5,2.2393472205000515
0.0,118.75,1.1335826168001168
6.25,118.75,1.1197401346006504
12.5,118.75,0.8971684087914854
18.75,118.75,0.8632948929017975
25.0,118.75,0.7522531356445311
31.25,118.75,0.8192781679750653
37.5,118.75,0.8118558533330831
43.75,118.75,0.802511413760065
50.0,118.75,0.7128317307626542
56.25,118.75,0.7639944958351551
62.5,118.75,0.7801098420442103
68.75,118.75,0.8265740126741663
75.0,118.75,0.7858007226205312
81.25,118.75,0.8717393209923312
87.5,118.75,0.9509111593397772
93.75,118.75,1.096626298901004
100.0,118.75,1.10211532487506
106.25,118.75,1.257249118955153
112.5,118.75,1.2490737450647493
118.75,118.75,1.585431417600134
125.0,118.75,1.6657711753855917
131.25,118.75,1.8727953355931457
137.5,118.75,1.9334487537333558
143.75,118.75,1.9352816410176534
150.0,118.75,2.194881071028964
0.0,125.0,1.1499043946859553
6.25,125.0,1.1851875463180663
12.5,125.0,1.0474624280989646
18.75,125.0,1.0533137385207716
25.0,125.0,0.8897224887885488
31.25,125.0,0.9960169522277686
37.5,125.0,0.9468395604985532
43.75,125.0,0.9095637507846095
50.0,125.0,0.9559768024658701
56.25,125.0,0.9352933354691213
62.5,125.0,0.9077424888611905
68.75,125.0,0.9808811404209475
75.0,125.0,0.9468042345880996
81.25,125.0,1.0457752067660313
87.5,125.0,1.0711764581258318
93.75,125.0,1.2677610806318442
100.0,125.0,1.2423828497791467
106.25,125.0,1.4801656326504475
112.5,125.0,1.460363756369342
118.75,125.0,1.6702718070212654
125.0,125.0,1.7892880649820073
131.25,125.0,1.8080212078661084
137.5,125.0,1.971651276925338
143.75,125.0,2.0836913667635515
150.0,125.0,2.389804997078403
0.0,131.25,1.3009433954777383
6.25,131.25,1.1952556270868033
12.5,131.25,1.283226981770905
18.75,131.25,1.146876757137264
25.0,131.25,1.2096649148272252
31.25,131.25,1.1146813485111746
37.5,131.25,1.0571722629305378
43.75,131.25,1.0171695452256542
50.0,131.25,1.0435078741092474
56.25,131.25,1.0682291611724148
62.5,131.25,1.1056333269948622
68.75,131.25,1.1051354560466815
75.0,131.25,1.1321740047388236
81.25,131.25,1.0718704213264167
87.5,131.25,1.1816316685838983
93.75,131.25,1.3046618781689352
100.0,131.25,1.4383646160574748
106.25,131.25,1.5265073006021712
112.5,131.25,1.7615395900857702
118.75,131.25,1.8847968597874303
125.0,131.25,1.97458166690802
131.25,131.25,2.0202899149734157
137.5,131.25,2.4046301051079593
143.75,131.25,2.2222527120295905
150.0,131.25,2.606048553410135
0.0,137.5,1.582924251099492
6.25,137.5,1.5355990772520691
12.5,137.5,1.39356949680454
18.75,137.5,1.2312040573868452
25.0,137.5,1.170467309919673
31.25,137.5,1.2173187994299195
37.5,137.5,1.164730566484103
