x_mm,y_mm,z_mm
0.0,0.0,1.9467644173821868
6.25,0.0,1.92717810181062
12.5,0.0,1.6854291923607563
18.75,0.0,1.4718805223262248
25.0,0.0,1.5687914947069754
31.25,0.0,1.337433814792026
37.5,0.0,1.4598129792575383
43.75,0.0,1.2806862143540105
50.0,0.0,1.2103496011692068
56.25,0.0,1.0898258985433495
62.5,0.0,1.0324659152458058
68.75,0.0,0.8997268656562215
75.0,0.0,1.0578937705589666
81.25,0.0,1.011431359072693
87.5,0.0,1.0774142547927887
93.75,0.0,1.094755476322897
100.0,0.0,1.2130305992901649
106.25,0.0,1.3213361136181572
112.5,0.0,1.4025820373636788
118.75,0.0,1.3980117645014125
125.0,0.0,1.5196344556159285
131.25,0.0,1.5922906569689244
137.5,0.0,1.6119081439317695
143.75,0.0,1.6697236973847251
150.0,0.0,1.9618741861233289
0.0,6.25,1.7713316686628056
6.25,6.25,1.6989924012099953
12.5,6.25,1.5497481005553257
18.75,6.25,1.2577228449551532
25.0,6.25,1.288229360724583
31.25,6.25,1.0864110137682543
37.5,6.25,1.1709593725581529
43.75,6.25,1.006207001425236
50.0,6.25,0.9054089933635145
56.25,6.25,0.8936717705964548
62.5,6.25,0.8585923550335367
68.75,6.25,0.9299057121375498
75.0,6.25,0.8142985549734112
81.25,6.25,0.7647476790837726
87.5,6.25,0.9858688166827726
93.75,6.25,0.9063935558561688
100.0,6.25,1.0045535081247703
106.25,6.25,1.0404436255711103
112.5,6.25,1.3061772222519874
118.75,6.25,1.2786686782081058
125.0,6.25,1.4952649435446126
131.25,6.25,1.4031741054991245
137.5,6.25,1.5755386926041275
143.75,6.25,1.6705769906101837
150.0,6.25,1.7487432296506973
0.0,12.5,1.715519260234123
6.25,12.5,1.5690881897279918
12.5,12.5,1.3501172519757256
18.75,12.5,1.4256660772297478
25.0,12.5,1.151301334613427
31.25,12.5,1.011667526192858
37.5,12.5,0.9658791238574894
43.75,12.5,0.8752442479522853
50.0,12.5,0.7831516785691077
56.25,12.5,0.7895283557648065
62.5,12.5,0.7064019255074735
68.75,12.5,0.7313386924689294
75.0,12.5,0.7310418806447923
81.25,12.5,0.7650149619307489
87.5,12.5,0.7235612866564118
93.75,12.5,0.8305580015147708
100.0,12.5,0.8976186707219114
106.25,12.5,1.0698882610837557
112.5,12.5,1.0957811917765945
118.75,12.5,1.1083573728933533
125.0,12.5,1.2102315387755385
131.25,12.5,1.2348180228417358
137.5,12.5,1.3952608723869264
143.75,12.5,1.509068098785202
150.0,12.5,1.9081840644487396
0.0,18.75,1.5166551311238436
6.25,18.75,1.4057908560790673
12.5,18.75,1.3102580960501629
18.75,18.75,1.0803088372083864
25.0,18.75,1.099053864408395
31.25,18.75,0.9950468177148167
37.5,18.75,0.8312211779964322
43.75,18.75,0.8516687146031219
50.0,18.75,0.7069465675222311
56.25,18.75,0.6140425716954119
62.5,18.75,0.6464157026231817
68.75,18.75,0.5862583981017198
75.0,18.75,0.5315878686599751
81.25,18.75,0.5088856312257807
87.5,18.75,0.6217262106505101
93.75,18.75,0.6212914538867491
100.0,18.75,0.7655892684827461
106.25,18.75,0.7389533262929352
112.5,18.75,0.8787968019842473
118.75,18.75,0.9257869702970273
125.0,18.75,1.0644927901045758
131.25,18.75,1.1622706124637516
137.5,18.75,1.2649865464613366
143.75,18.75,1.3700557509017572
150.0,18.75,1.560836916322585
0.0,25.0,1.328265346140915
6.25,25.0,1.4081489067422763
12.5,25.0,1.163193578242626
18.75,25.0,0.9756029769327382
25.0,25.0,0.8975367390412679
31.25,25.0,0.7690158075384275
37.5,25.0,0.7236337532348291
43.75,25.0,0.5743548817211402
50.0,25.0,0.5400459322177168
56.25,25.0,0.5418469138564944
62.5,25.0,0.4476026413022801
68.75,25.0,0.4318372865236875
75.0,25.0,0.44672367405876356
81.25,25.0,0.4141089141009455
87.5,25.0,0.3832946648625804
93.75,25.0,0.5335192173125548
100.0,25.0,0.5341239253095346
106.25,25.0,0.5584345412242527
112.5,25.0,0.8186476460797275
118.75,25.0,0.7575864961050695
125.0,25.0,0.9534058332421602
131.25,25.0,1.0228737748891443
137.5,25.0,1.1966967570892912
143.75,25.0,1.3729618609969054
150.0,25.0,1.4826047299708165
0.0,31.25,1.4148517281338613
6.25,31.25,1.2315542279214209
12.5,31.25,1.0886472908529257
18.75,31.25,0.9796126486239075
25.0,31.25,0.7857052509903607
31.25,31.25,0.7165062976741654
37.5,31.25,0.5524503326761021
43.75,31.25,0.5307139629643071
50.0,31.25,0.4553293672460453
56.25,31.25,0.4432165517872771
62.5,31.25,0.38385289805186884
68.75,31.25,0.32550624936414646
75.0,31.25,0.2870953217700418
81.25,31.25,0.37266030171156195
87.5,31.25,0.40237265730592275
93.75,31.25,0.37940484906434496
100.0,31.25,0.4143234364361833
106.25,31.25,0.5258879289235588
112.5,31.25,0.5994556023862098
118.75,31.25,0.6647473161864429
125.0,31.25,0.7953003275401935
131.25,31.25,1.0025357430413466
137.5,31.25,1.1194302084877361
143.75,31.25,1.2179430718529858
150.0,31.25,1.3655126764229748
0.0,37.5,1.3254334751541494
6.25,37.5,1.0781863132337612
12.5,37.5,0.9836054276644376
18.75,37.5,0.8313624684611159
25.0,37.5,0.6945452859008132
31.25,37.5,0.6432292990534125
37.5,37.5,0.47456179823900657
43.75,37.5,0.40163746910434645
50.0,37.5,0.3101411820406197
56.25,37.5,0.32715250569277926
