x_mm,y_mm,z_mm
0.0,0.0,3.540556506008553
6.25,0.0,3.1995784923754838
12.5,0.0,2.6120232370060834
18.75,0.0,2.2715160560981533
25.0,0.0,2.168526715952752
31.25,0.0,1.9341604846203668
37.5,0.0,1.8793071512563146
43.75,0.0,1.6924084485872222
50.0,0.0,1.6706112117249754
56.25,0.0,1.3999046369445354
62.5,0.0,1.629572517638452
68.75,0.0,1.514064664169276
75.0,0.0,1.5027714029652148
81.25,0.0,1.795390019949153
87.5,0.0,1.7169560734134555
93.75,0.0,1.76563995342529
100.0,0.0,1.883478597771014
106.25,0.0,1.8854725944086006
112.5,0.0,2.027869712688588
118.75,0.0,2.0544507464430324
125.0,0.0,2.2125656699925913
131.25,0.0,2.7298816235625414
137.5,0.0,2.774728631603508
143.75,0.0,3.3208341749751655
150.0,0.0,3.712531545046934
0.0,6.25,3.4451635027758485
6.25,6.25,2.956497312722608
12.5,6.25,2.406008846990336
18.75,6.25,2.3092075814099795
25.0,6.25,1.9348494379386887
31.25,6.25,1.7735464669327026
37.5,6.25,1.5085063020631158
43.75,6.25,1.3604672113423204
50.0,6.25,1.46076995647471
56.25,6.25,1.351924750387804
62.5,6.25,1.3989808799697512
68.75,6.25,1.331528651988159
75.0,6.25,1.3834839130116974
81.25,6.25,1.3062957032158016
87.5,6.25,1.354957163330085
93.75,6.25,1.4782705667181972
100.0,6.25,1.57469093195549
106.25,6.25,1.5476263955896945
112.5,6.25,1.8482431507049786
118.75,6.25,1.9651042159938463
125.0,6.25,2.26899020739606
131.25,6.25,2.3279440697034115
137.5,6.25,2.619441567285299
143.75,6.25,3.0141987316415118
150.0,6.25,3.192418132706205
0.0,12.5,3.166765100774528
6.25,12.5,2.7086622928209705
12.5,12.5,2.1314320047198105
18.75,12.5,2.0928061687266704
25.0,12.5,1.6676666576864696
31.25,12.5,1.6162155274560355
37.5,12.5,1.2522632317768185
43.75,12.5,1.299757678828601
50.0,12.5,1.2271388052989722
56.25,12.5,1.0851793027479573
62.5,12.5,1.1046107396703866
68.75,12.5,1.0903419231946312
75.0,12.5,1.0138806658939439
81.25,12.5,1.2047670945337894
87.5,12.5,1.1735676881775678
93.75,12.5,1.2976807685293394
100.0,12.5,1.3186147158498578
106.25,12.5,1.4120698038842805
112.5,12.5,1.3461249331561755
118.75,12.5,1.6403627137317285
125.0,12.5,1.6452754927135003
131.25,12.5,2.0668081674894827
137.5,12.5,2.4232610033096234
143.75,12.5,2.58312750793822
150.0,12.5,3.320484787422846
0.0,18.75,2.826228297646367
6.25,18.75,2.4147437954721807
12.5,18.75,2.172906357163537
18.75,18.75,1.953137414463406
25.0,18.75,1.7201520464786235
31.25,18.75,1.4586932418978202
37.5,18.75,1.2234240790241153
43.75,18.75,1.1554321593966526
50.0,18.75,0.924661557202185
56.25,18.75,0.9960089102495424
62.5,18.75,0.9936586371711081
68.75,18.75,0.9081451767579946
75.0,18.75,0.994291225151384
81.25,18.75,0.9780994662673321
87.5,18.75,1.006752794332126
93.75,18.75,0.9949544733831065
100.0,18.75,1.1374982654724402
106.25,18.75,1.1311653402034754
112.5,18.75,1.3037136808269845
118.75,18.75,1.397158097248156
125.0,18.75,1.6111177828107826
131.25,18.75,1.9150597945014856
137.5,18.75,2.1040723730746955
143.75,18.75,2.6414472662709896
150.0,18.75,2.9173333418885723
0.0,25.0,2.5308238022308105
6.25,25.0,2.2233145083904473
12.5,25.0,1.8970042355074619
18.75,25.0,1.7732390425645788
25.0,25.0,1.5861955709654298
31.25,25.0,1.2194825793081474
37.5,25.0,1.134426703585989
43.75,25.0,0.9215960593635449
50.0,25.0,0.8431555175243397
56.25,25.0,0.790843439558259
62.5,25.0,0.7755336261194915
68.75,25.0,0.6666756221997873
75.0,25.0,0.7030670823849667
81.25,25.0,0.7662559450969925
87.5,25.0,0.7728751638631628
93.75,25.0,0.8389876880014994
100.0,25.0,0.8627701502835495
106.25,25.0,0.9493304888414089
112.5,25.0,1.1367263640213148
118.75,25.0,1.2055214668266363
125.0,25.0,1.3927428081035196
131.25,25.0,1.66950442577957
137.5,25.0,1.9756804303625755
143.75,25.0,2.145359438521736
150.0,25.0,2.586848500219343
0.0,31.25,2.402845110291105
6.25,31.25,1.939885952985648
12.5,31.25,1.8072111224262057
18.75,31.25,1.5543325231723888
25.0,31.25,1.4286701330321447
31.25,31.25,1.1272924175136345
37.5,31.25,1.0117299449940966
43.75,31.25,0.8653170182685572
50.0,31.25,0.7483724093881885
56.25,31.25,0.6020430635862457
62.5,31.25,0.6683073304538844
68.75,31.25,0.5542876929879337
75.0,31.25,0.5227665745146857
81.25,31.25,0.5510832544579525
87.5,31.25,0.6098457089708743
93.75,31.25,0.6171723811828183
100.0,31.25,0.6167856578802753
106.25,31.25,0.8191784020799324
112.5,31.25,0.948030351234665
118.75,31.25,1.0977195926421857
125.0,31.25,1.3361944362822602
131.25,31.25,1.416604463051983
137.5,31.25,1.8262922694429957
143.75,31.25,2.0955160885509208
150.0,31.25,2.3069762828114886
0.0,37.5,2.0560611743419717
6.25,37.5,1.848256299273484
12.5,37.5,1.5618959634306715
18.75,37.5,1.3928514231897349
25.0,37.5,1.1825191227091731
31.25,37.5,1.0600733476321136
37.5,37.5,0.8301020650147394
43.75,37.5,0.7831106330118976
50.0,37.5,0.6269547214078617
56.25,37.5,0.4947573931916861
62.5,37.5,0.4827194079492465
68.75,37.5,0.43994517547779016
75.0,37.5,0.4041916709259093
81.25,37.5,0.37094086215512123
87.5,37.5,0.43236337706909767
93.75,37.5,0.4447600404258664
100.0,37.5,0.4870040290917872
106.25,37.5,0.639204687488583
112.5,37.5,0.7702297387956336
118.75,37.5,0.9518011782579984
125.0,37.5,1.158934934164949
131.25,37.5,1.260182958898017
137.5,37.5,1.5500289405673617
143.75,37.5,1.8322396797977076
150.0,37.5,2.106457492652817
0.0,43.75,1.9485769993473474
6.25,43.75,1.7595288593583638
12.5,43.75,1.5546514595211793
18.75,43.75,1.3962183617729336
25.0,43.75,1.0177245926406717
31.25,43.75,0.8979759747735392
37.5,43.75,0.7031786001842921
43.75,43.75,0.5543592145015002
50.0,43.75,0.4344748891281907
56.25,43.75,0.3901390861787777
62.5,43.75,0.3102624421994269
68.75,43.75,0.2478498933440652
75.0,43.75,0.2817708790437056
81.25,43.75,0.2789958470813561
87.5,43.75,0.2722455368053278
93.75,43.75,0.35390955138558877
100.0,43.75,0.40778312112154985
106.25,43.75,0.5245367407040694
112.5,43.75,0.6840614603739283
118.75,43.75,0.7944347746328368
125.0,43.75,0.9907533647576883
131.25,43.75,1.259347694329976
137.5,43.75,1.400763559583
143.75,43.75,1.6230368922887393
150.0,43.75,1.878701864660281
0.0,50.0,1.6159147414654917
6.25,50.0,1.454289306197554
12.5,50.0,1.413473058343803
18.75,50.0,1.171661017582316
25.0,50.0,0.9454802578423551
31.25,50.0,0.8253179278612826
37.5,50.0,0.5516231111791
43.75,50.0,0.4423110446908395
50.0,50.0,0.39925676071973526
56.25,50.0,0.30016318942877973
62.5,50.0,0.22755986796085412
68.75,50.0,0.21007657987362094
75.0,50.0,0.1902304983022083
81.25,50.0,0.1757510938115078
87.5,50.0,0.24001149987912676
93.75,50.0,0.22009219318001444
100.0,50.0,0.3150746528252129
106.25,50.0,0.4619340998099232
112.5,50.0,0.5753913140173703
118.75,50.0,0.7257373813632358
125.0,50.0,0.9383783456336149
131.25,50.0,1.077157746320764
137.5,50.0,1.3798670804854827
143.75,50.0,1.607222311130887
150.0,50.0,1.862680943420074
0.0,56.25,1.594273900188879
6.25,56.25,1.4101002307932111
12.5,56.25,1.193824191229489
18.75,56.25,1.08064825999522
25.0,56.25,0.9414558392884643
31.25,56.25,0.7384099978114164
37.5,56.25,0.5931981179598775
43.75,56.25,0.4365673617218021
50.0,56.25,0.23675325915624523
56.25,56.25,0.20807083616653832
62.5,56.25,0.14852764844300884
68.75,56.25,0.11139764005804759
75.0,56.25,0.11618093811246763
81.25,56.25,0.12144513990965088
87.5,56.25,0.13794045666652813
93.75,56.25,0.21952115167916117
100.0,56.25,0.251594328285612
106.25,56.25,0.38829893566808715
112.5,56.25,0.5232967251686277
118.75,56.25,0.7064954042776305
125.0,56.25,0.8310207121094935
131.25,56.25,0.9715881203939836
137.5,56.25,1.213073895209614
143.75,56.25,1.3741691401318867
150.0,56.25,1.7872654557716852
0.0,62.5,1.702437709949369
6.25,62.5,1.4730362776257602
12.5,62.5,1.2073992622522127
18.75,62.5,0.9764055415804139
25.0,62.5,0.9083958001650152
31.25,62.5,0.6475582499975368
37.5,62.5,0.46478228491056345
43.75,62.5,0.3532157607338692
50.0,62.5,0.2260958708599284
56.25,62.5,0.15005323648814808
62.5,62.5,0.11840807710360224
68.75,62.5,0.05204671675296025
75.0,62.5,0.04689863049795914
81.25,62.5,0.014416577003054792
87.5,62.5,0.12049522402774518
93.75,62.5,0.1582477469562478
100.0,62.5,0.2147673580701187
106.25,62.5,0.3057061340991816
112.5,62.5,0.4535250286190169
118.75,62.5,0.5897790762572602
125.0,62.5,0.735939435305937
131.25,62.5,0.9877133889783979
137.5,62.5,1.2662099618007623
143.75,62.5,1.3622334400249176
150.0,62.5,1.7907124443198128
0.0,68.75,1.5157594022590588
6.25,68.75,1.2860593383827106
12.5,68.75,1.2463358404243592
18.75,68.75,0.89442227077888
25.0,68.75,0.6710966533362427
31.25,68.75,0.6142851357064174
37.5,68.75,0.43446426151714457
43.75,68.75,0.32881974993214474
50.0,68.75,0.2140598253834795
56.25,68.75,0.1100404453941548
62.5,68.75,0.08283360587567254
68.75,68.75,0.03349253606111774
75.0,68.75,0.043612552082753955
81.25,68.75,0.03942575384221041
87.5,68.75,0.024232137573161394
93.75,68.75,0.11681526283916135
100.0,68.75,0.1819375841217443
106.25,68.75,0.3131679642504487
112.5,68.75,0.41069786245475015
118.75,68.75,0.5540313845352375
125.0,68.75,0.7342480441281808
131.25,68.75,0.9178092035100238
137.5,68.75,1.0601441974969108
143.75,68.75,1.2972986407832636
150.0,68.75,1.5526156054950673
0.0,75.0,1.3962493138025664
6.25,75.0,1.2766667982893922
12.5,75.0,1.2381256380703816
18.75,75.0,0.8391967859870172
25.0,75.0,0.7207386582268953
31.25,75.0,0.5054060516880114
37.5,75.0,0.4567709642993941
43.75,75.0,0.2776796972394519
50.0,75.0,0.20210751029070112
56.25,75.0,0.1022492237016102
62.5,75.0,0.05384980117834922
68.75,75.0,-0.005967535851464638
75.0,75.0,0.03106674007683262
81.25,75.0,-0.0096868520681804
87.5,75.0,0.08409317544560674
93.75,75.0,0.08815677663615364
100.0,75.0,0.20603207073420138
106.25,75.0,0.3426939292730665
112.5,75.0,0.42801238423042587
118.75,75.0,0.4951747652801584
125.0,75.0,0.675967049545199
131.25,75.0,0.906699468471002
137.5,75.0,1.0786857884348071
143.75,75.0,1.3367794808407105
150.0,75.0,1.6441367019208435
0.0,81.25,1.543438062459409
6.25,81.25,1.2939480374040202
12.5,81.25,1.0988630768626564
18.75,81.25,0.9529816871194507
25.0,81.25,0.8295171191652111
31.25,81.25,0.5522426592699313
37.5,81.25,0.39470379072516504
43.75,81.25,0.3092545755866436
50.0,81.25,0.18100788021135128
56.25,81.25,0.1009868002939175
62.5,81.25,0.03904456327537745
68.75,81.25,0.06625666286588495
75.0,81.25,0.03952203346023368
81.25,81.25,0.03177040385187044
87.5,81.25,0.08281882455731487
93.75,81.25,0.12542483221064896
100.0,81.25,0.17717847150752616
106.25,81.25,0.23790222321047835
112.5,81.25,0.3782472608708463
118.75,81.25,0.5492990000061317
125.0,81.25,0.7010758160562005
131.25,81.25,0.8796637739247478
137.5,81.25,1.2285567391047438
143.75,81.25,1.319559882125738
150.0,81.25,1.5606786568937492
0.0,87.5,1.8406105243106123
6.25,87.5,1.2009108678092368
12.5,87.5,1.0536521873570637
18.75,87.5,0.90316040519831
25.0,87.5,0.7408943432538488
31.25,87.5,0.6465197039782495
37.5,87.5,0.4333872815491185
43.75,87.5,0.3346381575157972
50.0,87.5,0.19909693500189496
56.25,87.5,0.11988184801267761
62.5,87.5,0.06791833040451743
68.75,87.5,0.1020335753570209
75.0,87.5,0.0634159795081466
81.25,87.5,0.05448149182940752
87.5,87.5,0.11171601856139544
93.75,87.5,0.1297237742004352
100.0,87.5,0.2350463158729479
106.25,87.5,0.29889791431539275
112.5,87.5,0.49601980044982136
118.75,87.5,0.5877248473587456
125.0,87.5,0.7399713872210398
131.25,87.5,0.8632588096003239
137.5,87.5,1.1567592941394802
143.75,87.5,1.3362276473115071
150.0,87.5,1.5009408359856706
0.0,93.75,1.584492851911862
6.25,93.75,1.3267792420939133
12.5,93.75,1.276032249196497
18.75,93.75,0.99068846445017
25.0,93.75,0.8142173895825034
31.25,93.75,0.6717880810022866
37.5,93.75,0.5038422363724412
43.75,93.75,0.32732398766125503
50.0,93.75,0.23815042228056188
56.25,93.75,0.19067566751850518
62.5,93.75,0.1730102587815411
68.75,93.75,0.1388650051962946
75.0,93.75,0.09859167740580384
81.25,93.75,0.12766440151041156
87.5,93.75,0.15686030415062488
